Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Launched the second tranche of the CDC Vouchers Scheme with our five CDC Mayors in Bedok on Monday afternoon. We also distributed decals to participating merchants in the area.
&nbsp;
CDCs play a very important role in supporting the vulnerable by coming up with local programmes to complement national schemes. Each CDC has its own programmes, but they also work closely together. Since COVID-19, our CDCs have collaborated together and with the community to launch more than 100 initiatives. The CDC Vouchers Scheme is one such example.
&nbsp;
CDC vouchers have benefited almost 350,000 households and more than 8,100 participating merchants to date. During this challenging period, household expenses will continue to weigh on the minds of many families. So we have decided to commit an additional $20 million for a second tranche of vouchers.
&nbsp;
A big thank you to our CDCs and to all our community partners. This is the spirit of #SingaporeTogether. I continue to encourage our CDCs to find new ways to build stronger partnerships with our community, hawkers and merchants.
&nbsp;
Let us continue to face the challenges ahead head-on, stand in solidarity with one another, and emerge stronger as a united Singapore.
&nbsp;
(MCI Photos by Lee Jia Wen)",2021-01-26 01:43:12+00:00,Thank you for being a good people's caring Government! SG👏👏👏👏👏👏👏👏👏👏👏******,2021-01-26,9,Economic Measures,10,0,-11.298149372547483,2,0,1,155.0919976489046,4,0,0.0
"Launched the second tranche of the CDC Vouchers Scheme with our five CDC Mayors in Bedok on Monday afternoon. We also distributed decals to participating merchants in the area.
&nbsp;
CDCs play a very important role in supporting the vulnerable by coming up with local programmes to complement national schemes. Each CDC has its own programmes, but they also work closely together. Since COVID-19, our CDCs have collaborated together and with the community to launch more than 100 initiatives. The CDC Vouchers Scheme is one such example.
&nbsp;
CDC vouchers have benefited almost 350,000 households and more than 8,100 participating merchants to date. During this challenging period, household expenses will continue to weigh on the minds of many families. So we have decided to commit an additional $20 million for a second tranche of vouchers.
&nbsp;
A big thank you to our CDCs and to all our community partners. This is the spirit of #SingaporeTogether. I continue to encourage our CDCs to find new ways to build stronger partnerships with our community, hawkers and merchants.
&nbsp;
Let us continue to face the challenges ahead head-on, stand in solidarity with one another, and emerge stronger as a united Singapore.
&nbsp;
(MCI Photos by Lee Jia Wen)",2021-01-26 01:43:12+00:00,A very big thank you to You. You are great. This Government under you and your team has done a very good job for the people.,2021-01-27,26,Economic Measures,26,2,-9.228029717217895,3,1,3,88.35298835496303,4,0,0.0
"2020 wasn’t the best year, but it brought out the best in us.
&nbsp;
This @gov.sg video below reminded me how our people stepped up to be the best version of themselves, while others went the extra mile to help those in need over the past year. The Government also pushed out close to $100 billion in support measures to help our workers, businesses and households.
&nbsp;
Let us continue to stay united, resilient, in a show of solidarity and fortitude to emerge stronger from the pandemic.

#SingaporeTogether
#bestinus
#SGBudget2021",2021-01-23 10:45:38+00:00,Proud to be a Singaporean.,2021-01-23,5,Economic Measures,5,0,-10.364344048659383,1,0,0,235.40179505524767,4,0,0.0
"2020 wasn’t the best year, but it brought out the best in us.
&nbsp;
This @gov.sg video below reminded me how our people stepped up to be the best version of themselves, while others went the extra mile to help those in need over the past year. The Government also pushed out close to $100 billion in support measures to help our workers, businesses and households.
&nbsp;
Let us continue to stay united, resilient, in a show of solidarity and fortitude to emerge stronger from the pandemic.

#SingaporeTogether
#bestinus
#SGBudget2021",2021-01-23 10:45:38+00:00,"The best is DPM Heng Swee Kiat. He saved us with Unity Package, Resilience Package, Solidarity Package and Fortitude Package during Covid-19, and for months to now, DPM Heng Swee Kiat curb spending and boost the economy and job market in Singapore. DPM Heng strategy for Singapore is real, both rational and generous, and his long term vision for Singapore is good and positive for wealth monger and heart lander.",2021-01-24,70,Economic Measures,70,3,-13.560740354058812,5,2,1,10.9326954601178,2,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Thank you sir wish u good health n luck always.,2021-01-02,10,Economic Measures,10,0,-13.218159076858575,2,0,1,156.96129294150037,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Rather u keep GST at 7% and not have to give these handouts,2021-01-02,12,Economic Measures,13,1,-11.526271714760613,3,1,0,235.320702033626,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,👏Thanks 👏Happy New Year. Best wishes to you... ❤️,2021-01-02,8,Economic Measures,8,0,-11.255271176789481,1,0,0,155.97252488793836,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Thank you for being a good people's caring government!,2021-01-02,8,Economic Measures,9,0,-10.383266568788981,2,0,1,155.0919976489046,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,My husband is a bankruptcy n now we r staying in a rented apartment by a friend's help. Where can we get help?,2021-01-02,22,Economic Measures,23,1,-10.958754324066785,4,0,2,80.23750411296153,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,"PM Heng, Sir Thank you very much for your thoughts and action. 😍",2021-01-02,12,Economic Measures,12,1,-11.799330779941368,0,1,2,72.83716078628967,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Thank you Mr Deputy Prime Minister for this generous payouts. Huat ah!!!😍😍😍,2021-01-03,12,Economic Measures,12,1,-12.765155096448208,0,0,1,51.64568391993133,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Rebate given should be based on household income and not house type. People with big household staying 3 or 4 rooms can be dirt rich while those staying at executive flat might not.  Why can't sell existing house? Many reasons...... House can be purchased years years ago when one is doing ok,2021-01-03,49,Economic Measures,52,3,-11.348599355658,13,4,0,33.290842410876856,3,1,1.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Thank you v much Mr Heng SK,2021-01-03,7,Economic Measures,7,0,-13.474702524660845,1,0,1,114.70980067955344,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,The GSTV helps! Please carry on with GSTV in 2021.,2021-01-04,9,Economic Measures,10,0,-12.373386144233857,1,0,0,189.6981928286597,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,"Sir I am a Malaysianwith long term pass holder.F8223542q am I eligible for the payment announced  by the govt. I am staying Blk 114,#04-559,Yishun ring road, 760114",2021-01-02,25,Economic Measures,28,2,-13.96893000025734,6,0,1,45.41851614425776,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,Happy New Year Sir💜Thank you very much Sir wishing Sir many blessings and happiness always 😍,2021-01-02,16,Economic Measures,15,1,-13.18118222001602,1,1,1,80.41079090810156,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,"Thank you DPM, please take good care of your health!",2021-01-02,10,Economic Measures,10,0,-11.805932080737858,2,0,2,114.57060479416508,4,0,0.0
"We will be disbursing GST Voucher (GSTV) – U-Save rebates to about 940,000 eligible HDB households this month. This is the final tranche of rebates for FY2020.
&nbsp;
GSTV is a permanent scheme to support lower- and middle-income Singaporeans. GSTV has three components – Cash, MediSave and U-Save. This year’s U-Save rebates are higher to better help our households cope during this difficult period. As part of the Care and Support Package announced during #SGBudget2020, eligible households will receive twice the regular amount of U-Save this financial year. Larger households will receive 2.5 times the regular amount.
&nbsp;
I hope the higher payouts can better defray household expenses and will bring some cheer to families as we look forward to a new year.

You can read the @mof_sg press statement here: go.gov.sg/gstv-u-save-jan&nbsp;

(MOF infographics)",2021-01-02 02:02:40+00:00,"Thank you Sir, Happy New Year 🙏",2021-01-02,6,Economic Measures,6,0,-12.550071078255,0,0,1,89.43420787571148,4,0,0.0
"Budget 2021 will be on 16 February. 
 
Since several years ago, it is almost a ""tradition” to announce the date of the annual Budget around the turn of the year. This year is no different. 
 
But this year has been far from traditional. Instead of an annual Budget, we had four Budgets and two Ministerial Statements. To support our workers, companies and households through COVID-19, we introduced several rounds of support measures. 

Preparation for Budget 2021 is well underway. The pandemic is contained locally and vaccination is ongoing. But the overall outlook remains highly uncertain and will be the case for some time to come. 

If the trajectory of economic recovery is on track, then we will have a more ""traditional” Budget year. But if the situation takes a turn for the worse, we are ready to respond and adapt. 

Do read more here: go.gov.sg/budget2021date.

You can also find out more on the Singapore Budget website. Do share your views and suggestions with us. (www.singaporebudget.gov.sg)

(View of the Singapore skyline from the top floor of The Treasury. / MCI Photo by Betty Chua)",2020-12-31 02:00:09+00:00,May the Lord grants our gov wisdom,2020-12-31,7,Economic Measures,7,0,-12.060922612038071,1,0,1,156.11264335265437,4,0,0.0
"Budget 2021 will be on 16 February. 
 
Since several years ago, it is almost a ""tradition” to announce the date of the annual Budget around the turn of the year. This year is no different. 
 
But this year has been far from traditional. Instead of an annual Budget, we had four Budgets and two Ministerial Statements. To support our workers, companies and households through COVID-19, we introduced several rounds of support measures. 

Preparation for Budget 2021 is well underway. The pandemic is contained locally and vaccination is ongoing. But the overall outlook remains highly uncertain and will be the case for some time to come. 

If the trajectory of economic recovery is on track, then we will have a more ""traditional” Budget year. But if the situation takes a turn for the worse, we are ready to respond and adapt. 

Do read more here: go.gov.sg/budget2021date.

You can also find out more on the Singapore Budget website. Do share your views and suggestions with us. (www.singaporebudget.gov.sg)

(View of the Singapore skyline from the top floor of The Treasury. / MCI Photo by Betty Chua)",2020-12-31 02:00:09+00:00,Looking forward to the Agile Budget 2021. Happy New Year.,2020-12-31,9,Economic Measures,10,0,-12.371290232010008,1,0,0,113.76070466582514,4,0,0.0
"Budget 2021 will be on 16 February. 
 
Since several years ago, it is almost a ""tradition” to announce the date of the annual Budget around the turn of the year. This year is no different. 
 
But this year has been far from traditional. Instead of an annual Budget, we had four Budgets and two Ministerial Statements. To support our workers, companies and households through COVID-19, we introduced several rounds of support measures. 

Preparation for Budget 2021 is well underway. The pandemic is contained locally and vaccination is ongoing. But the overall outlook remains highly uncertain and will be the case for some time to come. 

If the trajectory of economic recovery is on track, then we will have a more ""traditional” Budget year. But if the situation takes a turn for the worse, we are ready to respond and adapt. 

Do read more here: go.gov.sg/budget2021date.

You can also find out more on the Singapore Budget website. Do share your views and suggestions with us. (www.singaporebudget.gov.sg)

(View of the Singapore skyline from the top floor of The Treasury. / MCI Photo by Betty Chua)",2020-12-31 02:00:09+00:00,Looking forward to the Budget 2021announcement by Mr Heng on 16Feb. Happy New Year Mr Heng. 🙏阿弥陀佛 国泰民安,2020-12-31,14,Economic Measures,16,1,-13.631959598886787,1,0,0,71.96404242623213,4,0,0.0
"Budget 2021 will be on 16 February. 
 
Since several years ago, it is almost a ""tradition” to announce the date of the annual Budget around the turn of the year. This year is no different. 
 
But this year has been far from traditional. Instead of an annual Budget, we had four Budgets and two Ministerial Statements. To support our workers, companies and households through COVID-19, we introduced several rounds of support measures. 

Preparation for Budget 2021 is well underway. The pandemic is contained locally and vaccination is ongoing. But the overall outlook remains highly uncertain and will be the case for some time to come. 

If the trajectory of economic recovery is on track, then we will have a more ""traditional” Budget year. But if the situation takes a turn for the worse, we are ready to respond and adapt. 

Do read more here: go.gov.sg/budget2021date.

You can also find out more on the Singapore Budget website. Do share your views and suggestions with us. (www.singaporebudget.gov.sg)

(View of the Singapore skyline from the top floor of The Treasury. / MCI Photo by Betty Chua)",2020-12-31 02:00:09+00:00,"You took this picture Mr. Heng? Very well taken, by the way Happy New Year to you! 🥂",2020-12-31,17,Economic Measures,17,1,-10.650643427506743,2,0,0,88.97210815843228,4,0,0.0
"Budget 2021 will be on 16 February. 
 
Since several years ago, it is almost a ""tradition” to announce the date of the annual Budget around the turn of the year. This year is no different. 
 
But this year has been far from traditional. Instead of an annual Budget, we had four Budgets and two Ministerial Statements. To support our workers, companies and households through COVID-19, we introduced several rounds of support measures. 

Preparation for Budget 2021 is well underway. The pandemic is contained locally and vaccination is ongoing. But the overall outlook remains highly uncertain and will be the case for some time to come. 

If the trajectory of economic recovery is on track, then we will have a more ""traditional” Budget year. But if the situation takes a turn for the worse, we are ready to respond and adapt. 

Do read more here: go.gov.sg/budget2021date.

You can also find out more on the Singapore Budget website. Do share your views and suggestions with us. (www.singaporebudget.gov.sg)

(View of the Singapore skyline from the top floor of The Treasury. / MCI Photo by Betty Chua)",2020-12-31 02:00:09+00:00,Hopefully these pandemic won't be around for 3 years,2021-01-02,7,Economic Measures,9,0,-11.087571199346074,1,0,0,235.320702033626,4,0,0.0
"The Wage Credit Scheme (WCS) was first introduced in 2013 to co-fund wage increases given by employers to Singaporean workers. This encourages businesses which have undergone transformation to share the gains with their workers. We enhanced the scheme at Budget 2020, increasing the Government co-funding levels for 2019 and 2020 qualifying wage increases to 20% and 15% respectively. This year, the WCS paid out over $1 billion to more than 95,000 employers.
 
I know this has been a difficult time for many firms. But for those that are doing well and are reaping the fruits of your business transformation, I hope you are also upskilling your workers, creating better opportunities for them, and raising their wages commensurately. 
 
The next WCS payment will be made in March 2021, based on wage increases in 2020. Employers — do remember to make contributions to your employees’ CPF accounts by 14 Jan 2021 to be eligible. You can refer to the @mof_sg and IRAS press release for more details: go.gov.sg/wcsmar2021.
 
(MOF infographics)",2020-12-22 13:53:48+00:00,???? I got retrenched as a cleaning supervisor at JTC summit,2020-12-22,10,Economic Measures,10,0,-12.814822737458654,2,0,0,115.29688596683495,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,Very Good Support for those in need!,2020-12-18,7,Economic Measures,7,0,-10.815489089524435,0,0,0,233.73050287520303,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,"Dear Minister,  is freelancer eligible for this ?",2020-12-18,7,Economic Measures,7,0,-11.657012547972851,1,0,0,435.9638587739157,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,I still dont understand why is household income counted as BEFORE retrenched and not AFTER??,2020-12-18,15,Economic Measures,15,1,-12.873178726831233,4,2,0,156.07154591373262,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,Work 2month from oct 5 to dec say boss need cut off job,2020-12-18,11,Economic Measures,13,1,-13.791472835002079,3,0,0,155.22289632488662,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,Now no have income can i,2020-12-18,6,Economic Measures,6,0,-10.485066140377524,1,0,0,435.8679647497648,4,0,0.0
"Since the start of the COVID-19 pandemic, the Government has been steadfast in our commitment to supporting our workers and their families through this difficult period.⁣
&nbsp;⁣
We rolled out temporary measures to help workers as the situation evolved, including the Temporary Relief Fund, the COVID-19 Support Grant and the Self-Employed Person Income Relief Scheme. These have provided much-needed support for breadwinners who have been hard hit.⁣
⁣
Singapore has since made good progress in bringing the situation under control. Even as we gradually reopen and restart our economy, many workers remain vulnerable.⁣
⁣
@msfcares announced the COVID-19 Recovery Grant (CRG) to support lower- to middle-income employees and self-employed persons who are still financially impacted by the pandemic. This new scheme will provide three months of financial support, while they continue to upskill or seek job opportunities.⁣
⁣
This will give further support to our workers and their families during this period.⁣
&nbsp;⁣
Details of the CRG are in the infographics. Individuals can apply for the grant via go.gov.sg/crg from 18 Jan 2021⁣
&nbsp;⁣
(@msfcares infographics)",2020-12-18 02:48:20+00:00,Went and applied comcare. Got no support from them. So why should we apply this one?,2020-12-22,16,Economic Measures,16,1,-11.116678778774746,2,1,1,114.43369994068813,4,1,0.0
