Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Minister you have our support Sir,2020-04-20,6,Foreign Worker,6,0,-10.247665327312172,1,0,2,12.548978754308102,2,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thank you Sir for you and your team's heart and hardwork for the nation.,2020-04-20,13,Foreign Worker,14,1,-10.639494603096756,0,1,2,5.950380585657368,1,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,TQ for your efforts Sir 💯,2020-04-20,5,Foreign Worker,5,0,-12.778498165531365,0,0,1,12.548978754308102,2,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thank you Sir for the efforts and reassurances #sgunited,2020-04-20,8,Foreign Worker,8,0,-11.969400315449555,0,1,1,9.233748870052052,1,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,"No better time to show ""Count on me"" instead of singing it during NYP ❤️",2020-04-20,14,Foreign Worker,14,1,-11.056360715884724,2,1,1,12.548978754308102,2,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,We can only now leave this to the experts.,2020-04-20,9,Foreign Worker,9,0,-8.796851777757917,1,0,0,36.03068706439268,4,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thank you for the great efforts! ❤️,2020-04-20,6,Foreign Worker,6,0,-9.101598658100473,0,0,1,19.03066659340286,2,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,"We can trust our government to look after the welfare of all the people residing in Singapore, be it locals, PR or our FW. Everybody 💪💪. We can overcome this together. 🙏🙏",2020-04-20,30,Foreign Worker,30,2,-10.440425273107023,6,1,1,4.206580416215244,0,0,1.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thank you for the great support & care from the government. Indeed this is truly home that makes everyone feel safe and cared at home 🌹🌹☘️,2020-04-21,24,Foreign Worker,24,1,-9.799185125613977,4,1,1,5.347567452156008,1,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,"Thank you Minister and your team in taking charge of this and ensuring the safety and welfare of each of us in Singapore.  In any way we can help and support the frontline medical team and workers, do let us know!  We are more than willing to support in any way that require another pair of hands and legs. 加油💪🏼新加坡🇸🇬@",2020-04-21,59,Foreign Worker,59,3,-10.117877861477432,10,3,5,2.345023927912232,0,0,1.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,"just do our utmost and press on for the best.  criticism is easy, advices are abundance, achievement is difficult.  Only unwavering determination + teamwork + sheer hard work = victory!  millions if singaporean behind u ... 加油",2020-04-24,32,Foreign Worker,32,2,-12.310065029026573,4,2,1,3.0886358816345085,0,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,May I suggest n strongly request that all FDWs be tested for covid19 as many of them mingle with FWs during their days off. If this goes unattended these girls will bring dc virus home and many many more Singaporeans will be infected!!,2020-04-24,43,Foreign Worker,43,2,-12.103297807301187,9,1,1,4.182729527503,0,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Tks Minister for the insight and updates.👏To learn from China too how they contain the diseases especially in crowded area like dormitory. There are 8 Drs arrived in Malaysia. Their Experience is invaluable. Tks,2020-04-19,34,Foreign Worker,35,2,-11.886257544321685,6,1,0,2.9949990075464394,0,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thanks to you and your team for all that have been done. We will stay United to overcome this battle.,2020-04-19,20,Foreign Worker,20,1,-9.208232476210314,5,1,2,9.23374887005205,1,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Thanks for all the hard work!,2020-04-19,6,Foreign Worker,6,0,-9.12776550222005,0,0,0,19.03066659340286,2,0,0.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,"Is it true about claims that Spore only conduct test of certain strains of virus only and not comprehensive enough to cover the fast, ever mutating virus?  Look forward for some assurance from authority to debunk such worry mongering news.",2020-04-19,40,Foreign Worker,40,2,-11.73256745972181,6,1,0,2.5996839751116565,0,0,1.0
"We are almost at the half-way mark of our circuit breaker.

We are currently going all out to contain the outbreak in our foreign worker dormitories. We are actively testing our workers, and this is one reason we are seeing a big wave of new cases.

Thankfully, most who tested positive are only showing mild symptoms. The measures taken in our dorms will require some time to work, and we are scaling up our community care facilities in anticipation of a higher load in the coming days and weeks.

In the wider community, there are some indications that the circuit breaker is starting to take effect. But these are still early days and we are concerned about the number of undetected cases in the community, as that will lead to further transmission.

This is why we must all stay at home, unless absolutely necessary.

Our healthcare and essential workers are at the centre of our COVID-19 fight. But what has made a big difference is that every part of society has chipped in. You have made sure that those on the frontline are appreciated, our frail and vulnerable are cared for, and our foreign workers are provided for. You have looked out for those around you, in ways big and small.

The spirit of #SingaporeTogether shines through during these challenging times. The coming weeks will be even more critical. We need all hands on deck. We need to act in unison. Together, we can overcome. We will have time later for reflection — to learn the lessons, and to collectively shape our shared future.

In this most difficult chapter of our generation, we must persevere, stay united and emerge from this stronger. (MOM Photos)",2020-04-19 14:25:23+00:00,Together，we will prevail. Hope the day is coming soon.,2020-04-19,10,Foreign Worker,9,0,-10.240986332564967,3,0,0,34.611362402391386,3,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Thank you💗💐Singapore united. Stay healthy and safe,2020-10-14,8,Foreign Worker,7,0,-11.55651093080652,1,1,0,19.03066659340286,2,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,"Min, Thanks for the great work done ✅. I hope that we will not fall into complacency. Well done Singapore 🇸🇬",2020-10-15,19,Foreign Worker,19,1,-10.523441914277754,4,0,1,5.950380585657368,1,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Thank you to all under appreciated safe distancing ambassadors,2020-10-16,9,Foreign Worker,9,0,-11.99061636272924,1,0,1,12.061739307791429,2,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,I am so proud of my government👍🤗,2020-10-14,7,Foreign Worker,7,0,-9.300925590478244,1,0,1,141.32338019055842,4,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Our government is the best of the best in the world and  Salute to all our frontliners and medical workers who had been working around the clock and so hard for since the start of the pandemic,2020-10-14,37,Foreign Worker,37,2,-9.414159026641654,4,1,1,3.9696715734274752,0,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,We can emerge stronger together hand in hand and move forward to be even stronger,2020-10-14,15,Foreign Worker,15,1,-10.44392869132206,3,1,0,15.379508285239432,2,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,I wish we can relax a bit but i suppose it remains an elusive dream for now. Even 100% pure NZ wasn’t spared. But we have to learn to live with this darn virus (bopian). But thank you for this best news in 6 months.,2020-10-14,44,Foreign Worker,45,2,-11.17814623329834,9,1,4,3.293108350046829,0,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Take care mr wong... you and your family health is equally important ❤️,2020-10-14,12,Foreign Worker,12,1,-12.473257009728176,1,1,2,5.950380585657368,1,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,👍🏼continue to mask up n not forgetting social distancing. 继续加油💪🏻,2020-10-14,9,Foreign Worker,9,0,-12.711484824633892,2,0,0,34.611362402391386,3,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Stay safe and stay vigilant 😊,2020-10-14,5,Foreign Worker,5,0,-11.71306718125881,1,1,0,36.03068706439268,4,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,Thanks Sir. It is really challenging being in the front line.,2020-10-14,11,Foreign Worker,11,1,-10.048985780792906,3,0,0,12.5489787543081,2,0,0.0
We recorded zero cases in the community and migrant worker dormitories yesterday - the first time this has happened in more than 6 months. A big shout out and “Thank You” to our frontliners and to all who have been working so hard to control the infection over the past few months. But please remember: the virus has not been eradicated. It’s still circulating in our community. So we still need to keep our guard up and stay very disciplined in complying with all the necessary safeguards. That’s the mindset that will enable us to continue on this path of progressive re-opening in a safe and sustainable manner.,2020-10-14 13:26:24+00:00,"thank you too, Minister Wong ❤️",2020-10-14,5,Foreign Worker,5,0,-11.631518407621396,0,0,1,12.548978754308104,2,0,0.0
"#AchievementUnlocked in our fight against Covid-19: By the end of today, we would have completed testing of all workers in the dormitories. Only the final batch of workers who are still in quarantine for up to another 2 weeks are left. By the end of this month, the vast majority of migrant workers in the dorms will be able to resume work.
&nbsp;
Our officers on the Joint Taskforce have worked very hard during these past 4 months to accomplish this - thank you for your unwavering commitment and dedication!",2020-08-07 09:21:55+00:00,👍 thank u for all your hard work and all the frontiers👏👏,2020-08-07,11,Foreign Worker,11,1,-10.485324628617859,0,1,1,12.548978754308104,2,0,0.0
