Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"""While face shields may provide some protection, the design of face shields typically leave a gap between the face and shield which means that the wearer would still be depositing droplets,” said health minister Gan Kim Yong.",2020-06-01 12:08:02+00:00,Can someone go find the video Lim bee wah wear a face shield to the parliament... Lolol,1/6/20,17,Mask,17,1,-12.86205851,1,0,0,3.639889157,0,0,0
"""While face shields may provide some protection, the design of face shields typically leave a gap between the face and shield which means that the wearer would still be depositing droplets,” said health minister Gan Kim Yong.",2020-06-01 12:08:02+00:00,lmao i wish sec sch oso allowed to wear face shield 🥴,1/6/20,11,Mask,11,1,-15.73600092,3,0,1,4.824541555,0,0,0
"According to Minister Lawrence Wong, Phase 2 may happen before the end of June, if community infection rates remain low and stable.

Phase 2 would see the resumption of a range of activities, including retail services, dining in at F&B outlets, reopening of sports facilities and family visits, subject to a group size cap of 5 people.",2020-05-28 13:46:21+00:00,Wait y isnt he wearing mask lol,29/5/20,7,Mask,7,0,-15.14095317,1,0,0,6.937429721,1,0,0
"At a press conference on May 28, Minister Lawrence Wong said that allowing essential travel will resume businesses, and jobs will ""continue"". However, mass market travel will have to wait ""a bit longer"". New measures being established include ""travel bubbles"" to countries deemed safe, and possibly conducting PCR testing for incoming travellers.",2020-05-28 13:31:03+00:00,"I can imagine when borders starts to open. Malaysia for exp, Singaporeans wearing masks and rushing to custom to beat the queue but wait! Social distancing and imagine again waiting for buses and queuing up waiting for passport to be chopped while social distance. WOW, when does the queue leads to? Just imagine. 😂",29/5/20,53,Mask,53,3,-11.67749042,15,6,0,1.919592255,0,0,1
"At a press conference on May 28, Minister Lawrence Wong said that allowing essential travel will resume businesses, and jobs will ""continue"". However, mass market travel will have to wait ""a bit longer"". New measures being established include ""travel bubbles"" to countries deemed safe, and possibly conducting PCR testing for incoming travellers.",2020-05-28 13:31:03+00:00,"Why the hurry to cross borders ? Video conferencing is fine. SG need tourist money ? Just stay safe don't jeopardize people around you,  otherwise all these wearing masks & social distancing are just a waste of time.",29/5/20,34,Mask,35,2,-11.65910297,5,0,1,2.41549504,0,0,0
"Speaking at a press conference today (May 1), Minister Lawrence Wong urged everyone to remain vigilant and that it would be ""premature for anyone, whether in Singapore, or anywhere in the world to assume that once we pass this particular wave, and say, in June, July, the world will be free from Covid-19 and life would be able to resume. No one can say that.""",2020-05-01 10:21:04+00:00,Why he didn't wear a mask?,1/5/20,5,Mask,6,0,-10.5068782,2,0,0,35.24890747,4,0,0
You can only not wear a mask if you are exercising or if you are below the age of 2. Or if you want to be fined.,2020-04-14 12:16:09+00:00,regretting the tv ads brainwashing people not to wear masks if u are not sick 🔥,15/4/20,15,Mask,15,1,-12.11212932,4,1,0,6.638607529,1,0,0
You can only not wear a mask if you are exercising or if you are below the age of 2. Or if you want to be fined.,2020-04-14 12:16:09+00:00,I saw a lot cyclists not wearing mask today. Is that allowed?,15/4/20,12,Mask,12,1,-10.65324053,5,0,0,12.13298721,2,0,0
You can only not wear a mask if you are exercising or if you are below the age of 2. Or if you want to be fined.,2020-04-14 12:16:09+00:00,And why is he not wearing  a mask he is out of his work and he is still working... Not a role model,15/4/20,23,Mask,23,1,-9.125403074,5,2,0,8.878721995,1,0,0
"[JUST IN] First time offenders will face a S$300 fine.

Photo via Suhaimi Abdullah/Getty Images.

Link in bio.",2020-04-14 11:51:43+00:00,4G collective leadership Government really cockup - wearing mask 😷.lol biggest joke ... written in history of spore,15/4/20,15,Mask,17,1,-15.02615523,3,0,0,5.457162867,1,0,0
"[JUST IN] First time offenders will face a S$300 fine.

Photo via Suhaimi Abdullah/Getty Images.

Link in bio.",2020-04-14 11:51:43+00:00,"Should do this long ago. Look at HK,  almost 100% of people wear mask when outside so the situation is under control.",15/4/20,21,Mask,22,1,-10.73623568,3,1,0,5.457162867,1,0,0
"[JUST IN] First time offenders will face a S$300 fine.

Photo via Suhaimi Abdullah/Getty Images.

Link in bio.",2020-04-14 11:51:43+00:00,The indian guy in the back did not wear mask he will get fine,15/4/20,14,Mask,14,1,-10.61918665,2,0,0,12.13298721,2,0,0
"[JUST IN] First time offenders will face a S$300 fine.

Photo via Suhaimi Abdullah/Getty Images.

Link in bio.",2020-04-14 11:51:43+00:00,January 2020 “Dont wear mask if you’re fine.”April 2020 “ Dont wear mask you’ll be FINED”,16/4/20,16,Mask,16,1,-14.25779702,2,1,0,5.7243428,1,0,0
"As of April 10, 1:20am, the total number of Covid-19 cases in the U.S. has reached almost 450,000, with over 40,000 new cases reported.

On April 9, Singapore reported yet another single-day highest increase, with 287 new cases of Covid-19. Over 200 of these cases are linked to foreign worker dormitories.

MOH also reported that the 32-year-old man who was tested positive for Covid-19 posthumously passed away due to heart disease [Please see Page 2 for Singapore's Covid-19 situation.]",2020-04-09 18:59:49+00:00,"I'm guessing the Govt is tryna steer clear of the hard approach (forced universal community testing) by playing a waiting game with the virus thru 2 incubation cycles (2 X 14 days) of home confinement to indirectly ""purge"" asymptomatic and pre-symptomatic carriers of existing viral loads in their bodies (impossible to break the invisible chain of transmission so long as they continue to spread) - hopefully we complement this ""circuit breaker"" strategy with enhanced treatments in hospital and enforced mask-wearing in public (and urgent flattening of the FW dorms curve)... or else our $60b is all freaking down the drain",10/4/20,92,Mask,100,3,-12.72754902,17,2,2,0.9357737,0,0,1
"As of April 10, 1:20am, the total number of Covid-19 cases in the U.S. has reached almost 450,000, with over 40,000 new cases reported.

On April 9, Singapore reported yet another single-day highest increase, with 287 new cases of Covid-19. Over 200 of these cases are linked to foreign worker dormitories.

MOH also reported that the 32-year-old man who was tested positive for Covid-19 posthumously passed away due to heart disease [Please see Page 2 for Singapore's Covid-19 situation.]",2020-04-09 18:59:49+00:00,STFu lah government. When first bangladeshi died u it from us then ask us not to wear mask don't panic(👊at that time already many death never come out in news but sm public knows 🙏) but now never  wear mask kena fine. 🤬Still showing us 6 deaths oni!!! Pap wht u doin lah deiii,10/4/20,52,Mask,54,3,-13.3122336,6,2,2,2.225107961,0,0,0
"How one cluster potentially caused 224 confirmed cases.

Link in bio.

Photo by Belmont Lay",2020-04-09 12:55:40+00:00,"Chibai almost 2,000 wtf kaninas wear mask lah doggos",9/4/20,8,Mask,10,0,-17.4699785,1,0,0,9.315833318,1,0,0
The Government will also give out reusable masks to all households.,2020-04-03 11:26:26+00:00,Is a bit late to find surgical masks with the panic button activated. 3ply surgical masks already start selling at $50 for a box of 50. Stay Safe distance and home - u will be already 🙏,4/4/20,32,Mask,36,2,-12.10322298,6,1,0,3.31276662,0,0,0
The Government will also give out reusable masks to all households.,2020-04-03 11:26:26+00:00,Timing is great. Consider that we only have 50+ icu cases vs the rest of the world. I am very glad for the issuance of reusable masks to stay environmentally friendly and provide a long term solution. 🙌,4/4/20,36,Mask,37,2,-11.03609874,6,1,1,4.072752374,0,0,0
The Government will also give out reusable masks to all households.,2020-04-03 11:26:26+00:00,Totally agree. Cus they don’t have enough masks for everyone then. they only ask sick ppl to wear mask so to prevent spreading of virus and not protect healthy ppl from getting the virus,4/4/20,35,Mask,34,2,-11.41577679,7,1,0,3.527242251,0,0,1
The Government will also give out reusable masks to all households.,2020-04-03 11:26:26+00:00,yall actually using masks the wrong way. use it only when you have the symptoms. wasting sia wtf. what about the people who need it. @/selfish citizens lmao,4/4/20,27,Mask,27,2,-10.98688956,6,1,1,5.421008741,1,0,0
The Government will also give out reusable masks to all households.,2020-04-03 11:26:26+00:00,I've been wearing masks when i commute via bus or mrt long before you tell us. As you know people who are ill don't wear masks and so what we have to do is to protect ourselves first. Common sense...,8/4/20,38,Mask,40,2,-10.95765162,10,3,5,4.896761087,0,0,0
"PM Lee said that both the WHO and the U.S. Centers for Disease Control and Protection was reviewing its advice on face masks.

He also stated that there was now evidence that showed that a person could display no symptoms of the virus, and still pass it on to others.

Given these developments, the government is also of the view that there are now a few undetected cases in the community.

In the meantime, reusable masks will be distributed to all households, starting from Sunday, Apr. 5.",2020-04-03 09:17:14+00:00,Stupid one sia. At first say don’t need to wear mask. Then now ask us to wear.wtf?,3/4/20,17,Mask,18,1,-11.66274054,5,0,1,8.878721995,1,0,0
"PM Lee said that both the WHO and the U.S. Centers for Disease Control and Protection was reviewing its advice on face masks.

He also stated that there was now evidence that showed that a person could display no symptoms of the virus, and still pass it on to others.

Given these developments, the government is also of the view that there are now a few undetected cases in the community.

In the meantime, reusable masks will be distributed to all households, starting from Sunday, Apr. 5.",2020-04-03 09:17:14+00:00,What if the reusable mask contained COVID-19 virus on it? Can they assure us that it is super safe to use it?,4/4/20,22,Mask,22,1,-11.00431898,4,1,1,18.50493863,2,0,0
"PM Lee said that both the WHO and the U.S. Centers for Disease Control and Protection was reviewing its advice on face masks.

He also stated that there was now evidence that showed that a person could display no symptoms of the virus, and still pass it on to others.

Given these developments, the government is also of the view that there are now a few undetected cases in the community.

In the meantime, reusable masks will be distributed to all households, starting from Sunday, Apr. 5.",2020-04-03 09:17:14+00:00,When you want to get mask but everytime don't have,4/4/20,9,Mask,10,0,-10.62488742,4,1,1,35.24890747,4,0,0
"[Update] As of April 2, 12:25am, Italy has reported another 4,782 new cases of Covid-19, and 727 new deaths. The total number of cases for Italy now stands at 110,574, with 13,155 people reported dead. ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀
The total number of Covid-19 cases in the U.S. has surpassed 190,000, with more cases than Italy and China combined. ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀
On April 1, Singapore reported 74 new cases, the highest single-day increase thus far. The total number of Covid-19 cases in Singapore has exceeded 1,000. [Please see Page 2 for Singapore's Covid-19 situation.]",2020-04-01 16:53:01+00:00,HK managed to be under 1K. Probably they've gotten used of wearing mask months before the pandemic begins.,2/4/20,16,Mask,18,1,-12.1754942,4,0,0,12.73088954,2,0,0
"[JUST IN] Two of the confirmed cases (Cases 972 and 974) reported today are linked to a previous case (Case 868), forming a new cluster at a dormitory located at 55 Sungei Kadut Loop.

According to the Building and Construction Authority’s (BCA) directory, the building is registered to TENDA Equipment & Services Pte Ltd.

Photos via Google Maps.",2020-04-01 14:57:05+00:00,"If all people going to visit any hospitals or clinics would have given a mask before they enter, the medical staffs would not have got the virus in the first place...these cause community spread...without knowing until too late!",1/4/20,40,Mask,40,2,-10.51080179,9,1,0,3.472163499,0,0,0
"41 are imported, while 29 are local cases.

Photo from Suhaimi Abdullah/Getty Images",2020-03-28 14:42:06+00:00,"Wear masks pls esp in trains, buses and aircon places",31/3/20,10,Mask,10,0,-14.9770569,1,1,0,5.624853849,1,0,0
A quick overview of the Covid-19 clusters in Singapore.,2020-02-24 08:34:54+00:00,"I feel other country may need to follow what SG gov did to control the virus and the extra precaution we took takes into effect. They should learn to be like us stand united with harmony and provided the support gov and volutneers are doing.  I feel it is also because singaporean are very cooperative unlike those ppl whom think they are nt sick and refused treatment and spread everywhere. Singaporean also are very kind give free mask , free santizier to people whom cant get.despite we are kiasu but we care  and show love in time of hardship and fighting virus. I am very thankful that despite i work in hospital i am.not look down by anyone of you out there. Jia you everyone lets fight this tgt.❤️",24/2/20,126,Mask,130,4,-11.3278513,31,7,6,1.027317019,0,1,1
The Singapore Government will no longer be issuing any more new Leave-of-absences (LOA) to returnees with recent travel history to mainland China (outside Hubei). A new ‘Stay Home Notice’ will be replacing the LOA.,2020-02-17 13:01:27+00:00,"👏👏👏It’s about time the government step up and be tougher in the control of the outbreak. I just don’t understand why they are using the standard protocol as SARS when they know this disease have a long incubation period and can spread a lot faster as seen in China. They should have acted faster and STRICTER way earlier. And that will also include stopping mass gathering and congregation unless it’s absolutely necessary. Also should be strict in swooping down on people peddling mask at many times the original price. Thousands of boxes have be bought and kept by some unscrupulous business people so that they can sell it later at many times higher. If the government reinforces strict rules on gatherings for the good of the people, I am sure we Singaporeans will support fully. So stop worrying about public opinions and start getting tough!",17/2/20,148,Mask,145,4,-10.57646429,27,8,2,0.664938629,0,1,1
The Singapore Government will no longer be issuing any more new Leave-of-absences (LOA) to returnees with recent travel history to mainland China (outside Hubei). A new ‘Stay Home Notice’ will be replacing the LOA.,2020-02-17 13:01:27+00:00,1 = 5.5 $冠狀病毒面具100萬片可用冠状病毒面具100万片可用100万個のコロナウイルスマスクが利用可能1 백만 코로나 바이러스 마스크 사용 가능1 million coronavirus masks available1 εκατομμύριο μάσκες κοροναϊού διαθέσιμες1 Million Coronavirus-Masken verfügbar ‎1 مليون أقنعة فيروس كورونا المتاحة1 million coronavirus-masker til rådighed1 juta masker coronavirus tersediaMagagamit ang 1 milyong mask ng coronavirusSaatavana miljoona miljoona koronavirusmaskia1 million de masques de coronavirus disponibles१ लाख कोरोनाभाइरस मास्कहरू उपलब्ध छन्1 मिलियन कोरोनावायरस मास्क उपलब्ध1 millón de máscaras de coronavirus disponibles1 miljon coronavirusmasker tillgängliga1 milione di maschere di coronavirus disponibili1 million coronavirus-masker tilgjengelig1 milhão de máscaras de coronavírus disponíveis1 миллион доступных коронавирусных масокมีหน้ากาก coronavirus 1 ล้านตัว#corona #coronavírus #coronavirüsü #coronavirusmask #coronamask #koronavirüsü #koronavirüsümaske #coronavirusmexico #coronavirusmalaysia #wuhan #china #wuhanvirus #chinavirus #wuhancorona #chinacorona #wuhancoronavirus #chinacoronavirus #wuhancoronamask #wuhancoronavirusmask #chinacoronamask #chinacoronavirusmask#chinawuhancorona #chinawuhancoronavirus #😷 #covid #covid19 #cốvịdịch #covid2019,20/2/20,42,Mask,107,4,-22.86624098,2,0,0,1.12031214,0,0,0
"Singapore now has 75 confirmed cases of Covid-19, of which 19 are recovered and discharged.",2020-02-17 06:55:57+00:00,@c.bing.jin omg 3rd slide better be careful when going jp ah use ur mask,18/2/20,12,Mask,13,1,-16.09364336,2,1,0,6.937429721,1,0,0
"From Feb. 18, 2020, Singapore Citizens and PRs who are diagnosed with respiratory illnesses (e.g. common cold) will now be able to pay a flat, subsidised rate of $10 at PHPCs and polyclinics for consultations and treatments.

Read more in the link in our bio.",2020-02-14 13:39:45+00:00,"bring on the masks, minister, high time",14/2/20,7,Mask,7,0,-10.08127024,0,0,0,8.491198127,1,0,0
"Minister for Health Gan Kim Yong also appealed to Singaporeans not to shun healthcare professionals on the frontline, and to instead show their support to them. ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀
Image from Unsplash.",2020-02-12 11:24:30+00:00,"tbh as a healthcare worker, so many patients give me dirty looks when I tell them that we can’t give masks out to them because we need it more than them and idk what to feel :-/",12/2/20,37,Mask,37,2,-11.08898176,7,2,3,5.624853849,1,0,0
"Minister for Health Gan Kim Yong also appealed to Singaporeans not to shun healthcare professionals on the frontline, and to instead show their support to them. ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀
Image from Unsplash.",2020-02-12 11:24:30+00:00,@de.chelle isnt this mr.lim's sister mask ???,12/2/20,5,Mask,6,0,-17.09599745,1,0,0,12.13298721,2,0,0
"Minister for Health Gan Kim Yong also appealed to Singaporeans not to shun healthcare professionals on the frontline, and to instead show their support to them. ⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀
Image from Unsplash.",2020-02-12 11:24:30+00:00,Wait my science teacher said that his sister in law donated 1 million masks to Wuhan. Could this be his sister in law?,13/2/20,22,Mask,23,1,-10.78690041,3,0,1,4.215857706,0,0,0
"Taxi and private-hire car drivers have been instructed to take daily temperature readings and will be given 300,000 surgical masks, in response to the coronavirus situation.",2020-02-10 13:21:20+00:00,If only some were responsible enough to wear masks,10/2/20,9,Mask,9,0,-10.66480771,2,0,0,35.0922396,4,0,0
"The worker reported onset of symptoms on Feb. 1, but was only admitted to the intensive care unit at Changi General Hospital (CGH) on Feb. 7.

Prior to hospital admission, he had visited Mustafa Centre (145 Syed Alwi Road) and stayed at The Leo dormitory (25 Kaki Bukit Road).",2020-02-09 14:37:08+00:00,You guys queueing for the masks there can start to panic again now,10/2/20,13,Mask,13,1,-11.09925808,4,0,0,35.0922396,4,0,0
PM @leehsienloong on how to protect yourself from the coronavirus.,2020-02-08 12:41:03+00:00,Pm face chng rdy.Yala invite more virus to the country still tell us to not wear masks,8/2/20,16,Mask,18,1,-13.42247552,2,1,1,5.421008741,1,0,0
PM @leehsienloong on how to protect yourself from the coronavirus.,2020-02-08 12:41:03+00:00,"@leehsienloong sir, hope you can also educate people how to dispose / discard their used masks. Today itself I have witnessed two PRC putting their used masks on the seats of public food court & west coast park Mcdonald seats !! Just like Used tissues, they should be discarded immediately after use, otherwise germs and virus would spread, don’t you agree? However a lot of people doesn’t seem to have this habit / knowledge, they know how to wear when to wear but don’t know how to throw when to throw. This is worrying because the virus would simply spread to the next person who sat down on the seat, esp if it’s food court / Mcdonald of high customer turnover !",9/2/20,119,Mask,115,4,-11.44715246,30,6,3,0.945096375,0,1,1
"The coronavirus outbreak is test of S’pore’s social cohesion and psychological resilience, says PM Lee in a speech on Feb. 8. 
He adds that although fear and anxiety are natural human reactions, fear can do more harm than the virus itself.

Fear can make the public panic, or do things which makes matters worse, he said, such as circulating rumours online, hoarding face masks or food, or blaming particular groups for the outbreak.",2020-02-08 10:47:39+00:00,"Guide to surviving Coronavirus: 1) Buy all the masks you can, even those on Carousell going for $1 per mask. Why? Cos need to make sure you never kena, other people infected but no mask then end up spreading to others is not your problem, everyone else can die except you. 2) Stockpile everything at home. Toilet paper and maggi mee are essentials. Never eat maggi mee will die. No toilet paper don't know how to wash butt will die. 3) Don't travel overseas. Actually don't travel anywhere. Just stay at home 24/7. Maybe you want to close window also so virus cannot enter. When order online must wear hazmat suit to collect delivery then do full decon outside house first. 4) Cut off all ties from all China people. Might as well cut off all ties from your Chinese heritage as well. 5) When new rumour comes out, must share on every chat group you have. Make sure the people you send to also forward the rumour. Make chain messages great again! Sounds pretty ridiculous right? But that's exactly what is happening now. Seriously ppl wake up your bloody idea lah, can use brain and think whether what you doing is logical anot? Instead of flexing your cash and going on irrational stockpiling, how about flexing that brain to think on a wider level?",9/2/20,214,Mask,226,4,-11.78925368,41,9,10,0.227526686,0,0,1
Here’s a reminder that you do not necessarily need a mask if you’re not sick or not a medical staff.,2020-02-08 07:32:58+00:00,brah if yall are so scared then wear a fucking gas mask and a hazardous suit lah,8/2/20,17,Mask,17,1,-13.40453269,2,3,0,5.661007974,1,0,0
Here’s a reminder that you do not necessarily need a mask if you’re not sick or not a medical staff.,2020-02-08 07:32:58+00:00,"I have to wear a mask in normal times - especially during the first and fifteenth of the lunar months ... cos of all the burnings ... sigh ... I have allergic rhinitis. And as a teacher, I have students with very very POOR hygiene etiquette (I have reminded them ENDLESS TIMES but they either forget or can’t be bothered or are too young) - these kids would COUGH, SNEEZE OR BOOGER (as in they take out their boogers and put under my nose or pull out strings of mucus) ... As I am a teacher at an enrichment centre, parents are quite kiasu - as in, they will still try to ‘slip in’ their kid into the class, EVEN THOUGH the kid is coughing or sneezing or not feeling very well!! Nowadays, we are quite stringent - as in, if any kid is coughing / sneezing / boogering - they NEED TO GO HOME!! So, there are parents who just withdraw their kids from our centre and accuse us of being too paranoid. My point is, it depends on your OCCUPATION- if you’re meeting LOTS of people all the time (or TEACHING kids with NO PROPER HYGIENE) - you SHOULD wear a mask.",9/2/20,194,Mask,198,4,-12.59728438,40,11,7,0.460332277,0,0,1
Here’s a reminder that you do not necessarily need a mask if you’re not sick or not a medical staff.,2020-02-08 07:32:58+00:00,"Just thinking about the day when the world runs into a severe deficit of masks and therefore they have no choice but to stop sales of masks so as to supply the medical staff, an actual black market for masks is set up (like ppl selling masks $10 per piece or smth) and those who cannot get access to a mask due to monetary reasons all get infected and spread the disease at uncontrollable levels. Which of course increases the risk of the rich themselves also getting the virus, the poor people who are angry at the rich intentionally finding ways to spread the virus to them out of revenge and an economic depression. Looking at the situation now, it might very well become close to a reality one day",9/2/20,129,Mask,130,4,-10.49610655,20,6,0,0.807956391,0,0,1
Here are 7 main things you should know now that Singapore is at DORSCON level Orange.,2020-02-07 15:46:20+00:00,"Not enough mask, hand sanitizer.....even toilet papers also.....Omg🤦🏻‍♀️Seriously this is getting crazy here in Sg. 好好的国家变成这样， 他们在干嘛?",8/2/20,17,Mask,18,1,-14.16792322,3,1,0,6.937429721,1,0,0
Here are 7 main things you should know now that Singapore is at DORSCON level Orange.,2020-02-07 15:46:20+00:00,But where to buy mask when feeling sick:(,8/2/20,8,Mask,8,0,-10.85377091,1,1,0,18.50493863,2,0,0
"An Orange alert indicates that the disease is severe and spreads easily from person to person. However, the disease has not yet spread widely in Singapore and is being contained.",2020-02-07 09:52:29+00:00,ah i just  wear mask even tho not sick 🙌,7/2/20,9,Mask,9,0,-13.71698481,2,0,1,19.40929635,2,0,0
"People in the queue earlier this afternoon (Feb. 7, 2020) for surgical masks at Mustafa Centre. (Videos: Rexanne Yap)",2020-02-07 07:25:40+00:00,Wear masks to queue to buy masks...pls explain the logic...,8/2/20,11,Mask,11,1,-13.09309149,3,0,0,10.10724669,2,0,0
"[BREAKING] Both patients are isolated at the National Centre for Infectious Diseases (NCID). The total number of confirmed cases in Singapore is now 30.

The 30th case is a 27-year-old Singaporean who attended a business meeting at Grand Hyatt S'pore. A Malaysian and a South Korean who attended the same meeting have tested positive for the virus.

Photo by Julia Yeo and Google Maps.",2020-02-06 13:59:19+00:00,yeah only sick ppl need to wear masks OKAYYYYYY,6/2/20,9,Mask,9,0,-13.82949484,2,0,0,12.06584383,2,0,0
"[BREAKING] Both patients are isolated at the National Centre for Infectious Diseases (NCID). The total number of confirmed cases in Singapore is now 30.

The 30th case is a 27-year-old Singaporean who attended a business meeting at Grand Hyatt S'pore. A Malaysian and a South Korean who attended the same meeting have tested positive for the virus.

Photo by Julia Yeo and Google Maps.",2020-02-06 13:59:19+00:00,"Telling the sick to only wear mask, is like telling people who have AIDs to wear condom",7/2/20,17,Mask,17,1,-11.50845369,6,0,0,6.681335131,1,0,0
The DORSCON level in Singapore for the #coronavirus is now at Yellow - but what does that mean?,2020-02-06 13:01:15+00:00,I thought it's not serious? Don't need wear mask also what if not sick.,7/2/20,12,Mask,14,1,-10.51221138,2,2,0,35.24890747,4,0,0
One patient among the 28 cases in Singapore has been discharged.,2020-02-05 15:31:18+00:00,@liiyinggg wear mask wear mask 😷 time to use sanitizer to bath liao,5/2/20,11,Mask,11,1,-14.46545614,2,0,0,5.457162867,1,0,0
"[BREAKING] The tour group was originally linked to four cases of local transmission. Three more related cases were confirmed today, making it a total of seven cases.

Photos from Andrew Koay, Julien on Google Maps",2020-02-05 14:36:26+00:00,Omg everyone please wear mask,5/2/20,5,Mask,5,0,-14.39907874,0,0,0,8.878721995,1,0,0
We hit the streets to find out what people think about the government measures against the coronavirus outbreak. #MSHitsTheStreets,2020-02-05 11:31:07+00:00,"Yes, everyone should wear a mask as good practice, and yes a box of masks, not 4. Those interviewed all made sense!❤️",5/2/20,21,Mask,22,1,-10.78695009,4,1,0,5.350524839,1,1,0
"There are currently 24 #WuhanVirus cases in Singapore as of today, Feb. 4, 2020. #MSHitsTheStreets",2020-02-04 12:00:38+00:00,Pls do a post on where to get surgery mask and the  prices of it now. Thanks,5/2/20,17,Mask,17,1,-9.793971299,3,1,0,6.937429721,1,0,0
"[BREAKING] The Ministry of Health has confirmed six new cases of the Wuhan virus in Singapore on Feb. 4, 2020.

Out of the six cases, four are local human-to-human transmissions.

This is the first instance of “limited local transmission”, meaning that the patients had been infected locally.

The source of the virus is a Chinese medicine store at Yong Thai Hang, 24 Cavan Road in Lavender.

The shop is a tourist stop for Chinese travellers.

Photo from Andrew Koay.",2020-02-04 10:33:07+00:00,"Now, tell me I don't have to wear mask if I am not sick.",4/2/20,13,Mask,14,1,-10.332031,4,1,2,35.24890747,4,0,0
"Both new cases have been to Wuhan. As of Feb. 1, there are 18 confirmed cases in Singapore.",2020-02-02 08:34:06+00:00,"Medical team are the real heroes again! Detecting those infected and hopefully curing them! All the talks about warfare in the beginning of the year(Iran), maybe serving NS in the army should be in the medical field instead. I’m for learning to save lives than learning to kill. Since NSF doing their best in distributing masks is probably be the first step! #salutethensf!",2/2/20,64,Mask,63,3,-10.82583785,14,1,0,1.845871326,0,1,0
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,But why aren't frontline officers at Changi Airport not allowed to wear masks??,2/2/20,12,Mask,13,1,-12.5900547,2,0,0,8.826499369,1,0,0
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,"In times like this, wearing masks is important when outside and in places where people congregate, and on public transports. What's more frontline people in airports, ICA, immigrations etc.",2/2/20,28,Mask,29,2,-11.64467395,3,2,0,3.574940009,0,0,0
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,"At first it says no, cant wear mask while on the job and now can.. What a decision to make..🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️",2/2/20,20,Mask,20,1,-9.966078369,2,2,0,8.878721995,1,0,0
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,Yes we should let them wear mask.,2/2/20,7,Mask,7,0,-11.4705882,2,0,1,35.24890747,4,1,0
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,it’s contagious in its sometimes 10 day incubation period when u show no signs of it. Why should you only wear a mask when you are unwell if you can spread it during its incubation period where there are no signs of it?,2/2/20,43,Mask,43,2,-10.95748094,4,3,1,4.032999423,0,1,1
Shanmugam: ICA officers should visit the doctor if they are unwell. They can wear masks if they need to.,2020-02-02 06:16:55+00:00,"Please allow all our frontline officers and staff to wear masks, they're all working hard in such times in need, please protect them as well! 🙏",2/2/20,24,Mask,25,1,-10.99025813,5,1,1,5.421008741,1,0,0
Masks can’t protect you from everything.,2020-02-01 14:52:46+00:00,Haha! Yesterday I saw someone in front of me also took out her mask and coughed too! Also pulled my friend to the side!Luckily never rain!,2/2/20,27,Mask,27,2,-10.98275407,4,2,3,4.100399647,0,0,0
"5.2 million masks will be distributed to 1.37 million Singapore households.

Masks will be made available progressively at 89 Community Centres (CC) and 654 Residents’ Committee Centres (RCs). The start of mask distribution will begin on February 1, 2020.",2020-01-31 02:25:30+00:00,Ahh damn these shit.got alot more stuff to improve on singapore and make a fuss abt a mask.wtf?!,31/1/20,16,Mask,20,1,-13.60786109,5,1,0,12.20596229,2,0,0
"A member of the press asked the government during a media conference that the mask collection was specifically designated for households.

In reply, a member of the panel said that the government will find a way to reach out to those without residential addresses, and ensure that they have masks too.

Image from Homeless Hearts for Singapore.",2020-01-30 06:46:22+00:00,Wah can give mask but can't give food,30/1/20,7,Mask,8,0,-12.32795009,2,1,0,11.66598355,2,0,0
"A member of the press asked the government during a media conference that the mask collection was specifically designated for households.

In reply, a member of the panel said that the government will find a way to reach out to those without residential addresses, and ensure that they have masks too.

Image from Homeless Hearts for Singapore.",2020-01-30 06:46:22+00:00,We’ll do our part as well by giving our mask to those who need! Dm us for more details,30/1/20,20,Mask,19,1,-10.48810253,3,0,2,8.878721995,1,0,0
