Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"Broadcast ""Live"" for ALL - President, PM and Cabinet Members.",14/12/20,9,Circuit Breaker,10,0,-13.71306544,0,1,0,14.10040367,2,0,0
"Malaysian ministers will be last one in the Q..... in case something go wrong with the vaccine, they still have a chance to tarik balik.....",14/12/20,25,Circuit Breaker,25,1,-10.799192,4,1,0,14.10040367,2,0,0
Who knows if it's really the Pfizer vaccine they are jabbing,14/12/20,10,Circuit Breaker,11,1,-11.71855118,4,1,0,56.27175551,4,0,0
I have reservations on the pilot batch of vaccines for Covid 19 🤔,14/12/20,11,Circuit Breaker,12,1,-11.46073002,1,0,0,20.46341014,3,0,0
Hip hip hooray.  SQ and Changi hub must soar again SOON!,14/12/20,11,Circuit Breaker,11,1,-16.05061248,1,1,0,15.46335949,2,0,0
"Where are the vaccines from ? If from PRC, not interested",14/12/20,10,Circuit Breaker,10,0,-10.30634929,1,0,0,56.27175551,4,0,0
Similar to new handphone model Lets just wait and see,15/12/20,10,Circuit Breaker,10,0,-12.4547704,1,1,0,26.8352074,3,0,0
"Half are complaining despite having free vaccines, half are telling the govt how to do their job. Ain't this the most Singaporean comment section ever 😂 ilySG",15/12/20,25,Circuit Breaker,26,2,-12.02487036,7,0,0,13.0804743,2,0,1
"Great leader, leading the nation from front 🤗🤗",14/12/20,7,Circuit Breaker,7,0,-10.16702456,1,0,0,36.84829056,4,0,0
U jab urself 1st... as the leader of the people... u must poke urself 1st.,15/12/20,13,Circuit Breaker,15,1,-12.71421138,1,0,0,26.40715086,3,0,0
Good..must.include our president...thanks.. keep it up..,14/12/20,7,Circuit Breaker,9,0,-10.75705007,2,0,1,56.27175551,4,0,0
It is a FACT that we do not know the long term side effects of new mRNA technology on humans. Stop selling us the kool aid.,14/12/20,26,Circuit Breaker,26,2,-11.07826835,4,0,2,10.49172631,2,0,0
Key point whelther is it free?,16/12/20,6,Circuit Breaker,6,0,-11.74360183,1,0,0,36.84829056,4,0,0
Maybe half take China vaccine to see if still alive?,14/12/20,10,Circuit Breaker,10,0,-11.04966087,2,2,0,56.27175551,4,0,0
Pap put up show only... If he inject is vaccine or the usual stuff he inject regularly,14/12/20,17,Circuit Breaker,17,1,-11.24221361,4,1,0,36.84829056,4,0,0
The world laughed at us previously because of our transparent COVID data.  BUT now they know us and their confidence in us even more Cheer. Congratulations,14/12/20,26,Circuit Breaker,26,2,-11.10995462,2,1,3,11.84118489,2,0,0
Was wondering if the vaccine made available for the public is made in China or US. Just thinking about it make me shiver 🥶,15/12/20,23,Circuit Breaker,23,1,-10.25065293,7,2,1,16.87838266,2,0,0
Who knows u inject what? Lol,14/12/20,6,Circuit Breaker,6,0,-12.77688489,2,0,0,106.4913813,4,0,0
"By right, the government should do mass testing before mass vaccination. Those who are already immune from previous infections need not be vaccinated since they are recovered and achieved immunity.   Incoming travellers should be vaccinated and/or offered to be vaccinated for a fee.",14/12/20,44,Circuit Breaker,44,2,-11.22884836,16,3,0,11.86503578,2,1,1
"phase 3 already announced, open siam diu leh, open club leh, me itchy already, wanna 555, even my friend jioed to go aura but aura not opening yet. me want contribute the nation, want hang flower. eh wah eh wah, hey sho hey sho.... me cannot wait anymore....",15/12/20,46,Circuit Breaker,48,2,-14.99759521,11,1,3,6.012106154,1,0,0
"Yes, please go on camera and show us your good act. There are many of your supporters out there will want to applause for you.",15/12/20,25,Circuit Breaker,25,1,-9.820956946,5,1,3,36.84829056,4,0,0
Safe? Skipped proper testing on animals which is a very important part of vaccine trials.,14/12/20,15,Circuit Breaker,15,1,-11.53204323,2,0,0,16.87838266,2,0,0
Yes please do. Good to lead by example.,15/12/20,8,Circuit Breaker,8,0,-10.04001786,2,0,0,56.27175551,4,0,0
If someone died after vaccines..can claim frm govt or nt..🤣,16/12/20,11,Circuit Breaker,11,1,-13.74949994,2,1,0,36.84829056,4,0,0
Great sir.. all the best to all the cabinet members n stay safe always.. God bless..,15/12/20,16,Circuit Breaker,16,1,-11.30690418,2,0,0,20.83225589,3,0,0
Good !! Our Hero 👍💪💪 All the best to all yr cabinets 🙏🙏🙏,15/12/20,10,Circuit Breaker,10,0,-11.53143488,0,0,0,36.84829056,4,0,0
He can really act well.,14/12/20,5,Circuit Breaker,5,0,-9.727483047,1,0,0,408.4470075,4,0,0
Yet again you and your stupid wife told everyone no need to wear mask unless not feeling well in the rust place. I wait first and see you be the Guinea  pig first.,14/12/20,33,Circuit Breaker,33,2,-10.58543419,6,2,3,14.10040367,2,0,0
"I don't think there are people that stupid, to actually try to drink it. Unless they can't read. but if your tastebud fail when you give it a taste and continue drinking it, then maybe it God calling.  Unfortunately there are really people testing their lives by doing it.  And the great USA president said it cure you in a way.  God bless them all!",27/8/20,63,Circuit Breaker,65,3,-10.12454651,18,4,3,8.225704156,1,0,1
Happening in US? Not surprise at all. The people there aren’t very intelligent. ,28/8/20,14,Circuit Breaker,13,1,-10.13643114,2,0,0,55.38369641,4,0,0
Please be careful and look at the label carefully before you buy to all dear consumers. These are hand sanitisers not soft drinks.,28/8/20,23,Circuit Breaker,23,1,-11.40094044,3,1,1,14.10040367,2,0,0
In case Trump's supporters actually drink disinfectant.....,28/8/20,6,Circuit Breaker,7,0,-12.00092846,1,0,0,36.84829056,4,0,0
"Only if one is illiterate in english one who never got the chance for some reason/s to go to kindergarten,nursery,primary school",28/8/20,24,Circuit Breaker,24,1,-11.1135301,4,1,0,36.26203009,4,0,0
The problem is CARELESSNESS.  Someone may grab it wrongly when in a hurry.,28/8/20,13,Circuit Breaker,13,1,-11.17815683,2,1,0,26.8352074,3,0,0
Madness? Hope none is imported here!!,30/8/20,6,Circuit Breaker,6,0,-11.64237324,2,0,0,36.84829056,4,0,0
Read about what else was happening on Day 1 of phase 2: https://str.sg/JWdo  More on what can be done in phase 2: https://str.sg/JWdJ,19/6/20,18,Circuit Breaker,21,1,-13.30375678,5,0,0,27.10551747,3,0,0
Tbh I CBA if there are new clusters ard,19/6/20,9,Circuit Breaker,9,0,-14.02965477,3,1,1,56.27175551,4,0,0
Zack Wj wear mask go gym lol,19/6/20,7,Circuit Breaker,7,0,-15.93738682,1,0,0,16.87838266,2,0,0
Jon Lai didn't see u getting interviewed ,19/6/20,6,Circuit Breaker,7,0,-13.30237914,2,0,0,56.27175551,4,0,0
Kenneth Seet Wenlei stop being so famous leh 👀,20/6/20,8,Circuit Breaker,8,0,-15.86908239,2,0,0,26.8352074,3,0,0
Lim Chee Hong oppa chee ? Jermaine Law,19/6/20,7,Circuit Breaker,7,0,-16.75972642,0,0,0,15.46335949,2,0,0
Read more about the pandemic: https://str.sg/Jpaw  Don’t miss the latest news. Get stories delivered to you on Telegram: https://t.me/TheStraitsTimes,18/6/20,18,Circuit Breaker,17,1,-13.10144333,3,0,1,11.29106075,2,0,0
"Anyone with an acute respiratory infection should be tested, regardless of age. The disease can progress rapidly and even young people are at risk of serious complications.",19/6/20,27,Circuit Breaker,27,2,-11.01269569,4,2,0,11.67582871,2,1,0
"With wellness services eg facials being allowed from today, priority & compulsory for tests on therapists. The customer’s face is exposed throughout & for at least 1-1/2 hours!",19/6/20,26,Circuit Breaker,27,2,-12.78490573,5,0,0,7.111629136,1,0,0
"Seems like gov hoping everyone to get covid, people having fever, cough, sore throat may just be common flu just like last time.",18/6/20,23,Circuit Breaker,23,1,-12.74619896,4,0,0,10.32828976,2,0,0
"Given the limited test kits and manpower, I feel SG is already doing its best to curb the virus and control the situation. No country is the best. S.Korea may have produced millions of accurate test kits for the world BUT S.Korea is still struggling with a second wave...Same for China, Japan etc. All depends on how responsible and selfless citizens are in every country. Global cooperation is needed, sharing of accurate information, cooperation in developing treatments/vaccines etc. Stay safe all!",19/6/20,81,Circuit Breaker,85,3,-11.10877741,18,4,1,4.468373575,0,0,1
"Instead of the swab, can we do blood test? I'm scared of the swab.",19/6/20,13,Circuit Breaker,14,1,-10.34494884,2,0,1,74.72180691,4,0,0
This is another pre-emp. 😓 but good initiatives.. appreciated. Stay safe everyone! ,18/6/20,10,Circuit Breaker,11,1,-11.61395499,2,0,0,36.84829056,4,0,0
How do they know who diagnosed with Respiratory Acute infection for testing?,18/6/20,12,Circuit Breaker,12,1,-12.27377419,4,0,0,36.84829056,4,0,0
Those with diarrhea will also be tested for Covid-19 infection. ,19/6/20,10,Circuit Breaker,10,0,-11.99629963,2,1,0,56.27175551,4,0,0
Everyday 200+ means there is still a big pool of infected but not tested. It's going to take a while to clear the infected foreign workers.,18/6/20,24,Circuit Breaker,26,2,-10.07946496,6,3,0,26.8352074,3,0,1
"Peace of Mind & care for those >45 who need to test first. We’ll wait our turn. Good that our govt prioritize. I’m in my 60s but OK to wait lah. Just let me know when comes my turn.  Now I’ll wear mask, social distance, frequent washing/sanitizing & stay calm. ✌🏻",18/6/20,50,Circuit Breaker,49,2,-11.82904899,11,2,5,7.162524513,1,0,0
Should get all singaporean tested.,18/6/20,5,Circuit Breaker,5,0,-13.30067413,2,0,0,408.4470075,4,0,0
How do we know we have acute respiratory syndrome.,19/6/20,9,Circuit Breaker,9,0,-11.54152823,3,0,1,56.27175551,4,0,0
Quarantine can lead to work missing out days 14 days wasted making things difficult 😞  if test negative so no need to test again!,18/6/20,22,Circuit Breaker,23,1,-11.4782519,6,1,0,18.76957494,2,0,0
This is a conditional way to get humans to mass test the new vaccine compulsory.,19/6/20,15,Circuit Breaker,15,1,-10.62131342,4,0,0,26.40715086,3,0,0
than more case will pop up cause more testing 😂😂😂,19/6/20,9,Circuit Breaker,9,0,-10.36347621,1,0,0,56.27175551,4,0,0
"Behold, Somebody will shout “ GE is coming. After GE will stop testing!”. ",18/6/20,12,Circuit Breaker,12,1,-12.62100253,4,0,0,23.61550797,3,0,0
Selective closing and opening. Now selective testing. Thats the way singapore.,18/6/20,11,Circuit Breaker,11,1,-12.42543445,1,1,0,20.41697144,3,0,0
Looks like we have no choice about the TraceTogether Token device!!!,19/6/20,11,Circuit Breaker,11,1,-12.23186266,1,0,1,20.83225589,3,0,0
Orh. I thought anyone with symptoms like fever and cough would be tested. So only now then test and only those >45 YO diagnosed with acute respiratory infection ah?,18/6/20,28,Circuit Breaker,29,2,-12.11972089,4,3,0,9.264009927,1,0,0
"Hmm in case something happens , Heng did something about it?",18/6/20,10,Circuit Breaker,10,0,-11.51671289,2,0,0,18.76957494,2,0,0
They will be tested for free right?,19/6/20,7,Circuit Breaker,7,0,-9.575118388,2,0,0,106.4913813,4,0,0
R we done with testing fw in dorms?  They should have done mass testing of local community before moving on to phase 2! 🤦🏽‍♂️,20/6/20,22,Circuit Breaker,23,1,-11.12391882,6,0,1,16.87838266,2,1,0
So that means those with ARI will be undergoing covid19 swap tests for free ?,18/6/20,14,Circuit Breaker,14,1,-12.49176393,2,0,0,36.84829056,4,0,0
Who will pay for the test?,18/6/20,6,Circuit Breaker,6,0,-9.178001271,1,0,0,106.4913813,4,0,0
"Finally more in dept community testing of 45 Yr old and above those who kena ARI. This is den a better reason to open up further, testing conducted for community, businesses can start",18/6/20,32,Circuit Breaker,33,2,-12.02248072,6,1,0,13.0804743,2,0,0
Wong Teck Piaw better dont go out yet ,18/6/20,8,Circuit Breaker,8,0,-15.04091302,1,0,0,26.8352074,3,0,0
Simon Templar: 45 years old again... 🤣,18/6/20,5,Circuit Breaker,6,0,-12.77851991,0,0,0,56.27175551,4,0,0
"Follow China priority tests for delivery staff, food delivery staff.  ",21/6/20,10,Circuit Breaker,10,0,-12.17281754,0,0,0,11.75430979,2,0,0
"My respiratory test has been postponed and postponed for 6 month. I have been coughing since Oct. 2019, not doctor can give me the treatment. 😕😕😕",18/6/20,23,Circuit Breaker,25,1,-11.05802589,8,1,1,20.46341014,3,0,1
Why are ppl so hell ban to go for test ?  All govt staff must test first !,18/6/20,16,Circuit Breaker,16,1,-11.33067606,4,0,0,36.84829056,4,0,0
Make sure EVERY PARTY follows no matter who or which party!,18/6/20,11,Circuit Breaker,11,1,-12.34695913,1,1,0,23.61550797,3,0,0
"Frances Rosenbluth this fits in snugly with your argument that Westminster with big districts cuts down partisan money splashes (and perhaps, for the dominant party folk, a tale of hegemonic restrictions on political oxygen)",18/6/20,34,Circuit Breaker,34,2,-12.45347639,2,1,1,7.467550656,1,0,0
Don't spoil and void the votes... Please give your vote to any opposition to have good overall percentage. Even pposition don't win in this GE,18/6/20,23,Circuit Breaker,25,1,-11.11358309,5,1,1,14.10040367,2,0,0
Candidates deposit remain at 6k?Those with less than a certain number of votes will have their deposit confiscated no refund,18/6/20,20,Circuit Breaker,21,1,-12.04207898,4,0,0,20.46341014,3,0,0
"Should be 3.60, no deflation liao",18/6/20,5,Circuit Breaker,7,0,-13.4548559,1,0,0,56.27175551,4,0,0
Hi Yongzhi. Where is the 2-party competition?,19/6/20,7,Circuit Breaker,7,0,-13.05288117,1,0,0,36.84829056,4,0,0
Lucky I haven't eat mine dinner yet 😅😅😅🤣🤣🤣🤣🤣,18/6/20,6,Circuit Breaker,7,0,-12.80861848,1,0,2,106.4913813,4,0,0
$4 per voter is too much. I think $1 is better.,19/6/20,9,Circuit Breaker,11,1,-9.545614387,3,0,0,106.4913813,4,0,0
Just make sure ONLY the respective candidates’ photo are displayed in the contested area ..NOT that of the party head 😉,18/6/20,20,Circuit Breaker,20,1,-11.07746957,3,0,0,14.10040367,2,0,0
Can make it $2 and give the other $2 to the school pocket funds?,18/6/20,12,Circuit Breaker,14,1,-9.537578134,2,1,0,36.26203009,4,0,0
Thank you very much President Halimah for helping Singapore and Singaporeans 😊🇸🇬,16/6/20,11,Circuit Breaker,11,1,-12.37496024,1,1,1,20.41697144,3,0,0
"Mdm, I know u cant tell us the exact figure. Can tell us how many % is being withdrawn from the reserve ?",16/6/20,21,Circuit Breaker,21,1,-11.66538054,6,0,3,26.8352074,3,0,0
Wonder why some people are so concern about Singapore full actual amount of our reserve? Do you tell everyone what is your overall bank balance on social media?,16/6/20,28,Circuit Breaker,28,2,-11.06806445,3,0,3,8.934166462,1,0,0
"When parliament dissolved, there will be no MPs and ministers. Who will be overall in charge of the government if emergency arise? Mdm President?",16/6/20,24,Circuit Breaker,24,1,-10.92412141,4,2,0,10.32828976,2,0,0
Getting exempted to compete with other worthy candidates itself shows discrimination .. you wouldn't be president without pap selecting you as one .. this history shall last thousands of years,16/6/20,27,Circuit Breaker,28,2,-11.66524742,7,0,1,14.10040367,2,0,0
Its obvious she will say yes to everything pap says. We can remove this president position.,16/6/20,16,Circuit Breaker,16,1,-10.88677631,3,0,0,26.8352074,3,0,0
"They should equally spend more to help those elderly who are jobless instead of paying more attenion and more money to help the FWs, the employers and dormitory owners should do their best to help them and it's their responsibility.",17/6/20,39,Circuit Breaker,40,2,-10.83431354,8,2,0,14.10040367,2,1,1
The prime point was .. CCS called her MDM president even before President Election or selection dramas started,16/6/20,17,Circuit Breaker,17,1,-12.39615374,3,1,0,13.0804743,2,0,0
But why is it so difficult to get grant!   So much red tapes and stupid procedures.   Even told that we must the latest one month's invoice by Skill Future Sg when we try to open a Profile for the company!  How can we even have invoices that are less than one month old when we are even not allowed to carry on our business activity since the Circuit Breaker started!    We  don't even know when our business can resume!  Where do all this money go to ?  Who is monitoring that the $33b is spent as intended?  With all these red tapes probably there will be many who won't get help.,16/6/20,106,Circuit Breaker,110,4,-10.65038948,25,4,4,4.600221717,0,0,1
"All these support packages now although seemingly helpful, will mean a very tough future post COVID Pandemic.  ",17/6/20,17,Circuit Breaker,17,1,-12.95126425,1,1,0,16.57913272,2,0,0
How much will the government give to Singaporeans from this amount during this crisis?,16/6/20,14,Circuit Breaker,14,1,-10.11595676,0,0,0,20.5002706,3,0,0
"Thanks, u president..great dial",16/6/20,5,Circuit Breaker,5,0,-13.16122689,0,0,0,36.84829056,4,0,0
"What will this 33billion called,any suggestion.How about chicken farm investment",16/6/20,9,Circuit Breaker,12,1,-12.45717156,1,0,0,36.84829056,4,0,0
Who actually control the reserve ? Who actually know how much reserve we have ? This reserve belong to who ?,16/6/20,18,Circuit Breaker,18,1,-10.55275422,3,0,1,37.24437467,4,0,0
"My question is this - if she doesn't even know how much we have in the Reserves, how can she suka suka sign approval to use the Reserves??? 😂 🤣 😂",17/6/20,26,Circuit Breaker,28,2,-11.58737064,6,1,1,23.61550797,3,0,0
"My advice has been heard / accepted, thank you.",16/6/20,8,Circuit Breaker,8,0,-11.02645391,2,0,0,56.27175551,4,0,0
Citizens need handouts ..it s part of G to feed us during bad times..,16/6/20,14,Circuit Breaker,14,1,-11.41172133,3,0,1,20.83225589,3,0,0
"An order given , she cannot ask why or no.Just do it!",16/6/20,10,Circuit Breaker,12,1,-10.49650586,4,1,0,104.7058525,4,0,0
"Wah PAP very generous,very good appreciate for once say thank you on your knees to Ah kongs]\",16/6/20,18,Circuit Breaker,18,1,-13.15856516,1,0,2,14.10040367,2,0,0
So how much have we spent on the  FW Covid-19 so far????,17/6/20,12,Circuit Breaker,12,1,-11.28010504,2,0,1,106.4913813,4,0,0
So.... We rather her reject? 😅,16/6/20,5,Circuit Breaker,5,0,-10.44942816,1,1,1,106.4913813,4,0,0
Ever since when she has the say....,16/6/20,7,Circuit Breaker,7,0,-9.147737673,1,1,0,106.4913813,4,0,0
The package should come to household directly not to companies outside to sustain,16/6/20,13,Circuit Breaker,13,1,-10.21049362,3,0,0,56.27175551,4,1,0
Expired news la Straits Times,17/6/20,5,Circuit Breaker,5,0,-14.53086415,1,0,0,26.8352074,3,0,0
Did you obviously think she will say NO to LHL?! Remember this is an Indian who walked over during a presidential election reserved for Malays. She owes it to him!! 😂,16/6/20,30,Circuit Breaker,30,2,-10.86357189,7,0,1,26.8352074,3,0,0
Got breakdown on how it is spent?,16/6/20,7,Circuit Breaker,7,0,-10.40157711,2,0,0,106.4913813,4,0,0
"She don't even know how much the reserves inside , yet can sign as the Key holder EPIC, whereas try to do like this in Private sectors yea?  Sad ....Old guards lead by LKY is grow savings make Singapore go first world, the current ones is like stomp their feet don't know what to say,  riding on the reserves , credits , benefits literally all from the Old Pap,  yet make SG downgrade to 3rd world.",16/6/20,70,Circuit Breaker,73,3,-12.02117611,16,3,0,3.395506338,0,0,0
Just signed and no questions lah,16/6/20,6,Circuit Breaker,6,0,-11.91493411,2,1,0,106.4913813,4,0,0
who dunno it is necessary. duh,16/6/20,6,Circuit Breaker,6,0,-11.09902536,2,0,0,106.4913813,4,0,0
"I suggest the government to STOP wasting time better if they genuinely wanna help, the ratio of approval should be higher than the rejected cases, not the other way around!! Just creating mirage in the desert for hopeful applicants.",16/6/20,39,Circuit Breaker,39,2,-10.870292,6,1,0,8.977799354,1,1,1
Under the instructions of her boss,16/6/20,6,Circuit Breaker,6,0,-9.815064751,0,0,0,56.27175551,4,0,0
"All thanks to Mrs Rodriguez Maria , a reliable and trust worthy account manager for helping me to trade with my little investments $1000 capital to earn good Return Of $10,000  after 3days of trading Her platform is real and legit I earn alot from her trading without spending more money  If you want this month to be  set for you with much money you can contact him here👇👇👇 https://www.facebook.com/rodriguez.mariaa.9",16/6/20,65,Circuit Breaker,69,3,-11.99975765,10,2,4,5.301171371,1,0,0
It’s very important to have good relationships with neighbours!!,15/6/20,10,Circuit Breaker,9,0,-10.32115298,1,0,0,56.27175551,4,0,0
Yayapaya foreigner. Always act blur like sotong. Serve them right for being cocky.  This is Singapore not yours so bloody respect our law.,15/6/20,23,Circuit Breaker,23,1,-12.72360486,4,0,2,13.81653873,2,0,0
"Understand it is harder for teenagers to take this seriously and it is really hard for them no to be able to socialise.. including doing a good thing such as studying together or grabbing a bubble tea together for that matter but they must be aware that when covid attacks it does not pick gender, age, nationality .. we are all at risk including them, their families and even their friends if they are not cautious.. it is up to us the people to decide how Long do we want to stay at home, how can we avoid not to jeopardise the phase 2 of life opening back to norm.. covid is still out there to find the next careless victim. We are responsible for our health and love ones around us",16/6/20,130,Circuit Breaker,131,4,-10.40305645,30,8,3,4.018636338,0,0,1
"I don’t understand. How come they are not expelled, student pass revoked and sent their bags packing back to India?! 🤬🤬🤬",15/6/20,21,Circuit Breaker,20,1,-10.90767661,6,1,0,16.87838266,2,0,0
Why they started to quarrel with each other... instead of studying quietly in their unit? 😅  If they do really study nicely as plan... SPF will not go catch them.   As their neighbors would not have... notice their gathering activity.😅,16/6/20,39,Circuit Breaker,39,2,-10.88052582,8,1,0,20.83225589,3,0,1
Just wonder how much the govt have collected back from all this CB fines. Its truly a FINE City.,15/6/20,19,Circuit Breaker,19,1,-11.96322347,4,0,0,16.34226202,2,0,0
Good! All these people should learn to obey rules.,15/6/20,9,Circuit Breaker,9,0,-10.5473631,2,0,0,55.38369641,4,1,0
Jasteena kali pertama terpandang wajah Terpegun aku dan terpesona.,15/6/20,9,Circuit Breaker,9,0,-22.72002783,1,0,0,14.10040367,2,0,0
"Also ST I don’t see the need to mention the nationality, type of work/study status of the person.. the point is Covid doesn’t care who it choose to infect .. what is the point of the segregation between us humans. ",16/6/20,42,Circuit Breaker,40,2,-10.36438122,7,0,2,6.201500836,1,0,0
"Under my best neighbours , every got people come n go...i never call police...",16/6/20,14,Circuit Breaker,14,1,-12.03228533,4,0,2,55.38369641,4,0,0
"Just when 300 dollars make one poorer for breaking the rule 2k is worse,it made a hole in the purse big enough that could not be mended",15/6/20,26,Circuit Breaker,28,2,-11.00097136,6,1,0,20.83225589,3,0,1
Jasteena you should have just stayed home,15/6/20,7,Circuit Breaker,7,0,-11.56180704,2,0,1,55.30260338,4,1,0
"Why so many students pack into a small flat ? Sure will attract attention and complaints...why can't study at own home, eh ?",15/6/20,21,Circuit Breaker,22,1,-11.45981225,2,1,0,16.57913272,2,0,0
Thanks to all students of kindly donation to our gov...,15/6/20,10,Circuit Breaker,10,0,-10.91230611,0,0,1,26.8352074,3,0,0
She's from India? Looks more like from China.,15/6/20,7,Circuit Breaker,8,0,-10.26773328,0,0,0,56.27175551,4,0,0
Share the fine with her friend ,15/6/20,6,Circuit Breaker,6,0,-10.09536423,0,0,0,36.84829056,4,0,0
"They got money to pay, its nothing to them.",15/6/20,9,Circuit Breaker,9,0,-9.203298028,2,0,0,56.27175551,4,0,0
When r there visa going to b revoke n send bk to where they come fr,15/6/20,16,Circuit Breaker,16,1,-13.17097276,4,0,0,20.83225589,3,0,0
Rp20.000.000 if change my money omg,15/6/20,5,Circuit Breaker,8,0,-13.01744627,0,1,1,36.84829056,4,0,0
Good lor. More money into the country’s reserves,15/6/20,9,Circuit Breaker,8,0,-11.72950826,0,0,0,20.46341014,3,0,0
Send these foreigners back to where they came from ,17/6/20,9,Circuit Breaker,9,0,-10.3584205,2,0,0,106.4913813,4,0,0
Thanks for the $2000 contribution during the hard time ,13/7/20,8,Circuit Breaker,9,0,-9.932852064,0,0,0,36.84829056,4,0,0
Virus dun attack Italy only...is pandemic,4/6/20,7,Circuit Breaker,7,0,-13.76178637,2,0,0,36.84829056,4,0,0
People there can't wait any longer anymore. Cash is depleting. No food on the table.  No source of income. ,3/6/20,18,Circuit Breaker,19,1,-10.54041819,2,0,0,16.3110724,2,0,0
"Even if the lockdown is opened the days of tourists flocking to see the wonderful attractions are a pale shadow of the former glory how many visitors would jump onto the plane,ship bandwagon like before??",3/6/20,36,Circuit Breaker,36,2,-11.05719552,6,1,0,10.16485321,2,0,1
I don mind going .. if  affordable in the fares 😆  All others things 😆😅,3/6/20,12,Circuit Breaker,12,1,-11.17147937,2,1,0,36.84829056,4,0,0
Better stay put till Nxt year,3/6/20,6,Circuit Breaker,6,0,-14.12136217,1,0,0,36.84829056,4,0,0
Their cases reduce and in control already ? ,3/6/20,7,Circuit Breaker,7,0,-10.01011996,1,1,0,55.38369641,4,0,0
Take note:: Mandaraya din ang gondola drivers jan Mag iiba ang rate pag nakasakay na kayo.,3/6/20,16,Circuit Breaker,16,1,-20.16641306,2,0,0,7.903632895,1,0,0
It will take awhile like 2 yrs 😅,3/6/20,6,Circuit Breaker,7,0,-11.67364779,1,0,0,56.27175551,4,0,0
Dun worry. Can contain in Europe.,3/6/20,6,Circuit Breaker,6,0,-11.73435613,0,0,0,36.84829056,4,0,0
"Gambling addition is the disease that make you too selfish to see the havoc you created or care about the people whose lives you have shattered to pieces. To love an addict is to run out of tears. Gambling addiction is a disease but it is in fact the only disease whereby you can win a bunch,a stack of $$$. Casino gambling can be colorful,dramatic and very theatrical. There are two  great pleasures in gambling,one is that of winning and the other well that of losing",2/6/20,88,Circuit Breaker,88,3,-10.29560945,22,5,2,4.719946439,0,0,1
An independent investment consultant would have probably prevented this from happening. ,2/6/20,11,Circuit Breaker,11,1,-11.35131604,3,0,0,56.27175551,4,0,0
"Give her fans the address of the thief.  Within a week, he'll be selling his own blood to get the money to pay her back!",3/6/20,24,Circuit Breaker,25,1,-9.777688132,5,0,0,16.87838266,2,0,1
The manger is not loyal to Lisa from blackpink at all and he just want her money 😡😡😡😡😠😠,3/6/20,17,Circuit Breaker,17,1,-10.43574833,2,1,0,26.8352074,3,0,0
Lisa dressing was mention the worst dressing among the group now the truth is out they should be more strict getting the next manager for her. ,2/6/20,26,Circuit Breaker,26,2,-10.15626864,4,1,0,15.46335949,2,1,0
This is 1 time I wanna apply to be her manager.,2/6/20,10,Circuit Breaker,11,1,-9.888365849,4,0,1,56.27175551,4,0,0
Darryl Kiasu Goh Sour candy,2/6/20,5,Circuit Breaker,5,0,-18.46986802,0,0,0,20.83225589,3,0,0
"Hazard in buying fruits. Many hands touch to pick the best. Who knows if a customer infected with virus made selection, touch & go.",2/6/20,23,Circuit Breaker,23,1,-11.32837216,6,1,0,14.10040367,2,0,0
Those who can't clean for 20/ and more time then what.,3/6/20,9,Circuit Breaker,11,1,-9.608945069,2,2,0,106.4913813,4,0,0
"Might need to do a special message for smokers. Twice today I've come across groups of men, masks down chatting and smoking with zero social distancing in place. That will be where you get some community spread.",2/6/20,36,Circuit Breaker,37,2,-11.03866378,6,1,1,7.224863442,1,0,0
Who don’t know keeping good hygiene prevent virus? Expert? Researchers? 🙄,2/6/20,11,Circuit Breaker,10,0,-12.07026018,3,0,0,16.87838266,2,0,0
Of course Straits Times deems this to be premium article...even though the info serves public good,1/6/20,17,Circuit Breaker,17,1,-11.78850704,2,2,0,20.83225589,3,0,0
"It's a joke for a bank to offer a 1M SIBOR home loan when it cannot withstand the benchmark falling below 0.9%. Looking at how 1M SIBOR evolved over the years, it was already below 0.9% back in 2017. How could a bank offer a loan without thinking SIBOR will not fall back to 2017 levels?",1/6/20,49,Circuit Breaker,58,3,-11.60747914,9,1,0,8.358759407,1,0,0
Banks must be regulated on their discretion to raise interest rates. Authorities must have oversight to protect the public. ,2/6/20,19,Circuit Breaker,19,1,-10.71773887,6,0,0,16.87838266,2,0,0
"As a goodwill gesture, I will represent the aggrieved party on a pro bono basis should they intend to fight it out in the court.  Contact me please. ",1/6/20,28,Circuit Breaker,28,2,-10.77905816,4,0,2,20.83225589,3,1,0
Is unfortunate if you are one of their customers. Credit officers are all so cold blooded to push their clients to the edge I think just to keep their job. ,2/6/20,30,Circuit Breaker,30,2,-10.2775331,7,1,2,16.87838266,2,0,0
It's understood that bank will always try to give you an umbrella when it's sunny and try to take it back when it's raining...,1/6/20,21,Circuit Breaker,24,1,-10.55552298,6,2,1,56.27175551,4,0,0
"loopholes always blindside you with vague, sweet words   ",7/6/20,8,Circuit Breaker,8,0,-13.2931436,0,0,1,36.84829056,4,0,0
