Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
The food which our government has provided to them is far better than they buy from their own. ,12/4/20,18,Foreign Worker,18,1,-9.420827832,4,0,1,18.28123692,2,0,0
Thank you MOM.you are helping to foreign workers.,9/4/20,7,Foreign Worker,9,0,-11.08818351,3,0,1,17.98042144,2,0,0
Quite a number of our FW are Halal and Vegetarians .  I trust our food catered to their needs n fill.,9/4/20,20,Foreign Worker,20,1,-11.99794109,4,1,2,5.033131839,1,0,0
"I believe MOH is doing all they can to support and provide for our foreign workers who are isolated in the 2 dormitories, many of us do not understand what's happening behind the scene and chose to believe what others post or said about it, hence creating unnecessary questions that further rise doubts in such chaotic times. Let the authorities do their work, they are no liable to answer every little thing they do now.",9/4/20,73,Foreign Worker,75,3,-10.43220775,20,2,2,2.366304726,0,0,1
Singapore is probably the only country that took great care of foreign workers in this time of despair! Great job and hope social media here don’t try to distort the situation. Selective videos and snapshots etc to discredit the good work. ,9/4/20,42,Foreign Worker,41,2,-10.41583714,8,2,0,2.099456841,0,0,0
Great. Salute the govt. Thank you very much.,9/4/20,8,Foreign Worker,8,0,-10.67615871,0,0,1,9.23374887,1,0,0
Safeguard the workers in SG. Dont treat them badly. They are humans.,9/4/20,12,Foreign Worker,12,1,-11.87759554,2,0,0,6.847954677,1,0,0
Pls keep checking in the people who cater for them.  They deserve much better...,9/4/20,14,Foreign Worker,14,1,-10.5685697,3,0,0,12.54897875,2,0,0
"Singapore is good to you, than you should be grateful and not go about creating social problems. Remember that",9/4/20,19,Foreign Worker,19,1,-9.723503831,4,1,1,19.03066659,2,1,0
"Well done, MOM! Thanks for providing them a balanced diet. ",9/4/20,10,Foreign Worker,10,0,-11.85545024,2,0,0,12.06173931,2,0,0
"Got issue then mom check,show dat ther r working,if not,ther r sleeping,inspect all dormitories all.in sg,not only the effected area",9/4/20,24,Foreign Worker,26,2,-14.0985328,5,2,0,4.141956164,0,0,0
thanks you mom for support us we are happy,9/4/20,9,Foreign Worker,9,0,-10.22397045,2,0,3,19.03066659,2,0,0
The big problem is the begbugs there..the hygiene there..,9/4/20,10,Foreign Worker,10,0,-10.38413171,1,0,0,12.54897875,2,0,0
Use the levy FW pay to look after them better.,9/4/20,10,Foreign Worker,10,0,-11.70634724,2,0,0,12.54897875,2,0,0
"Thanks for the update MOM. Not an easy job for both u guys and all parties concern to care for more than 20,000 daily w 3 meals given the current somewhat limited resources. For some who thinks tat u guys r stingy by giving so much rice instead of side dishes, pple must understand the eating culture of these foreign workers first before commenting.",9/4/20,62,Foreign Worker,65,3,-11.99840991,9,2,0,1.946298257,0,0,1
"I think meals are Perfectly Ok! 1 portion veggies, 1 portion meat or fish & more rice (they eat a lot of rice) is basic good diet. And it’s FREE, delivered to them. This is CRUNCH time, don’t expect 5-star meals. 🤗",10/4/20,40,Foreign Worker,40,2,-12.23623728,8,1,0,3.278667372,0,0,0
MOM give a foreign worker full basic money according to their monthly basic or give a half part of basic salary?? Anybody can give me correct information because of my boss say give only half salary.,10/4/20,36,Foreign Worker,36,2,-11.36085964,6,1,2,3.707431737,0,0,0
"Better accommodation, free food, full pay, free medical care, dont have to work, dont have to pay utilities, government even set up a clinic and remittance service IN dorm area, clean food and potable water..... all luxuri4e compared to where they came from..... all using SG taxpayers' money... which other MF still want to complain about human rights or abusing FW?  Maybe these MF opposition or haters can ""adopt"" some of these FW to stay in their own homes and pamper these FW at their own expenses themselves?",9/4/20,88,Foreign Worker,88,3,-12.42180401,13,5,0,1.195645678,0,0,1
Malaysian government just announce that it is not their responsibility to feed their foreign workers under lock down.,20/4/20,18,Foreign Worker,18,1,-10.45574796,3,0,0,6.578982767,1,0,0
Ya its abt time to look into these dormitrys. Must cultured them what is hygiene.,9/4/20,15,Foreign Worker,15,1,-12.69348746,3,0,0,9.23374887,1,0,0
Please Don’t leave home without a 😷 masks and  Social distancing too.  For our seek and each and every Singaporean life.  Let’s make this  ‘circuit breaker’ a success or else all efforts will go down the drain.  Frontline medical staffs will suffer endlessly. ❤️💪🏻🙏🏻,9/4/20,44,Foreign Worker,42,2,-11.75517929,7,3,1,2.209994791,0,0,0
"They are so blessed that they are working in Singapore, we are thank 🇸🇬 government. 🙏🙏",9/4/20,14,Foreign Worker,14,1,-9.94762436,5,0,1,18.28123692,2,0,1
All of them very lucky working in Singapore well take care Pls follow instructions stay at home ,12/4/20,17,Foreign Worker,17,1,-11.61418991,4,0,0,7.253660895,1,0,0
Great job MOM! Appreciate these updates!👍👍🙂.,9/4/20,6,Foreign Worker,6,0,-12.97435773,0,0,0,8.882708681,1,0,0
A very special manpower ministry that looks not just into fair employment but safe living for migrant workers. I can say MOM is committed to upgrade the living standards of our migrant workers. They in turn will be our valuable assets.,2/6/20,41,Foreign Worker,41,2,-10.82209682,6,2,2,3.141912633,0,0,1
I thought you guys always plan ahead. You even tell us that you had been prepared and preparing for something like a pandemic. I guess you guys screwed up big time and most of you not fitted for the job.,2/6/20,40,Foreign Worker,40,2,-9.991824431,12,2,4,12.54897875,2,0,0
"Apologising does not lower your dignity. In fact, it shows that you are sincere and ready to move on with more empathy.",2/6/20,22,Foreign Worker,22,1,-10.42003117,6,1,2,19.03066659,2,0,0
"“15 community cases” today... just saw school children crossing the road in a big group, totally no physical distancing at all, scary!",4/6/20,21,Foreign Worker,22,1,-11.16012474,2,0,0,4.206580416,0,0,0
Thank you Mr Gan and His Multi- Task Team for  leading the control of reducing the spread of Virus in the community,2/6/20,22,Foreign Worker,22,1,-11.22615244,2,1,1,3.686091468,0,0,0
What we need to ensure that this is carried out is continuous monitoring ,2/6/20,13,Foreign Worker,13,1,-9.962038919,5,0,1,36.03068706,4,0,0
Billions of dollars cld have been saved if only pap had listened to the ngos who had the foresight and highlighted all these years!,11/6/20,24,Foreign Worker,24,1,-11.64035222,7,2,0,5.033131839,1,0,0
Tq 4G task force..finally TAXPAYERS have to foot the bill for your screwups..Why are the GLCs and Property Developers companies not footing the bill to house their workers? Well done PAP..Socialise costs and Privatize Profits👏👏👏,2/6/20,37,Foreign Worker,38,2,-13.28508534,6,3,1,1.929447711,0,0,0
Thank you Mr Gan and His Multi- Task Team for  leading the control of reducing the spread of Virus in the community,2/6/20,22,Foreign Worker,22,1,-11.22615244,2,1,1,3.686091468,0,0,0
Go tough on errant dorm operators and employers ! Don’t waste taxpayers money !!,5/6/20,13,Foreign Worker,12,1,-12.68218925,0,1,0,3.834386858,0,0,0
Não entendo seu idioma ok obrigado pela atenção Estér Lúcia Mendes Pénteado Shalom Amém glória Apazdo Senhor Jesus Cristo Amém,19/6/20,12,Foreign Worker,20,1,-22.54276058,0,0,0,3.088635882,0,0,0
"Why is this the last for FWs? Daily report still in the hundreds...what was the cause? FWs in dorm not adhering to the rules than need to be fined. Can't go on like this... If u base on daily reports...locals very few cases to date. Majority are FWs, workpass thus these people r not doing their part. Please be firm with them. Thank you.",18/7/20,65,Foreign Worker,66,3,-10.71127191,11,1,0,1.884463494,0,0,1
Hope you can clear the earlier mess as many are suffering from its impact ,17/7/20,14,Foreign Worker,14,1,-10.23505151,3,0,1,12.54897875,2,0,0
"How to every day average of 3 digits is not matter of testing is a matter reduce cases, other than get better consultant from outside world.",18/7/20,25,Foreign Worker,26,2,-10.32937681,5,0,0,4.584835613,0,0,0
Why are there still so many cases at dormitories? Are we re-testing or they new cases?,18/7/20,15,Foreign Worker,16,1,-11.05110863,2,2,1,14.60226844,2,0,0
Why is not handler by health  department,18/7/20,7,Foreign Worker,7,0,-10.66070079,2,0,0,19.03066659,2,0,0
Took so long.... How many FW actually are there living here in Singapore?,18/7/20,13,Foreign Worker,13,1,-11.9919419,2,0,0,9.23374887,1,0,0
"Lawrence Wong, tks for the updates. And also thank u and your group for keeping the death rate here below 30, since November last year. No other country can do that, knowing very well that Singapore has A large influx of foreigners, to keep us going. 👍👍👍",18/7/20,45,Foreign Worker,46,2,-10.82059525,7,2,2,2.580039404,0,0,0
I doubt it will end it endless unless totally lock down but also no use once you let tourists arrival or borders access so best wear mask avoid over crowding maintain healthy lifestyle economy still need to open no other option available looking for vaccine not easy ,18/7/20,47,Foreign Worker,47,2,-11.86861511,8,4,1,3.42251449,0,0,0
"Hi Mr WONG.Any chance to video a test process of a FW so that we understand the full procedures, please?  Thank GOD for granting my wish to know what the test is. It wasn't a pleasant procedure...!! Stay Safe. everyone. Don yr mask esp the ones in yr FunPack! Nice!!",25/7/20,48,Foreign Worker,51,3,-11.740284,8,0,2,1.900650351,0,0,0
Nonsense and nonsense more coming...hahaha,18/7/20,6,Foreign Worker,6,0,-13.25549684,0,1,0,15.37950829,2,0,0
Cover for MOM not doing their jobs only...at the end of the day is all we citizens and employers to do the job!,16/5/20,24,Foreign Worker,24,1,-9.60169665,3,1,1,4.058146714,0,0,0
Look like business is going down.. Need to spend $2000 to do a jobs $500.. And the $500 is not enough to pay $5000 over head.. No productive.. No enough Money to pay.. Hopefully Government can lower down the Levy.. 🙏🙏🙏,16/5/20,36,Foreign Worker,40,2,-10.92212279,8,1,0,3.707431737,0,0,0
Thank you Mr M Lawrence for sharing on the COVID 19  situation especially when the clusters of the migrant dorm started spreading began . It was indeed never an easy task to control the spread  but certainly the whole COVID Team has put many and much efforts to try and cease the spread of dorm from spreading fast to the  community   Though the numbers of the migrants clusters keep increasing but at least it is well controlled in the operation .,16/5/20,78,Foreign Worker,79,3,-10.72999481,15,4,1,1.731694581,0,0,1
I doubt we are able suggest implement at work site monitoring system it should be good enough ,16/5/20,17,Foreign Worker,17,1,-10.75162002,3,0,1,7.253660895,1,1,0
Good idea but that means every Singaporean will need to pay more $$$$$ for all services to pay Singaporeans replacing  FWs. Will all Singaporeans be willing to pay higher salaries than FWs to our own blue collar workers? ,16/5/20,37,Foreign Worker,37,2,-12.03463837,7,1,1,3.227234513,0,0,1
NO MORE new FWs PLEEEASE???  FWs do contribute to our economy But this virus is not going away maybe at least for 2years. Hire SOME %  of locals at higher pay - we have no choice Now until there is a proven vaccine. ,16/5/20,40,Foreign Worker,42,2,-12.39683518,6,1,2,3.181162437,0,0,0
"As long as we have done our part, it's good enough.",16/5/20,10,Foreign Worker,11,1,-9.757283806,2,0,2,36.03068706,4,0,0
First of all who will pay for this arrangement? ,16/5/20,9,Foreign Worker,9,0,-9.307364382,1,0,0,19.03066659,2,0,0
LOOKING FOR TROUBLE ND DEATH,27/5/20,5,Foreign Worker,5,0,-18.53611454,0,0,0,7.253660895,1,0,0
"It's GOOD PRACTICES, Good Regulations on construction dormitory, Isolation System , you need 2 times testing before / after daily work on-site. Report  immediately if you see anyone fall sicknesses.  Pay more intention for Flu, Coughing, Fever and Pneumonia.   Note, * Flu and Coughing - Flu Testing. * Fever and Pneumonia - Covid 19 Testing",22/5/20,45,Foreign Worker,51,3,-14.87960073,5,4,2,1.510572967,0,0,0
"Maggio Capital is one of the legitimate proven and trusted hard money lending private company we have available today in the world today when it comes to online lending companies, We are specialist in equity-based, residential and commercial real estate loans throughout California and international levels we give out loans of any kind including personal loan, student loans of any amount we loan out up to a million-dollar. Speak to a decision-maker today and open up new opportunities to achieve your financial goals kindly contact us with the details below and get attended to by a loan consultant from our company thank you our loans are easy to access to hard money at affordable loan interest rate transactions.  Email: Magiocapitalinternationalloans @ zohomail . com Company Phone:+1(201)905-6637 Company Business WhatsApp:+1(201)905-6637  Do you need a loan to settle your debt or to pay off your bills? Have you been turned down constantly by your Banks and other financial institutions just because you have a low credit score? Do you need a loan or funding for any reason such as the list below,  * Holiday Loans * Vehicle Loans * Real Estate Loans * Business Loans * Mortgage Loans * Construction Loan * Home Loans * Investment Loan * Debt Consolidation Loans * Personal Loans  Note: We give out loan at affordable interest rate per annun.  Interested persons should contact us via email: Magiocapitalinternationalloans @ zohomail . com to enable us to open a loan processing file or  contact us on Business WhatsApp:+1(201)905-6637  Warm Regards,",16/5/20,235,Foreign Worker,247,4,-12.55550083,34,7,13,0.417654479,0,1,1
"Negative comment people ever think if the  415,000 Malaysian that everyday come into Singapore to work but suddenly not working, who is going to fill in the gap ? What will happen to economy ? It will be great inconvenient for all of us too Please be fair, government is trying to assist the business that already hit badly by the covit issues. ",17/3/20,60,Foreign Worker,62,3,-10.42962374,14,2,1,2.992066662,0,0,1
"Proud of SG government and we always react very fast with good rationale and hearty consideration.    At the airport, all business tenants are required continue the businesses but with super slim travellers traffics.  Operating cost remain very high.  Will government look into this urgently too. The latest impose SHN will have another round of strong impacts to all businesses.",19/3/20,59,Foreign Worker,59,3,-11.67569239,7,2,1,1.925733096,0,0,1
"To accomodate these workers, the government can open those schools that has been closed. Give them a place where it is easier to control and monitor. Employers can pool to pay for the electricity and water.",17/3/20,36,Foreign Worker,36,2,-10.21237498,11,2,0,4.579721869,0,0,0
"Great initiatives! But will buesinesses get to enjoy these now? Immediate? SMEs unlike large organisations, will never be able to pull thru and will wind up within weeks",18/3/20,28,Foreign Worker,28,2,-11.66260177,6,1,0,5.950380586,1,0,0
Well...she will gain more vote from Malaysians. But Locals here....well???,17/3/20,12,Foreign Worker,12,1,-10.92488092,1,0,0,12.54897875,2,0,0
"S50 per head will be given for 14 days, but if Malaysia Government prolong the Lockdown, will Singapore Government still be giving Aids to them ? If so , think about the Locals , Taxi Drivers, PHVD drivers which are getting only S20 per day till May! They are living in Singapore 24/7 with housing and utilities bills !",17/3/20,51,Foreign Worker,56,3,-12.34157904,9,4,0,1.789955249,0,0,1
You give so many Malaysian in Singapore any break out how? You just our leader. Anything to our family how!!!,17/3/20,20,Foreign Worker,20,1,-10.19316439,1,0,2,5.950380586,1,0,0
In these 14 days Malaysian should have enough time looking for room to rent in Singapore. The purpose is good to temporary help affected company to minimize Malaysia’s lock down influence. This is a win-win where hotel and dormitory can survive and local business may continue. ,18/3/20,45,Foreign Worker,46,2,-11.04076151,10,1,0,2.381595555,0,1,1
You should help singaporeans.. but I nvr see that...,17/3/20,9,Foreign Worker,9,0,-11.96319149,3,1,1,36.03068706,4,1,0
"Charity starts at home FIRST , don't always  carry or emphasize  with others...these ppl love Sg.. monies , properties, jobs  & our  gullible ppl",18/3/20,21,Foreign Worker,22,1,-13.98498851,4,1,1,3.677908757,0,0,0
i’m sure Malaysia will lock down more than 14 days ?   will our authorises continue to pay $50 per night accommodation if it continues past 14 days.    It will defiantly stretch our own resources ,17/3/20,31,Foreign Worker,33,2,-11.69947343,5,1,2,4.74633546,0,0,0
"Im proud that my country has provided such measures to these Malaysians affected, i might not be right but i dun see other countries doing the same thing..to re​it​er​ate im proud of wat my country is doing...加油！",18/3/20,41,Foreign Worker,41,2,-12.28323697,10,1,2,3.79899192,0,0,0
"That’s what our Singapore government can deliver, the least. Way to go",18/3/20,13,Foreign Worker,12,1,-9.968560222,3,0,1,18.28123692,2,0,0
Well played. We won’t even have 杂菜饭 to eat without them...,18/3/20,11,Foreign Worker,10,0,-10.97105567,4,0,0,36.03068706,4,0,0
if its more than 14 days then i think you have to tell them to go back.how much can you spend on burden rather than work done? anyway theres not so much work either due to the slowdown.,18/3/20,36,Foreign Worker,39,2,-10.43122069,9,2,2,9.23374887,1,0,0
Our renovation also affected cos items n workers mostly from mlysia.,18/3/20,11,Foreign Worker,11,1,-14.48677336,1,1,0,8.715588971,1,0,0
Singaporeans Care! Well done Singapore  government.👍,20/3/20,6,Foreign Worker,6,0,-12.14748767,1,0,0,9.23374887,1,0,0
"Are We, SG is hero show to other country ",18/3/20,9,Foreign Worker,9,0,-11.05951206,1,0,1,9.23374887,1,0,0
They are cream of the crop - much appreciated gesture n action 👍🏻👍🏻👍🏻,17/3/20,11,Foreign Worker,12,1,-12.82729792,2,0,0,9.23374887,1,0,0
Singaporeans are very lucky that their Goverment is for the people... ,18/3/20,11,Foreign Worker,11,1,-10.495566,2,0,0,12.54897875,2,0,0
Is it possible now can rent a house for short term 2weeks? ,18/3/20,11,Foreign Worker,12,1,-11.53161931,2,0,0,19.03066659,2,0,0
Stop give yr negative comments,18/3/20,5,Foreign Worker,5,0,-13.36285663,1,0,0,12.54897875,2,0,0
No Job for Local old people. Even have the salary is even lesser than Malaysian permit holders.   You still have face to sit there?,17/3/20,24,Foreign Worker,24,1,-10.82107097,5,1,0,5.950380586,1,0,0
Pasal lu orang puya bangsa lah.itu pasal jadi mc ni....,19/3/20,9,Foreign Worker,11,1,-22.93552797,1,0,0,5.541676663,1,0,0
"Hi good morning, I am working at security line as per I check with my company they told us they dun pay us 50 per day, nvr provide food, nvr give place to stay and if we want to go back the will stop our work permit. What I can do on this any idea. At the moment I at sg last night sleep at mrt. At least the company can give advance salary earlier but the want also as per check on will give Friday night. Same of my friend no money for they food and sleeping with me at mrt. Pls help to look at this sg government thanks. And sorry I nvr said all company but yea there is same 😭🙏",18/3/20,122,Foreign Worker,123,4,-10.98302893,18,6,10,0.940226686,0,0,1
Boss is cutting pay 💰 new how?😡😡,25/3/20,6,Foreign Worker,6,0,-11.18155041,3,0,0,36.03068706,4,0,0
Since Sg like to open the flood gate so big to flood Sg then  get the Msians  who got PRs & Citizenships that own flats / houses in Sg to accommodate their own country men & not at the expense of the true blue S'poreans .,18/3/20,41,Foreign Worker,42,2,-12.489502,5,1,0,2.606403823,0,0,0
Now you are sending all oversea worker over Singapore. PLS think!,8/4/20,11,Foreign Worker,11,1,-12.45601698,3,0,1,7.253660895,1,0,0
This post my friend. Is true?,4/4/20,6,Foreign Worker,6,0,-10.22663304,1,0,1,19.03066659,2,0,0
"Good job this. Losing the ~300,000 Malaysian workers that are in Singapore would have crippled our economy..",17/3/20,16,Foreign Worker,18,1,-10.75965635,4,0,1,8.715588971,1,0,0
"Moving on. Make adjustments. Make improvements. Thank you v much. Madam #JosephineTeo.   Task at hand is not easy as still evolving. All cooperate, suggest not condemn, will make it less stressful for all during this difficult and challenging period. #SGUnited",2/5/20,38,Foreign Worker,38,2,-11.48435209,6,2,1,3.302571933,0,0,0
Those recovered please do not stay in the same dormitory with the rest.... They will mingle around and in the end one sick all sick again,2/5/20,26,Foreign Worker,26,2,-10.23372511,3,2,0,6.641816558,1,0,0
Foreign workers dormitories must be run by government instead of private operators only for profiteering.,1/5/20,15,Foreign Worker,15,1,-11.62303719,3,1,0,7.891440561,1,0,0
"Take care when housing recovered and healthy workers together. The personal belongings of those who recovered might still carry the virus which if contacted by a healthy worker might be caught by the healthy worker. Thus, not only the areas where they will be housed be properly disinfected, but whatever belongings they'll be carrying along should be too. ",1/5/20,57,Foreign Worker,58,3,-11.09506588,13,5,0,3.459720603,0,1,1
Can we hope that after end of the May we can join our work??,1/5/20,14,Foreign Worker,14,1,-9.509208577,2,0,2,12.54897875,2,0,0
"Excellent. All the employer take addvantage of this cheap labours now is pay back time ""karma"" all big company imported ft work at big office olso soon karma bring virus in...why we never notice",2/5/20,35,Foreign Worker,35,2,-12.77543932,6,0,1,3.29310835,0,0,0
The Marine worker are very thankful for their wellbeing being taken care and hope to continue once Covid is gone and put in place what we all have learned.😷,2/5/20,29,Foreign Worker,29,2,-10.74795628,9,1,1,5.033131839,1,0,0
Seems like the recovery rate in Singapore for Covid-19 is very low(< 8%).  Any reason this is happening given that most of the affected are FW who are relatively young.,2/5/20,29,Foreign Worker,30,2,-10.94111815,6,0,0,5.950380586,1,0,1
"I want a board of inquiry, I will keep humping for it ",3/5/20,12,Foreign Worker,12,1,-9.844985244,2,0,1,12.06173931,2,0,0
Pls don’t let them go into other estate to reside under quarantine as may impact more spread ,1/5/20,18,Foreign Worker,17,1,-11.73035335,4,0,0,5.950380586,1,0,0
"It haven't even started to slow done , it's still a long way to go. Hope these workers will cooperate , distance themselves for very one sake.",1/5/20,23,Foreign Worker,25,1,-10.57719167,6,1,0,6.847954677,1,0,0
Just build another few blocks of HDB.... So easy... For Singapore.... No need to spread the viruses all over the island.... Dunno what are they thinking... Sigh,2/5/20,27,Foreign Worker,27,2,-11.65168132,4,0,0,3.29310835,0,0,0
"Sorry not dat easy, there needs to be a full scale independent enquiry into what went wrong and learn so we never repeat it.",1/5/20,24,Foreign Worker,24,1,-11.43716779,4,1,1,12.54897875,2,0,0
Everyone do their part to a smooth recovery plan  ❤️🇸🇬💪,2/5/20,9,Foreign Worker,9,0,-10.37185427,1,0,0,9.23374887,1,0,0
This won't end till we have herd immunity in Singapore. That is the end state. Anyone thinking we will be rid of Covid19 is dreaming. That won't happen unless God says so.,1/5/20,30,Foreign Worker,32,2,-11.13886698,8,0,2,5.033131839,1,0,0
During January till April what has she contribute? Only when Dom cases then she come out and talk!!!,3/5/20,18,Foreign Worker,18,1,-11.08262643,4,3,0,7.253660895,1,0,0
I hpoe our investments in China is not lost.,1/5/20,9,Foreign Worker,9,0,-10.70274552,3,0,1,19.03066659,2,0,0
"This just show how useless she is,  all this can be avoided if she and her ministry not sleeping on their job",2/5/20,22,Foreign Worker,22,1,-10.01566898,5,2,0,19.03066659,2,0,0
Plus keep monitoring them for the next 6 months,1/5/20,8,Foreign Worker,9,0,-10.43578704,2,1,0,36.03068706,4,0,0
Building landed properties for housing them lol,1/5/20,7,Foreign Worker,7,0,-12.79697608,2,0,0,11.51657627,2,0,0
"the extension of CB will have a direct result of more companies closing down.. more jobless as a result. Should look into opening up the economy sooner. If everyone must wear mask plus face shield will that help? Give a barber a choice, wear full PPE and limit to 1 customer per hour or stay at home and wait.. what would be his choice?",1/5/20,63,Foreign Worker,64,3,-10.99013581,9,2,0,1.875279762,0,0,1
"Right on. What I write here are not blaming words. I think likely the workers in the dorms got infected 2 ways. One at the worksites where different nationalities work together. Two, when they socialise especially among their own races during weekends and holidays. Good that the vast majority are young and robust and will recover very quickly. In normal terms, it take about 14 days to have a clear view of the infection. Some may take longer, so a safe time will be 2 cycles, 28 days. So hang in there and things will be all right.",4/5/20,94,Foreign Worker,98,3,-10.37666978,14,4,1,1.553949153,0,0,1
"It’s time for you to step down and not waste tax payers money, you have failed badly. Something should have been done for the welfare of these foreign workers long time ago. ",2/5/20,33,Foreign Worker,32,2,-10.20264657,8,1,1,5.240133352,1,1,1
It is the aftermath that I am more concern and worry. 😪,1/5/20,11,Foreign Worker,11,1,-9.114762032,2,1,1,12.54897875,2,0,0
"Mdm Josephine Teo, pls let our local carpentry start work in our bto flat. Tks",3/5/20,15,Foreign Worker,15,1,-15.12332778,1,0,1,4.165807053,0,0,0
"With the HALVING of Bitcoin fast approaching, I urge everyone to make good use of the golden time and INVEST in Bitcoin now.  Bitcoin has hit $8000 from $6000 and it won't stop rising.  Join the Telegram Channel to start earning from Bitcoin!   Download telegram app click on link to join on telegram. Why you should join us?👇👇👇 - PROFIT UP TO 5X -INSTANT WITHDRAWAL -LIVE CHAT -EASY TO ACCESS -NO HIDDEN CHARGES/FEES You can earn as much as $5000 within a week  SEND MESSAGE TO ADMIN INSTANTLY TO START ""SEND HOW DOES IT WORK"" 👇👇👇 https://t.me/joinchat/AAAAAFjjaw7jZP68VMDwPg",1/5/20,90,Foreign Worker,96,3,-14.863165,16,4,3,1.032324476,0,1,0
"Hello Dear, We are offering corporate and Personal Loan at 3% Interest Rate for a duration of 20Years. We also pay 2% commission to brokers, who introduce project owners for finance or other opportunities. Please get back to me if you are interested for more details.(genuineloan96@gmail .com) or WhatsApp +1-408-664-0538",2/5/20,47,Foreign Worker,51,3,-12.14675652,7,5,3,2.05995793,0,0,0
Look like business is going down.. Need to spend $2000 to do a jobs $500.. And the $500 is not enough to pay $5000 over head.. No productive.. No enough Money to pay.. Hopefully Government can lower down the Levy.. 🙏🙏🙏,16/5/20,36,Foreign Worker,40,2,-10.92212279,8,1,0,3.707431737,0,0,0
"I noticed since the CB, her nails colours kept changing.. I wonder where can I do my manicure",16/5/20,18,Foreign Worker,18,1,-11.83182002,5,0,2,12.54897875,2,0,0
Thank you Ms  Josephine Teo for sharing on the COVID 19  situation especially when the clusters of the migrant dorm started spreading began . It was indeed never an easy task to control the spread  but certainly the whole COVID Team has put many and much efforts to try and cease the spread of dorm from spreading fast to the  community   Though the numbers of the migrants clusters keep increasing but at least it is well controlled in the operation .,16/5/20,78,Foreign Worker,79,3,-10.91799965,15,4,1,1.670510688,0,0,1
"Finally, learn from the netizens.",15/5/20,5,Foreign Worker,5,0,-11.48169327,1,0,0,19.03066659,2,0,0
"In japan, u have to bow down to say sorry publicly ! So arrogant !",15/5/20,13,Foreign Worker,13,1,-11.64073934,3,0,0,36.03068706,4,0,0
"If one dorm worker asks for an apology, will it be given?",15/5/20,12,Foreign Worker,12,1,-10.61820406,3,0,0,12.54897875,2,0,0
Hahaha as if the workers got a say!,20/5/20,8,Foreign Worker,8,0,-9.972599254,1,2,0,11.84687111,2,0,0
Pap make the mistake by letting the China people come back when wuhan lockdown and now wan singaporean to pay the bill?,15/5/20,22,Foreign Worker,22,1,-11.85837014,4,2,0,4.355014118,0,0,0
She will work well with Trump ,16/5/20,6,Foreign Worker,6,0,-8.729225424,1,0,0,36.03068706,4,0,0
Please reduce the levy to keep us going the storm ahead!!!,21/5/20,11,Foreign Worker,11,1,-10.62555998,3,0,1,12.54897875,2,0,0
No quality leh. No substance. Kena whacked upside down.🤣,15/5/20,9,Foreign Worker,9,0,-13.82356412,2,0,0,12.54897875,2,0,0
"Maggio Capital is one of the legitimate proven and trusted hard money lending private company we have available today in the world today when it comes to online lending companies, We are specialist in equity-based, residential and commercial real estate loans throughout California and international levels we give out loans of any kind including personal loan, student loans of any amount we loan out up to a million-dollar. Speak to a decision-maker today and open up new opportunities to achieve your financial goals kindly contact us with the details below and get attended to by a loan consultant from our company thank you our loans are easy to access to hard money at affordable loan interest rate transactions.  Email: Magiocapitalinternationalloans @ zohomail . com Company Phone:+1(201)905-6637 Company Business WhatsApp:+1(201)905-6637  Do you need a loan to settle your debt or to pay off your bills? Have you been turned down constantly by your Banks and other financial institutions just because you have a low credit score? Do you need a loan or funding for any reason such as the list below,  * Holiday Loans * Vehicle Loans * Real Estate Loans * Business Loans * Mortgage Loans * Construction Loan * Home Loans * Investment Loan * Debt Consolidation Loans * Personal Loans  Note: We give out loan at affordable interest rate per annun.  Interested persons should contact us via email: Magiocapitalinternationalloans @ zohomail . com to enable us to open a loan processing file or  contact us on Business WhatsApp:+1(201)905-6637  Warm Regards,",16/5/20,235,Foreign Worker,247,4,-12.55550083,34,7,13,0.417654479,0,1,1
Thank you Mr Gan and His Multi- Task Team for  leading the control of reducing the spread of Virus in the community,2/6/20,22,Foreign Worker,22,1,-11.22615244,2,1,1,3.686091468,0,0,0
Scary numbers reported daily. Use stats to manage problems swiftly. ,5/6/20,10,Foreign Worker,10,0,-12.83037932,2,0,0,12.54897875,2,0,0
"""Embrace uncertainty,some of the most beautiful things in our lives wont have a title."" I and my husband were meant to be forever but he met another woman at his work place. She did everything to break us apart, Because she was younger and attractive, And finally my husband moved in with her.He left us in the house for five months without any support because he could not pick my calls,My kids could every day ask about there Dad and at one point i went out of answers because i really loved him and we missed him as a family,because he was a great husband and a wonderful Dad .I was totally depressed and stressed in the process my businesses declined. But my sister advised me about this great woman who is well known of Love spells, I decided to call her having got her contact from my sister. I never thought that this can be the end of all the problem in my life.Dr. Mama Shamirah ordered me to buy some materials which we used in the prayers.the love remedy she made for me was great that in just only five days my husband was back asking for forgiveness.we are now one happy family because she also blessed my businesses which had declined in the times of depression,And also helped my husband to be promoted at his work place. If you are heartbroken and you want your lover back contact this Dr. Mama Shamirah +27790792882. She has such a perfect view on love spells that I believe she can solve any case given to her. I recommend her love spell to couples in need of help. God Bless you Dr. Mama Shamirah. You are a great woman faithful and honest mother I will never forget you madam. For relationship and financial problems contact Dr. Mama Shamirah, i guarantee she will be of great help. call/whats-app: +27790792882",1/6/20,315,Foreign Worker,326,4,-10.66247383,57,9,20,0.438523724,0,0,1
