Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Certificate Of Vaccination I D  No more a conspiracy theory.,23/2/21,10,Vaccination,10,0,-12.68103045,1,0,1,11.54854128,2,0,0
"If the governments of Thailand 🇹🇭 and Indonesia 🇮🇩 foolishly stand up for the self-interest and ignore the Truth and Reconciliation Council, which is waging an armed massacre against the unarmed Burmese people, they will be drowned in the history of the world's democracies and will be drowned in the world.",24/2/21,47,Vaccination,49,2,-10.67996432,8,1,0,3.627595939,0,0,1
Singapore G must be fuming as Thailand beat them to it......,23/2/21,11,Vaccination,11,1,-11.39263803,3,0,0,15.79657832,2,0,0
Singaporean can check at HealthHub when you done with both vaccine.,23/2/21,11,Vaccination,11,1,-12.17103394,2,1,1,24.1681395,3,0,0
"Wah, India doctors will be very busy with issuing fake certificates.",23/2/21,11,Vaccination,11,1,-12.77611208,2,0,0,11.59359296,2,0,0
Siam bu find another teerak alr sighhh. Atleast now i can go find another bu,23/2/21,15,Vaccination,15,1,-15.91168195,5,0,1,6.984667994,1,0,0
Then those vaccinated not need to wear mask..,23/2/21,8,Vaccination,8,0,-11.32635145,3,0,0,47.76364542,4,0,0
"This will be a better pitch.. ""Go for vaccination and you can go thailand""",23/2/21,14,Vaccination,14,1,-10.96967017,3,1,1,11.54854128,2,0,0
Come back singapore  when u are vaccinated  still need to quarantine is it?,23/2/21,13,Vaccination,13,1,-12.21112128,6,2,0,25.06360687,3,0,0
"In 1968 Thai Govt mooted the need for a 2nd international airport apart from Don Muang, and finally build in 2006. So don't hold your breath.",23/2/21,22,Vaccination,26,2,-12.3514588,3,2,1,6.336397918,1,0,0
Skip quarantine for 2 week but provide vaccine certification and authorities will continue to track them   this will help tourism in Singapore Economy improve  Open border for Thailand cause Singapore want to make money ,23/2/21,33,Vaccination,34,2,-11.82953021,7,2,0,2.865086851,0,0,1
婷婷  I want go jalan jalan,23/2/21,5,Vaccination,5,0,-15.55635639,2,0,0,33.53264028,3,0,0
I thought Trump is gone? Sound like his attitude on Covid is Alife in Singapore.,24/2/21,15,Vaccination,15,1,-11.4269714,4,0,0,8.963978707,1,0,0
What happen if they provide false certificate? Like malaysia..they just pay the officer and can prceed through custom and end up testing positive during quarantine..,23/2/21,26,Vaccination,26,2,-11.91274916,6,2,0,11.94874885,2,0,0
"Well, no use. I don’t miss bangkok. ",23/2/21,8,Vaccination,7,0,-11.30392643,1,0,0,11.59359296,2,0,0
Selling fake vaccination certs will be the next big thing in Thailand 🤣,24/2/21,12,Vaccination,12,1,-12.3298576,2,1,0,11.54854128,2,0,0
Think is fair for us to Charge PAP$100 per day for wearing Mask.,24/2/21,13,Vaccination,14,1,-12.24879725,3,0,1,11.94874885,2,0,0
Wincent Gyc Botak I can travel you cannot! Byeeeee ✈️ 😜,24/2/21,9,Vaccination,9,0,-14.62490604,3,0,2,16.3881304,2,0,0
Beware of fake vacc certs then,24/2/21,6,Vaccination,6,0,-15.0351097,0,0,0,16.3881304,2,0,0
Wah it is like them providing the checks to say that they are not coving 19 positive... fake labs ...,24/2/21,18,Vaccination,19,1,-11.19589822,5,0,0,25.06360687,3,0,0
How do you ensure the vaccination certificates are real and not fake?,23/2/21,12,Vaccination,12,1,-10.57533585,4,1,1,24.22567592,3,0,0
What will happened if they produce a fake certificate?,25/2/21,9,Vaccination,9,0,-10.57751141,2,1,0,47.76364542,4,0,0
Marhaniz Zainal  u go first lah,23/2/21,6,Vaccination,6,0,-16.5811153,1,0,0,16.3881304,2,0,0
"Stupid as it is, u people no common sense.Did the Vaccine certificate can prove a person not infected? You still gotta wear mask, sheep!",25/2/21,23,Vaccination,25,1,-11.99185854,4,1,0,6.111149617,1,0,0
"if fake certs or even genuine certs (that are actually bought instead), how can anyone detect?   even genuine death certs can be bought in some countries for insurance fraud or maybe to assume a new identity.",23/2/21,36,Vaccination,36,2,-11.82353985,6,3,0,5.448168049,1,0,1
"Why this foreigner want to come to Thailand, Malaysia and Singapore? They want better medical treatment for Covid-19 is it?  Most of them are from so called “not trusted countries” ",24/2/21,30,Vaccination,30,2,-10.55888256,6,1,0,7.07002778,1,0,0
If Singapore government allows that here... #ApeShit #TraceTogether #ForYourSafety,23/2/21,6,Vaccination,6,0,-14.91501044,1,0,0,8.963978707,1,0,0
Lai Liao....mango sticky rice!!!,23/2/21,5,Vaccination,5,0,-17.19296559,0,0,0,16.3881304,2,0,0
June Mak just do vaccine cert!! ,23/2/21,6,Vaccination,6,0,-13.88181638,1,0,0,16.3881304,2,0,0
Time for new Ali Baba certificate again and again,23/2/21,9,Vaccination,9,0,-11.60301605,0,1,0,11.94874885,2,0,0
"Please give them 2-5 day MC. Do standby 1-2 day food before injection, in case unwell you can’t go out. ",24/2/21,19,Vaccination,20,1,-13.25371931,4,0,1,6.984667994,1,0,0
"After 2nd dose especially, if not well, better don't drive.",23/2/21,8,Vaccination,10,0,-11.59526999,1,1,0,47.76364542,4,0,0
If can get vacination better go now...at least now is modena and P/B only later sinovac got approved....jialat dont want PRC vaccine leh 😆,23/2/21,26,Vaccination,26,2,-13.93139667,5,1,0,7.28761841,1,0,0
"If you feel unwell or are having side effects after the vaccination, please don’t drive until you are better.",23/2/21,20,Vaccination,19,1,-11.28084391,4,1,1,11.54854128,2,0,0
Waived their rental during their rest after the jab.,24/2/21,9,Vaccination,9,0,-11.87542849,1,0,0,15.89559935,2,0,0
"Taxi driver need their hands to hold the steering wheel , should inject 💉 their backside instead. 😅😅😅",23/2/21,15,Vaccination,15,1,-12.37731234,4,0,0,9.299331385,1,1,0
Hahaha uncles all so cute,25/2/21,5,Vaccination,5,0,-14.0644216,1,0,0,47.76364542,4,0,0
Will it be compulsory for everyone when  china vac is approved ?,23/2/21,11,Vaccination,11,1,-12.4132798,3,1,0,15.83767576,2,0,0
Vaccination save life.  Covid Neurological symptoms - Brain fog - Sleep deprivation - Headache - Dizziness - Delirium - Sleep deprivation  Gastrointestinal symptoms - Nausea - Diarrhoea - Loss of appetite - Abdominal pain  Musculoskeletal symptoms - Joint pain - Muscle pain  Psychological/psychiatric symptoms - Depression - Anxiety,24/2/21,35,Vaccination,49,2,-19.9902633,2,0,0,1.727864617,0,0,0
How come SPF APO not vaccinated?Not front liners?,23/2/21,9,Vaccination,9,0,-15.02569091,1,0,0,16.3881304,2,0,0
"""first jab at the dose"" or  ""first dibs of the dose""",24/2/21,11,Vaccination,11,1,-10.78271366,0,1,0,14.00459987,2,0,0
Drivers should not drive on the day of vaccination and a lot have pain for a week so be prepared for not able to drive if the side effects kicks in.,23/2/21,31,Vaccination,31,2,-9.752331676,6,2,0,6.130328421,1,1,1
.....I still need my 2nd Monderna shot,23/2/21,6,Vaccination,7,0,-12.36208206,1,1,1,25.06360687,3,0,0
"Or could it be that the ""infections"" are down due to revised WHO guidelines regarding the flawed diagnostic PCR tests used to detect Covid 19?",23/2/21,24,Vaccination,25,1,-12.42048391,7,0,0,7.558528054,1,0,0
"Bollocks mate.  “By this PHE definition, no one with COVID in England is allowed to ever recover from their illness. A patient who has tested positive, but successfully treated and discharged from hospital, will still be counted as a COVID death even if they had a heart attack or were run over by a bus three months later.”  https://www.cebm.net/covid-19/why-no-one-can-ever-recover-from-covid-19-in-england-a-statistical-anomaly/",23/2/21,58,Vaccination,58,3,-11.89519535,11,6,0,2.504128653,0,0,0
Cases are falling worldwide. Great news. ,23/2/21,6,Vaccination,6,0,-11.19458067,2,0,0,11.94874885,2,0,0
Well done Britain! Meanwhile those using sinovac.....,23/2/21,7,Vaccination,7,0,-12.14883263,2,0,0,25.06360687,3,0,0
Good news indeed but in the little red dot no reports had been heard so far about improving patients in health care institutions,23/2/21,23,Vaccination,23,1,-10.95021001,4,1,0,6.130328421,1,0,0
Wait a while for headline. Real-world data shows X% increase in other health problems after vaccine shot.,23/2/21,16,Vaccination,17,1,-11.63103815,1,1,0,4.302128464,0,0,0
Wait till a few months later,23/2/21,6,Vaccination,6,0,-11.42268434,1,0,0,24.30676894,3,0,0
Please for god sake do not delay the second dose and maximise the protection ,23/2/21,14,Vaccination,14,1,-11.58349052,4,1,0,16.3881304,2,0,0
Using wealth to procure vaccines for their people  I see nothing wrong  But abusing wealth to bully and target people in return for lazy lives is criminal  You do easy work and you are capable of doing complex work is terrible Betraying the ideals and principles that define a nation for own self interest are traitors trait,23/2/21,57,Vaccination,57,3,-11.32725857,14,2,2,2.773619558,0,0,1
That's the harsh reality. Every government is responsible for their own people first.  Anyway the surplus vaccines can be donated later? Isn't it?,23/2/21,21,Vaccination,23,1,-10.41656259,3,0,0,8.990131623,1,0,0
That's the reality 😂 No money No Honey and No Talk,23/2/21,9,Vaccination,10,0,-11.15115573,0,1,0,8.447591799,1,0,0
Many poor countries have corrupted governments.,23/2/21,6,Vaccination,6,0,-11.94070503,2,0,0,24.30676894,3,0,0
"Someone is paying the main bills, who is certainly not those asking for handouts. ",23/2/21,14,Vaccination,14,1,-10.69469136,4,0,0,16.3881304,2,0,0
That was supposed to be for 99% 😂,23/2/21,6,Vaccination,7,0,-9.031912935,3,0,0,187.4342956,4,0,0
But why never slam China one?,23/2/21,6,Vaccination,6,0,-10.51143086,1,0,0,47.76364542,4,0,0
Spore shd donate the Sinovav vaccined to the poorer countries since its citizens are wary of the efficacy...just go w Pzifer n Moderna,23/2/21,24,Vaccination,24,1,-14.15295187,4,0,0,5.285074595,1,0,0
"In the end, money always do the  talking! ",23/2/21,8,Vaccination,8,0,-8.852704135,2,0,0,24.22567592,3,0,0
Do you think pharmaceuticals owner is angel? Someone pays more its a why not to them.,23/2/21,16,Vaccination,16,1,-10.66448563,4,0,1,16.3881304,2,0,0
"Talk so much, then WHO impose measures, talk, blame culture will not bring u to anywhere !!!!",23/2/21,16,Vaccination,16,1,-12.07875273,5,1,0,9.299331385,1,0,0
"If you wants to buy by all means, but share it with the poor countries.",23/2/21,15,Vaccination,15,1,-9.475976817,2,1,1,15.89559935,2,0,0
Siao.... donate also must be self sufficient first right ,23/2/21,9,Vaccination,9,0,-12.8363084,1,1,0,25.06360687,3,0,0
WHO staff should take Shinovac vaccine,23/2/21,6,Vaccination,6,0,-13.82697535,1,0,0,15.79657832,2,1,0
But being rich does not offer guarantee less people will die of the virus in fact some first world countries had seen deaths among the top in the world compare to the poorest of the poor countries,23/2/21,37,Vaccination,37,2,-9.876710714,6,1,0,4.062893048,0,0,1
Nothing wrong. Wait for poor countries to get it than you get it. Wait till when?,23/2/21,16,Vaccination,16,1,-10.29380846,2,0,1,10.28549461,2,0,0
"(That is the way the real world works.)  The WHO 1%/minion fat men have spent too much time in philosophical biological solidarity. (Time to pick up some pro tips from the communal thinking PRC, and the fascist Myanmar military.)  Everywhere.",23/2/21,40,Vaccination,41,2,-11.36675121,5,1,0,4.520777598,0,0,0
One word: Capitalism World Health Organization (WHO) ,23/2/21,7,Vaccination,7,0,-13.49642918,0,0,0,7.3097478,1,0,0
"In a crisis, it is every one for himself. That why even good friends like Taiwan ban the sale of mask to Singapore when the factory was open for the purpose of shipping mask to Singapore. In Malaysia, during CNY period, certain fishes will be ban for sale to Singapore. If not self sufficient during a crisis, countries are at the mercy of the rich",26/2/21,65,Vaccination,65,3,-10.51664988,6,1,0,1.909995,0,0,0
"Who is going to slam WHO for not calling it a pandemic much earlier and not being pro active in containing the spread. Bunch of idiots starting with Tedros, the worst WHO head. ",23/2/21,33,Vaccination,33,2,-11.17945095,8,1,0,7.558528054,1,0,0
"Dear Bono, how about you get your facts straight you muppet... https://www.google.com/url?sa=t&source=web&rct=j&url=https%3A%2F%2Findopacifichealthsecurity.dfat.gov.au%2Faustralian-support-covid-19-vaccine-access-pacific-and-southeast-asia%23%3A%7E%3Atext%3DThe%2520Australian%2520Government%2520is%2520committed%2Chealth%2520security%2520and%2520economic%2520recovery.&ved=2ahUKEwiyj9OlkP_uAhVUeX0KHZQlAlsQFjABegQIAhAF&usg=AOvVaw1hFUmScqk0Ju6JAdIylW03",23/2/21,11,Vaccination,11,1,-19.76508509,2,0,2,16.3881304,2,0,0
Every human beings has the right to go for the most effective vaccine. No reason for poorer countries to settle for a less effective vaccine.,23/2/21,25,Vaccination,25,1,-10.34054954,3,0,0,6.442626424,1,0,1
The poorer countries would have more money to buy them if the bosses didn’t steal it all. ,23/2/21,18,Vaccination,17,1,-10.12063443,4,1,0,9.026992087,1,0,0
Seah Jun WeiSamuel Loh we r ON THE MOVE,22/2/21,9,Vaccination,9,0,-18.00172891,1,0,1,7.558528054,1,0,0
"stay safe, and hopefully we can re-open soon",22/2/21,7,Vaccination,8,0,-12.09797291,1,1,1,47.76364542,4,0,0
James Nobbs i want to see how BBC would write this article instead. ,22/2/21,13,Vaccination,13,1,-11.73574694,3,0,1,9.299331385,1,0,0
"China vaccines pls give to CCP promoters, the rest give the other 2 vaccines",23/2/21,13,Vaccination,14,1,-12.44435809,2,0,0,7.8374652,1,0,0
No letter what to do?Wait,22/2/21,6,Vaccination,6,0,-10.12418709,2,0,0,47.76364542,4,0,0
"Not fair, till now security guards officer  and fnb staff  do not any vaccination  slots",22/2/21,15,Vaccination,15,1,-12.91197957,1,1,0,7.3097478,1,0,0
Got free gift some more,22/2/21,5,Vaccination,5,0,-11.40826933,0,0,0,25.06360687,3,0,0
"""...not recommended for health workers frequently exposed to the virus due to its 50.4 per cent efficacy.."" No need vaccines at 50.4% efficacy. Social distancing will do just as well. So, buy for who? Hell workers?",22/2/21,34,Vaccination,38,2,-11.05893683,4,0,0,2.82645312,0,0,1
Using their soldiers and non front line  workers as guinea pigs acting as a testing bed for Sinovac. Good choice by the Philippines government....for helping Sinovac saves that millions of dollars.,23/2/21,32,Vaccination,32,2,-12.07662744,4,1,0,2.865730369,0,0,1
wise decision not putting the essential workers to a high risk good job,22/2/21,13,Vaccination,13,1,-10.35221943,1,0,0,8.75465279,1,0,0
Giving their health care workers higher assurance and protection as they are on the frontline battling the virus. ,22/2/21,18,Vaccination,18,1,-10.96774153,3,1,0,5.772251442,1,0,1
Reassuring to know that it will not be given to health workers. Who is going to care for all those who get ill from the vaccine if the medical workers themselves get afflicted from a trial gone wrong?,22/2/21,38,Vaccination,38,2,-9.988630191,11,1,0,9.179005925,1,0,1
Wondering who is giving the true efficacy? The difference can be so vast for other vaccines?,22/2/21,16,Vaccination,16,1,-10.62257544,4,0,0,15.83767576,2,0,0
Wise decision... as the effectiveness of Sinovac is only 60% ya...😅,22/2/21,10,Vaccination,11,1,-12.04688364,1,0,0,9.299331385,1,0,0
"I know some countries refuse to take or approve Sinovac Vaccine due to protection etc. Not sure Whoever done with Sinovac vaccinations , they allow to travel anywhere ? 🤔",22/2/21,27,Vaccination,27,2,-12.45497989,7,1,0,6.315930641,1,0,0
This is getting interesting... Lets see which group in Singapore will get that or like our MP says its like lottery kenna u then its u... if kenna u don't want then u b kick to the end of the q n re q again...,22/2/21,44,Vaccination,45,2,-12.31157601,9,3,1,2.996862249,0,0,0
Must be low quality not meant for frontliners,22/2/21,8,Vaccination,8,0,-12.5162354,2,0,0,25.06360687,3,0,0
The tired giving medicines for sick patients,22/2/21,7,Vaccination,7,0,-11.73422834,1,0,0,25.06360687,3,0,0
Proudly manufactured in China one of the nation closest friend,22/2/21,10,Vaccination,10,0,-11.18578298,1,0,0,16.3881304,2,0,0
give ph leader turdte the shot first,22/2/21,7,Vaccination,7,0,-12.22109028,1,0,0,16.3881304,2,0,0
Is this just entertaining China? Lol,22/2/21,6,Vaccination,6,0,-11.27367874,1,0,0,25.06360687,3,0,0
Every country has their own considerations... Nothing wrong,26/2/21,8,Vaccination,8,0,-10.731596,1,0,0,16.3881304,2,0,0
All the best to Malaysia. Move cautiously. Given time things will improve.,21/2/21,12,Vaccination,12,1,-10.61529681,1,0,0,11.94874885,2,0,0
"That was quick, well done Malaysia.  Action speaks louder than words.  Citizens health is your top priority.",21/2/21,17,Vaccination,17,1,-11.33105632,4,0,1,7.09215717,1,0,0
Well done Malaysia hope more doses on the way. Take care and be safe.,21/2/21,14,Vaccination,14,1,-10.31691518,3,1,0,9.299331385,1,0,1
Good luck msia!!! Be safe n stay strong!!!,21/2/21,8,Vaccination,8,0,-13.69816719,0,0,0,11.94874885,2,0,0
You are able to roll out so fast. Well done Malaysia! Best wishes,22/2/21,13,Vaccination,13,1,-10.64220426,3,0,0,16.3881304,2,0,0
Pls distribute to those front line $ health worker instead of those rich ones..,21/2/21,13,Vaccination,13,1,-11.84164924,0,1,0,6.87456654,1,0,0
Very happy that Malaysia secured their supply of vaccine. .. hope all in on the road to recovery..👍👍🤗,21/2/21,17,Vaccination,17,1,-10.27121318,2,0,0,8.963978707,1,0,0
Very happy for Malaysia.  We are neighbours after all.  Wishing everyone a speedy road to recovery.  Take care n stay safe all.  God bless everyone with good health🙏🙏,21/2/21,28,Vaccination,28,2,-11.44676404,2,0,0,4.91449232,0,0,0
So datuk and family will get 1st for sure the rest wait,21/2/21,11,Vaccination,12,1,-11.09103742,1,1,0,15.89559935,2,0,0
"Roll out in front of camera very fast. After the camera clicks, they'll take their time. Poor system so those with the money gets early. Like ""Vision 2020"". Can see cannot get.",22/2/21,30,Vaccination,32,2,-10.7081675,5,0,0,4.520777598,0,0,0
Going JB is closer to expect,21/2/21,6,Vaccination,6,0,-11.78538422,3,0,0,47.76364542,4,0,0
We need vaccines.  How much do we need to pay? 100million to purchase 50million dose.  Make that 200million for 50million dose,21/2/21,17,Vaccination,21,1,-12.38655327,6,0,1,19.44137393,2,0,0
Praying that they are also prepared in case of  any allergic reactions after vaccination🙏🏻🙏🏻.,21/2/21,14,Vaccination,14,1,-11.12887227,3,1,0,25.06360687,3,0,0
When u're broke.. u can only afford to buy that much.. 🙊,21/2/21,10,Vaccination,11,1,-11.8476296,3,0,0,47.76364542,4,0,0
"Make sure it is effective. Only time will prove it... reduce infections, death rates and unlock the the lockdown. Hopefully, they are not a designer's vaccine.",21/2/21,25,Vaccination,26,2,-10.91964398,5,1,0,4.058908022,0,0,1
Malaysia has 30M people. So 312K doses is only enough for about 1% of the people? A great plan must be hatched to distribute the vaccine.,21/2/21,23,Vaccination,26,2,-10.76198053,5,0,0,7.905042718,1,0,0
Good but now distribution based on.....,21/2/21,6,Vaccination,6,0,-10.47208054,1,1,0,47.76364542,4,0,0
Get well soon Malaysia! We miss you!💪,21/2/21,7,Vaccination,7,0,-10.88461332,1,0,0,25.06360687,3,0,0
Go go go malaysia.. .amen,22/2/21,5,Vaccination,5,0,-14.7666127,2,0,0,47.76364542,4,0,0
Well done and all the Best Malaysia!,21/2/21,7,Vaccination,7,0,-10.01255842,1,1,0,47.76364542,4,0,0
All the best to Malaysia. ,21/2/21,5,Vaccination,5,0,-9.053305988,1,0,0,47.76364542,4,0,0
I thought Malaysia wants Halal Certified Vaccine?,22/2/21,7,Vaccination,7,0,-14.63709286,2,0,0,11.51657661,2,0,0
Huang Irene no wonder dine in no need limit lah 😬😬😬,22/2/21,10,Vaccination,10,0,-14.07670757,0,0,0,7.558528054,1,0,0
soon by the end of the year we can travel to malaysia.,22/2/21,12,Vaccination,12,1,-9.449571672,2,0,1,23.46883799,3,0,0
So there’s a problem with supply ? Is that why the vaccination programme is at snail pace ? How did Israel get it right ?,20/2/21,23,Vaccination,22,1,-10.59228758,4,0,0,6.130328421,1,0,0
Please avoid wastages! Turn up for your appointment after you have booked it. Many of us are still waiting for our turn to be called and we know that some leftover doses cannot be kept at the end of the day. Many people in the world still don’t have a chance to get vaccines. So please don’t waste.... 🙇🏻‍♀️,11/3/21,60,Vaccination,58,3,-10.08026378,15,3,5,2.248815682,0,0,1
Here are my recommendation. The “shots of air” vaccine from Brazil and “saline vaccine” from China works a treat and even better than the rubbish brought in thus far. Definitely a lifesaver.,20/2/21,32,Vaccination,32,2,-11.14180489,2,1,1,4.296910758,0,0,0
Don't give us  china vaccines please!!!,20/2/21,5,Vaccination,6,0,-13.46845648,3,0,1,46.19681863,4,0,0
"By the time we’re all jabbed, the virus would already have mutated. I hope it’s worth the risk of anyphylactic shock and ‘unrelated’ heart attacks. 😔 Not being sarky, I’m really quite scared, is all. I’m willing to get jabbed with anything in an effort to get the old normal back. Oh my Jesus, how I effing miss the old normal. 😢 ",20/2/21,64,Vaccination,60,3,-11.14128643,13,1,2,3.980052883,0,0,1
Jab already. First dose got arm soreness on 2nd day. 2nd Jab feel sleepy and lethargic on the 2nd day,20/2/21,17,Vaccination,20,1,-13.15619455,1,1,0,5.428179927,1,0,0
Please speed it up vaccination for our population ,20/2/21,8,Vaccination,8,0,-11.08078701,1,0,1,15.28722112,2,0,0
Can let us choose the vaccine like Hongkong does? You know pick our own poison just in case.,20/2/21,18,Vaccination,18,1,-11.35078029,5,0,2,11.51657661,2,0,1
"Aiyah plenty depend on which one you are looking at maybe some producers are not close bond friendly nations enough to consider buying but there are an equally number of friendly ones to take into consideration,China,Israel perhaps?",20/2/21,39,Vaccination,39,2,-11.32056764,7,1,1,4.091915031,0,0,0
Cheapest one since all is for ORDINARY people,20/2/21,8,Vaccination,8,0,-11.68658657,1,0,0,25.06360687,3,0,0
Please bring Sputnik V vaccine 🙏🏻🙏🏻🙏🏻,20/2/21,5,Vaccination,5,0,-13.63043844,2,0,0,15.79657832,2,0,0
Honestly I dont want that Sinovac.,19/2/21,6,Vaccination,6,0,-13.12515568,2,0,1,47.76364542,4,0,0
Lawrence own pocket money? He pay?,20/2/21,6,Vaccination,6,0,-10.65745449,1,0,0,16.3881304,2,0,0
Singapore is indeed superbly Managed,20/2/21,5,Vaccination,5,0,-14.35409409,2,0,0,46.1009246,4,0,0
Best performing minister Lawrence wong,19/2/21,5,Vaccination,5,0,-14.98608627,1,0,0,16.3881304,2,0,0
"The good news is, if you get a shot of the CCP saline, you still have a 99% chance of surviving the virus........",20/2/21,22,Vaccination,23,1,-10.13779087,4,2,1,7.340937424,1,0,0
"Those who took the jab and stated that they were perfectly fine and felt that it was similar to a BCG shot, good for ya. However, bear in mind that everyone reacts differently to the vax. A 30-minute observation does not definitely imply you won't have adverse health impacts in the future.   Remember the vax is not compulsory. Hold it if you are uncomfortable. There's no reason to feel being coerced into getting jab. Your life, Your decision.",20/2/21,76,Vaccination,78,3,-11.1852938,18,2,3,2.551441928,0,0,0
"Rather than issuing a swift statement to deflect any complications have nothing to do with the vaccine, MOH has to investigate into every single case of allergic or adverse reactions to the vaccine and be transparent to the public for assurance.",19/2/21,41,Vaccination,41,2,-10.85579094,7,2,0,3.829677885,0,0,0
Continue to monitor and deny any ill effects are directly related to the vaccines.,20/2/21,14,Vaccination,14,1,-11.0794078,4,1,0,15.83767576,2,0,0
"[ ""I want to assure Singaporeans that we will continue to monitor data not only locally, but also internationally, so that it is a continuous process that will refine our processes, refine our criteria to ensure that it is safe,"" Mr Gan said at the Jalan Besar Community Centre.]  Monitor but without informing the Public??",19/2/21,54,Vaccination,54,3,-11.50853831,11,3,2,2.947448235,0,0,0
Why aren't we allowed to choose the vaccine? Hongkong allows that.,19/2/21,10,Vaccination,11,1,-11.00647607,3,0,1,24.1681395,3,0,0
My neighbour had his last week  Lately I have been hearing screaming late at nite 🧟‍♂️,20/2/21,15,Vaccination,15,1,-11.89215527,5,0,1,25.06360687,3,0,0
Pls reveal vaccination adverse events. ,20/2/21,5,Vaccination,5,0,-14.94269598,0,0,0,11.54854128,2,0,0
Do not monitor the adverse effect but quickly increase the payout higher...,20/2/21,12,Vaccination,12,1,-11.40175308,2,1,0,16.3881304,2,0,0
Can people suffering from allergic get the vaccination?,20/2/21,8,Vaccination,8,0,-11.39371109,2,0,0,24.22567592,3,0,0
The official human trial starts*,20/2/21,5,Vaccination,5,0,-10.73206332,0,0,0,24.30676894,3,0,0
I just curious if he die do he still  can claim the 250k  or saying he die from cancer or hypertension?,20/2/21,20,Vaccination,21,1,-10.84958043,5,3,0,25.06360687,3,0,0
"hmm, now it Sounds like we r Guinea pigs",20/2/21,9,Vaccination,9,0,-13.64466939,2,0,1,16.3881304,2,0,0
"Were there Conflict of Interest over Health-Safety of SG Citizens?   [ FRANKFURT: BioNTech said Singapore's Temasek and other investors are injecting US$250 million into the German biotech firm through a private placement, reflecting heightened investor appetite for promising developers' vaccines against the coronavirus. The company, which went public on the US Nasdaq in October last year, said the investors would purchase about US$139 million in ordinary shares and US$112 million in four-year mandatory convertible notes.  The investors are in for an early reckoning because BioNTech has said it expects first clinical data on its COVID-19 vaccine development programme known as BNT162 this month or in July. ]  https://www.channelnewsasia.com/news/business/covid-19-temasek-investor-group-vaccine-biontech-12881470  [ It forecasts revenue this year will be between $59.4 billion and $61.4 billion.]  https://www.cnbc.com/2021/02/02/covid-vaccine-pfizer-expects-about-15-billion-in-2021-sales-from-shots.html.",20/2/21,113,Vaccination,123,4,-12.841723,17,4,2,0.769008954,0,0,0
"Is Ministry of Health asking SG Seniors Citizens to be guinea pigs of vaccine manufacturer Pfizer?   [ This is a Phase 1/2/3, randomized, placebo-controlled, observer-blind, dose-finding, vaccine candidate-selection, and efficacy study in healthy individuals. ]  https://clinicaltrials.gov/ct2/show/NCT04368728   With adverse events happening in other  nations similar to a local case yesterday yet without mentioning/addressing to public of these cases?   SINGAPORE: A 72-year-old Singaporean man who received his first dose of the Pfizer-BioNTech COVID-19 vaccine later suffered a cardiac arrest, but there is no indication that it was due to the vaccination, said the Ministry of Health (MOH) on Thursday (Feb 18).   https://www.channelnewsasia.com/news/singapore/covid-19-vaccine-72-year-old-man-cardiac-arrest-ttsh-moh-14228104?cid=FBcna  [ 45-Year-Old Italian Doctor “In the Prime of Life and in Perfect Health” Drops Dead After the Pfizer mRNA COVID Shot: 39-Year-Old Nurse, 42-Year-Old Surgical Technician Also Dead. ]  https://healthimpactnews.com/2021/45-year-old-italian-doctor-in-the-prime-of-life-and-in-perfect-health-drops-dead-after-the-pfizer-mrna-covid-shot-39-year-old-nurse-42-year-old-surgical-technician-also-dead/  [ As of Feb. 4, 1,171 cases of cardiac-related reactions were reported to VAERS, including 134 cases where the patient died — or 21% of the total COVID vaccine deaths reported to VAERS.]  [ We looked at the data we have so far to see if we could identify any emerging patterns. What immediately stands out is that the 12,697 reactions reported as of Feb. 4 are not limited to injection-site reactions. These appear to be serious reactions reported by medical personnel from all over the country.]  For detail info: https://childrenshealthdefense.org/defender/vaers-data-cardiac-related-reactions-covid-vaccines/",19/2/21,192,Vaccination,215,4,-13.13419267,33,7,1,0.332709033,0,0,0
I am scare I won’t take the risk as I am now 74 years old  And I am weak  ,19/2/21,19,Vaccination,19,1,-10.56849761,5,1,1,15.89559935,2,0,0
These big pharma are so desperate to push out anything to grab a buck.,20/2/21,14,Vaccination,14,1,-11.06403923,3,0,0,16.3881304,2,0,0
Here 95.5% percentage also wont take how come 66% they will take?,19/2/21,10,Vaccination,13,1,-11.82359532,3,1,0,47.76364542,4,0,0
Good. More supplier but the review has to be complied with strict requirements laid down by WHO,20/2/21,17,Vaccination,17,1,-11.03610394,4,1,0,25.06360687,3,0,0
Joshua Tham even earlier than I said ,19/2/21,7,Vaccination,7,0,-11.26938896,1,0,1,25.06360687,3,0,0
I am delighted to be signed up and to know that I will have had both jabs by 15 March. Everyone should be vaccinated.,19/2/21,23,Vaccination,24,1,-9.855752409,9,1,1,15.83767576,2,1,0
Me2. Nothing. Just like BCG during school days. A bit sore on jab area. That’s all. ,19/2/21,16,Vaccination,16,1,-11.4381515,0,0,0,5.435687195,1,0,0
"Meanwhile in other news, during the development of the Boeing 737 Max back in 2011, engineers were pushed to submit technical drawings and designs at twice the normal pace. When staff members left the team, Boeing leveraged employees from other departments to ensure that the Max project stayed on schedule.",19/2/21,48,Vaccination,50,2,-11.16489249,7,1,0,2.507350388,0,0,0
