,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
346,Coach Nisa•LOSE WEIGHT ONLINE,2383323057629832306,2020-08-25 05:44:34,healthyjourney.nisa,,"20% Workout 
80% Eat Clean
& you will slim down

Best?
🍃 Register for September intake🍃

📱Slide in my DM / Whatsapp at 90277422
Link in bio!

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

🎈 TAG YOUR PARTNER 🎈

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #halalfoodsingapore #weddingsg #malaybridalsg #FitnessSg #hantarankawin #warna942 #pengantinsg #muishalalcertified #togetherstrongersg #beritahariansg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorp_suria #nakkurus #healthyjourneynisa #mummysg",,3,0
347,Ivy Yee,2383317889485425589,2020-08-25 05:34:14,ivyyee,"Photo by Ivy Yee on August 24, 2020.","🐥乱乱来弄🉐 【Vegan】Black Bean Burger Patties 
#blackbeanpatty #vegan #avocado #sunnysideup #myfav #firstattempts#lunchtime#nomnom#sogood  #simpleeats#instafollow #instafood #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day141 #random#instacook #homecookfoodisthebest",,8,0
348,Singapore Scenery 2020,2383306104295619471,2020-08-25 05:10:49,sgscenery2020,"Photo by Singapore Scenery 2020 on August 24, 2020.","Submission by: George Wong

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,17,0
349,Tiffany Yong & Peps Goh,2383302964262549016,2020-08-25 05:09:47,theepiphanyduplet,,"Found this long video I took sometime back during #CircuitBreakerSG while clearing old clips for space. Decided to edit a short snippet with my phone... 

Did any of the thoughts crossed your mind when #learningguitar? 😆

Found it quite entertaining 🤣 decided to upload the full version onto YouTube instead cuz there’s simply too many kids on IG! 

Check out the full video on YouTube if you wanna find out what’s the awkward R-rated joke @pepsgoh made... link in bio!",,20,15
350,Pam & Ping | Singapore Foodie,2383298220177727077,2020-08-25 04:55:09,pampingparty,Photo by Pam & Ping | Singapore Foodie in Hock Prawn Mee.,"Hungry at night? We decided to try these prawn noodles since its in the central and hurray - its 24hrs!

We tried the prawn soup and the dry prawn noodles with intestines and came to the conclusion that this place is only popular because it’s open late. Also, the dry noodles seem to be preferred as the chilli is the store’s highlight. Still, it’s not something that we would purposely make a trip down for again.

For a 24hr establishment we expected them to be well stocked with ingredients, but to our dismay, there were no beansprouts or kangkong left for our noodles. Boy, were we glad though that we had arrived earlier because the group that ordered after us did not have pork slices for their noodles - rationing is  probably why their ingredients are not so generous. Soup-wise is slightly better than average where you can taste the prawn essence after hours of boiling - with no fishy taste.

There is a sign indicating that customers could have a 1 time soup top-up, which is great to warm up your stomach at night. When we saw it, we were pleased, but when we asked for the soup top up, we were also given an extra ingredient - an additional eye roll.

Other than that, this place is nothing to rave about - just a late night eatery

Our rating: 2/5

#delicious #singaporefoodie #sgfoodtrend #circuitbreakersg #eatmoresg #favorite #foodbeast #feedfeed #foodgasm #snack #chocolate #foodstagram #foodspotting #foodporn #bffsforever #stfoodtrending #burpplesg #hungrygowhere #pampingparty #prawnnoodles #prawnstar #prawnmee #suppersg",Hock Prawn Mee,198,3
351,KOPI DATE,2383287748813731502,2020-08-25 04:34:21,kopi.date,"Photo by KOPI DATE on August 24, 2020. May be an image of text that says 'QUARANTINE CHECKLIST WHICH OF THE FOLLOWING HAVE YOU ACCOMPLISHED DURING LOCKDOWN? Dyed/ cut my hair and it surprisingly looked good Unconsciously became addicted to TikTok Wore the same pijamas for days Rewatched all my favorite TV series'.","Boredom during lockdown has led us to do all kinds of activities to pass the time. The internet saved us by giving us Tiktok, Netflix, Youtube and other streaming platforms to pass the time. Some of us got a little more creative and were inspired by the countless haircutting videos to try and become an impromptu hairdresser. Which of the above have you done while you were stuck at home? Tag a friend and comment below the activities you completed!

On a more serious note, after months of circuit breaker, it is normal to lose our connection to the environment beyond our houses. We may have started feeling socially inept due to the constant isolation. Texting your ex might then come as a safe choice, either out of boredom or vulnerability, or because meeting someone new in the current situation just seems unlikely. 

Kopi Date offers a safe space for genuine connections to form and develop. We invite you to sign-up for a date with us, reconnect with the outside world, and challenge you to a unique experience.",,58,4
352,Wacky Pins Collection,2383285786969477549,2020-08-25 04:30:27,wackypins,Photo by Wacky Pins Collection in True Fitness Velocity. May be an image of 1 person.,"Working out at TF gym @ Velocity !
.
Hey peeps do remember to continue getting your sports / bodybuilding supplements from us @ Carousell: nffitnesssg !
.
Our link : https://carousell.com/nffitnesssg
.
#selfietime #sgunited #truefitness #yoloswag #circuitbreakersg #labradanutrition #backtogym #sgfitness #sgboys #cutlernutrition #youngatheart #universalnutrition #optimumnutrition #hydroxycut #bsnnutrition #gymmotivation #keepfit #nffitnesssg #versace #muscletech #musclepharm #thuglife #sportsnutrition #animalcuts #cellucor #blenderbottle #perfectshaker #versagripps #hydrowhey #caffeinefree",True Fitness Velocity,0,0
353,Coach Nisa•LOSE WEIGHT ONLINE,2383274537216585929,2020-08-25 04:08:06,healthyjourney.nisa,"Photo by Coach Nisa•LOSE WEIGHT ONLINE on August 24, 2020. May be an image of 2 people and text that says '#TERMOIL ANUR BnLINe #sihatkuruswithzanna Hasil tidak tipikal, setiap individu hasilnya berbeza'.","🌟TESTIMONY🌟

This is Zana, 47 years old!
Total lost 23kg! MasyaAllah Tabarakallah. 

MasyaAllah, amazing sangat perubahan ni! A whole new person gith.

Usia bukan halangan! 🤩💪

When is your turn? #NoMoreLater 
🍃 Register for September intake🍃

📱Slide in my DM / Whatsapp at 90277422
Link in bio!

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

🎈 TAG YOUR PARTNER 🎈

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #halalfoodsingapore #weddingsg #malaybridalsg #FitnessSg #hantarankawin #warna942 #pengantinsg #muishalalcertified #togetherstrongersg #beritahariansg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorp_suria #nakkurus #healthyjourneynisa #mummysg",,0,0
354,The Verdant Lab,2383270653376391295,2020-08-25 04:00:23,theverdantlab,Photo by The Verdant Lab in Singapore.,"Our candles are made with 100% pure soy wax and essential oils, with no other additives.

A simple and elegant way to scent your room.

#sginteriordesign #sghome #stayhomesg #sgunited #circuitbreakersg #sghomedecor #supportlocalsg #handmadesg #sgunited #sgmakers #handpouredcandles #soywaxcandle #ecofriendly #ecofriendlyliving #sustainableliving #lowimpactmovement #lowimpactliving #minimalwaste #bodycare #homefragrance",Singapore,51,2
355,Albert,2383256164193473917,2020-08-25 03:31:35,albertlee.nf,Photo by Albert in True Fitness Velocity. May be an image of 1 person.,"Working out at TF gym @ Velocity !
.
Hey peeps do remember to continue getting your sports / bodybuilding supplements from us @ Carousell: nffitnesssg !
.
Our link : https://carousell.com/nffitnesssg
.
#selfietime #sgunited #truefitness #yoloswag #circuitbreakersg #labradanutrition #backtogym #sgfitness #sgboys #cutlernutrition #youngatheart #universalnutrition #optimumnutrition #hydroxycut #bsnnutrition #gymmotivation #keepfit #nffitnesssg #versace #muscletech #musclepharm #thuglife #sportsnutrition #animalcuts #cellucor #blenderbottle #perfectshaker #versagripps #hydrowhey #caffeinefree",True Fitness Velocity,5,3
356,𝐋𝐉 & 𝐄𝐢𝐬,2383250884363851839,2020-08-25 03:21:06,jedd.leesh,"Photo by 𝐋𝐉 & 𝐄𝐢𝐬 on August 24, 2020.",Home based learning - zoom class Nursery 2 #stayhome #circuitbreakersg #Ei3yo5mths #toddleractivities,,3,1
357,Nomninjas,2383248183986554776,2020-08-25 03:15:44,nomninjas,"Photo shared by Nomninjas on August 24, 2020 tagging @sgfoodlifestyle, @8days_eat, @zipkick, @bestfoodsingapore, @singaporefoodlisting, @instafoodsg, @sgfoodtrend, @singaporeinsiders, @eatbooksg, @top_singapore_restaurants, @crystaljadesg, @straitstimesfood, @mrfoodreview, @foodinsing, @singaporefoodstory, and @savefnbsg. May be an image of 1 person.","C R Y S T A L J A D E
( media drop )
...
...
...
🏠enjoy quality dim sum in the comforts of your home🏠 @crystaljadesg launched their new frozen & ready to eat products with clear and simple graphic guidance to recreate their signature dim sum and speciality dishes like:
...
⭐️HK Style Chili Sauce
⭐️Signature HK Char Siew Bun
⭐️Carrot Cake
⭐️Classic Siew Mai
⭐️Roasted Crispy Pork Belly
⭐️Poached Chicken in Szechuan Style
...
Shoutout to #malahotpot lovers 🌶 you will love the Szechuan chicken 🐔 it’s so good that I kept the sauce and add vegetables for round 2🤤❤️ the Siew Mai looks like the usual but in it hides an entire fresh prawn 🦐🤩 the crispy pork is best eaten hot and sizzling after a good oven toast 🔥 or use an air fryer!😏 fuss free to get that quality crispy crust!👍 buy some and store them at home for instant dim sum party anytime 🎉❤️fresh and hot! (Delivery comes cold for dim sum most of the time😅)
...
📍These products are currently available on estore.crystaljade.com and at Crystal Jade Hong Kong Kitchen outlets at Great World, Tampines, Takashimaya and Holland Village.⁣
...
...
...
#burpple #sgfoodie #burpplesg #dimsum #siewmai #sgfoodies #charsiew #foodblogsg #singaporeeats #foodinsing #straitstimesfood #sgfoodtrend #sghomecooking #foodforfoodies #crystaljadesg #szechuanfood #sgfooddeals #sgfoodblogger #foodforfoodies #circuitbreakersg #crystaljade #fooddeliverysg #sglocal #savefnbsg #cjfoodiefam #stayhomeforsg #roastedporkbelly",Crystal Jade Singapore,204,6
358,Masketeers SG,2383246773131917002,2020-08-25 03:12:56,masketeerssg,"Photo by Masketeers SG on August 24, 2020.","Silk and denim monogrammed print face masks newly launched in stores today!! 

shop link in bio: www.etsy.com/shop/masksmadewithlovesg

#MasketeersSG #masksg #circuitbreaker #circuitbreakersg #denimmask #silkmask",,35,0
359,Fyon,2383246497515682112,2020-08-25 03:12:23,fyonfoodprints,"Photo by Fyon on August 24, 2020.",Anybody loves kelp in their steamboat too? 🤪,Beauty in the Pot - Jewel,61,3
360,Heesoo Grace Interior Design,2383243950272971144,2020-08-25 03:07:19,hginteriordesign_,"Photo by Heesoo Grace Interior Design in Seletar, Singapore.","After Singapore lock down (circuit breaker), the show must go on! 
This week, we will resume again the construction of this Black and White House in Seletar Estate 🏡
.
.
.
.
.
.
.
#lifegoeson #coviddiaries #heesookang #hginteriordesign #sgrenovation #designersg #hisgrace #sghomedecor #sghomes #interiordesignerlife #circuitbreakersg","Seletar, Singapore",12,1
361,Masketeers SG,2383239270310537959,2020-08-25 02:58:01,masketeerssg,"Photo by Masketeers SG on August 24, 2020. May be an image of text that says 'MasketeersSG'.","Quality silk thread woven monogrammed masks moused in stores now! in pink and classic tanned tones! 

shop link in bio: www.etsy.com/shop/masksmadewithlovesg

#MasketeersSG #masksg #circuitbreaker #circuitbreakersg #facemask",,16,0
362,Masketeers SG,2383232867017533333,2020-08-25 02:45:18,masketeerssg,"Photo by Masketeers SG on August 24, 2020. May be an image of text that says 'H 00 MasketeersSG'.","The little bit of magic that us Potterheads could use!! Loviosa!! 

shop link in bio: www.etsy.com/shop/masksmadewithlovesg 

#MasketeersSG #masksg #circuitbreaker #circuitbreakersg #facemask",,13,0
363,Masketeers SG,2383226041500705661,2020-08-25 02:31:44,masketeerssg,"Photo by Masketeers SG on August 24, 2020. May be an image of text that says '2 Disney MasketeersSG'.","There's nothing MINNIE about our love for these new minnie mouse masks! in cheerful shades of pink and blue tones! 

shop link in bio: www.etsy.com/shop/masksmadewithlovesg

#MasketeersSG #masksg #circuitbreakersg #facemask",,15,0
364,Coach Nisa•LOSE WEIGHT ONLINE,2383215479193251408,2020-08-25 02:10:45,healthyjourney.nisa,"Photo by Coach Nisa•LOSE WEIGHT ONLINE on August 24, 2020. May be an image of text that says 'When people ask me why I'm always snacking on something Without my cookies, I'm just a monster.'.","🤭 bila kita start makan betul, makan sihat, mood semua akan stabil. Physical, emotion & mental semua akan be healthy. 

So kalau mood macam monster, jangan makan cookies ok. Cuba ubah cara kita makan. Trust me, u will feel better inside out! 🤩

Nak lagi senang? 
Join september intake! 🍃

🍃 Register for September intake🍃

📱Slide in my DM / Whatsapp at 90277422
Link in bio!

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

🎈 TAG YOUR PARTNER 🎈

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #halalfoodsingapore #weddingsg #malaybridalsg #FitnessSg #hantarankawin #warna942 #pengantinsg #muishalalcertified #togetherstrongersg #beritahariansg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorp_suria #nakkurus #healthyjourneynisa #mummysg",,8,0
365,Ivy Yee,2383212753811537885,2020-08-25 02:05:20,ivyyee,"Photo by Ivy Yee on August 24, 2020. May be an image of text that says 'LIFE LIFE'.","🐥Vegan Quesadillas 🌮🌮
花生酱芝士紫薯薄饼～yummieee😋
#veganquesadillas #peanutbutterlover #quesadilla #itstuesday #breakfasttime #vsoy#chiaseeds #nomnom #happyeats #yummyinmytummy #yummylicious #sogood #instaeat #instafollow #followforfollowback #followforfollow #followme#jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day141 #紫薯控#goodmorning #breakfasttime",,9,0
366,NomadX,2383193168374791218,2020-08-25 01:26:26,nomadxsg,Fashion ring,"The 25th of July may not bear much significance to anyone, but in the Chinese calendar, it’s referred to as the Qixi Festival, otherwise known as the Chinese Valentine's Day. 

The festival originated from a romantic folktale dating as far back as the Han dynasty. Whether the legend is true or not is not important, what IS important though is that we ladies get to celebrate Valentine’s day not once, but TWICE. 

We’re modern, 21st century, independent women. We can afford our own rings. 💍💁🏻",NomadX,30,1
367,Oscar Choo 朱斯卡,2383189479416786324,2020-08-25 01:19:06,oscarthemaltipoo,"Photo shared by Oscar Choo 朱斯卡 on August 24, 2020 tagging @sgpetstop, and @howlisticlife.","Sharing my #zeebed with lennon korkor and novi didi 🤗
.
.
#oscarandlennon #howlisticlife #theLONboys",,388,10
368,Little Souk by Imans,2383184932967407538,2020-08-25 01:10:05,littlesouk.byimans,"Photo by Little Souk by Imans on August 24, 2020. May be an image of 1 person.","Leola - a close resemblance to our traditional kebaya albeit a more comfortable option. One in which you can move around freely with & be in utmost comfort while at it. 💕

Leola comes in Nidha accompanied with handsewn beadings that is sure to make you stand out. A button down open abaya with a matching sheyla. 💕

Available instocks now at a discounted price of just $55 so DM us to order now! 💕

#abayasg #modestfashion #abayasingapore #pleated #dress #outerwear #modestfashionsg #circuitbreakersg #muslimahfashion",,5,1
369,De Kinder Club,2383161821497165445,2020-08-25 00:24:09,dekinderclubsg,"Photo by De Kinder Club on August 24, 2020. May be an image of text that says 'Earth Dcrust Crust Mantle 3 Outer Core Inner Inner Core echnology IE ngineering Mathematics athematics KINDER CLUB'.","“I never knew my child would be able to understand so much!”

Our S.T.E.A.M. class for preschoolers – Kinder S.T.E.A.M. is one of the very few classes in Singapore that offers a true S.T.E.A.M. curriculum. It is a pre-primary science class, that includes all other aspects of S.T.E.A.M., like technology, engineering, art and math, all rolled into one class. 

In the same class, the children could be dabbling with an experiment involving milk (learning about breaking down of fats in milk), then constructing a robotic arm, using q-tips to create a skeleton art piece, then learning about even and odd numbers in relation to body parts! The general knowledge gained, learning to ask questions, think creatively and problem solve, is what would be highly beneficial in a child’s learning journey. 

Benefits of S.T.E.A.M. in early childhood:
- Develop critical thinking 
- Develop problem-solving skills
- Introduces various avenues of learning 
- Promotes exploration and asking questions 
- Increases love for learning 
- Builds communication skills through collaboration 
- Hones creativity

Join us for a trial class today! ✨ DM or WhatsApp us for more information!",Singapore,35,1
370,The Nyonya Sisters,2383138874106830136,2020-08-24 23:38:33,thenyonyasisters,Photo by The Nyonya Sisters in Singapore with @kris.lee_wellness.,"Me, 10 years ago and NOW!
.
I am so blessed to achieve and maintain this figure at the age of 49 years old. I understand the importance of knowing your body composition and learn how to take care of my health and fitness 4 years ago. This had changed my life and I am so fortunate to be able to empower many women to gain back their beauty, health and confidence!
.
Message me if you want to know your body composition and we would like to offer you a FREE body composition assessment!
.
.
.
.
#thenyonyasisters #thenyonyasistershealth #thenyonyasistershealthtips #thenyonyasisterssg #healthtips #health101 #sghealth #nyonya #peranakan #nyonyalady #nyonyawomen #nyonyahealth #sistersforever #circuitbreakersg #dailyhealth #dailyhealthtips #dailyhealthytips #sgmotherhood #sgworkingmom #sgmothers #singaporemotherhood #singaporemoms #selflove #selfcare #dailyhealthytips #personalhygiene #protectingcommunity #protectingyourhealth #25augcelebratesg",Singapore,27,3
371,tHe Super Blessed (est. 2013),2383073590319611965,2020-08-24 21:28:51,thesuperblessed,"Photo by tHe Super Blessed (est. 2013) on August 24, 2020.","GG, Good God, I trust you at all times.",,36,1
372,tHe Super Blessed (est. 2013),2383072795264244743,2020-08-24 21:27:16,thesuperblessed,"Photo by tHe Super Blessed (est. 2013) on August 24, 2020. May be an image of text that says 'TRUST His Perfect Timing Because of He who died on the we are Super Blessed. ©tHeSuperBlessed.com'.",,,34,1
373,tHe Super Blessed (est. 2013),2383072097650817023,2020-08-24 21:25:53,thesuperblessed,"Photo by tHe Super Blessed (est. 2013) on August 24, 2020.",,,21,2
374,LIVFIT WITH LAILA ✨,2382902825572990621,2020-08-24 15:49:42,laila_izyan,,"F A T  C E L L . There are things in this world abide by law. By Sunahtullah and hakikat yang perlu kita terima. Makan yang fatty.. secara Sunahtullah memang akan terjadila obesity as hakikat nya. Perlu terima and berubah.. 
.
Never too late to change.. Bila kita change, ikut law Sunahtullah aturan Allah.. hakikat kita pon ikut berubah.. Usaha! InsyaAllah 😇
.
Good night! 🤍
#lailadietclass101 #teamlailaizyan",Waterway Point,2,1
375,Peng Chi Sheng,2382870930911960938,2020-08-24 14:48:08,cspengmusic,,@limtaypeng will be singing our new single 超 circuit breaker CCB on the sheng siong show this sat 29 August evening. #limtaypeng #circuitbreakersg #intunemusicsg,Mediacorp Channel 8,46,2
376,LIVFIT WITH LAILA ✨,2382854889174560626,2020-08-24 14:14:20,laila_izyan,Photo by LIVFIT WITH LAILA ✨ in Marina Bay Sands. May be an image of 1 person.,"Breathe + Nature = Healing 
.
Do what you Love more 🤍
#lailadietclass101 #teamlailaizyan",Marina Bay Sands,19,1
377,LIVFIT WITH LAILA ✨,2382850513097828649,2020-08-24 14:05:46,laila_izyan,,"🧚🏼‍♀️SEPTEMBER SPECIAL EDITION 🧚🏼‍♀️
Puasa dah sebulan.. berat masih tak turun.. Tak sempat burn weight Raya Puasa.. Raya Haji pulak gain lagi 3kg pulak..😱
. 
No worries! 😉 .
Boleh je join September Intake.. 3rd September ni start! Jom burn semula calories lemang ketupat rendang combo raya tempoh hari.. 5-6 kali makan dengan complete meal plan from pagi sampai malam dah ready. Your job easy jerr.. follow2 me jerr..
.
Easyyyy kan.. potential kurus 3- 5kg in 2 weeks.. kalau sebulan commit potential turun 10kg.. best ke best? hehehe
.
LIMITED SEPTEMBER SLOTS!🔥
💋 Coach Laila +6594740557
💋 Program link in bio
.
🧚🏼‍♀️The advantage plan 👇🏼
.
💋 Latest meal plan + recipes
💋 Workout combo
💋 Dieting topics
💋 1-On-1 Coaching with Coach Laila
💋 Support group
.
📍Share & Tag your diet partners
#lailadietclass101 #teamlailaizyan",Tampines 1,5,1
378,LIVFIT WITH LAILA ✨,2382842063085360423,2020-08-24 13:48:51,laila_izyan,Photo by LIVFIT WITH LAILA ✨ in Duck Store 71 Haji Lane. May be an image of 2 people.,"TRANSFORMATION 23.3KG
MasyaAllah TabarakkAllah I truly grateful for my old self yang berani buat keputusan to change for good. I worked on myself. Alhamdulillah for the nikmat in ideal weight🙏🏼
.
If you want to do it, do it at 500%! You will thank yourself in future ❤️
.
Simple jerr diet ni bila ada complete meal plan dengan program yang besttt! Online pulak tu 🤩
.
LIMITED SEPTEMBER SLOTS! 
GRAB NOW 🔥
💋 Coach Laila +6594740557
💋 Program link in bio
.
🧚🏼‍♀️The advantage plan 👇🏼
.
💋 Latest meal plan + recipes
💋 Workout combo
💋 Dieting topics
💋 1-On-1 Coaching with Coach Laila
💋 Support group
.
📍Share & Tag your diet partners
#lailadietclass101 #teamlailaizyan",Duck Store 71 Haji Lane,15,1
379,Parenting | Family | Travel,2382828227696293398,2020-08-24 13:21:21,doting_dad,"Photo shared by Parenting | Family | Travel on August 24, 2020 tagging @lifestinymiracles.","My ‘trophies.’
.
2 sizes down since started exercising a couple of months back ( yes and during #circuitbreakersg / lockdown ) and watching what I eat.
So the wife got me these as ‘trophies’ - a new belt and some new pants! Haha.
.
Staying fit and healthy from as little as 10-15 mins daily is possible! Some exercise is better than NONE.
Try it!
.
The real trophy for me would be if I could be fit and healthy to live long enough to walk the daughter down the aisle, help the son choose a fine wife ( like his mum) and to take more snow mobile rides with the wife.
.
Staying fit : A little everyday is better than none.
.
#losingweight #losingweightjourney 
#lifestinymiracles #stayingfit #keepingfit #stayinghealthy #fitness 
#exercise #motivation #stayingactive #stayingstrong #healthylifestyle #healthylife #losingfat #losingweightfeelinggreat #feelinggreat #sgsports #sportylifestyle #sgparents #sgparent #sgdad #sgparentbloggers #sgparentblogger #sgcouple #sgdaddy #planningforthefuture #fightingfit #goodhabits #goodhabits #goodhabit",Singapore,61,4
380,SG MAKAN QUEEN,2382823017372614594,2020-08-24 13:11:00,sgmakanqueen,"Photo shared by SG MAKAN QUEEN on August 24, 2020 tagging @2amdessertbar.","􏰐􏰛􏰈􏰃􏰈􏰪􏰌􏰜􏰆 What we have tried :

‘TWIX’ $ 18
Burnt Caramel Bavoris ,Dark Chocolate Sorbet , Peanut Crumble Chocolate chips

YUZU CHEESECAKE MANGO JELLY $18
yuzu cheesecake ; mango jelly , sea salt caramel ice cream 

Damage : $$$ ($60 for 2 desserts and 1 drink)

We liked the TWIX as the chocolate mouse is really rich and it doesn’t feel too overwhelming even after a few bites . We just want more ! 

Yuzu cheesecake was mediocre , but the sea salt caramel ice cream stole the show ! Would be better if the ice cream portion is a little bit more.

For this price point , we were expecting something more ( in terms of taste and portion). But overall we were pleased with the presentation and the food. But it’s definitely not something you can afford to have every other day. But the place is perfect for special occasions and special date nights (Super dim and romantic lighting) 
Setting was rather dark and sexy. Something for a change . Not your usual dessert place. 

Must Go Back 
Can go Back ✔️
See how 

Service : 8/10 

21A Lor Liput, Singapore 277733

Closed on Monday 
TUE - SUN : 1Pm - 12AM",2am : dessertbar,220,8
381,LIVFIT WITH LAILA ✨,2382821345454844759,2020-08-24 13:10:33,laila_izyan,,"Bila diet begins then sikit2 nak give up.. Now reflecting semula all these 5 principles as a muslim. The best Dieting and at same time increase your iman. 
.
Aren’t these The best value of all. Ultimate goal as muslim🙏🏼
.
Good night 🤍
#lailadietclass101 #teamlailaizyan",Tang Tea House,9,1
382,Coach Nisa•LOSE WEIGHT ONLINE,2382818254160015614,2020-08-24 13:01:32,healthyjourney.nisa,"Photo by Coach Nisa•LOSE WEIGHT ONLINE on August 24, 2020. May be an image of text that says 'start start keep going In the future,you will be proud & thank yourself for not giving up. Register now! #Nomorelater @healthyjourney.nisa'.","Now, I am already proud of myself for not giving up. I cant wait for the day i finally reach my ideal weight. 

Its your turn to feel what im feeling! 
No more later. There will never be a perfect timing. Make the time perfect. Make a start!

🍃 Register for September intake NOW🍃

📱Slide in my DM / Whatsapp at 90277422
Link in bio!

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

🎈 TAG YOUR PARTNER 🎈

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #halalfoodsingapore #weddingsg #malaybridalsg #FitnessSg #hantarankawin #warna942 #pengantinsg #muishalalcertified #togetherstrongersg #beritahariansg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorp_suria #nakkurus #healthyjourneynisa #mummysg",,7,0
383,365days2play and EAT!,2382814546707175609,2020-08-24 12:54:10,365days2play,"Photo by 365days2play and EAT! in Singapore with @burpple, @visit_singapore, @hungrygowhere, @redmartcom, @fairpricesg, @exploresingapore, @coldstoragesg, @finestfoodsg, @entertainersg, and @straitstimesfood.","Dinner at home today. Steak frites for dinner today. Could have this everyday! I asked for a double portion of frites but only received one. Don’t mind the veggies. Those are leftovers which we added on to complete the meal. 
.
I received comments that I’m eating out very often. So here’s proof that I’m at home today! 😂😂",Singapore,231,13
384,M&B,2382811467542745171,2020-08-24 12:48:03,madaboutbananas,,Swipe if you dare😜,Singapore,27,1
385,Nur Afiqah | NURRAYSA SG 🧕🏻🌹,2382811383621493904,2020-08-24 12:47:53,fiqa_nurraysasg,"Photo by Nur Afiqah | NURRAYSA SG 🧕🏻🌹 on August 24, 2020. May be an image of text that says 'PROMOSI GEGAR GEROBOK 31 AUGUST 2020 Now Everyone nB Beautiful NURRAYSA PtcamFAFRag NURLANSC NURRAYSA EATMENT Mae EXCLUSIVE SHOWER GEL HABBATUS SAUDA HAIR TREATMENT EXCLUSIVE MOISTURIZING WHITENING LOTION U.P.$65- NOW: $48.20 NURRAYSA SG'.","Tak pasti nak Mix & Match apa untuk gegarkan Gerobok kita ? Ni ada pilihan combo untuk u. Hanya tinggal 7 hari lagi , sebelum promo ni berakhir.

Jom pilih!

PM/WA Fiqa 📲 https://wa.me/6585908614/ untuk dapatkan produk Nurraysa! 👍🏻💯

#gegargerobok #promotions
#NurraysaSG #discounts
#teamfafrsg #circuitbreakersg
#hotsellingsg #grabyoursnow",,2,0
