,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
73,You Tiao Man,2473776835742421866,2020-12-28 01:00:12,youtiaoman,,"5 + 3 = 8 😊😊😊😊😊😊😊😊

PHASE 3 IS HERE!!! 🙌🙌 Hip hip hurray!

Groups of up to eight are now allowed to dine in restaurants together, hang out at the park, and so on. If you're staying home, you're allowed to receive up to 8 guest for that mini party you’ve been waiting for. Snack on our delicious hawker yummies with your friends and family. So easy, so convenient! 

Cheers from all of us here at You Tiao Man... and remember that the war against COVID-19 is not over yet. Stay safe and responsible, Singapore! 🇸🇬

#youtiaoman #TogetherStrongerSG #circuitbreakersg #OurHeartforSG #SGUnited #phase3 #youtiao #油条 #halalsg #sghalal #sghalalfood #halalsgfood #halalcertified #savefnbsg #halalhawkersg #singaporefoodies #supportlocal #supportlocalsgbusinesses #sgfoodheritage #singaporefoodlisting #sgfood #foodsg #sgfoodies #sgfoodie #whati8today #whati8todaysg #sgeats #singaporeeats #singaporefood #singaporefoods",,25,0
74,Cheah PH,2473745761824142766,2020-12-27 23:58:16,c88_discovery,"Photo by Cheah PH on December 27, 2020.","#齐心抗疫
#DisipinDiri
#新冠肺炎
#bebasCovid19
#Cegahcovid19
#kitajagakita
#stopcovid19
#c88discovery 
#mco
#emco
#疫情下的小確幸
#疫情快點結束吧
#疫情下的生活
#疫情退散
#decemberdailymemories
#cmco
#igsg
#monday 
#endofdecember 
#momentnegaraku
#time 
#時間
#emco
#thrive
#newjob
#newyear
#newnormal
#coronavirus
#circuitbreakersg
#december
#车站

29/12/20",,4,0
75,PSLE Eng Math Science,2291794480175869301,2020-04-20 22:54:36,teacher_trelyn,,This is a preview of a lesson on one of the grammatical rules. The rule will be covered thoroughly and tricky cases will be highlighted during the lesson.,,29,1
76,EYEDRAWPS,2473508156172516281,2020-12-27 16:06:11,eyedrawps,Photo by EYEDRAWPS in Singapore. May be an image of strawberry.,"HAPPY PHASE 3 - REMEMBER TO STILL BE SAFE AND HYGIENIC!!!!!!!!!!! Be considerate🥴
.
.
.
.
.
#illustration #art #artist #design #cake #circuitbreakersg #doodles #doodling #sketch #drawthisinyourstyle",Singapore,20,4
77,Destinie Wong,2473487614984977290,2020-12-27 15:25:23,destinie2435,"Photo by Destinie Wong on December 27, 2020. May be an image of food.","Tai Lei Loi Kee at Nex closed, no more decent Macau pork chop bun. The outlet was replaced by Feng Sheng Hao, Taiwanese Toast from night market. Like their thick toast sandwich with pork chop, cheese and egg; their sugary delight taste like “Roti Kok” 

#circuitbreakersg #dineout #afternoontea #taiwanesetoastcafe #porkeggcheesesandwich #milktea #coffeewithmilk #sugarydelight #rotikok #toastsandwich",Fong Sheng Hao 豐盛號 Singapore,60,2
78,Muiee メイ,2473440305041677409,2020-12-27 13:51:23,muieetoysfoodiary,"Photo by Muiee メイ on December 27, 2020. May be an image of dessert.",".
先輩に手作りのシュトーレンとクッキーを贈りに都会へ行きました〜

優しい先輩から又プレゼントを貰い、本当に有り難うございました💕  SunnyHillsの新品”柚香蘋果酥” (Yuzu Apple Cake) ❣️柚子の皮と青森红玉りんごの果肉をたっぷり入れた、爽やかと甘い味のハーモニー、とても美味しかったです👍 

皆さん良い日を❣️Stay Safe & Healthy 👍

昨天下午和老爷一起下城 
予约看脚踏车🚲 也顺道把圣诞goodies~ 
Stollen和cookies交给住在市区的前辈❣️
也再次谢谢 她送的Sunny Hills 微热山丘 
新口味的柚香苹果酥 好好吃哦😋～ 
可以咬到香气浓郁的柚子皮
还有香甜的苹果肉 (使用了青森红玉苹果）老爷大愛❣️ 
一直瞄着盒子 问可以再吃多一点吗……😆
(叫他饭后再吃 想必明天就被吃完了）

Yuzu-Apple Cake  超推👍
微热山丘 @sunnyhillssg 的包装 很适合送礼或自用
刚看了网站 已经推出了农历新年版本的礼盒🎁
有兴趣的朋友 可以查询官网 http://sunnyhills.com.sg

㊗️大家 Happy Holidays & Merry Christmas 🎄❄️☃️

#circuitbreakersg 
#StayAtHome
#SGUnited
#今天吃什麼？
#明天吃什麼呢？
#instalife #pandemic2020 #singapore #circuitbreakersg #シンガポール暮らし #コロナウイルスが早く終息しますように #お家クリスマス #サニーヒルズ微熱山丘 #sunnyhillssg",,39,1
79,hourboutiqueSG,2473329501535583236,2020-12-27 10:11:14,hourboutiquesg,"Photo by hourboutiqueSG on December 27, 2020. May be an image of wrist watch and text that says '05 50 首 TEINHAR RZ 457 15 ocean TITANIUM500 TITANI one 40 1ટ 20 7 SWISS ADE 2 HOUR BOUTIQUE (S PTE LTD'.","Steinhart Ocean One
Titanium 
Ceramic Bezel, Sapphire Glass

Swiss Made, ETA2824-2 GMT 
__________________________________
SGD988
____________________________________
#HOURBOUTIQUESG #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,112,0
80,Ivy Yee,2473249710330967771,2020-12-27 07:32:42,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee.","🐥X'mas presents from CGM🎄🎅🎁
Tq 😊
#christmascelebration #christmasgifts #thankyou #sisters #cgm#latergram #lastnight #sallyline #brownline#linefriends #instagramhub #instamood #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #instagramhub #random #circuitbreakersg #day266",,6,0
81,Ivy Yee,2473240477048916346,2020-12-27 07:14:21,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of 1 person.","🐥Healthy drink
Dragonfruit+Banana🍌+Strawberry Yogurt🍓
#healthydrink #fruitjuice#itssunday #weekendishere #weekendvibes #sallyline #thumbsup #sogood #myfav #instadrink #healthylifestyle#circuitbreakersg #day266",,2,0
82,Ivy Yee,2473239105041687549,2020-12-27 07:11:38,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of food and text that says 'स CA Cheddar Cheese Waffles Chicken /Fried'.","🐥Our simple lunch…
#cheddarcheesewaffles #friedchicken #myfav #yardbird #sisters #instafood #instagood #instafollow #followforfollowback #followforfollow#followme #instaeats #instagramhub #webstagram #random #lunchtime #getintomybelly #circuitbreakersg #day266#sogood #yummylicious #thumbsup #itssunday #weekendishere #weekendvibes",,6,0
83,Shenny Faith,2473237345505631120,2020-12-27 07:08:08,spicysambel,"Photo shared by Shenny Faith on December 26, 2020 tagging @theelainetan, @widz_360, @evgeniata, @liquortaitai, and @spicysambel. May be an image of 6 people and people standing.","2020 also means getting lots of games education from this bunch. Merry Christmas guys 🎄💕
•
•
•
#christmas2020 #circuitbreakersg #xmas #friends #christmasgathering #grateful #gamesnight #sgchristmas",,39,3
84,Muiee メイ,2473225698293566117,2020-12-27 06:45:00,muieetoysfoodiary,"Photo by Muiee メイ on December 26, 2020.","焼いたバスクチーズケーキを旦那氏の姉妹一家に渡し、クリスマスプレゼントも貰いました💕ありがとう❣️

義姉さんから貰ったプレゼント〜ソファに掛ける北欧風のファーラグ〜お洒落❣️クリスマスにピッタリのDanish Cookies、化粧品とアロマキャンドル❣️ありがとう😊

義妹さんからはイギリス風のシュートブレッドとスキンケア品❣️ ありがとう😊

皆さん良い日を❣️Stay Safe & Healthy 👍

把烘焙好的兩个Basque Burnt Cheese Cake
分别给了老爷的姐姐和妹妹 一家
也收到了圣诞礼物🎁
真的谢谢她们

妹妹一家 送的是老爷喜欢的Short bread 和送给我的护肤品 
谢谢她们❣️

姐姐一家送的 是我们喜欢的Danish Cookies 好大一缶❣️
还有送给我的化妆品 和Aroma Candle 🕯 谢谢❣️

PS: 今年收到三个Aroma candles 🕯  今年的潮流是北欧圣诞风格？送蜡烛是主流吗？😳

㊗️大家 Happy Holidays & Merry Christmas 🎄❄️☃️

#circuitbreakersg 
#StayAtHome
#SGUnited
#今天吃什麼？
#明天吃什麼呢？
#instalife #pandemic2020 #singapore #circuitbreakersg #シンガポール暮らし #コロナウイルスが早く終息しますように #お家クリスマス",,36,2
85,Yahoo Southeast Asia,2473198093204446366,2020-12-27 05:50:09,yahoosg,"Photo by Yahoo Southeast Asia on December 26, 2020. May be an image of 2 people and text that says 'This belong to: Hotline: 6973 6511 UNITED SInGAPORE AIRLINES CARGO'.","Dominating most part of this year’s headlines is – to no one’s surprise – the novel coronavirus, or SARS-CoV-2, which causes COVID-19.

Since the discovery of the virus a year ago, some 79 million people around the world have been infected. Globally, some 1.73 million have succumbed to the coronavirus disease.

Naturally, readers at Yahoo News Singapore have been preoccupied with finding more about the virus and its implications. Check out #linkinbio for our top 10 COVID-19 related searches.",,40,1
86,Destinie Wong,2473185999279307701,2020-12-27 05:26:07,destinie2435,"Photo by Destinie Wong on December 26, 2020. May be an image of food.","Never get enough of Japanese food, make okonomiyaki for brunch . Added store bought okonomiyaki sauce, bonito flakes, kewpie mayonnaise and use furikake to substitute nori 😋 

#circuitbreakersg #homecooking #homecookbrunch #okonomiyaki #japanesemayo #furikake",,56,0
87,hourboutiqueSG,2473176780912443551,2020-12-27 05:07:48,hourboutiquesg,"Photo by hourboutiqueSG on December 26, 2020. May be an image of wrist watch.","Steinhart Ocean One
Premuim Blue
Ceramic Bezel, Sapphire Glass

Swiss Made, ETA2824-2 GMT 
__________________________________
SGD958
____________________________________
#HOURBOUTIQUESG #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,84,0
88,Ivy Yee,2473121610834165530,2020-12-27 03:18:11,ivyyee,"Photo by Ivy Yee on December 26, 2020. May be an image of food.","🐥尼次买嘅係细粒豆沙面包因为大粒卖晒咗。。。
细细粒但係馅❶样咁多！！LOL
#豆沙面包#redbeanbun#myfav #nomnom #breadlover #breadporn#instaeats #imahappygirl #itssunday #weekendishere #weekendvibes #circuitbreakersg #day266#instafollow #followｍe#followforfollowback #followforfollow #breakfasttime #goodmorning #chocolatemilk",,9,0
89,Singapore Scenery 2020,2473112499304410194,2020-12-27 03:00:05,sgscenery2020,"Photo shared by Singapore Scenery 2020 on December 26, 2020 tagging @atristiana. May be an image of sky, skyscraper, buildings and twilight.","Submission by: Amalia Tristiana (@atristiana )

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,32,0
90,mIng,2473070578467578594,2020-12-27 01:36:48,otherwiseming,"Photo by mIng on December 26, 2020. May be a closeup of flower and nature.",This pretty flower had no idea what a challenging year 2020 was,,10,1
91,Mayumi T,2473056044784595785,2020-12-27 01:07:55,mayuminoz,"Photo shared by Mayumi T on December 26, 2020 tagging @actorleeminho. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","#repost @cellreturn.asia via @PhotoAroundApp 
We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,27,0
92,Mary Garcia Gomez,2472985309122733137,2020-12-26 22:47:23,marygago61,"Photo by Mary Garcia Gomez on December 26, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas CELLRETURN'.","Posted @withregram • @cellreturn.asia We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay",,4,0
93,Steven 宋 | 🇸🇬 SINGAPORE,2472781606727699886,2020-12-26 16:02:40,photographyholic,"Photo by Steven 宋 | 🇸🇬 SINGAPORE in Singapore with @marinabaysands, and @suntecsingapore. May be an image of cloud.","When the storm ⛈ hits... 
.
Wish I brought my camera
.
.
.
.
.
.
#singaporetogether #sgunited #singapore #singapore2020 #streetshared #instagram #artofvisuals #exploresg #Instasg #iluvsg #VisualAmbassadors #whatissingapore #Singaporeforeveryone #citygrammers #kilogrammerz #madaboutsingapore2020 #Singapore #Singapore2020 #singapore🇸🇬 #madaboutsingapore2020 #stayhome  #sgarchitecture #archi_unlimited #urbanandstreet #passionpassport #raw_architecture #citykillerz #circuitbreakersg #rediscoversg #rain",Singapore,173,2
94,LAMBY & BUNNY,2472726621699529359,2020-12-26 14:13:25,lambyandbunny2020,Photo by LAMBY & BUNNY in Singapore. May be an image of text that says 'HAPPY LUNAR NEW YEAR CNY Goodies Preorder start 1 Jan'21 TUNE! STA'.,"Great news!

We will be opening up the CNY goodies preorder from 1st January @ 10am onwards! Due to time constraints, we will only take in limited orders so hurry put in your orders via the following access:

1. Google order form (refer to the link stated on our IG)
2. WhatsApp us @ +65 8766 8800

We will be announcing the CNY goodies details on 31st Dec 2020 (last day of Y2020).

Stay Tune!

#lambyandbunny2020 #sgfoodies  #sgbakes #chinesenewyear #sghomebaker #circuitbreakersg #stayhome #workfromhome",Singapore,15,0
95,Ivy Yee,2472675457256738692,2020-12-26 12:31:46,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of christmas tree.","🐥X'mas Celebration w/ CGM~
#christmascelebration #christmasparty #cgm#boxingday #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day265",,11,0
96,Ivy Yee,2472674644979412848,2020-12-26 12:30:09,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of text that says 'MERRY 全'.","🐥X'mas Celebration w/ CGM~
#christmascelebration #christmasparty #cgm#boxingday #nomnom #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day265",,7,0
97,Ivy Yee,2472674395409948220,2020-12-26 12:29:39,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of watermelon.","🐥X'mas Celebration w/ CGM~
#christmascelebration #christmasparty #cgm#boxingday #nomnom #instaeats #instafood #foodstagram #foodporn #foodie #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day265#eatnowdietlater",,14,0
98,Ivy Yee,2472674045747531784,2020-12-26 12:28:58,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of food.","🐥X'mas Celebration w/ CGM~
#christmascelebration #christmasparty #cgm#boxingday #nomnom #instaeats #instafood #foodstagram #foodporn #foodie #instafollow #followforfollowback #followforfollow #followｍe #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day265#eatnowdietlater",,12,0
99,Destinie Wong,2472671638769084253,2020-12-26 12:24:11,destinie2435,"Photo by Destinie Wong on December 26, 2020. May be an image of food.","Swimming plan forced to cancel due inclement weather 😢 
Cook udon soup with pork collar, cabbage, carrot and left over egg yolk from soufflé pancake just now; topped with furikake. 
In love with the semi dried udon recommended by @agneskahling 😋 

#circuitbreakersg #homecooking #udonsoup #semidriedudon #porkcollarshabushabu #porkcollar #cabbage #carrot #furikake #kamogawasemidryudon",,52,1
100,Ivy Yee,2472639306827557648,2020-12-26 11:19:56,ivyyee,"Photo by Ivy Yee on December 26, 2020. May be an image of drink.","🐥我🏠大小姐 @josephineyee 嘅最爱💕
#吃茶三千 #chichasanchen #instafollow #followforfollowback #followforfollowback #followｍe #instafollow #bbt#bubblemilktea #boxingday #itssaturday #weekendishere #weekendvibes #webstagram #instagramhub #circuitbreakersg #day265",,6,0
101,Go Singapore (Alvin),2472630313425010240,2020-12-26 11:02:07,go.singapore,Photo by Go Singapore (Alvin) in Jewel Changi Airport with @kevincolaco. May be an image of christmas tree.,"How was your Christmas 2020? What did you unbox? Comment below!⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
Credits to: @kevincolaco⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
==~~~~~~~==⠀⠀⠀⠀⠀⠀⠀⠀⠀
Follow 👉👉 @go.singapore⠀⠀⠀⠀⠀⠀⠀⠀⠀
❗Tag @go.singapore or use #go.singapore⠀⠀⠀⠀⠀⠀⠀⠀⠀
✅ The best works will be published!⠀⠀⠀⠀⠀⠀⠀⠀⠀
==~~~~~~~==⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#singapore #exploresingapore #sglife #thisissingapore #topsgshots #singaporeinsiders #sgig #circuitbreakersg #asia_vacations #wonderfulworld #luxurylifestyle #singapore🇸🇬 #travelblog #singapore_insta #beautifuldestinations #passionpassport #socialdistancing #singaporecity #circuitbreaker#singaporeig #natgeotravel #ExploreSingapore #wonderlustsingapore #visitsingapore #singaporetrip #sgunited #gardensbythebay",Jewel Changi Airport,503,4
102,❀ 愛 ❀,2472608737960994626,2020-12-26 10:19:12,tweetification,Photo by ❀ 愛 ❀ in Fort Canning.,": Looking through the spiral... 
꧂ 𝔻𝕖𝕔𝕖𝕞𝕓𝕖𝕣
#spiralstaircase #fortcanningpark #exploringsingapore #naturewalk #mysingapore #gardencity #majulahsingapura #sgig #singaporetogether #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg #insta360onex #insta3601xsg #insta360singapore #insta360sg #tinyplanet #360photography #ai20loveones #ai20cuzzie #ai20lifestyle #ai20in2020 #photooftheday #picoftheday #snapshot #moment #ihavethisthingwithcolor",Fort Canning,16,2
103,hourboutiqueSG,2472597469146900434,2020-12-26 09:56:49,hourboutiquesg,"Photo by hourboutiqueSG on December 26, 2020. May be an image of wrist watch.","Steinhart Ocean One
Two Tone, Chocolate Dial

Swiss Made, ETA2893-2 GMT 
__________________________________
SGD958
____________________________________
#HOURBOUTIQUESG #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,89,0
104,Ivy Yee,2472582856184857186,2020-12-26 09:27:47,ivyyee,"Photo shared by Ivy Yee on December 26, 2020 tagging @josephineyee. May be an image of food and text that says 'HANA MAKI'.","🐥今日午餐食寿司🍣。。
哈哈哈
#sushiexpress #nomnom #latergram #lunchtime #boxingday#instafood #foodie #foodstagram #instaeats #foodporn #itssaturday #weekendishere #weekendvibes #instafollow #followforfollowback #followforfollow #followｍe #jj#igerd#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day265#japanesefood #sushilover",,9,0
105,Destinie Wong,2472558738045724227,2020-12-26 08:39:52,destinie2435,"Photo by Destinie Wong on December 26, 2020. May be an image of dessert and strawberry.","My first attempt at making soufflé pancake 🥞, served with honey, blueberries and Korean strawberry 🍓 
The texture is fluffy but there is room of improvement 
虽然卖相不是很好看，但是味道、口感还不错。

#circuitbreakersg #homecooking #soufflepancake #honey #blueberries #strawberries",,58,2
106,🇸🇬 Baby/ Mother products,2472542593901586984,2020-12-26 08:07:47,froagz,Photo by 🇸🇬 Baby/ Mother products in Singapore. May be an image of 1 person and baby.,"Our teether review.
.
“My girl really loves chewing on Tina! The size is perfect for her little fingers and is so easy to wash too! Thank you for the great product!"".
-Mummy Karen.
.
#sgmotherhood #sgparenthood #sgbabies #sgbabysale #sgbabyshop #babies #teethingtoys #teethingbaby #circuitbreakersg #instagrambaby",Singapore,4,0
107,Lee Minho Exclusive PH,2472516919660643018,2020-12-26 07:16:47,lmhexclusiveph,"Photo by Lee Minho Exclusive PH on December 25, 2020. May be an image of 3 people, outerwear and text that says 'MERRY Christmas C CELLRETURN'.","Dec 25 2020
Reposted from @cellreturn.asia We hope you have a very special Christmas! 🎄

And if you’re still in the search of a very special gift, Cellreturn will be a great gift for your love ones!

💫Platinum LED Mask
💫Neckle Ray
💫Hair Alpha Ray 

You can now experience these beauty devices Korean celebrities use at the comfort of your own home. ⁣⁣⁣And, it's FREE DELIVERY WORLDWIDE!✈️😍 

You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA & SHOPEE⁣⁣⁣⁣
⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣
PLUS! ⁣⁣⁣⁣
12 months Instalment is now AVAILABLE on LAZADA and SHOPEE for Singapore buyers.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣
Not from Singapore, no problem! Again, WE SHIP WORLDWIDE and it's FREE SHIPPING⁣⁣⁣✈️⁣
⁣⁣⁣⁣⁣ ⁣
⁣
#cellreturn #ledmask #kbeauty #skincaresg #stayhomeforsg #circuitbreakersg #cellreturnsg #cellreturnasia #kstar #beautysecret #koreanskin #smoothskin #glassskin #beautysg #skincaresg #leeminho #kangsora #neckcare #selfcare #neckleray #ledtherapysg #younglookingskin #platinumledmask #hairalpharay - #regrann",,6,0
108,Singapore Scenery 2020,2472478567355737424,2020-12-26 06:00:35,sgscenery2020,"Photo shared by Singapore Scenery 2020 on December 25, 2020 tagging @crystalbernz, and @designed.by.crystal. May be an image of buildings and sky.","Submission by: Christelle-Anne (@crystalbernz @designed.by.crystal)

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,42,0
109,Orchid Live Seafood,2472455968581813085,2020-12-26 05:15:41,orchidliveseafood,Photo by Orchid Live Seafood in Orchid Live Seafood Restaurant with @orchidliveseafood. May be an image of text that says '除 年夜饭 Orchid Live 2021 lunar Feast'.,"We’ve got something to tell you...

We are currently fully booked for 除夕/eve of CNY 2021 (11/2)! But we would like to give those of you who weren’t able to book your tables with us a little something.

***Takeaway Orders Promos***
From now till 31st January 2021, enjoy 10% off our Set Menus* when you confirm your takeaway orders with us! Yes you can enjoy our delicacies at the comfort of your homes as well🤤

Slots are filling up REALLY FAST so confirm your orders ASAP!

HomeTeamNS Khatib
67560311
www.orchidliveseafood.com

(*self-pickup slots for takeaway orders are at 4.30pm, available only at our HomeTeamNS Khatib branch.)",Orchid Live Seafood Restaurant,11,1
110,Fann,2472449120407409524,2020-12-26 05:02:04,______fannwz,"Photo by Fann on December 25, 2020. May be a closeup of insect, flower and nature.","Busy busy bee!
.
.
.
#singapore #singapore2020 #sengkang #pungol #disappearingsingapore #igsg #blackandwhite #bnwmood #bnw_captures #streetphotography #HDB #Flats #isolation #circuitbreaker #circuitbreakersg #apartments #flats",,49,0
111,Keethu,2472425123819341823,2020-12-26 04:14:24,key2krumbs,Photo by Keethu in Singapore.,"🌸 🌸 🌸

.
.
.

#sgfoodstagram #instasg #stayhome #burpplesg #foodpornsg #yummy #hungrygowhere #singaporefoodie #foodiesg #dayseat #igfood #sghalal #savefnbsg #foodpics #singaporeeats #sgmakandiary #sgrestaurant #halalsg #singaporeinsiders #foodlover #sgbakes #homecooked #circuitbreaker #sghalalfood #igsgfood #homecooking #circuitbreakersg #sgfoodhunt #delicious #sgcafehopping",Singapore,14,0
112,Andrew Darwitan ✈️,2472390563318216555,2020-12-26 03:05:44,andrewdarwitan,"Photo by Andrew Darwitan ✈️ in Josh’s Grill with @mermairina, and @andrewdarwitan. May be an image of 2 people and food.","Best friends for 15 years and counting... have a blessed 2021!! 

#merrychristmas #christmas #foodporn #singapore #bestfriends #travelgram #travelislife #travel #vacation #instatravel #sgboy #asianboys #instapassport #ootd #men #sgboy #instatraveling #instafashion #dametraveler #igtravel #asia #globetrotter #circuitbreakersg #cute #beautiful #fashion #asiangirls #joshsgrill #bugis #bugisjunction",Josh’s Grill,140,8
113,Ivy Yee,2472381782140163321,2020-12-26 02:48:17,ivyyee,"Photo by Ivy Yee on December 25, 2020. May be an image of dessert and text that says 'Hokkaido Cheese Steamed Cake'.","🐥Soft & Fluffy Hokkaido Cheese Steamed Cake
#fluffy#soft#hokkaidocheesesteamcake#myfav #goodmorning#breakfasttime #imahappygirl #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day265 #itssaturday #weekendsishere",,2,0
114,❀ 愛 ❀,2472360969189692907,2020-12-26 02:06:56,tweetification,Photo by ❀ 愛 ❀ in Fort Canning. May be an image of tree and nature.,": The Secret Garden...
꧂ 𝔻𝕖𝕔𝕖𝕞𝕓𝕖𝕣
#spiralstaircase #fortcanningpark #exploringsingapore #naturewalk #mysingapore #gardencity #majulahsingapura #sgig #singaporetogether #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg #insta360onex #insta3601xsg #insta360singapore #insta360sg #tinyplanet #360photography #ai20loveones #ai20cuzzie #ai20lifestyle #ai20in2020 #photooftheday #picoftheday #snapshot #moment #ihavethisthingwithcolor",Fort Canning,9,2
