,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
113,Zorba The Greek Taverna 🇬🇷,2364523230416098263,2020-07-30 07:12:36,zorbatavernasg,Photo by Zorba The Greek Taverna 🇬🇷 in Zorba The Greek Taverna. May be an image of 1 person.,"Greek cuisine is not complete without its signature dips. Try out the dip platter to get a taste of all the goodness!
.
.
.

#ZorbaTavernaSG #ZorbatheGreekTaverna #sgrestaurant #CircuitBreakerSG #SGUnited
#FooddeliverySG #HomedeliverySG",Zorba The Greek Taverna,17,0
114,🍀🌻🌸Juewee🌸🌻🍀,2364521869171654394,2020-07-30 07:09:53,limjuewee,"Photo by 🍀🌻🌸Juewee🌸🌻🍀 on July 30, 2020.","🌻May all your beginnings be strong and true - whether a plant, a tree, an idea, a song, a book, a cabinet, an engine. A family... 🌻 It’s a short week and a long weekend! So that marks today as the last working day of the week = Macdonalds Breakfast Day ! 🥳🥳🥳 Have been experiencing some rough moments and I’m so looking forward to the break! Much to accomplish this long weekend and for now, I need to really focus and try to clear as much work as possible. I need all the superpowers from Sailormoon now! 🤨🤨🤨 Btw, good news of the day: Macgriddles is back on menu. 
#happyquote
#jwmiwa
#staycalmandwfh
#circuitbreaker
#circuitbreakersg
#stayhomesg
#sgunited
#breakfast 
#jwmiwabreakfast
#いただきます
#チョコペンアート
#homecafe
#instaworthyfood 
#chocolateart
#funwithfood 
#funfood
#sgfood 
#foodplating
#foodart
#chocolatepainting
#foodstylings #macdonaldssg #macgriddles #starbucksathome #sailormoon #美少女战士 #セーラームーン",,35,0
115,Singapore Giveaway Contests 🇸🇬,2364514614921644815,2020-07-30 06:55:29,sggiveawayig,,"🌟GIVEAWAY ENDED🌟 [HEALTH, HOME & LIVING]
——————————————————————
#SGGIGexclusivegiveaways
.
Who’s using more hand sanitizers than before? If you are looking for a sleek pocket alcohol sanitizer, here's one! 

Sprayme Alcohol Hand Sanitizer Spray helps kill 99.9% of germs and bacteria 🙌🏻 It is made of 75% food-grade alcohol and is enriched with aloe vera extract, which helps moisturise the skin. This sanitizer is FDA approved and is safe for kids and pregnant ladies🤰🏻Above all, it doesn't have the usual alcohol-ish sanitiser smell — it comes in 2 scents: lavender and mint! The lavender scent is my personal favorite 😍

Btw, its slim & portable design is superrr good for daily use because it simply doesn't make your👖or 👛 look bulky!
.
🌟 𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 𝗜𝘁𝗲𝗺𝘀 🌟
.
One (1) winner will win this set of 3 Sprayme Alcohol Hand Sanitizer Spray from @spraymesg. 1 set has 3 designs with 2 different scents: 2x Lavender and 1x Mint.
.
🌟 𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 𝗿𝗲𝗾𝘂𝗶𝗿𝗲𝗺𝗲𝗻𝘁 🌟
.
1) Follow @sggiveawayig , @spraymesg and #SGGIGexclusivegiveaways
2) Like this post
3) Tag as many friends in the comments.
1 friend tagged in a separate comment = 1 chance.

Optional steps for bonus chances of winning: 
4) Repost on your IG story, tag us and add the “Support Small Business” sticker.
5) Repost this on your IG post and tag us together with the #sggiveaway & #giveawaysg hashtags.
.
𝗚𝗶𝘃𝗲𝗮𝘄𝗮𝘆 𝗘𝗻𝗱𝘀 𝗢𝗻 7th Aug 2020, 2359.

Winner will be announced here by 9th Aug.

Winner has to bear $1 normal mailing fee.
.
Note: This giveaway is not sponsored, endorsed or associated with Instagram.
-
✍🏼 ʀᴇᴠɪᴇᴡᴇᴅ ʙʏ: JY & YK",Singapore,194,425
116,Keith Yuen | Travel Blogger,2364510283361567676,2020-07-30 06:46:52,travelinspiration360,"Photo by Keith Yuen | Travel Blogger in Budapest, Hungary with @travelinspiration360. May be an image of 2 people.","The only time you should ever look back is to see how far you've come! 😍👍🏻
.
2020 is indeed a special year, coronavirus has definitely slow me down. But it allows me to look back what I have done in the past 4 years since I left my government post. ❤👍🏻
.
It's a good time to stock take and see how far I have come and changed. Indeed, I've changed a lot as compared to the past. Hope it's better... haha 🥰👍🏻
.
Looking forward to see whats install for me in near future. And wait it out patiently. 😊👍🏻
.
Let's all stay positive... world is indeed beautiful. 😍👍🏻","Budapest, Hungary",1490,39
117,Ivy Yee,2364510227249785962,2020-07-30 06:46:46,ivyyee,"Photo by Ivy Yee on July 29, 2020.","🐥Some healthy bakes for today！！
#homebaked#darkchocolate #cake #thumbsup #healthyfood #flourlesscake #healthyeats #healthyeating #myfav #darkchocolate #yummylicious #thumbsup#instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day115 #itsthursday",,8,0
118,Brutal Asians Review,2364507816056033365,2020-07-30 06:41:58,brutalasians_review,"Photo by Brutal Asians Review on July 29, 2020. May be an image of 3 people and text that says 'S Shopee UA OFFICIAL STORE LAUNCH SPENT ABOVE S$200 AND GET AFREE UA WAIST BAG WORTH S$45 50%OFF SELECTED ITEMS WHILE STOCKSLAST! Under Armour is near you, so near you that you can just tap and shop for your items. Read more, link in bio'.","Under Armour is now on Shopee Mall with discounts and giveaways for everyone. Link in bio

#brutalasians #asian #notsponsoredpost #stayhome #stayathome #staysafe #stayhomechallenge 
#stayhomesafe #circuitbreaker #stayhomesg #circuitbreakersg #sgcircuitbreaker #sgunited 
#stayhomeforsg #underarmour #shopeesg #shopee #underarmouronshopee #shopeemall",,11,0
119,Ivy Yee,2364507440394913604,2020-07-30 06:41:13,ivyyee,"Photo by Ivy Yee on July 29, 2020.","🐥Some healthy bakes for today！！
#homebaked#darkchocolate #cake #thumbsup #healthyfood #flourlesscake #healthyeats #healthyeating #myfav #darkchocolate #yummylicious #thumbsup#instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day115 #itsthursday",,9,0
120,Ivy Yee,2364503158371261028,2020-07-30 06:32:43,ivyyee,"Photo by Ivy Yee on July 29, 2020.","🐥午餐：紫薯花生酱蛋卷 ➕ 红豆薏米绿豆糖水
#紫薯蛋卷 #红豆薏米绿豆汤 #lunchtime #simpleeats#yummyinmytummy #yummylicious #sogood  #lunchtime #instafollow #instafood #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #webstagram #instagramhub #circuitbreakersg #day115 #random #myfav #thumbsup#instacook #homecookisthebest#itsthursday",,6,0
121,Auntie Jo,2364489019045381782,2020-07-30 06:04:37,budget_auntie,"Photo by Auntie Jo on July 29, 2020.","Soy Milk Porridge
---
I've recently discovered another way to increase the protein content of my humble bowl of porridge: Soy Milk!
-
The last time I did a protein porridge, I added skinless mung beans. This time, I made the same but replaced 1/4 of the liquid with unsweetened soy milk.
-
The result is a really creamy porridge, that will keep you full for longer. One of my main gripes with porridge is how I get hungry after an hour, because it consists of just simple carbohydrates and water. With the addition of beans and/or soya milk, you increase the protein content in an affordable (and vegan) way, and create a more satisfying meal for your stomach.
-
It's up to you to throw in some veggies, an egg, or some slices of pork. I like porridge with pickles on the side, like Achar or kimchi. Or you can make your own pickles. It's really up to you to make this dish your own.
.
.
.
#singapore #budget_auntie #homecooked #cheapeats #cheapeatssg #budgetsingapore #budgetsg #cheapsg #sgeats #sgfooddiary #instafoodsg #sgigfoodies #sgcheapeats #singaporeeats #learnsomethingnew #foodie #foodlife #foodiesofinstagram #kitchenadventures #tryit #tryitout #trysomethingnew #homecooking #igsg #sgig #savemoneysg #homemadesg #stayhomesg #circuitbreakersg #circuitbreaker",,21,3
122,SG Moments,2364470284307108425,2020-07-30 05:27:24,moments.sg,Photo by SG Moments in Singapore. May be an image of 2 people.,"Life under lockdown.sg @ Marina Bay

#lifeunderlockdownsg #sgcircuitbreaker #circuitbreakersg #MadAboutSingapore2020c #SGunited #SingaporeTogether #StayHomeSG #StayHomeForSG #oursingapore #instasg #sgig #aloneinthecity #singapore #covıd19 #covid19 #covid_19 #heartland #esplanadesingapore #merlion #marinabay",Singapore,9,0
123,Joanna Ash,2364461143191106955,2020-07-30 05:09:14,sungoddesstarot,Photo by Joanna Ash in Little India.,"Story.

📸 @singaporemaven 

#streetart #wallmural #muralart 
#Singaporemavenphotography #singaporemaven #Singapore #MySingapore #uniquelysingapore #StreetsOfSingapore #covid19 #stayhome #staysafe #circuitbreakersgphase2 #circuitbreakersg  #covid19musings",Little India,10,0
124,The Lol-down,2364460541559452180,2020-07-30 05:08:03,theloldown,"Photo by The Lol-down on July 29, 2020. May be an image of text that says 'McGriddles available in McDonald's S'pore again BREAKFAST SLEEP IN'.",Time to set alarm for breakfast.,,15,1
125,Match A Mentor | All about JC,2364460326912296193,2020-07-30 05:07:37,matchamentor_jc,"Photo by Match A Mentor | All about JC on July 29, 2020. May be an image of text that says 'Mentor's Profile Amanda Gender Female η School Hwa Chong Junior College, U-ImperialLKCMedicine U-Imperial Subject/s & Level to Teach: JC (H2CHEM H3CHeM +H2PHY H2ECON SEC (CHEM+PHY) GP), Academic Achievements: 90 RP, 8 A1s for NYGH IP Exam. Accepted into Oxford Imperial, UCL King's College London and University of Edinburgh in the UK. @MatchaMentor'.","📚At Matchamentor, we match a tutor for you! ⠀
Introducing our mentors from Matchamentor family! 🍵⠀
-Amanda-

We have a fixed rate of 🌟⠀
A’level $40/h⠀
O’level $35/h ⠀
⠀
Fill in the tutee form (click the link in our profile) or drop a dm and we will match a tutor for you! 🙌🏻 ⁣
Follow 🍵@matchamentor_jc @matchamentor_sec for more tips! DM us to reach our mentors for personalized answers and advice!🌟⁣

- View more tutors’ profiles 👉 #matchatutor
⁣
#alevels #alevel#alevels2020 #peertutoring #peertutors #singaporetutors #circuitbreakersg #jcmemes #studytips #examtips #keepcalmandstudyhard #studysmart #studysmarter  #matchamentor #sgparents #highschoolbiology #tutoringservices #privatetutoring #mathtutoring #sgstudents #parttimejob #singaporeschool #pelajar #tutorial #tutoring #mentor #singapore #singaporetutors #sgtutor",,57,2
126,Match A Mentor (matchAmentor),2364459675335744484,2020-07-30 05:06:19,matchamentor_sec,"Photo by Match A Mentor (matchAmentor) on July 29, 2020. May be an image of text that says 'Mentor's Profile Amanda Gender Female η School Hwa Chong Junior College, U-ImperialLKCMedicine U-Imperial Subject/s & Level to Teach: JC (H2CHEM H3CHeM +H2PHY H2ECON SEC (CHEM+PHY) GP), Academic Achievements: 90 RP, 8 A1s for NYGH IP Exam. Accepted into Oxford Imperial, UCL King's College London and University of Edinburgh in the UK. @MatchaMentor'.","📚At Matchamentor, we match a tutor for you! ⠀
Introducing our mentors from Matchamentor family! 🍵⠀
-Amanda-

We have a fixed rate of 🌟⠀
A’level $40/h⠀
O’level $35/h ⠀
⠀
Fill in the tutee form (chick the link in our profile) or drop a dm and we will match a tutor for you! 🙌🏻 ⁣
Follow 🍵@matchamentor_jc @matchamentor_sec for more tips! DM us to reach our mentors for personalized answers and advice!🌟⁣
⁣
#alevels #alevel#alevels2020 #peertutoring #peertutors #singaporetutors #circuitbreakersg #jcmemes #studytips #examtips #keepcalmandstudyhard #studysmart #studysmarter  #matchamentor #sgparents #highschoolbiology #tutoringservices #privatetutoring #mathtutoring #sgstudents #parttimejob #singaporeschool #pelajar #tutorial #tutoring #mentor #singapore #singaporetutors #sgtutor",,15,0
127,Baby Essentials & Cotton Masks,2364444197892649493,2020-07-30 04:35:34,topstitched.byvm,Photo by Baby Essentials & Cotton Masks in Singapore.,"We have made all remaining fabric of Doodles into masks and restocked the website last Monday 🎉 
No more restock of Doodles after this batch, but we are bringing more new prints soon! 🤩",Singapore,37,2
128,Baristart Coffee Singapore,2364441507462726345,2020-07-30 04:30:33,baristartcoffee_sg,Photo by Baristart Coffee Singapore in Baristart Coffee Sentosa. May be an image of text that says 'BARIS S T ART COFFEE SPECIALITY HOKKAIDO QUALITY'.,"Here's the best refreshing grab n' go treat when you're strolling on Siloso Beach. If you're hanging out here during the long weekend, we're all set to serve you all day long!
⁠
Our Sentosa outlet opens daily from 10am - 8pm⁠
⁠
#baristartcoffee #baristartcoffeesg",Baristart Coffee Sentosa,127,2
129,❀ 愛 ❀,2364427572476187610,2020-07-30 04:02:32,tweetification,"Photo shared by ❀ 愛 ❀ on July 29, 2020 tagging @cielpatisserie.",": Ohhhh... Oui Oui Mon Chéri ❤︎
꧂ 𝕁𝕦𝕝𝕪
#monchéri @cielpatisserie #stayhome #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgcafe #singapore_insta #foodies #instafood #foodstagram #foodporn #foodoftheday #igfood #ai20lifestyle #ai20in2020  #photooftheday #picoftheday #snapshot #ai20foodporn #moment #ihavethisthingwithcolor",,18,0
130,Fann,2364414047674965331,2020-07-30 03:35:40,______fannwz,"Photo by Fann on July 29, 2020.","#PearlBankApartments - The Another World - #throwback to weeks before it was sealed off for demolition. I trekked up to this iconic building and I saw residents packing up their cars and dumping what they couldn't carry. Broken furniture and shards of glass littered the refuse area.
.
.
.
#singapore #singapore2020 #NDP2020 #skateboard #skate #carpark #sgig #igsg #blackandwhite #bnwmood #bnw_captures #streetphotography #street #HDB #covid19 #isolation #circuitbreaker #circuitbreakersg #apartments #flats",,80,0
131,La Petite Cuisine,2364411672407272025,2020-07-30 03:30:57,lapetite_cuisine.sg,"Photo by La Petite Cuisine on July 29, 2020.","Planning for a meal over coming long weekend? Here’s our menu :)
.
Yes, we are OPEN! Lunch (11:30am - 2:15pm) and dinner (5:30pm - 9:15pm) from Tuesday to Sunday.
.
Call 6314 3173 for reservation
.
Located at No. 10 Jalan Serene #01-02 Serene Centre Singapore 258748
.
Looking forward to welcome all of you and of course with safe distancing measures in place.
.
Takeaway is still available 🙂
.
À bientôt!
.
.
#frenchfood #instafood #restaurant #frenchcuisine #foodstagram #foodphotography #frenchrestaurant #foodlover #foodblogger #gastronomy #gourmet #fooddelivery #lapetitesingapore #frenchbistro #takeaway #menubento #bentoboxlunch #takeawayfood #islandwidedelivery #circuitbreakersg #foodsofinstagram #foodpicsdaily #delicious #foodgasm #foodie #yummy #instafoodgram #foodpornsg",,9,0
132,DIET WITH BELLA 💃🏻,2364406272123999026,2020-07-30 03:20:13,dietwithbella_,"Photo by DIET WITH BELLA 💃🏻 on July 29, 2020. May be an image of 2 people.","ALHAMDULLILAH FOR THE CHANGE! ❤️⠀
-⠀
rasa mcm best dapat tgk perubahan dari segi dalaman dan definitely luaran juga⠀
-⠀
YOU ALSO CAN CHANGE ONCE YOU DECIDE TO CHANGE ✅⠀
-⠀
🌈 @dietwithbella_ +6586939095⠀
.⠀
🌿25 program dengan benefit 👇🏻👇🏻⠀
.⠀
🌈meal plan + resipi best best⠀
🌈makan 5 - 6x sehari⠀
🌈workout combo⠀
🌈topik & ilmu amazing⠀
🌈group coaching session ⠀
.⠀
.⠀
.⠀
#dietwithbella #sihatsg #gengnakkurus #circuitbreakersg #islamsg #makansg #tudungsarung #tudunginstant #naelofarsg #fashionvaletsg #tudungsg #muslimahsg #kekalsihatsg #bellathebel #activesg #hpbsg #hadymirza #mediacorp_suria #nikah #sitinordiana #wuhan #shopeesg #meletop #singapore #hpbsg #activesg #singaporediet #fitnesssg #makansg #beritahariansg",,9,0
133,Ivy Yee,2364387249635967275,2020-07-30 02:42:25,ivyyee,"Photo by Ivy Yee on July 29, 2020.","🐥 Avocado Egg Mayo Sandwich 🥑🥚🍞
#eggmayosandwich#avocado#breakfasttime #goodmorning #vsoymultigrain #nomnom #morningfuel #itsthursday #nomnom #instafollow #followforfollowback #followme #jj#igers#igsg#singapore #webstagram #homemade #healthyfood #healthyeats #yummyinmytummy #yummylicious #circuitbreakersg #day115#random #instafood #instagramhub",,12,0
134,Don Quijote Spanish Restaurant,2364379663744055770,2020-07-30 02:27:21,donquijotesg,"Photo by Don Quijote Spanish Restaurant on July 29, 2020.","Our pasta is really something special; Beef & Mushroom Pasta.

If there is one universal truth, it’s that carbs make people happy😁 And what better tide over aall these #covid_19 blues with happiness in the form of al dente Fusili Pasta, mixed with a special recipe of Beef and Mushroom cream sauce that’s lighter than a cloud!

Come taste the fuss or order some with the LINK IN BIO(https://take.sg/s/6582186969)/get in touch with our Contact Button.

#Donquijote #Donquijotemeals #DQCommunity #comehometoDQ #beef #aldente #pasta #mushrooms #creamy #spanishfood #spanishcuisine #Dempsey #wheretoeatsg #onthetable #eatoutsg #sgfood #sgfoodies #singaporeeats #yummy #instafood #instafoodsg #thefeedfeed #circuitbreaker #circuitbreakersg #savefnbsg #staysafe #stayhome",,20,0
135,girlscanswimsg,2364327877687453910,2020-07-30 00:44:34,girlscanswimsg,,"Yuto last lesson 👍🌊 he is going back to Japan 👋🦖🌊 Swimming strong after #covid19 #lockdown #cbchallenge #circuitbreakersg #シンガポール #運動 
#こども #igsg #sgkids #igsingapore #goodjob #swimlike #swimcoach #swimming #healthylifestyle #fitnessmotivation #fitnessgirl #fitnessgoals #morningmotivation #igsg #igsingapore #instasg #womenempowerment #womenempoweringwomen #womeninspiringwomen #girlpower",,18,0
136,Garima Mittal,2364327890185581089,2020-07-30 00:44:29,facetsbygarima,Photo by Garima Mittal in Singapore.,"Another piece in gold and lavender colour.. giving you all the options you can think of. Make your choice and place your order on our website.. link in bio.. free shipping on all domestic orders.. shipping worldwide.. 

#handmadeinsingapore #handmade #handmadejewelry #jewellery #goldjewelry #singaporeart #singaporeartist #shopsmall #shoplocal #sglife #sglifestyle #sustainablefashion #expatlife #expatlivingsg #sgmoms #stayathome #circuitbreakersg #ceramics #pottersofinstagram #porcelain #porcelainjewelry #ceramicjewellery #ceramiclicious",Singapore,33,0
137,S A B R I N A 📷 S I K O R A,2364326640576399272,2020-07-30 00:42:00,sabrinasikora,"Photo shared by S A B R I N A 📷 S I K O R A on July 29, 2020 tagging @gap, @erikapenaofficial, @motherlip_jpn, @bravocollectionsg, @celson.sg, @badgerandfoxsingapore, and @mabeapparel. May be an image of 1 person.","📸 How to take photos with kids in five easy steps... 
.
.
.
1- check Pinterest and pick out your favorite image 2-set up camera, test light and focus, set scene to mimic inspo photo 3-tell children you are taking photos 4-watch children scream, run in circles, and stomp all over your set up and continue to go wild the whole time 5-shoot anyway
.
.
.
Dress (current) @mabeapparel available in Singapore at @badgerandfoxsingapore 
Belt: vintage from @motherlip_jpn 
Swimsuit (bought it when I was 17 so it almost vintage 😅) @gap 
Shoes (past season) @erikapenaofficial 
Headband (current) @bravocollectionsg available at @badgerandfoxsingapore",Singapore,139,20
138,The Nyonya Sisters,2364300402110577176,2020-07-29 23:49:59,thenyonyasisters,,"This is what both of us love to do everyday. Taking care of ourselves. Self love is very important.
.
.
.
.
.
#thenyonyasisters #thenyonyasistersbeauty #thenyonyasistersbeautytips #thenyonyasisterssg #beautytips #beauty101 #sgbeauty #sgbeautyblogger #sgbeautytips #beautyskincare #sgskincare #skincareregime #sgbeautyskincare #nyonya #nyonyaskincare #peranakan #nyonyalady #nyonyawomen #nyonyabeauty #sistersforever #circuitbreakersg #dailyskincare #sgmotherhood #sgworkingmom #sgmothers #singaporemotherhood #singaporemoms #selflove #selfcare #30julsafeopen2",Singapore,25,0
139,UMMI FINGERS,2364168260200729646,2020-07-29 19:27:20,ummifingers,"Photo by UMMI FINGERS on July 29, 2020. May be an image of text that says 'thank you 9 YISHUN AVENUE 11'.","[Birthday Suprise] ~ White RIce, Ayam Masak Merah, Lemon Fish Slice and MIxed Vegetables
⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
.⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#halalsg #sghalal #burpplesg #makansg #muslimowned #sgfood #sgfoodies #sgeats #sgfoodporn #sghalalfood #halalfoodsg #instafoodsg #foodiessg #foodsg #sgfoodblogger #supportlocalsg #igsgfood #foodpornsg #sgigfoodies #feedfeed #makan #foodoftheday #savefnbsg #stayhomesg #ummipickandpack #pickandpack #circuitbreakersg #ummipickandpack",Yishun,14,0
140,Zipp Burger & Pasta,2364041051029977255,2020-07-29 15:14:35,zippbnp,Photo by Zipp Burger & Pasta in Amoy Street food Center.,"👨‍🍳 Open for lunch & dinner this Thursday, Friday (🙌 yaaas public holiday!) & Sunday.",Amoy Street food Center,41,1
141,Spartans BC Serangoon Gardens,2364038759304758392,2020-07-29 15:10:02,boxingspartans_sg,"Photo shared by Spartans BC Serangoon Gardens on July 29, 2020 tagging @boxingspartans, and @boxingspartans_sg. May be an image of 2 people.","𝗪𝗵𝗮t 𝗶𝘀 𝗯𝗲𝘁𝘁𝗲𝗿 𝘁𝗵𝗮𝗻 𝘁𝗿𝗮𝗶𝗻𝗶𝗻𝗴 𝗯𝘆 𝘆𝗼𝘂𝗿𝘀𝗲𝗹𝗳?
Training with your friend! We have a great deal that you simply have to tell your best friends about. As a member, if you refer a friend who signs up, we will give you 𝗕𝗢𝗧𝗛 a $𝟱𝟬 𝗖𝗥𝗘𝗗𝗜𝗧 to your next membership or store credits. How good is that? Get your friends down for a session today and become a member of our Spartans family.

🥊 𝗧𝗜𝗠𝗘 𝗧𝗢 𝗕𝗢𝗢𝗞 𝗬𝗢𝗨𝗥 𝗧𝗥𝗜𝗔𝗟 🔜 @boxingspartans_sg",Spartans Boxing Club Serangoon Gardens,119,8
142,❀ 愛 ❀,2364028577203411326,2020-07-29 14:49:48,tweetification,"Photo by ❀ 愛 ❀ on July 29, 2020.",": Red Wine Poached Pear in Crème Anglaise.
꧂ 𝕁𝕦𝕝𝕪
#redwinepoachedpear #cremeanglaise #stayhome #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgdessert #singapore_insta #foodies #foodstagram #foodporn #foodoftheday #ai20lifestyle #ai20loveones #ai20seetweetybusyinkitchen #ai20foodporn #ai20in2020  #ihavethisthingwithcolor",,15,0
143,Life’s Lessons - Start Drawing,2364027757813063961,2020-07-29 14:48:11,terriblephysics,"Photo by Life’s Lessons - Start Drawing on July 29, 2020. May be an image of text that says 'ELECTRICITY EXPLAINED... Ohm Volt Amp'.","Y4s/Sec4s are you ready for the FINALs? Here’s a shocking image to help you remember Current of Electricity. ACS & VJC. 

#sjii #acsbarker #acsi #acjc #hcjc #yjc #srjc #cjc #vjc #rjc #olvlphysics #alvlphysics #ibphysics #singapore #sgtuition #tuitionsg #physics #stayhomesg #hbl #hblsg #sgcircuitbreaker #sgunited #stayhomeforsg #igsg #circuitbreakersg #physicslifelessons #startdrawing #draw4physics #physicsbydrawing #sgtogether",,33,4
144,Minoz in Love Argentina,2364026833906881068,2020-07-29 14:46:21,minozinlove,"Photo by Minoz in Love Argentina on July 29, 2020. May be an image of 1 person and text that says 'CELLRETURN ETURN L cellreturn.asia'.","👉 Seguinos/ follow us 😊👈: 
👉Facebook
👉Tik Tok 
👉Instagram
❤@minozinlove #minozinlove❤
💙💙💙
#Repost @cellreturn.asia
• • • • • •
Cellreturn LED Platinum Mask is the only LED Mask that has 1026 LEDs! 💫💫💫⁣⁣
With a choice of 4 treatment methods, with 3 wavelengths, Cellreturn LED Platinum Mask brings out your skin's inner glow and prevents skin damage by soothing troubled skin! 
⁣
⁣You can now experience this skincare device, just like Lee Min Ho, at the comfort of your own home. You may purchase our products online by visiting the link on our bio or search CELLRETURN ASIA on LAZADA.
⁣
#cellreturn #ledmask #kbeauty #skincare #koreanbeauty #cellreturnsg #cellreturnasia #cellreturnplatinum #beautydevice #homecaresg #circuitbreakersg #sgunited #stayhomeforsg #koreanskin #leeminhomask #glassskin #셀리턴 #셀리턴플래티넘 #셀리턴마스크 #leeminho #더킹 #더킹_영원의군주 #TheKing #TheKing_EternalMonarch #이민호 #이곤 #仙丽腾 #LED面罩",,28,0
145,Life’s Lessons - Start Drawing,2364026255287593742,2020-07-29 14:45:12,terriblephysics,"Photo by Life’s Lessons - Start Drawing on July 29, 2020.","Literal shitpost. Heads up Y5s.... PROMOs are around the corner!!

#sjii #acsbarker #acsi #acjc #hcjc #yjc #srjc #cjc #vjc #rjc #olvlphysics #alvlphysics #ibphysics #singapore #sgtuition #tuitionsg #physics #stayhomesg #hbl #hblsg #sgcircuitbreaker #sgunited #stayhomeforsg #igsg #circuitbreakersg #physicslifelessons #startdrawing #draw4physics #physicsbydrawing #sgtogether",,22,1
146,Ramesh Ramakrishnan Iyer,2364005104125706364,2020-07-29 14:03:10,reviveramesh,"Photo by Ramesh Ramakrishnan Iyer on July 29, 2020.","Stop, start, walk, inline, 1 m apart, separate, don't hang around, turn, queue, check temperature give ID, show your forehead, 36.3, talk less and be thankful you don't have a sneeze or a cough in public. Such is the walk life  outside....#postcovid19 
#Circuitbreakersg",,6,0
147,Salon Su,2364003359823647731,2020-07-29 13:59:42,salonsusg,"Photo by Salon Su on July 29, 2020. May be an image of 1 person.",#gamsahapnida💕 #감사합니다❤ #건강하세요🙏🏻 ##circuitbreakersg#haircut#SalonSu#cutforessiontialworker#jiayou💪#getawaycovid19😡😡#fightcovid19🙏#sukim#koreanhairsalonsingapore#koreanhairsalon#koreanhairstylist,,23,2
148,Salon Su,2364001942459372035,2020-07-29 13:56:53,salonsusg,"Photo by Salon Su on July 29, 2020.",#gamsahapnida💕 #감사합니다❤ #건강하세요🙏🏻 ##circuitbreakersg#haircut#SalonSu#cutforessiontialworker#jiayou💪#getawaycovid19😡😡#fightcovid19🙏#sukim#koreanhairsalonsingapore#koreanhairsalon#koreanhairstylist,,15,0
149,Ann Teo,2363996155276061209,2020-07-29 13:45:23,redzant,"Photo shared by Ann Teo on July 29, 2020 tagging @redzant, @baoz79, @leapingpig, @skytankianann, and @witbiersg.","Caught up with ex-colleagues over drinks&dinner 

➡️
1. #omakaseroll with #spicytuna garnished with #salmonroe $18
2. #butakakuni #stewed #porkbelly with #onset #egg and #mustard to give added taste to the meat $18
3. #mentaiko #seafoodpasta prepared with #oliveoil #garlic #truffleoil $22 
4. #matcha #cheesecake with #Oreo #sprinkles $6

 📸 : @baoz79 

📍Witbier - 14 Aliwal Street 

#sgnightlife #singaporenightlife #sglife #pubsinsg #sgnights #exploresingapore #sgbars #sgdrinks #instafood #circuitbreakersg",WitBier,27,2
150,Carlene Tan,2363994371900389334,2020-07-29 13:41:51,eattolovelovetoeat,Photo by Carlene Tan in Singapore.,"#veganmacandcheese with #steamedveggies another speedy #vegandinner for a busy #workfromhome day 😊
#circuitbreakersg 
#phase2reopening 
#vegan 
#veganofig 
#vegansofsingapore 
#beingvegan 
#veganlife 
#veganlove 
#cleaneating 
#wholefoodplantbase 
#wholesomeeating 
#nutrition 
#foodismedicine 
#healthychoices 
#greenismyfavouritecolour",Singapore,20,1
151,charlene,2363987334755450091,2020-07-29 13:27:52,honeychars,"Photo shared by charlene on July 29, 2020 tagging @aroundthediningtable.",thai milk tea roll cake!! FINALLY got it right on the third attempt 😥🥺 third time is rly the charm! saw this recipe on the latest cookbook by @aroundthediningtable and just had to get my hands on thai milk tea! cake texture was super soft and the tea infused cream was the best part!! just gonna tea infuse all my whipped cream now haha and I was really feeling the thai milk tea so I casually made milk tea too 😋 anw thank you lace for the recipe and for answering my queries! so nice to find time to bake again :),,91,5
