,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets
96,1.239774863637635e+18,1.2397009893529231e+18,2020-03-17,12:45:36,155115538.0,bigdickbangla,iffat🇧🇩,,@tyasiglesias LMAO i was thinking more of the panic buying shit but these twitter games be valid,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/BIGDICKBANGLA/status/1239774863637635072,0.0,"[{'screen_name': 'tyasiglesias', 'name': '#boywonder', 'id': '1159113841118027776'}]","['peopl', 'singapor', 'make', 'anxiou', 'coteach', 'told', 'never', 'seen', 'said', 'like', 'silent', 'world', 'war', 'super', 'scari', 'putaaaa']"
99,1.2397614056679875e+18,1.2397614056679875e+18,2020-03-17,11:52:07,1.040913483745751e+18,fatimashahrull,FATIMASHAHRUL EMPIRE,,Panic buying at Johor Bahru is so crazy,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/fatimashahrull/status/1239761405667987462,0.0,[],"['mani', 'peopl', 'stock', 'supermarket', 'due', 'worsen', 'outbreak']"
100,1.2397520471104512e+18,1.2397520471104512e+18,2020-03-17,11:14:56,1076703762.0,loges__rao,C J L,,we laughed at singapore for panic buying and look at us now,en,[],[],[],0.0,1.0,3.0,[],https://twitter.com/loges__rao/status/1239752047110451200,0.0,[],"['long', 'queue', 'supermarket', 'groceri', 'singapor', 'govern', 'rais', 'diseas', 'outbreak', 'alert', 'level', 'dorscon', 'yellow', 'orang']"
101,1.239739509274624e+18,1.239739509274624e+18,2020-03-17,10:25:06,633515282.0,1mpzz,Nic ニコラス,,"Woah, the queue at the supermarket is longer than the one at the lottery booth. #covid19 #singaporepools #panicbuying #singapore #pandemic #sg",en,[],[],[],0.0,0.0,0.0,"['covid19', 'singaporepools', 'panicbuying', 'singapore', 'pandemic', 'sg']",https://twitter.com/1mpzz/status/1239739509274624000,0.0,[],"['stop', 'shop', 'groceri', 'item', 'redmart']"
102,1.239736777578926e+18,1.239736777578926e+18,2020-03-17,10:14:15,46248525.0,eugenioferrante,Eugenio Ferrante,,"Right now in #Singapore: My mom (who is here since Jan 24 and won’t go back to #Italy anytime soon) just called me from the #supermarket asking if there is any bad news. Apparently there is #panicbuying again. She left without buying anything, too many people... #covin19",en,[],[],[],2.0,0.0,2.0,"['singapore', 'italy', 'supermarket', 'panicbuying', 'covin19']",https://twitter.com/eugenioferrante/status/1239736777578926080,0.0,[],"['swear', 'god', 'real', 'singapor', 'announc', 'orang', 'level', 'dorscov', 'thin', 'boundari', 'go', 'rel', 'level']"
104,1.2396924006933668e+18,1.2396924006933668e+18,2020-03-17,07:17:55,704321450.0,_wombatwarlock,Nelson,,People be panic buying stuff like toilet paper but my mum here just bought six tubs of ice cream. Noice.  https://t.co/6DJE90FVsb,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETRFqXTWAAMvyko.jpg'],0.0,0.0,3.0,[],https://twitter.com/_WombatWarlock/status/1239692400693366784,1.0,[],"['face', 'mask', 'unwarr', 'low', 'risk', 'countri', 'could', 'pose', 'risk', 'health', 'care', 'worker']"
105,1.239596012580176e+18,1.239596012580176e+18,2020-03-17,00:54:54,20900737.0,andrewhahalee,Andrew Haha Lee,"{'type': 'Point', 'coordinates': [1.34, 103.7]}",People do know that food stockpile bought on the same day are gonna expire on the same day right? Lmao.  #coronavirus #panicbuying #COVID19 #singapore,en,[],[],[],0.0,0.0,1.0,"['coronavirus', 'panicbuying', 'covid19', 'singapore']",https://twitter.com/andrewhahalee/status/1239596012580175872,0.0,[],
106,1.2395895559734108e+18,1.2395895559734108e+18,2020-03-17,00:29:15,633515282.0,1mpzz,Nic ニコラス,,Panic buying part 2 has begun. #covid19 #singapore #sg,en,[],[],[],0.0,0.0,0.0,"['covid19', 'singapore', 'sg']",https://twitter.com/1mpzz/status/1239589555973410817,0.0,[],
107,1.239584772977881e+18,1.239584772977881e+18,2020-03-17,00:10:14,1.1289896224642007e+18,aliisbk1,AliciaCtheWorld,,This is going to trigger another round of panic buying in Singapore and manpower crunch.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/AliIsBk1/status/1239584772977881088,0.0,[],
108,1.2395821198289797e+18,1.2395821198289797e+18,2020-03-16,23:59:42,45474858.0,shootingestar,Marcos Not A Hero,,2nd round of Panic Buying here in SG due to Malaysia lockdown.,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/shootingestar/status/1239582119828979712,0.0,[],
114,1.239472956146774e+18,1.239472956146774e+18,2020-03-16,16:45:55,432074219.0,mbspinks,Michael Spinks,,"I went to the grocery store at 2:30pm on a Monday. The place was a lot busier than normal. Like people are sensing another panic buying spree ahead of Singapore's latest jump of 24 COVID19 cases. Me? Just stocking up on wine, whiskey &amp; a few rolls of toilet paper just in case. 😷",en,[],[],[],1.0,0.0,1.0,[],https://twitter.com/mbspinks/status/1239472956146774016,0.0,[],
115,1.2392886711419412e+18,1.2392886711419412e+18,2020-03-16,04:33:38,3312571220.0,yehnomaybe,yehnomaybe,,This panic buying has to stop @realDonaldTrump #CoronaVirusUpdates #panicshopping  https://t.co/Cm9SItoE8x,en,"[{'screen_name': 'realdonaldtrump', 'name': 'donald j. trump', 'id': '25073877'}]",['https://www.ft.com/content/cf7ec42a-66bb-11ea-800d-da70cff6e4d3'],[],0.0,0.0,0.0,"['coronavirusupdates', 'panicshopping']",https://twitter.com/yehnomaybe/status/1239288671141941248,0.0,[],
116,1.2388587723715256e+18,1.2388587723715256e+18,2020-03-15,00:05:22,306217653.0,mgnpunzalan,Martin Punzalan,,Thanks to whoever printed this!  Please avoid panic buying 🙏🏻  #COVIDー19 #Choronavirus #Philippines #panicbuying #nCoV19  https://t.co/ILslM8O6PJ,en,[],[],['https://pbs.twimg.com/media/ETFPecrUYAACWDf.jpg'],0.0,0.0,0.0,"['covidー19', 'choronavirus', 'philippines', 'panicbuying', 'ncov19']",https://twitter.com/MGNPunzalan/status/1238858772371525632,1.0,[],
117,1.2378671046756106e+18,1.2378372687248097e+18,2020-03-12,06:24:50,15629168.0,anagha_sg,Anagha,,@amritajc Haha.. so it’s spread there too??.. the panic buying.. it happened here in SG for about 2 days &amp; then govt put in restrictions. Things are normal now!🤦‍♀️ But such irresponsible and anti social behavior this is !!,en,[],[],[],1.0,0.0,1.0,[],https://twitter.com/anagha_SG/status/1237867104675610625,0.0,"[{'screen_name': 'amritajc', 'name': 'Amu 🌸🦋', 'id': '381945050'}]",
118,1.2369302680211825e+18,1.2366402796055552e+18,2020-03-09,16:22:11,61984753.0,danogunshakin,Dan Ogunshakin,,@CouchNish You guys are behind the 8-ball. We had our toilet roll panic buying weeks ago!!,en,[],[],[],1.0,0.0,3.0,[],https://twitter.com/DanOgunshakin/status/1236930268021182464,0.0,"[{'screen_name': 'CouchNish', 'name': 'Couch Nish', 'id': '1012721484412801024'}]",
119,1.236819369709015e+18,1.236819369709015e+18,2020-03-09,09:01:31,121646471.0,waynegkline,Wayne Kline,,"Toilet Paper 🧻 is safe in Melbourne, Australia 🇦🇺 #toiletpaperpanicbuying #toiletpapergate #toiletpaperwars #panicbuying #ToiletPaperApocalypse #coronavirusaus #Melbourne #COVIDー19 #australia  https://t.co/WyNC1qNAxn",en,[],[],['https://pbs.twimg.com/media/ESoQpnTUcAA-fu2.jpg'],2.0,1.0,5.0,"['toiletpaperpanicbuying', 'toiletpapergate', 'toiletpaperwars', 'panicbuying', 'toiletpaperapocalypse', 'coronavirusaus', 'melbourne', 'covidー19', 'australia']",https://twitter.com/WayneGKline/status/1236819369709015041,1.0,[],
120,1.2366274795335025e+18,1.2362593863660134e+18,2020-03-08,20:19:01,134866460.0,davidjrainey,David Rainey 🇸🇬,,"@socintuk You might want to take a look at Hong Kong. About a month ago a rumour started there that if they closed the border with China, they’d run out of TP in 2 days. This provoked panic buying and when Singapore moved to DORSCON Orange the TP panic buying was repeated here. And now ROW",en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/davidjrainey/status/1236627479533502464,0.0,"[{'screen_name': 'socintuk', 'name': 'SOCINT', 'id': '783924280144826368'}]",
121,1.2365405122928108e+18,1.2365405122928108e+18,2020-03-08,14:33:26,7.977693379605914e+17,lewiscoxealing,Lewis,,A Singaporean taxi driver just laughed in my face when I told her British people are panic buying toilet paper because of #COVIDー19.  😐🤔🤨,en,[],[],[],0.0,3.0,12.0,['covidー19'],https://twitter.com/LewisCoxEaling/status/1236540512292810753,0.0,[],
122,1.236174266686509e+18,1.236174266686509e+18,2020-03-07,14:18:06,121646471.0,waynegkline,Wayne Kline,,"This is absolutely embarrassing and not just restricted to idiots in Australia, but this is just so un-Australian. From everything I have read &amp; heard, Coronavirus does not cause Diarrhea! #panicbuying #toiletpaperpanic #australia #coronavirus #COVIDー19",en,[],[],[],1.0,0.0,2.0,"['panicbuying', 'toiletpaperpanic', 'australia', 'coronavirus', 'covidー19']",https://twitter.com/WayneGKline/status/1236174266686509056,0.0,[],
123,1.2357577707558666e+18,1.2357577707558666e+18,2020-03-06,10:43:06,1237121.0,longwelsh,Ed Truckell,,"Regarding this panic buying, I don’t understand why there’s a run on toilet paper? You’re not going to poop yourself to death. There’s plenty of other cases where you will but not this.",en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/longwelsh/status/1235757770755866624,0.0,[],
124,1.2350039462230712e+18,1.2349395294732e+18,2020-03-04,08:47:40,23805402.0,nancycnbc,Nancy Hungerford,,"@contessabrewer My mom sent 4 boxes of Clorox and hand wipes from US to Singapore a month ago during peak panic buying here, now I’m worried she may want them back the way things are going 🌎 🤦‍♀️",en,[],[],[],0.0,0.0,2.0,[],https://twitter.com/NancyCNBC/status/1235003946223071232,0.0,"[{'screen_name': 'contessabrewer', 'name': 'Contessa Brewer', 'id': '16456599'}]",
125,1.234142132564185e+18,1.234072970500477e+18,2020-03-01,23:43:08,43050247.0,yazbanz,𝕐𝔹 Ö^Ø,,@abearfromSEA @rennardho Like what? Panic buying?,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/yazbanz/status/1234142132564185088,0.0,"[{'screen_name': 'abearfromSEA', 'name': 'Bear', 'id': '91025651'}, {'screen_name': 'rennardho', 'name': 'Zhaoxian', 'id': '317081288'}]",
126,1.2315583901506806e+18,1.2315583901506806e+18,2020-02-23,20:36:16,121646471.0,waynegkline,Wayne Kline,,Good to see the Supermarket is back to normal. Fully stocked and not 10 deep at each register. #panicbuying #tanglinmall #singapore  https://t.co/mtmuMM21E4,en,[],[],['https://pbs.twimg.com/media/ERdf0paUEAEzx4a.jpg'],0.0,1.0,4.0,"['panicbuying', 'tanglinmall', 'singapore']",https://twitter.com/WayneGKline/status/1231558390150680581,1.0,[],
127,1.2311079036474327e+18,1.2311079036474327e+18,2020-02-22,14:46:11,90597912.0,poortan,poor tan,,"Hong Kong netizens offended by Chan Chun Sing’s “disgraceful” remarks, saying Singapore do not understand Hong Kong’s actual situation  https://t.co/gOp4FAPBtj panic buying  happens here..so idiots apply to them? For a minister to speak this way is like talking down to soldiers",en,[],['https://www.theonlinecitizen.com/2020/02/20/hong-kong-netizens-offended-by-chan-chun-sings-disgraceful-remarks-saying-singapore-do-not-understand-hong-kongs-actual-situation/'],[],0.0,0.0,0.0,[],https://twitter.com/poortan/status/1231107903647432704,0.0,[],
128,1.229643467074093e+18,1.229643467074093e+18,2020-02-18,13:47:02,4785314062.0,culturedf,Dave / Cultured Left Foot,,"Home Town Hero episode 6 of Seaosn 6 and Folkestone Invicta (@FIFC) are at the end of the January transfer window....   I’m not panic buying, you are!    https://t.co/Z9FF6tzbWO",en,"[{'screen_name': 'fifc', 'name': 'folkestone invicta', 'id': '71055605'}]",['https://youtu.be/5cAD5tCAHMw'],[],0.0,1.0,2.0,[],https://twitter.com/CulturedF/status/1229643467074093056,0.0,[],
129,1.2295774614378783e+18,1.2294071865578332e+18,2020-02-18,09:24:45,14471806.0,ben_rolfe,Ben Rolfe,,"@loigloo @mlipsitch @AmeshAA The response here in Singapore is very methodical. Gov. narrative changed yesterday: Whatsapp to nation “COVID-19 is likely to spread around the world &amp; here. We must be prepared for this”. We have seen widespread panic buying in recent days, now calm. SG is the gold standard IMO",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/ben_rolfe/status/1229577461437878278,0.0,"[{'screen_name': 'loigloo', 'name': 'loigloo', 'id': '22483842'}, {'screen_name': 'mlipsitch', 'name': 'Marc Lipsitch', 'id': '75937326'}, {'screen_name': 'AmeshAA', 'name': 'Amesh Adalja', 'id': '227429355'}]",
130,1.2288597763327877e+18,1.2288597763327877e+18,2020-02-16,09:52:56,121646471.0,waynegkline,Wayne Kline,,"Sunday Latte while waiting for Groceries delivery, which is still a 7 day lead time! #sunday #latte #panicbuying #wayneshome #singapore  https://t.co/IIvzybwPkg",en,[],[],['https://pbs.twimg.com/media/EQ3Jc2OUYAAp2yS.jpg'],1.0,0.0,1.0,"['sunday', 'latte', 'panicbuying', 'wayneshome', 'singapore']",https://twitter.com/WayneGKline/status/1228859776332787712,1.0,[],
131,1.2286345711276564e+18,1.2286200768545997e+18,2020-02-15,18:58:03,1482348127.0,mferrisn,M.Faris.N,,@QweenSativaa It’s the boomer panic buying.,en,[],[],[],0.0,1.0,1.0,[],https://twitter.com/MFerrisN/status/1228634571127656449,0.0,"[{'screen_name': 'QweenSativaa', 'name': '♦La Tosca 💀', 'id': '50233120'}]",
132,1.2267348383858033e+18,1.2267348383858033e+18,2020-02-10,13:09:11,68365963.0,inverselyfallin,Jhaynne Santiago,,"Alms, alms, alms give me 5kg of jasmine rice. #panicbuying #nCoV #wuHunt #SingaporeTogether   #whereonearthismj  https://t.co/7JKvi7gGZP",en,[],[],['https://pbs.twimg.com/media/EQY81E6UEAEKIJ4.jpg'],2.0,3.0,4.0,"['panicbuying', 'ncov', 'wuhunt', 'singaporetogether', 'whereonearthismj']",https://twitter.com/inverselyfallin/status/1226734838385803264,1.0,[],
133,1.226719848320815e+18,1.226719848320815e+18,2020-02-10,12:09:37,46369896.0,udibenson,uncle roger,,"You know what’s worse than seeing aunties and uncles panic buying in almost every damn market? Seeing the millennials doing the same fucking thing. they’re normalising this behaviour dude wtf I’m ready to fight la, period.",en,[],[],[],0.0,1.0,0.0,[],https://twitter.com/UdiBenson/status/1226719848320815104,0.0,[],
135,1.2264035827625697e+18,1.2264035827625697e+18,2020-02-09,15:12:54,61984753.0,danogunshakin,Dan Ogunshakin,,Oddest thing about the panic buying in Singapore due to the Coronavirus? No spring onions! #coronavirussingapore,en,[],[],[],4.0,0.0,4.0,['coronavirussingapore'],https://twitter.com/DanOgunshakin/status/1226403582762569728,0.0,[],
136,1.226334159334867e+18,1.2260212924002427e+18,2020-02-09,10:37:02,14671843.0,dreampipe,dreampipe :: the 🔴 fanboi,,@slangille It’s not great but too much panic buying is the main gripe at the moment,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/dreampipe/status/1226334159334866944,0.0,"[{'screen_name': 'slangille', 'name': 'stew langille', 'id': '9263582'}]",
137,1.2261575840230072e+18,1.2261575840230072e+18,2020-02-08,22:55:23,1007232038.0,yapcaleb,Caleb Yap Yongwei,"{'type': 'Point', 'coordinates': [1.31864099, 103.89390589]}","Meanwhile at Paya Lebar NTUC... years from now we are going to be laughing about this coronavirus panic-buying, and all the funny things our countrymen do. @ SingPost Centre  https://t.co/MjQD7sweL4",en,[],['https://www.instagram.com/p/B8T1xMQH5h8CtUwP8Uo44gI6eFT7gUa3Y6B4YA0/?igshid=1xis5sqlzh33p'],[],0.0,0.0,0.0,[],https://twitter.com/yapcaleb/status/1226157584023007232,0.0,[],
139,1.22606465270408e+18,1.22606465270408e+18,2020-02-08,16:46:07,121646471.0,waynegkline,Wayne Kline,,Absolute madness in the Supermarket. Apparently much worse this morning. Thankfully I did not have to go in. #tanglinmall #panicbuying #Singapore  https://t.co/bwyW4TEUJp,en,[],[],['https://pbs.twimg.com/media/EQPbTOQU0AUUbPf.jpg'],0.0,0.0,1.0,"['tanglinmall', 'panicbuying', 'singapore']",https://twitter.com/WayneGKline/status/1226064652704079872,1.0,[],
140,1.2260645260401582e+18,1.2260645260401582e+18,2020-02-08,16:45:36,291501820.0,yijunian,yijunian 江毅俊,,"this. should’ve known that it’s not “panic buying” at fault here. i mean, what’s the use of all that toilet paper if people were truly scared shitless? 💁🏻‍♂️  https://t.co/sjrwT1th80",en,[],['https://drury-sussex-the-crowd.blogspot.com/2012/03/logic-of-panic-buying.html?m=1'],[],0.0,0.0,1.0,[],https://twitter.com/yijunian/status/1226064526040158209,0.0,[],
141,1.2260402669324042e+18,1.2260402669324042e+18,2020-02-08,15:09:13,500329838.0,itsmecisquito,Francis Quito,,Panic buying na sa lugar namin. You have to trust the Lord in all ways. Dont lean on your own. 🙏👆,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/itsmecisquito/status/1226040266932404224,0.0,[],
142,1.2260252673926472e+18,1.2260252673926472e+18,2020-02-08,14:09:36,417595881.0,ebglen_tan,ebbe tan,"{'type': 'Point', 'coordinates': [1.31583, 103.765]}","While others are still panic buying, just formulated a cure for panic...😷 @ Clementi, Singapore  https://t.co/Snxm2ngruk",en,[],['https://www.instagram.com/p/B8S5j2EgiWXmHCcfrPJRNVdHV4-XXixPLBmCkA0/?igshid=bsrxrof74lmg'],[],0.0,0.0,0.0,[],https://twitter.com/ebglen_tan/status/1226025267392647169,0.0,[],
143,1.2259960606880276e+18,1.2259960606880276e+18,2020-02-08,12:13:33,284096922.0,enggul,Enggulbert,"{'type': 'Point', 'coordinates': [1.3507, 103.8731]}","They're Panic Buying All The Rice And Toilet Papers (???), And I Just Wanna Go To The Supermarket To Buy Veggies For My Pinakbet! #tookmeforever 🙄 @ Serangoon, Singapore  https://t.co/SXakpzSmDc",en,[],['https://www.instagram.com/p/B8SsUl3gXxJ/?igshid=jg5ead2m515f'],[],0.0,0.0,0.0,['tookmeforever'],https://twitter.com/enggul/status/1225996060688027648,0.0,[],
144,1.2259772021408604e+18,1.2259772021408604e+18,2020-02-08,10:58:37,6706682.0,scorpdin,Dinesh Subramaniam,,"While there’ll eventually be a cure for the virus, there’ll never be a cure for stupidity. #WuhanVirus #Singaporeans #Singapore #panicbuying #protectivegear 🤦🏽‍♂️  https://t.co/y0qAOEaDWe",en,[],[],"['https://pbs.twimg.com/media/EQOLwwYVUAAnqVj.jpg', 'https://pbs.twimg.com/media/EQOLwwYUwAA1VnF.jpg']",0.0,3.0,8.0,"['wuhanvirus', 'singaporeans', 'singapore', 'panicbuying', 'protectivegear']",https://twitter.com/scorpdin/status/1225977202140860417,1.0,[],
145,1.225958370328236e+18,1.225958370328236e+18,2020-02-08,09:43:47,7261462.0,vinyarb,Rich | SideHustleRich,,OMG Guys!!!! Stop with all the panic buying!!!  Leave some for me! 😂,en,[],[],[],1.0,0.0,2.0,[],https://twitter.com/vinyarb/status/1225958370328236032,0.0,[],
146,1.2259547097158697e+18,1.2259547097158697e+18,2020-02-08,09:29:14,477235645.0,avrilxxiii,Aprylle Marie Factor 💫,,"with all these hoarding/panic-buying that's happening in #Singapore, i feel like i'm in a zombie apocalypse movie! 😷😰 #CoronavirusOutbreak",en,[],[],[],0.0,0.0,1.0,"['singapore', 'coronavirusoutbreak']",https://twitter.com/avrilxxiii/status/1225954709715869696,0.0,[],
147,1.2259505634240676e+18,1.2259505634240676e+18,2020-02-08,09:12:46,112194493.0,evgbeats,Evgeni Atanasov,,Are you serious? All selling out in Singapore due to panic. #panicbuying  https://t.co/aqbFJlZMAN,en,[],[],['https://pbs.twimg.com/media/EQNziV_VUAAVj9u.jpg'],0.0,0.0,1.0,['panicbuying'],https://twitter.com/EvGBeats/status/1225950563424067585,1.0,[],
149,1.2258340642564588e+18,1.2258340642564588e+18,2020-02-08,01:29:50,112194493.0,evgbeats,Evgeni Atanasov,,Even @amazon Prime has no delivery windows for 2 days. Wtf. #Singapore #panicbuying,en,"[{'screen_name': 'amazon', 'name': 'amazon', 'id': '20793816'}]",[],[],0.0,0.0,0.0,"['singapore', 'panicbuying']",https://twitter.com/EvGBeats/status/1225834064256458752,0.0,[],
150,1.2258122152083948e+18,1.2258122152083948e+18,2020-02-08,00:03:01,40859142.0,fafuierice,Fafui,,People are panic buying here in Singapore and it makes me anxious that my coteacher told me that she had never seen this before. She said it’s like the silent World War 3 and it’s super scary. Putaaaa.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/fafuierice/status/1225812215208394752,0.0,[],
151,1.2257976198063923e+18,1.2257976198063923e+18,2020-02-07,23:05:01,598130345.0,glennarden_,GRG,,panic buying of groceries... seriously??? #Singapore   Please Remain CALM!,en,[],[],[],1.0,0.0,1.0,['singapore'],https://twitter.com/glennarden_/status/1225797619806392320,0.0,[],
152,1.225793643711066e+18,1.225793643711066e+18,2020-02-07,22:49:13,62835730.0,kenib0i,@kenib0i,,SG is in Code Orange due to Wuhan Virus and people starts Panic Buying supplies. This is scary!,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/kenib0i/status/1225793643711066113,0.0,[],
154,1.2257907434211901e+18,1.2257907434211901e+18,2020-02-07,22:37:41,633515282.0,1mpzz,Nic ニコラス,,Many people are panic-buying and stocking up at the supermarkets due to the worsening of the #coronavirus outbreak. #WuhanCoronavius #panicbuying #singapore #sg,en,[],[],[],0.0,0.0,0.0,"['coronavirus', 'wuhancoronavius', 'panicbuying', 'singapore', 'sg']",https://twitter.com/1mpzz/status/1225790743421190144,0.0,[],
155,1.2257869179936358e+18,1.219409456733143e+18,2020-02-07,22:22:29,15760735.0,septian,Septian Hartono ن 😷💉,,Long queues in supermarkets and panic-buying of groceries in Singapore after the government raises the disease outbreak alert level (DORSCON) from Yellow to Orange.  #Wuhan #coronavirus #2019nCoV #CoronavirusOutbreak  https://t.co/ALhs1uhwNR,en,[],[],"['https://pbs.twimg.com/media/EQLeozBUYAEHYL-.jpg', 'https://pbs.twimg.com/media/EQLep8PUcAEWflr.jpg', 'https://pbs.twimg.com/media/EQLerLxUcAAQhNf.jpg', 'https://pbs.twimg.com/media/EQLesVUUEAEAc3l.jpg']",1.0,3.0,1.0,"['wuhan', 'coronavirus', '2019ncov', 'coronavirusoutbreak']",https://twitter.com/septian/status/1225786917993635846,1.0,[],
159,1.225772370104701e+18,1.225772370104701e+18,2020-02-07,21:24:41,36258579.0,_iamprincelee_,iamprincelee ᜉ᜔ᜇᜒᜈ᜔ᜐᜒᜉᜒ ᜎᜒᜁᜁ,,Stop panic buying! Shop for your grocery items at redmart  https://t.co/F9R79RW7qp,en,[],[],['https://pbs.twimg.com/media/EQLReIqUYAAE8yc.jpg'],0.0,0.0,0.0,[],https://twitter.com/_iamprincelee_/status/1225772370104700928,1.0,[],
160,1.2257679734758728e+18,1.2257679734758728e+18,2020-02-07,21:07:13,103819251.0,nasseramparna,Nasser Amparna,,Swear to God... panic buying is real here in Singapore after gov't  announced we are on ORANGE LEVEL (DORSCOV) for #nCoV2019   It's a thin boundary to go on REL LEVEL.  https://t.co/SxqU6Btrpu,en,[],[],[],6.0,10.0,12.0,['ncov2019'],https://twitter.com/nasseramparna/status/1225767973475872776,1.0,[],
161,1.2234826637359718e+18,1.2234816622536294e+18,2020-02-01,13:46:12,138341228.0,madewindu8,Gembrong,,@UtdIndonesia Panic buying,en,[],[],[],2.0,0.0,0.0,[],https://twitter.com/madewindu8/status/1223482663735971840,0.0,"[{'screen_name': 'UtdIndonesia', 'name': 'United Indonesia', 'id': '62190389'}]",
162,1.2234253270550077e+18,1.2234253270550077e+18,2020-02-01,09:58:22,44994710.0,christiiineeee,Christine Wang,,Panic buying of face masks is unwarranted in low risk countries and could pose risks for health care workers  https://t.co/Kd8xxkvJGN,en,[],['https://www.cnbc.com/2020/01/31/china-coronavirus-shortage-of-face-masks-could-pose-risks-for-healthcare-workers.html'],[],1.0,3.0,3.0,[],https://twitter.com/christiiineeee/status/1223425327055007744,0.0,[],
