,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
84,Second Hand News Radio,2471449101957191302,2020-12-24 19:55:13,shnradio,"Photo by Second Hand News Radio on December 24, 2020. May be an image of tree and text that says 'HAPPY HOLIDAYS 80'.","SHN’s Christmas gift to you! Featuring 25 festive songs, including music from Phoebe Bridgers, Lucy Dacus, and The Killers’ holiday album Don’t Waste Your Wishes, this playlist is full of Alt/Indie holiday cheer. SHN wishes you a happy and healthy holiday season ❤️",,24,1
85,SHEIKHISTAN,2471445719770063712,2020-12-24 19:48:40,sheikhistan,,"#JummahMubarak.. 😇
#PAKISTAN_ZINDABAD.. 🇵🇰💚
#SHEIKHISTAN.. 🤓❣
#StayHappyAlways.. 🤩🥳😍
#SHN.. 🤝
#SHNFAM.. 👨‍👩‍👧‍👦
#FS.. 😊",,0,0
86,ڕۆمانی شار,2471441377364766220,2020-12-24 19:39:52,romanyshar,"Photo by ڕۆمانی شار on December 24, 2020. May be an image of monument.",خوێندنی سورەتی الکهف لە شەوان و ڕۆژانی هەینیدا یەکێکە لە سونەتەکان و ئەبێتە نووری نێوان هەردوو هەینیدا بۆ ئەو کەسەی ئەیخوێنێت.  #shn shn,,19,0
87,Sistemas Hidronicos del Norte,2471425377630069265,2020-12-24 19:10:02,sistemashidronicos,,"Que la alegría y el amor reine en sus hogares ¡FELIZ NAVIDAD! 🎄
.
.
.
#SHN #sistemashidrónicos #damosoluciones #navidad2020",,8,0
88,Min Min,2471383062583439002,2020-12-24 17:44:00,minminmin._.minmin,"Photo by Min Min on December 24, 2020.",Self quarantine day 5... Merry Christmas.... #SHN,,2,0
89,VTP,2471378774360571033,2020-12-24 17:35:29,voicethepeople,"Photo by VTP on December 24, 2020. May be an image of 2 people and text that says 'MY LIL KINFOLK MAD CAUSE He GOT ONLINE DAYCARE...'.","😂👀NAAH MAN I FEEL U 😢
.
.
FOLLOW :@VOICETHEPEOPLE
FOLLOW :@VOICETHEPEOPLE
.
.
LIKE~ COMMENT ~TAG YOUR FRIENDS~ SHARE YOUR FAVOURITE POSTS 
.
.
#funnymemes #goodtimes #iglive #competition  #socialdistancing #voicethepeople #swag #showoff #protectthenhs #explorepage #aljazeera #shn #myheroes #onebrum #nhs #coronavirus #quarantine #isolation #onlineclasses #daycare #baby-bottle #playtime #lockdown2020 #stayindoors #inspire #thoughts #motivation #hardwork #stayhumble #loyalti",,15,0
90,LYDIA,2471307281204128976,2020-12-24 15:13:26,wilderandfrei,"Photo shared by LYDIA on December 24, 2020 tagging @janni2309. May be an image of 2 people and drink.","There’s always a first time for everything. This time we’re totally stuck in SHN for Christmas for the first time in our lives🎄 

With you my darling, even getting stuck in for the holidays is fun 😘🥰

CHEERS and Merry Christmas everyone! 🥂 

#stuckwithyou #stayhomenotice #shn #staycation #holidays #holidayvibes #lifeisbeautiful #christmas2020",,62,4
91,Inktober and beyond,2471300312144697027,2020-12-24 14:59:36,hisstillsverige,"Photo by Inktober and beyond on December 24, 2020. May be a cartoon.","Första utmaningen: flyg till Singapore. Klar! Nu måste vi överleva 14 dagar i strikt karantän, utan tillgång till frisk luft och direkt solljus. Och blir inte sjuk i slutet, såklart.

10 seconds of warmth and humidity before being ushered into air-conditioning yet again. So close, yet so far. Even birdsong doesn’t get to us. But it’s good to be home.

#quarantine #Singapore #SHN #babysfirstflight #comeonkoels #louder",,21,0
92,くうたまーま,2471235903738942221,2020-12-24 12:51:38,coogram510,"Photo by くうたまーま on December 24, 2020. May be an image of Pekinese, outerwear and text that says 'merry 事 christmas B612'.","クリスマスプレゼント🎁に
鬼滅の刃のとみおかさん🥷の洋服が届いたよ♡
予想外に似合ってるかも🤣
おにいちゃんクリスマス🍰並んで買って来てくれた♡
クリスマスコスプレ🎄
くうちゃん独り占め全部食べちゃった🎂

#ペキニーズ#ぺきすたぐらむ #ぺきにーず #いぬすたぐらむ #いぬ #いぬのいる暮らし #クリスマス #クリスマスコフレ #鬼滅の刃 #きめつのやいばコスプレ #とみおかさん #鬼滅の刃 #クリスマスケーキ 
#shn",,33,5
93,Weareready.sg,2471211811943194767,2020-12-24 12:03:46,weareready.sg,Photo by Weareready.sg in We Are Ready at LRT Singapore. May be an image of one or more people and people standing.,"Workout from home or serving SHN at hotel? Why not riding with many friends in online cycling community such as Zwift?
.
NEXGIM MG-03 is AI Powered Exercise Bike  that comes with BT 5.0 to enable you to connect to those virtual apps!
.
Stocks are now ready in Singapore!

#nexgim #excercisebike #workout #cycle #cycling #indoorcycling #indoorbiketrainer #indoorworkout #spinbike #shn #stayhomenoticesg #zwift #zwiftcycling #zwiftsingapore #wearereadysg",We Are Ready at LRT Singapore,9,0
94,Adri Sudomo,2471191611555504958,2020-12-24 11:23:38,adrisudomo,Photo by Adri Sudomo in Singapore.,New replacement for this tracking tag n machine #trace #tracer #quarantine #quarantinelife #singaporeshn #shn #stayhomenotice #stayhomenoticesg,Singapore,7,0
95,Nikki,2471182861279273982,2020-12-24 11:06:14,nikkibots,"Photo by Nikki on December 24, 2020. May be an image of 16 people and text that says 'TheQueen Bikeride Bike ride DAD, Britishbusinessman England mother PLAY THE GAME DIFFERENTLY. Tech HORSE wi-fi ayoungwoman MAY THE HORSE BE WITH YOU'.","what Jem did in quarantine 
#quarantine #shn",,23,3
96,,2471168751515344265,2020-12-24 10:38:12,___s.tano.__,"Photo by @___s.tano.__ on December 24, 2020. May be an image of food.","🎄お食事編🎄🎅
#SHN Day 8

1週間経過
ご飯も一周したかな

お昼に🎄色のクッキー🍪
ケーキ🍰　美味しかった
Thank you so much!!

今日は、クリスマスイブですね🌟🎄
今夜は沢山のサンタさんがプレゼント🎁を沢山運ぶんだろな🎅",,6,2
97,,2471130663158179656,2020-12-24 09:22:32,___s.tano.__,"Photo by @___s.tano.__ on December 24, 2020. May be an image of dessert.","You're almost there 🤗
Hang in there!

なんて嬉しいサプライズ🍰
クリスマス🎄って訳ではなく、
#SHN 半分過ぎましたよ♡の
励ましメッセージ💌",,8,2
98,Jay ✨,2471128029830034759,2020-12-24 09:17:18,jay.mezigue.performance,"Photo by Jay ✨ in Pelvoux. May be an image of one or more people, snow and nature.","Joyeux Noël 🎅... Www.mezigueperformance.com
...
#preparationmentale #preparationphysique #coachingmental #coaching #coachdevie #positive #sport #athlètes #ZEN #preparation #coachdeviepositive #mezigueperformance #performance #sportifsdehautniveau #shn #clubdesport #club #hautniveau #federation #comité#meditation #dialogue #respiration #connaissance #bonheur #sois #auto-hypnose #autoconditionnement #visualisationmentale",Pelvoux,10,2
99,Jay ✨,2471074189747278121,2020-12-24 07:30:20,jay.mezigue.performance,"Photo by Jay ✨ on December 23, 2020. May be an image of 1 person.","Marte Roeiseland : ""Mon coach mental m'apporte beaucoup""
...
""Après le sprint, je n'étais pas très satisfaite, j'ai senti que je pensais trop aux résultats, aux personnes autour de moi. Alors j'ai eu une longue conversation avec Britt, au téléphone.

Elle m'apporte beaucoup et m'a redonné les clés pour rester dans ma bulle, rester moi-même. J'ai seulement essayé de travailler correctement, de faire ma course sans aucune pensée extérieure, tout a bien fonctionné"" avouait-elle dimanche à TV2.

""Ce soir je suis très heureuse après ma victoire sur le mass-start et contente de revenir à la maison, passer les fêtes avec le dossard jaune sur les épaules.""
Ski-nordique.Net
... Www.mezigueperformance.com
...
#preparationmentale #preparationphysique #coachingmental #coaching #coachdevie #positive #sport #athlètes #ZEN #preparation #coachdeviepositive #mezigueperformance #performance #sportifsdehautniveau #shn #clubdesport #club #hautniveau #federation #comité#meditation #dialogue #respiration #connaissance #bonheur #sois #auto-hypnose #autoconditionnement #visualisationmentale",,7,0
100,Adri Sudomo,2470980012257451421,2020-12-24 04:23:13,adrisudomo,Photo by Adri Sudomo in Singapore.,Got 4x calls n video calls from MoH just only this morning coz they can’t tracked me..😭😭 #qurantine #quarantinelife #shn #singaporeshn #tracer #trace #tracetool #homer,Singapore,7,2
101,FamousDman CCP4L  NW71,2470954059613216016,2020-12-24 03:31:39,favdman,"Photo by FamousDman CCP4L  NW71 on December 23, 2020. May be an image of one or more people, outerwear and text that says 'DEATH ROW D.MAN VOLI PARENTAL ADVISORY'.",New music  song mixtape. 🇺🇸👌💯. Coming soon just waiting on it 🧢🗣 {Hoodtragedy}  #Chicago#YEARISTIMEFORAGREAT#GUNPLAN#BLOODMONEY#OTF#Crip#DMAN25#FAMOUSDMAN#HIPHOP#SHN#WC#Westside#Chicagohoodshit#trymakeit#NEWSONG2019#CPPENT#CPP #227 #317 #NW71,,2,0
102,Sydney Health & Nutrition,2470808205006317511,2020-12-23 22:42:36,shnonline.com.au,,"🎄🎅Christmas Trading Hours:
Christmas Eve : 9-6 
Christmas Day: Closed
Boxing Day: 10-2 

Stay Safe 💕

SYDNEY HEALTH & NUTRITION.
#sydneyhealthandnutrition
#teamshn #shn 
shnonline.com.au.
. ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖.
📦Free Shipping over $49.

🚀Express Shipping $4.95.
🛫Same Day Dispatch
💳Afterpay Available Instore and Online.
🎁Free Gift with Every Order...
💰Get Dollars Off with Each Purchase.. shnonline.com.au.
.",Sydney Health and Nutrition,44,0
103,ڕۆمانی شار,2470802159605007359,2020-12-23 22:32:17,romanyshar,,"‎نیگایەکـی 
‎میهرەبانـی "" تۆ "" بەسە بۆ "" من ""
‎تا هەست بکەم لەهیچم کەم نیـە.  #shn shn ❤️",,29,5
104,assisinjet,2470705104333296568,2020-12-23 19:17:01,assisinjet,"Photo by assisinjet on December 23, 2020.","A mágica do Natal está no ar e nós desejamos a todos os clientes dias felizes ao lado de quem amam. Boas Festas!
⠀
#assisinjet #boschservice #trocadeoleo #alinhameto #balanceamento #suspencao #freio #injecaoeletronica #taguatinga #centroautomotivo #autocenter #oficinamecanica #carro #mecanica #revisaoautomotiva #boschCarService #Brasilia #asasul #asanorte #df #lagosul #lagonorte #sudoeste #noroeste #cruzeiro #octogonal #aguasclaras #shn
📍 SHN AE. 189 LOJA 01 - SETOR DE OFICINAS NORTE TAGUATINGA-DF
☎ 61 3354-5151 - WhatsApp: 98549-0098",,17,0
105,Jay ✨,2470694618380116275,2020-12-23 18:56:11,jay.mezigue.performance,"Photo by Jay ✨ in Serre-Chevalier 1350 - Chantemerle. May be an image of 2 people and text that says 'LA TECHNIQUE, LE PHYSIQUE MAIS SURTOUT MENTAL LE METTEZ TOUS LES MOYENS DE VOTRE CÔTÉ MEZIGUE PERFORMANCE'.","Www.mezigueperformance.com
...
....
#preparationmentale #preparationphysique #coachingmental #coaching #coachdevie #positive #sport #athlètes #ZEN #preparation #coachdeviepositive #mezigueperformance #performance #sportifsdehautniveau #shn #clubdesport #club #hautniveau #federation #comité#meditation #dialogue #respiration #connaissance #bonheur #sois #auto-hypnose #autoconditionnement #visualisationmentale",Serre-Chevalier 1350 - Chantemerle,3,0
106,Michelle Chin,2470610159963951840,2020-12-23 16:08:23,sibbin,"Photo by Michelle Chin on December 23, 2020. May be an image of one or more people.",I am bored in the house bored in the house bored. Photo shoot before I left my previous room. #2moresleeps #christmas #day7ofshn #shn #peoplewatch,Grand Copthorne Waterfront Hotel,53,7
107,Thoma-Holec Design,2470576740376951416,2020-12-23 15:02:01,thoma_holec_design_,"Photo by Thoma-Holec Design on December 23, 2020. May be an image of text that says 'SHN LIVE WEBINAR Future Trends for Senior Living Architecture & Design REGISTER NOW'.","Join Senior Housing News (and LuAnn!) for a complimentary, interactive dialogue and presentation on trends shaping the industry featuring entries from the 2020 Architecture and Design Awards program. 

Future Trends for Senior Living Architecture & Design
January 7th 
12:00 PM - 1:00 PM MST

Judges from this year’s program, including LuAnn Holec, and SHN reporter Tim Regan will discuss the winning entries from the 2020 awards and the trends from each category including:

•	Independent Living
•	Standalone Memory Care
•	Assisted Living
•	Renovation / Repositioning
•	CCRCs / Life Plan Communities
•	And more……

Bring your questions for this esteemed panel and learn more about their thoughts for the future of the industry.

REGISTER TODAY! http://ow.ly/1ez250COHqt

#thomaholecdesign #SHN #seniorhousingnews",,1,0
108,Jiezhen,2470572449572143464,2020-12-23 14:53:28,jiezhen,"Photo shared by Jiezhen on December 23, 2020 tagging @jiezhen, @xingfutangsg, @foodpandasg, and @cerebralevent. May be an image of 1 person.","Food/grocery delivery has been a lifesaver this year - whether it’s daily essentials or the more indulgent bubble tea cravings 😜
.
This holiday season, in the spirit of giving, I have been given @foodpandasg discount vouchers to giveaway and just wanted to share the love! 
.
Click on the link in my bio to fill out your details and an email for the coupon codes will be sent to you! (Swipe to see how it works!) We tried it out when @jaredkonggg had a craving for @mcdsg the other day while we were in quarantine 🤣 
.
Beyond food delivery, Food Panda also has delivery options on Pandamart (Food Panda’s own supermarket) and Pandashop (delivery from guardian, 7-eleven and more). Even if you’re an existing Food Panda user, you can still use the codes for other services you haven’t used before! And because #goodthingsmustshare, feel free to share the link with your loved ones too 🥰❤️
.
#foodpandasg #foodpanda #fooddelivery #giveaway #sgfooddelivery #sgfood #sgfoodies #bubbletea #boba #delivery #sharethelove #quarantine #shn",Copthorne King's Hotel Singapore on Havelock,74,0
109,Melissa Cookson,2470522392525873858,2020-12-23 13:14:00,melissadunbarcookson,,"Quarantine day 1
#singapore #shn #swissotelthestamford #couldbeworse #shuggiebain",Swissotel The Stamford,21,2
110,遠藤 優名,2470499889414535817,2020-12-23 12:29:18,harumaro21,"Photo by 遠藤 優名 in Grand Hyatt Singapore. May be an image of woodwork, furniture and bedroom.","Enter Singapore
#Singapore #SHN",Grand Hyatt Singapore,9,0
111,유대현,2470454894906062016,2020-12-23 10:59:54,_anthony.yu,"Photo by 유대현 in Ulsan, South Korea. May be an image of 2 people and people standing.",".

천방지축 좌충우돌 그래도 고마워
내년에 더 멋있게 일하자 👏🏻

#shn
@bok.mani__ 
@love.u.pp
@hey_moumi","Ulsan, South Korea",51,4
112,,2470453512951839298,2020-12-23 10:57:09,___s.tano.__,"Photo by @___s.tano.__ on December 23, 2020.","お食事編
#SHN Day 7

日々のお食事 & 限られた景色しか写真が無くなってきました📷🐹

改めて、この隔離中のお食事事情をお伝えします🍱

こちらのホテルでは、朝・昼・晩　事前にQR Codeで決められたメニューからオーダーをしておきます。
毎日、大体決まった時間にピンポンが鳴り🔔、1つ目の写真のような形で外側のドアノブにお食事がぶら下がっているシステムです。

朝:ん？一昨日くらいに見た感じとかぶる😮　あ、あの時は、スクランブルエッグの代わりに茹で卵2個だったかな🐣

昼:餃子〜🥟 新鮮メニューでテンションアップ💃　
青梗菜もたっぷり

晩:お！こちらも目新しい感じのメニュー🇮🇹 
ミートボールならぬフイッシュボールwithトマトソース🍅
ラタトゥイユ・グラタン風ペンネ

本日は新鮮メニューが多くて気分が代わり楽しめました😋
しかし、定期的に私を襲う？美味し〜い♥ものが食べたい病が勃発中🐽

日本から少なめ？に持ってきた美味しいお菓子シリーズも無くなってしまいました😱
生命線が…

✐本日の学び✐
インド料理について

インド料理の煮込み料理全般 ""curry"" と言うと思っていましたが、それぞれ固有の名称があること知りました。
#korma
#sambar
#dalmakhani
#rojanjosh
#methimatarmalai  などなど

🇸🇬は、中華系　マレー系　
インド系　欧米系　多様性に富んだ国です。
それに併せ、グルメの種類も豊富です。
それぞれの文化を食を通して楽しんで学んで行きたいと思っています🐹",,9,2
113,Sydney Health & Nutrition,2470430858616790546,2020-12-23 10:12:09,shnonline.com.au,"Photo by Sydney Health & Nutrition in Sydney Health and Nutrition with @nutritionsystems, @nadin_boum2, and @ghostlifestyle. May be an image of 1 person.","Almost sold out ⛔️ FREE Ghost Hat with Ghost Whey Purchase 

SYDNEY HEALTH & NUTRITION.
#sydneyhealthandnutrition
#teamshn #shn 
shnonline.com.au.
. ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖.
📦Free Shipping over $49.

🚀Express Shipping $4.95.
🛫Same Day Dispatch
💳Afterpay Available Instore and Online.
🎁Free Gift with Every Order...
💰Get Dollars Off with Each Purchase.. shnonline.com.au.
.",Sydney Health and Nutrition,76,13
114,Jess Ngian,2470414971751533358,2020-12-23 09:40:35,the_asian_ashtangi,"Photo by Jess Ngian in Shangri-La Hotel, Singapore. May be an image of one or more people.",".
Serving my SHN - Day 4. 
.
I can never imagine myself in this situation but I always think it will be easy because I’m quite a homebody. I don’t really have to go out im quite happy being home. 
.
But this though is another level.
.
I’m super grateful I’m allocated a nice hotel and a window to look out to people having a life. 🙏🏻
.
10 more days! Can’t wait to smell the air out there! 
. 
.
.
#pinchamayurasana #pincha #forearmstand #forearmbalance #yogapractice #shn #singapore #yogalove #yogainspiration #yogalife #yoga","Shangri-La Hotel, Singapore",23,2
115,,2470294339752619730,2020-12-23 05:40:54,abeveragelife,"Photo by @abeveragelife on December 22, 2020. May be an image of text that says 'DAY fourteen Dobby is Free'.","A couple days late because I was getting settled into my new 🇸🇬 apartment! The last of my 14 day quarantine 🙌
.
.
.
#shn #singapore #quarantine #dailysketch #handlettering #sakuramicron @sakuraofamerica #calligraphy #lettering #letteringdaily #sketchaday #asketchaday2020 #creativejourney #drawing #drawingoftheday #letteringco #dobbyisafreeelf","Holland Village, Singapore",19,0
116,Amrat Chugani,2470261472347163126,2020-12-23 04:35:36,amumumus,"Photo by Amrat Chugani in Swissotel The Stamford. May be an image of night, buildings and skyscraper.",Singapore skyline at night. View courtesy of @swissotelthestamford and this awesome hotel room. #shn #quarantine #quarantinelife #2020,Swissotel The Stamford,31,0
117,タン • ショーン | Tan • Sean,2470234035240362963,2020-12-23 03:41:06,tan_sean1981,"Photo by タン • ショーン | Tan • Sean on December 22, 2020. May be an image of buildings and cloud.","The light shines in the darkness, and the darkness has not overcome it. - John 1:5

Last day today! Can’t believe the 2 weeks is finally over. It has been quite a good time of rest and rejuvenation. Thank God for providing for all of our needs.

#shn #itisfinished #john15",,14,0
118,VTP,2470228988462699965,2020-12-23 03:31:04,voicethepeople,"Photo by VTP on December 22, 2020. May be an image of 1 person.","😅HUH WHAA!!?? 👀😛
.
.
FOLLOW :@VOICETHEPEOPLE
FOLLOW :@VOICETHEPEOPLE
.
.
LIKE~ COMMENT ~TAG YOUR FRIENDS~ SHARE YOUR FAVOURITE POSTS 
.
.
#nsg #tier4 #london #lockdown2020 #coronavirus #evolution #nhs #funnymemes #goodtimes #iglive #competition  #socialdistancing #voicethepeople #swag #showoff #protectthenhs #skynews #explorepage #shn #myheroes #onebrum #coronavirus #quarantine #isolation #lockdown2020 #stayindoors #inspire #thoughts #motivation #hardwork #stayhumble #loyalti",,12,0
119,B a r b i e ✨,2470191046921618767,2020-12-23 02:15:41,barbie.qv,"Photo by B a r b i e ✨ on December 22, 2020. May be an image of furniture and bedroom.","There's always a first time for everything.
Last day and final hours of my SHN (Stay Home Notice) at Grand Hyatt Hotel. 
After 14days in one room, SHN wasn't that difficult to get by after all. I enjoyed every bit of this stay home moment. Took this opportunity to rest this body that has been working hard all these years. Truly grateful to be quarantined in this hotel from efficiency, great food, comfort and safety. To the hotel staffs, thank you for making sure my stay is as comfortable as possible. Thank you for the great experience! 🙏🏼

Now, I'm looking forward to be reunited with family and just in time for tomorrow's Noche Buena! 🥰 Merry Christmas to you and your families! 🎄

Room 684 checking out 💙

#quarantinehotel #shn #staysafe #quarantine",Orchard Road,27,10
120,@Mahera_ Mehwish 🥰🥰,2470164869884588797,2020-12-23 01:23:40,shn0007,"Photo by @Mahera_ Mehwish 🥰🥰 on December 22, 2020. May be a closeup of one or more people, hair and outerwear.","#shn-2270✨
#fashionblogger 
#instafood 
#instamood 
#instalike #instaworld🤞🤞🤞 
#gainwithbundi #gainwithmachina 
#gainwithspikes #gainwithmugweru 
#goodvibes #morningvibes #morningmotivation ✨✨✨🔥🔥🔥",,146,16
121,Sydney Health & Nutrition,2470131101105370057,2020-12-23 00:16:35,shnonline.com.au,"Photo shared by Sydney Health & Nutrition on December 22, 2020 tagging @gatsupplements.","FREE CREATINE! When you purchase @gatsupplements Nitraflex Preworkout instore and online. 
Ends Boxing Day

SYDNEY HEALTH & NUTRITION.
#sydneyhealthandnutrition
#teamshn #shn 
shnonline.com.au.
. ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖.
📦Free Shipping over $49.

🚀Express Shipping $4.95.
🛫Same Day Dispatch
💳Afterpay Available Instore and Online.
🎁Free Gift with Every Order...
💰Get Dollars Off with Each Purchase.. shnonline.com.au.
.
_ _",Sydney Health and Nutrition,39,8
122,Zoe Here 👋🏻,2470095491757910697,2020-12-22 23:05:50,glowwithzoe_,"Photo by Zoe Here 👋🏻 on December 22, 2020. May be an image of eyewear.","✨Day 2 
.
☁️It’s quite difficult to focus to study in hotel but anyways need to try my best cuz I will be having a test when school opens
.
☁️By the way, the subject I study today is biology (one of my fav subject) Anyone likes biology too ?🤣🤣
.
.
.
.

.
.
.
.
.
.
.
.

.
.
#studygram #studymotivation #biology #biologynotes #stabilo #notetaking #studyinspiration #studyingmoodx #studypost #studyhard #quarantine #shn #studygrammer #studygrammalaysia #studygramsingapore",,50,8
123,مزون مردانه | مزون اِس اِچ اِن,2469932371620762566,2020-12-22 17:41:44,shn.mezon,"Photo shared by مزون مردانه | مزون اِس اِچ اِن on December 22, 2020 tagging @shn.mezon, and @shn.one.size. May be an image of outerwear.","‎🔳مزون مردانه اِس اِچ اِن🔳
‎👕 يقه اسكي
‎📏 XL,L : سايزبندي
‎🔸 رنگبندي : مشكي ، خردلي ، آبي ، ذغالي ، سفيد
‎🔹 جنس : بافت ريز
•——————————•
‎❌ قيمت : دايركت
‎🛵 تحويل تهران 1 ساعته
‎📬 تحويل شهرستان 24 ساعته
‎🛍 خريد حضوري با هماهنگي قبلي
‎✅ هزينه ارسال به عهده مشتري عزيز ميباشد
‎📍 محموديه ، ارديبهشت
‎⏰ ساعت كاري 13:00 الي 21:00
📱 09121381850
☎️ 02122665193
🆔 @shn.mezon
▪️ #shn.mezon#مزون_مردانه#مزون_آنلاين 
‎▪️ #بافت_مردانه#بافت_پاييزه#بافت_يقه_اسكي 
‎▪️ #يقه_اسكي_مشكي#يقه_اسكي_شيك 
‎▪️ #يقه_اسكي_مردانه#يقه_اسكي_پسرانه 
‎▪️ #يقه_اسكي#يقه_اسكى#يقه_اسكي_بافت",Mahmoodiyeh,100,9
124,Michelle Chin,2469872564468436884,2020-12-22 15:42:55,sibbin,"Photo by Michelle Chin on December 22, 2020. May be an image of christmas tree.",Quarantine life - just playing with my camera setting for different effects. Made some origami xmas tree and xmas wreath to brighten up the room. #christmas #christmastree #christmaslights #origami #christmaswreath #shn #quarantine #day6ofquarantine #cockroachhotel,Grand Copthorne Waterfront Hotel,31,1
125,🥇Valérie Gerhards LABEL INSEP,2469872017093243585,2020-12-22 15:41:50,coach_sportif_mental,Zak,"Pour représenter le KARATE, j’ai choisi Zakariya TAGUIGUE 🏆 (je ne le coache pas)🎗
🔆
Zak, 53 ans, a débuté sa pratique du karaté vers l’âge de 10 ans au SKC Haute Savoie chez Mme et M. Dumont à Seynod, et s’est impliqué dans l'enseignement dès l'âge de 15 ans 👍
🔆
Compétiteur au niveau national dans les années 80, il a été médaillé en Kata équipe et en Kumite combat individuel 🏆 Il vient d’obtenir en décembre son 6ème Dan 🥋 
🔆
En 1994, après l'obtention de son Brevet d'Etat, il a fondé l’Ecole de Karaté Shotokan d'Annecy au centre Artys, dont le nom est devenu ensuite Annecy karaté. Il en est le directeur technique depuis sa création 🎯
🔆
Il a formé près de 250 ceintures noires au cours de sa carrière, et est formateur du Diplôme d’Instructeur Fédéral pour la Zone Inter-Départementale Dauphiné Savoie (Haute-Savoie, Savoie, Drôme, Ardèche, Isère et l'Ain). Secrétaire des grades DAN du Dauphiné- Savoie pendant près de 20 ans, il vient d'être nommé responsable des grades 3 et 4ème Dan de la Ligue Auvergne Rhône-Alpes 💪
🔆
Père de 3 adorables filles, Zak est le compagnon de ma cousine Ophélie, et je les remercie tous les deux pour leurs accords de publication 😍
🔆
#artmartial #clubsports #compétition #formateur #évolution #guider #SHN #transmettre #expérience #communauté #enduranceathlete #karaté #medaille #entraînement #epanouissement #etatdesprit #père #sérénité #accompagnement #competitions #encourager #forces #responsable",Annecy,34,1
126,مزون مردانه | مزون اِس اِچ اِن,2469856495403051656,2020-12-22 15:10:59,shn.mezon,"Photo shared by مزون مردانه | مزون اِس اِچ اِن on December 22, 2020 tagging @shn.mezon, and @shn.one.size. May be an image of outerwear.","‎🔳مزون مردانه اِس اِچ اِن🔳
‎👕 يقه اسكي
‎📏 XL,L : سايزبندي
‎🔸 رنگبندي : مشكي ، خردلي ، آبي ، ذغالي ، سفيد
‎🔹 جنس : بافت ريز
•——————————•
‎❌ قيمت : دايركت
‎🛵 تحويل تهران 1 ساعته
‎📬 تحويل شهرستان 24 ساعته
‎🛍 خريد حضوري با هماهنگي قبلي
‎✅ هزينه ارسال به عهده مشتري عزيز ميباشد
‎📍 محموديه ، ارديبهشت
‎⏰ ساعت كاري 13:00 الي 21:00
📱 09121381850
☎️ 02122665193
🆔 @shn.mezon
▪️ #shn.mezon#مزون_مردانه#مزون_آنلاين 
‎▪️ #بافت_مردانه#بافت_پاييزه#بافت_يقه_اسكي 
‎▪️ #يقه_اسكي_مشكي#يقه_اسكي_شيك 
‎▪️ #يقه_اسكي_مردانه#يقه_اسكي_پسرانه 
‎▪️ #يقه_اسكي#يقه_اسكى#يقه_اسكي_بافت",Mahmoodiyeh,97,8
127,مزون مردانه | مزون اِس اِچ اِن,2469727700256025748,2020-12-22 10:55:06,shn.mezon,"Photo shared by مزون مردانه | مزون اِس اِچ اِن on December 22, 2020 tagging @shn.mezon, and @shn.one.size. May be an image of outerwear.","‎🔳مزون مردانه اِس اِچ اِن🔳
‎👕 يقه اسكي
‎📏 XL,L : سايزبندي
‎🔸 رنگبندي : مشكي ، خردلي ، آبي ، ذغالي ، سفيد
‎🔹 جنس : بافت ريز
•——————————•
‎❌ قيمت : دايركت
‎🛵 تحويل تهران 1 ساعته
‎📬 تحويل شهرستان 24 ساعته
‎🛍 خريد حضوري با هماهنگي قبلي
‎✅ هزينه ارسال به عهده مشتري عزيز ميباشد
‎📍 محموديه ، ارديبهشت
‎⏰ ساعت كاري 13:00 الي 21:00
📱 09121381850
☎️ 02122665193
🆔 @shn.mezon
▪️ #shn.mezon#مزون_مردانه#مزون_آنلاين 
‎▪️ #بافت_مردانه#بافت_پاييزه#بافت_يقه_اسكي 
‎▪️ #يقه_اسكي_مشكي#يقه_اسكي_شيك 
‎▪️ #يقه_اسكي_مردانه#يقه_اسكي_پسرانه 
‎▪️ #يقه_اسكي#يقه_اسكى#يقه_اسكي_بافت",Mahmoodiyeh,97,5
128,,2469717825134828754,2020-12-22 10:35:29,___s.tano.__,"Photo by @___s.tano.__ on December 22, 2020. May be an image of buildings, skyscraper and cloud.","お食事編
#SHN Day 6

夕方雨が降りましたが、1日比較的爽やかなお天気でした☀
単純なもので、お天気次第で気分があがる💁

朝:カレー　
きっと美味しいのだけど、今朝の気分はカレーでは無かったので、昨日残しておいたパン🥐を食べました

昼:洋食？美味しそう〜！と思ったけど、全体的に思った味と違いました。右上はポテトと思ったのだけど、妙な味のカボチャでした🤑

夜:あれ？昨日と同じ？
お魚&キャベツ　Welcome〜
お魚は以外にもトムヤムクン風なお味

毎日毎日、時間通りに届けていただきありがとうございます🙇

そろそろ、お酒飲みたいなぁ〜",,9,0
129,Scribolo,2469704367031926804,2020-12-22 10:08:44,scribolo,"Photo shared by Scribolo on December 22, 2020 tagging @scribolo. May be an image of one or more people.",🌟Beauty of sisters playing together  on a smooth and relaxing game... colouring SG #scribolo - thanks for sharing Beatrice! 🌟,,14,1
