,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
339,1285036050369282050,1285036050369282050,2020-07-20,10:17:23,14397195,danibogo,Dani Bogoricin,,"The World is at the breaking point with a vast inequality, let's not ignore what's coming down the pike with automated human jobs. A new generation of social protection is needed - including universal healthcare and universal basic income. #UniversalBasicIncome 👇🏻",en,[],[],[],0,1,5,['universalbasicincome'],https://twitter.com/danibogo/status/1285036050369282050,0,[],"['world', 'break', 'point', 'vast', 'inequ', 'let', 'ignor', 'come', 'pike', 'autom', 'human', 'job', 'new', 'gener', 'social', 'protect', 'need', 'includ', 'univers', 'healthcar', 'univers', 'basic', 'incom']","The World is at the breaking point with a vast inequality, let's not ignore what's coming down the pike with automated human jobs. A new generation of social protection is needed - including universal healthcare and universal basic income. #UniversalBasicIncome :backhand_index_pointing_down_light_skin_tone:"
340,1284403171079491585,1284353480665124869,2020-07-18,16:22:33,402004966,durgaaaa,𝒟𝓊𝓇𝑔𝒶,,"@suzannashantini Not everyonde has it in them to be in this line. If you feel so, i would say its a blessing in disguise. Healthcare workers are basically angels on earth ❤️",en,[],[],[],1,0,1,[],https://twitter.com/durgaaaa/status/1284403171079491585,0,"[{'screen_name': 'suzannashantini', 'name': 'Suzanna S. Silvia🧚🏼\u200d♀️', 'id': '256734378'}]","['everyond', 'line', 'feel', 'would', 'say', 'bless', 'disguis', 'healthcar', 'worker', 'basic', 'angel', 'earth']","@suzannashantini Not everyonde has it in them to be in this line. If you feel so, i would say its a blessing in disguise. Healthcare workers are basically angels on earth :red_heart:"
341,1283652801537531905,1283652801537531905,2020-07-16,14:40:51,1179769575837032448,aquaholicin,Aquaholic:Corporate gifts wholesale supplier in SG,,Healthcare &amp; Wellness Corporate gift idea - UV Sterilizer Disinfection Bag   #wellnessgifts #healthcaregift #corporategifts #covid19 #covid19prevention #workfromhomegift #wfh #wfhgifts  https://t.co/E7IRGCBzCk,en,[],[],['https://pbs.twimg.com/media/EdBzatPUMAAofnX.jpg'],0,0,0,"['wellnessgifts', 'healthcaregift', 'corporategifts', 'covid19', 'covid19prevention', 'workfromhomegift', 'wfh', 'wfhgifts']",https://twitter.com/AquaholicIn/status/1283652801537531905,1,[],"['healthcar', 'amp', 'well', 'corpor', 'gift', 'idea', 'uv', 'steril', 'disinfect', 'bag']",Healthcare &amp; Wellness Corporate gift idea - UV Sterilizer Disinfection Bag   #wellnessgifts #healthcaregift #corporategifts #covid19 #covid19prevention #workfromhomegift #wfh #wfhgifts  https://t.co/E7IRGCBzCk
342,1283572032546865152,1283572032546865152,2020-07-16,09:19:54,1179769575837032448,aquaholicin,Aquaholic:Corporate gifts wholesale supplier in SG,,Healthcare &amp; Wellness Corporate Gift idea - portable neck massager   #wellnessgift #corporategift #brandedmerchandise #massager #neckmassager #branding #healthcare #marketing #incentivegifts #advertising  https://t.co/VF4fauL3yx,en,[],[],['https://pbs.twimg.com/media/EdAp9VvUcAUAHEG.jpg'],0,0,0,"['wellnessgift', 'corporategift', 'brandedmerchandise', 'massager', 'neckmassager', 'branding', 'healthcare', 'marketing', 'incentivegifts', 'advertising']",https://twitter.com/AquaholicIn/status/1283572032546865152,1,[],"['healthcar', 'amp', 'well', 'corpor', 'gift', 'idea', 'portabl', 'neck', 'massag']",Healthcare &amp; Wellness Corporate Gift idea - portable neck massager   #wellnessgift #corporategift #brandedmerchandise #massager #neckmassager #branding #healthcare #marketing #incentivegifts #advertising  https://t.co/VF4fauL3yx
343,1283390924173660160,1282429596919447553,2020-07-15,21:20:15,223386367,1137jgm,1137,,"@bridgettebtweet In singapore, it’s under control and retail is open, still mask on. Being a healthcare worker for me life is same at work... hope the vaccine comes soon.",en,[],[],[],0,0,0,[],https://twitter.com/1137JGM/status/1283390924173660160,0,[],"['singapor', 'control', 'retail', 'open', 'still', 'mask', 'healthcar', 'worker', 'life', 'work', 'hope', 'vaccin', 'come', 'soon']","@bridgettebtweet In singapore, it’s under control and retail is open, still mask on. Being a healthcare worker for me life is same at work... hope the vaccine comes soon."
344,1283332909709942785,1283332909709942785,2020-07-15,17:29:43,31340226,kikokicks,K1k0 K1cks MD MSc,,Not how you spend money to take care of your healthcare staff.,en,[],[],[],0,0,0,[],https://twitter.com/kikokicks/status/1283332909709942785,0,[],"['spend', 'money', 'take', 'care', 'healthcar', 'staff']",Not how you spend money to take care of your healthcare staff.
345,1282586482931150848,1282586482931150848,2020-07-13,16:03:41,1179769575837032448,aquaholicin,Aquaholic:Corporate gifts wholesale supplier in SG,,Gift with purchase idea for healthcare industry- Multiple compartments poll box   #pillbox #giftideas #giftwithpurchase #gwp #promotionalgifts #marketing #brandedmerchandise #branding #healthcare #wellnessgifts  https://t.co/T1i69GFLtz,en,[],[],['https://pbs.twimg.com/media/EcypmzNUcAEkWIM.jpg'],0,0,0,"['pillbox', 'giftideas', 'giftwithpurchase', 'gwp', 'promotionalgifts', 'marketing', 'brandedmerchandise', 'branding', 'healthcare', 'wellnessgifts']",https://twitter.com/AquaholicIn/status/1282586482931150848,1,[],"['gift', 'purchas', 'idea', 'healthcar', 'multipl', 'compart', 'poll', 'box']",Gift with purchase idea for healthcare industry- Multiple compartments poll box   #pillbox #giftideas #giftwithpurchase #gwp #promotionalgifts #marketing #brandedmerchandise #branding #healthcare #wellnessgifts  https://t.co/T1i69GFLtz
346,1282221969677541377,1282221969677541377,2020-07-12,15:55:14,947421493863923713,flittleberry,𝕛𝕚𝕞𝕞𝕪,,"They dont have universal healthcare system. And if they dont subscribe to insurance, they are fucked up. Who wants to pay the hospital bills?",en,[],[],[],0,3,4,[],https://twitter.com/flittleberry/status/1282221969677541377,0,[],"['dont', 'univers', 'healthcar', 'system', 'dont', 'subscrib', 'insur', 'fuck', 'want', 'pay', 'hospit', 'bill']","They dont have universal healthcare system. And if they dont subscribe to insurance, they are fucked up. Who wants to pay the hospital bills?"
347,1281675710214496256,1281675025104293888,2020-07-11,03:44:36,56371299,nnxsri,nas,,"with family members on the frontline, and having spent a year in chemo myself, I find that it would make more sense for someone familiar with the processes and experience on the ground to be passing policy on healthcare infrastructure",en,[],[],[],0,0,0,[],https://twitter.com/nnxsri/status/1281675710214496256,0,[],"['famili', 'member', 'frontlin', 'spent', 'year', 'chemo', 'find', 'would', 'make', 'sens', 'someon', 'familiar', 'process', 'experi', 'ground', 'pass', 'polici', 'healthcar', 'infrastructur']","with family members on the frontline, and having spent a year in chemo myself, I find that it would make more sense for someone familiar with the processes and experience on the ground to be passing policy on healthcare infrastructure"
348,1279643291059802113,1279643291059802113,2020-07-05,13:08:29,38179153,rezaprabowo,Reza Prabowo,,How good is Singapore’s healthcare? Amongst the best in the world. Here’s why.   Healthcare in Singapore  https://t.co/eGSV1EykFe,en,[],['https://youtu.be/WtuXrrEZsAg'],[],0,0,2,[],https://twitter.com/rezaprabowo/status/1279643291059802113,0,[],"['good', 'singapor', 'healthcar', 'amongst', 'best', 'world', 'healthcar', 'singapor']",How good is Singapore’s healthcare? Amongst the best in the world. Here’s why.   Healthcare in Singapore  https://t.co/eGSV1EykFe
349,1278248449490604032,1278231867322281984,2020-07-01,16:45:53,3216878281,canadiumpippy,🌹HMS London/ 伦敦🌹,,"@PlanetElle @migiziwigwan @Reuters Source that Covid-19 is spread through droplet is here  https://t.co/YJL9BB6iFk  Since the virus is spreading in the USA,I am happy and I hope the country falls apart If you choose not to wear the mask, please dont be a burden for an healthcare workers  From a nursing student👌🏻",en,[],['https://www.moh.gov.sg/covid-19/faqs'],[],1,0,0,[],https://twitter.com/CanadiumPippy/status/1278248449490604032,0,"[{'screen_name': 'PlanetElle', 'name': 'Elle', 'id': '28989518'}, {'screen_name': 'migiziwigwan', 'name': 'CirclingBack', 'id': '3114591728'}, {'screen_name': 'Reuters', 'name': 'Reuters', 'id': '1652541'}]","['sourc', 'spread', 'droplet', 'sinc', 'viru', 'spread', 'usa', 'happi', 'hope', 'countri', 'fall', 'apart', 'choos', 'wear', 'mask', 'pleas', 'dont', 'burden', 'healthcar', 'worker', 'nurs', 'student']","@PlanetElle @migiziwigwan @Reuters Source that Covid-19 is spread through droplet is here  https://t.co/YJL9BB6iFk  Since the virus is spreading in the USA,I am happy and I hope the country falls apart If you choose not to wear the mask, please dont be a burden for an healthcare workers  From a nursing student:OK_hand_light_skin_tone:"
350,1277685782032068608,1277685782032068608,2020-06-30,03:30:03,2291602766,usaricenews,USA Rice,,How do you show #gratitude to #healthcare workers @TTSH in #Singapore?  U.S. rice is a good start.   https://t.co/a3SqOMuUhW  https://t.co/abyJTGrMnC,en,"[{'screen_name': 'ttsh', 'name': 'tantockseng hospital', 'id': '21087035'}]",['https://fal.cn/38TgL'],['https://pbs.twimg.com/media/EbtAcdkX0AElqoS.jpg'],0,0,0,"['gratitude', 'healthcare', 'singapore']",https://twitter.com/usaricenews/status/1277685782032068608,1,[],"['show', 'worker', 'rice', 'good', 'start']",How do you show #gratitude to #healthcare workers @TTSH in #Singapore?  U.S. rice is a good start.   https://t.co/a3SqOMuUhW  https://t.co/abyJTGrMnC
351,1276869257972703232,1276869257972703232,2020-06-27,21:25:28,70371595,chandan_deep,Chandan Deep,,"Looking  for A Blood Group plasma donors in Delhi for my uncle #COVID19  Urgent Plasma Requirement  from Covid-19 recovered patient. Blood group:  A + Hospital: Aakash Healthcare, Dwarka Attendant Name:  Sauravjit Singh Contact Number : 9899767633, 9873652227 Super grateful 🙏",en,[],[],[],3,29,17,['covid19'],https://twitter.com/chandan_deep/status/1276869257972703232,0,[],"['look', 'blood', 'group', 'plasma', 'donor', 'delhi', 'uncl', 'urgent', 'plasma', 'requir', 'recov', 'patient', 'blood', 'group', 'hospit', 'aakash', 'healthcar', 'dwarka', 'attend', 'name', 'sauravjit', 'singh', 'contact', 'number', 'super', 'grate']","Looking  for A Blood Group plasma donors in Delhi for my uncle #COVID19  Urgent Plasma Requirement  from Covid-19 recovered patient. Blood group:  A + Hospital: Aakash Healthcare, Dwarka Attendant Name:  Sauravjit Singh Contact Number : 9899767633, 9873652227 Super grateful :folded_hands:"
352,1276489288960692224,1276489288960692224,2020-06-26,20:15:37,79402210,barneyblues,Barney 💚🥰 #XhakaIsMyArsenalCaptain,"{'type': 'Point', 'coordinates': [1.35367781, 103.95842081]}",I'm at Neptune Healthcare Medical and Surgery in Singapore  https://t.co/mgzhVtQSdM,en,[],['https://www.swarmapp.com/c/4iQsibqEmti'],[],1,0,0,[],https://twitter.com/BarneyBlues/status/1276489288960692224,0,[],"['neptun', 'healthcar', 'medic', 'surgeri', 'singapor']",I'm at Neptune Healthcare Medical and Surgery in Singapore  https://t.co/mgzhVtQSdM
353,1276434650735374336,1276434650735374336,2020-06-26,16:38:30,2527143997,dnjf_,im 6’5 i promise,,Oi cb stay at home la phase 2 doesn’t mean can go out all. Please think of our migrant and healthcare workers.,en,[],[],[],0,1,2,[],https://twitter.com/dnjf_/status/1276434650735374336,0,[],"['oi', 'cb', 'stay', 'home', 'la', 'phase', 'mean', 'go', 'pleas', 'think', 'migrant', 'healthcar', 'worker']",Oi cb stay at home la phase 2 doesn’t mean can go out all. Please think of our migrant and healthcare workers.
354,1274676057640075265,1274676057640075265,2020-06-21,20:10:29,877337100,indiainsingapor,India in Singapore,,"HC @JawedAshraf5 addressed Webinar by Mission &amp; Arth, Singapore on “Preventive healthcare and Building of Immunity thru Ayurveda”. All eminent Panelists- Dr Krishna Kumar, Dr P Rammanohar, Dr Yamini Tripathi and Dr Geetha Krishnan #IDYSG2020 #SpiritOfYoga #अंतर्राष्ट्रीययोगदिवस  https://t.co/mQKiNtaHAJ",en,"[{'screen_name': 'jawedashraf5', 'name': 'jawed ashraf', 'id': '718757829570506752'}]",[],"['https://pbs.twimg.com/media/EbCPHKqUcAAGrgJ.jpg', 'https://pbs.twimg.com/media/EbCPHKtUEAAfA4f.jpg']",1,4,25,"['idysg2020', 'spiritofyoga', 'अंतर्राष्ट्रीययोगदिवस']",https://twitter.com/IndiainSingapor/status/1274676057640075265,1,[],"['hc', 'address', 'webinar', 'mission', 'amp', 'arth', 'singapor', 'prevent', 'healthcar', 'build', 'immun', 'thru', 'ayurveda', 'emin', 'dr', 'krishna', 'kumar', 'dr', 'p', 'rammanohar', 'dr', 'yamini', 'tripathi', 'dr', 'geetha', 'krishnan']","HC @JawedAshraf5 addressed Webinar by Mission &amp; Arth, Singapore on “Preventive healthcare and Building of Immunity thru Ayurveda”. All eminent Panelists- Dr Krishna Kumar, Dr P Rammanohar, Dr Yamini Tripathi and Dr Geetha Krishnan #IDYSG2020 #SpiritOfYoga #अंतर्राष्ट्रीययोगदिवस  https://t.co/mQKiNtaHAJ"
355,1274137090867908609,1274137090867908609,2020-06-20,08:28:49,1128989622464200704,aliisbk1,AliciaCtheWorld,,Can this person waive off her rights to taking up healthcare resources if she contracted COvID19 by willfully subjecting herself to exposure and be liable for subjecting others to being infected by being a vector?,en,[],[],[],0,0,1,[],https://twitter.com/AliIsBk1/status/1274137090867908609,0,[],"['person', 'waiv', 'right', 'take', 'healthcar', 'resourc', 'contract', 'will', 'subject', 'exposur', 'liabl', 'subject', 'other', 'infect', 'vector']",Can this person waive off her rights to taking up healthcare resources if she contracted COvID19 by willfully subjecting herself to exposure and be liable for subjecting others to being infected by being a vector?
356,1273769307126632449,1273769307126632449,2020-06-19,08:07:22,7729652,wynlim,Winnie Lim,,"not just school debt: healthcare debt, historical debt, parental debt, anything that restricts social/creative mobility. Systemic injustice is not just about the moral concept of fairness, but that it hugely limits our collective human potential.",en,[],[],[],0,0,6,[],https://twitter.com/wynlim/status/1273769307126632449,0,[],"['school', 'debt', 'healthcar', 'debt', 'histor', 'debt', 'parent', 'debt', 'anyth', 'restrict', 'mobil', 'system', 'injustic', 'moral', 'concept', 'fair', 'huge', 'limit', 'collect', 'human', 'potenti']","not just school debt: healthcare debt, historical debt, parental debt, anything that restricts social/creative mobility. Systemic injustice is not just about the moral concept of fairness, but that it hugely limits our collective human potential."
357,1273225423204147200,1273225423204147200,2020-06-17,20:06:10,3016153224,igenelaboratory,iGene Laboratory,,"iGene Laboratory has successfully launched Rhene, a non-invasive prenatal test (NIPT) which assesses fetal RhD status from a maternal blood sample.  #igene #igenelaboratory #Rhene #healthcare #prenatal #nipt #singapore  https://t.co/UUAUCSwj97",en,[],[],"['https://pbs.twimg.com/media/EatnxWsUYAAyeVC.jpg', 'https://pbs.twimg.com/media/EatnxWtUYAALkYg.jpg']",0,3,6,"['igene', 'igenelaboratory', 'rhene', 'healthcare', 'prenatal', 'nipt', 'singapore']",https://twitter.com/iGeneLaboratory/status/1273225423204147200,1,[],"['igen', 'laboratori', 'success', 'launch', 'rhene', 'prenat', 'test', 'nipt', 'assess', 'fetal', 'rhd', 'statu', 'matern', 'blood', 'sampl']","iGene Laboratory has successfully launched Rhene, a non-invasive prenatal test (NIPT) which assesses fetal RhD status from a maternal blood sample.  #igene #igenelaboratory #Rhene #healthcare #prenatal #nipt #singapore  https://t.co/UUAUCSwj97"
358,1270490095376834560,1270490095376834560,2020-06-10,06:56:57,2301432122,lieynafara,𝒩𝓊𝓇𝒿𝒶𝓁𝒾𝓃𝒶𝒻𝒶𝓇𝒶𝓃𝒾𝓉𝒶,"{'type': 'Point', 'coordinates': [1.42974608, 103.76374892]}",I'm at Baxter Healthcare SA  https://t.co/ZQhUUtXXWJ,en,[],['https://www.swarmapp.com/c/7DqvDUwxpsU'],[],0,0,0,[],https://twitter.com/lieynafara/status/1270490095376834560,0,[],"['baxter', 'healthcar', 'sa']",I'm at Baxter Healthcare SA  https://t.co/ZQhUUtXXWJ
359,1270024147427405824,1270024147427405824,2020-06-09,00:05:27,176538754,kristieneo,kristieneo,,PSA: I was given an opportunity to join this remarkable team of SG volunteers - an eclectic group of data scientists/healthcare researcher/anthropologist+filmmaker/tech engineer - called One Of Us during this very strange &amp; interesting COVID season,en,[],[],[],1,0,0,[],https://twitter.com/kristieneo/status/1270024147427405824,0,[],"['psa', 'given', 'opportun', 'join', 'remark', 'team', 'sg', 'volunt', 'eclect', 'group', 'data', 'engin', 'call', 'one', 'us', 'strang', 'amp', 'interest', 'covid', 'season']",PSA: I was given an opportunity to join this remarkable team of SG volunteers - an eclectic group of data scientists/healthcare researcher/anthropologist+filmmaker/tech engineer - called One Of Us during this very strange &amp; interesting COVID season
360,1269719410257715200,1269719410257715200,2020-06-08,03:54:32,81342472,vishnoisays,Abhishek Vishnoi,"{'type': 'Point', 'coordinates': [1.3553794, 103.8677444]}",Spain to Allocate Up to 9 Billion Euros to Regional Healthcare  https://t.co/qomIbvzF2Y,en,[],['http://dlvr.it/RY9XK6'],[],0,0,0,[],https://twitter.com/VishnoiSays/status/1269719410257715200,0,[],"['spain', 'alloc', 'billion', 'euro', 'region', 'healthcar']",Spain to Allocate Up to 9 Billion Euros to Regional Healthcare  https://t.co/qomIbvzF2Y
361,1269428219221905409,1269428219221905409,2020-06-07,08:37:26,34572260,gabrielsim,Gabriel,,"#Covid19 is helping to accelerate the #healthcare sector's transition out of its age-old model of #care, which could spell structural shifts in how hospitals operate. #HealthTech #DigitalHealth #telehealth  https://t.co/CqDZVSz37D",en,[],['https://www.businesstimes.com.sg/the-raffles-conversation/eye-robot?amp'],[],0,0,0,"['covid19', 'healthcare', 'care', 'healthtech', 'digitalhealth', 'telehealth']",https://twitter.com/GabrielSim/status/1269428219221905409,0,[],"['help', 'acceler', 'sector', 'transit', 'model', 'could', 'spell', 'structur', 'shift', 'hospit', 'oper']","#Covid19 is helping to accelerate the #healthcare sector's transition out of its age-old model of #care, which could spell structural shifts in how hospitals operate. #HealthTech #DigitalHealth #telehealth  https://t.co/CqDZVSz37D"
362,1268842951297216512,1268842951297216512,2020-06-05,17:51:48,34572260,gabrielsim,Gabriel,,"#China #robotics #startup Fourier has acquired rehab provider Zhuhai RHK #Healthcare, tapping the needs of China's massive -- and rapidly aging population. #medtech    https://t.co/TLyIvBcY90",en,[],['https://asia.nikkei.com/Business/Startups/China-robotics-startup-Fourier-buys-rehab-provider-to-spur-growth'],[],0,0,0,"['china', 'robotics', 'startup', 'healthcare', 'medtech']",https://twitter.com/GabrielSim/status/1268842951297216512,0,[],"['fourier', 'acquir', 'rehab', 'provid', 'zhuhai', 'rhk', 'tap', 'need', 'china', 'massiv', 'rapidli', 'age', 'popul']","#China #robotics #startup Fourier has acquired rehab provider Zhuhai RHK #Healthcare, tapping the needs of China's massive -- and rapidly aging population. #medtech    https://t.co/TLyIvBcY90"
363,1268676258755301376,1268676258755301376,2020-06-05,06:49:25,34572260,gabrielsim,Gabriel,,"#Singapore is a leading hub for #HealthTech in #Asia. For the #digitalhealth #startups to contribute to thrive and transform into so-called scaleups, we need a collaborative #digital #healthcare ecosystem! #healthtechnology #digitalhealthcare   https://t.co/xxysIhQ7p2",en,[],['https://e27.co/why-singapore-is-aseans-sandbox-for-innovation-in-healthtech-20200603/'],[],0,0,0,"['singapore', 'healthtech', 'asia', 'digitalhealth', 'startups', 'digital', 'healthcare', 'healthtechnology', 'digitalhealthcare']",https://twitter.com/GabrielSim/status/1268676258755301376,0,[],"['lead', 'hub', 'contribut', 'thrive', 'transform', 'scaleup', 'need', 'collabor', 'ecosystem']","#Singapore is a leading hub for #HealthTech in #Asia. For the #digitalhealth #startups to contribute to thrive and transform into so-called scaleups, we need a collaborative #digital #healthcare ecosystem! #healthtechnology #digitalhealthcare   https://t.co/xxysIhQ7p2"
364,1268551430295687168,1268551430295687168,2020-06-04,22:33:24,1049948480,lawrencechong_,Lawrence Chong,,"Enjoyed the wide-ranging discussion with Jim about how COVID-19 will impact healthcare, economy, Singapore and ASEAN. #COVIDー19 #singapore #asean",en,[],[],[],0,0,0,"['covidー19', 'singapore', 'asean']",https://twitter.com/LawrenceChong_/status/1268551430295687168,0,[],"['enjoy', 'discuss', 'jim', 'impact', 'healthcar', 'economi', 'singapor', 'asean']","Enjoyed the wide-ranging discussion with Jim about how COVID-19 will impact healthcare, economy, Singapore and ASEAN. #COVIDー19 #singapore #asean"
365,1268421015559786496,1268173088346255362,2020-06-04,13:55:10,2703695041,lernhweido,Lern Hwei Do,,@Innov8Medicaid @kellidepriest Child and Adolescent Healthcare is an  important area for policymakers. Healthy Living should be taught from childhood.,en,[],[],[],0,0,1,[],https://twitter.com/LernHweiDo/status/1268421015559786496,0,"[{'screen_name': 'Innov8Medicaid', 'name': 'Institute for Medicaid Innovation', 'id': '774212812860223488'}, {'screen_name': 'kellidepriest', 'name': 'Kelli DePriest PhD RN', 'id': '722025589222166529'}]","['child', 'adolesc', 'healthcar', 'import', 'area', 'policymak', 'healthi', 'live', 'taught', 'childhood']",@Innov8Medicaid @kellidepriest Child and Adolescent Healthcare is an  important area for policymakers. Healthy Living should be taught from childhood.
366,1267871001016066049,1267871001016066049,2020-06-03,01:29:37,1195926006420430850,totallythesh,ピラ🌻,,I find it disturbing that he is willing to provide law enforcement with the necessary funds and equipment to tackle “rioters” from the #GeorgeFloydprotest. But struggled to provide healthcare professionals with essential PPE and medical equipment to tackle #COVID19 .,en,[],[],[],1,0,1,"['georgefloydprotest', 'covid19']",https://twitter.com/TotallyThesh/status/1267871001016066049,0,[],"['find', 'disturb', 'will', 'provid', 'law', 'enforc', 'necessari', 'fund', 'equip', 'tackl', 'rioter', 'struggl', 'provid', 'healthcar', 'profession', 'essenti', 'ppe', 'medic', 'equip', 'tackl']",I find it disturbing that he is willing to provide law enforcement with the necessary funds and equipment to tackle “rioters” from the #GeorgeFloydprotest. But struggled to provide healthcare professionals with essential PPE and medical equipment to tackle #COVID19 .
367,1267836745988534272,1267836745988534272,2020-06-02,23:13:30,14147512,martintan,martintan *,,"I’m old enough to remember @TheDemocrats losing the house because President @BarackObama pushed through healthcare for millions of Americans. If the @GOP hold on to the Senate after all these (deaths, unemployment, injustice, tear gas etc), I don’t know what to make of the #USA",en,"[{'screen_name': 'thedemocrats', 'name': 'the democrats', 'id': '14377605'}, {'screen_name': 'barackobama', 'name': 'barack obama', 'id': '813286'}, {'screen_name': 'gop', 'name': 'gop', 'id': '11134252'}]",[],[],0,0,2,['usa'],https://twitter.com/martintan/status/1267836745988534272,0,[],"['old', 'enough', 'rememb', 'lose', 'hous', 'presid', 'push', 'healthcar', 'million', 'american', 'hold', 'senat', 'death', 'unemploy', 'injustic', 'tear', 'ga', 'etc', 'know', 'make']","I’m old enough to remember @TheDemocrats losing the house because President @BarackObama pushed through healthcare for millions of Americans. If the @GOP hold on to the Senate after all these (deaths, unemployment, injustice, tear gas etc), I don’t know what to make of the #USA"
368,1267306889953468419,1267306889953468419,2020-06-01,12:08:02,69612258,calizamir,C.,,"And now we know what all the apocalyptic movies surround the US. It’s the international chaos center. From racism to healthcare, chaos surrounds 🥺🥺",en,[],[],[],0,0,0,[],https://twitter.com/calizamir/status/1267306889953468419,0,[],"['know', 'apocalypt', 'movi', 'surround', 'us', 'intern', 'chao', 'center', 'racism', 'healthcar', 'chao', 'surround']","And now we know what all the apocalyptic movies surround the US. It’s the international chaos center. From racism to healthcare, chaos surrounds :pleading_face::pleading_face:"
369,1267006214132527104,1267006214132527104,2020-05-31,16:13:15,34572260,gabrielsim,Gabriel,,"#India can develop its #health #innovation ecosystem into a dominant, post-Covid economic sector by streamlining development and #regulatory processes, and lending more support so that #innovators can compete on a global platform. #healthcare   https://t.co/7OHxVoYahO",en,[],['https://www.financialexpress.com/opinion/how-india-can-develop-its-health-ecosystem-into-a-dominant-post-covid-economic-sector/1971654/'],[],0,0,0,"['india', 'health', 'innovation', 'regulatory', 'innovators', 'healthcare']",https://twitter.com/GabrielSim/status/1267006214132527104,0,[],"['develop', 'ecosystem', 'domin', 'econom', 'sector', 'streamlin', 'develop', 'process', 'lend', 'support', 'compet', 'global', 'platform']","#India can develop its #health #innovation ecosystem into a dominant, post-Covid economic sector by streamlining development and #regulatory processes, and lending more support so that #innovators can compete on a global platform. #healthcare   https://t.co/7OHxVoYahO"
370,1267004770675380226,1267004770675380226,2020-05-31,16:07:31,34572260,gabrielsim,Gabriel,,Lessons from a #pandemic: How #India can reform its private #healthcare sector  https://t.co/4UDBhaWH5o,en,[],['https://scroll.in/article/962793/lessons-from-a-pandemic-how-india-can-reform-its-private-healthcare-sector'],[],0,0,0,"['pandemic', 'india', 'healthcare']",https://twitter.com/GabrielSim/status/1267004770675380226,0,[],"['lesson', 'reform', 'privat', 'sector']",Lessons from a #pandemic: How #India can reform its private #healthcare sector  https://t.co/4UDBhaWH5o
371,1267003454259474433,1267003454259474433,2020-05-31,16:02:17,34572260,gabrielsim,Gabriel,,China's Health Silk Road has the potential to address some of the weaknesses of #healthcare infrastructure in many developing countries.   https://t.co/dH0lkhdk6t,en,[],['https://www.channelnewsasia.com/news/commentary/china-health-silk-road-what-is-it-push-influence-covid19-coronav-12782968#.XtNj7TKuvwk.twitter'],[],0,0,0,['healthcare'],https://twitter.com/GabrielSim/status/1267003454259474433,0,[],"['china', 'health', 'silk', 'road', 'potenti', 'address', 'weak', 'infrastructur', 'mani', 'develop', 'countri']",China's Health Silk Road has the potential to address some of the weaknesses of #healthcare infrastructure in many developing countries.   https://t.co/dH0lkhdk6t
372,1266896153850699777,1266896153850699777,2020-05-31,08:55:55,2796100693,foyoyoyo,f. luchia,,I’ll put it out there: there is a global pandemic happening right now just think of the frontline healthcare workers who are already exhausted from fighting the disease and will now need to treat the people hurt from the protests.,en,[],[],[],1,0,0,[],https://twitter.com/foyoyoyo/status/1266896153850699777,0,[],"['put', 'global', 'pandem', 'happen', 'right', 'think', 'frontlin', 'healthcar', 'worker', 'alreadi', 'exhaust', 'fight', 'diseas', 'need', 'treat', 'peopl', 'hurt', 'protest']",I’ll put it out there: there is a global pandemic happening right now just think of the frontline healthcare workers who are already exhausted from fighting the disease and will now need to treat the people hurt from the protests.
373,1266877156912533504,1266877156912533504,2020-05-31,07:40:26,34572260,gabrielsim,Gabriel,,"With the acceleration of consumer &amp; provider adoption of #telehealth and extension of telehealth beyond virtual urgent #care, up to US$250 billion of current US #healthcare spend could potentially be virtualized. #telemedicine #virtualcare #DigitalHealth   https://t.co/tVeSGkrvkx",en,[],['https://mck.co/36I8C6l'],[],0,0,0,"['telehealth', 'care', 'healthcare', 'telemedicine', 'virtualcare', 'digitalhealth']",https://twitter.com/GabrielSim/status/1266877156912533504,0,[],"['acceler', 'consum', 'amp', 'provid', 'adopt', 'extens', 'telehealth', 'beyond', 'virtual', 'urgent', 'us', 'billion', 'current', 'us', 'spend', 'could', 'potenti', 'virtual']","With the acceleration of consumer &amp; provider adoption of #telehealth and extension of telehealth beyond virtual urgent #care, up to US$250 billion of current US #healthcare spend could potentially be virtualized. #telemedicine #virtualcare #DigitalHealth   https://t.co/tVeSGkrvkx"
