,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
272,Jack & Rai,2.46E+18,15/12/2020 12:50,jackandrai,,"A PSA by Jack & Rai. Let’s Trace Together
Original Song: Let’s Stay Together by Al Green
Parody Lyrics by Jack & Rai

More of the song on our IGTV.
If you like our content, support us with a tip at www.buymeacoffee.com/jackandrai! 

#tracetogether #phase3 #covid #jackandrai #parody #comedy #music",,44,4
273,Jack & Rai,2.46E+18,15/12/2020 12:28,jackandrai,,"We got what we wished for - a Phase 3 announcement! And we were talking about it just the night before the PM took to the podium. Well, between now and Dec 28th... #DFIU people! And let's Trace Together. (We weren't paid to do this by the way) If you like our content, drop us a tip at www.buymeacoffee.com/jackandrai.

Original song: Let's Stay Together by Al Green
Parody Lyrics: Jack & Rai

Live & Late with Jack & Rai 
FB Live - Sundays - 9:30pm

#liveandlatewithjackandrai #jackandrai #talkshow #music #comedy #musicians #hosts #parody #algreen #tracetogether #singapore",,20,0
274,Elite Chinese,2.46E+18,15/12/2020 10:59,elitechinese,"Photo by Elite Chinese on December 15, 2020.","📱Meet our good friend this year! Everybody has seen it, used it, and almost got sick of it! 😷 We all know about QR code, but do you actually understand what it stands for? More importantly, do you know its name in Chinese? 🧐

QR code is an abbreviation of ""Quick Response Code.” While this may sound a little abstract, in Chinese, QR code is 二维码(èr wéi mǎ), literally ""two-dimensional barcode"". Do you find it much easier to understand now?🤩
.
.
.
真有趣系列zhēn yǒu qù xì liè🎡
- Fun&Fabulous series -
Introducing today’s trending topics, pop songs, movies/dramas and famous Chinese folk tales!
.

#elitelinguistic #elitechinesesg #learnmandarin #learnchinese #QRcode #二维码",Elite Linguistic Network,7,1
275,TraceCase,2.46E+18,15/12/2020 10:40,tracecase.sg,"Photo by TraceCase on December 15, 2020. May be an image of crochet.","🐯
.
As always, our TraceCase fits the token (white round model, see pic 1) perfectly. The QR code is easily accessible and you can use the gov-issued keychain. Get yours today! Link to shop in bio ☺️
.
.
.
.
.
.
.
.
.
#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19 #crochetersofinstagram #tiger #tigerbeer",,17,2
276,TraceCase,2.46E+18,15/12/2020 10:39,tracecase.sg,"Photo by TraceCase on December 15, 2020.","Beautiful 3D embroidery with contrast stitching
.
As always, our TraceCase fits the token (white round model, see pic 1) perfectly. The QR code is easily accessible and you can use the gov-issued keychain. Get yours today! Link to shop in bio ☺️
.
.
.
.
.
.
.
.
.
#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19 #crochetersofinstagram #flower #embroidery",,14,0
277,TraceCase,2.46E+18,15/12/2020 10:39,tracecase.sg,"Photo by TraceCase on December 15, 2020.","Lazy daisy embroidery with contrast stitching. 
.
As always, our TraceCase fits the token (white round model, see pic 1) perfectly. The QR code is easily accessible and you can use the gov-issued keychain. Get yours today! Link to shop in bio ☺️
.
.
.
.
.
.
.
.
.
#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19 #crochetersofinstagram",,16,0
278,TraceCase,2.46E+18,15/12/2020 10:39,tracecase.sg,"Photo by TraceCase on December 15, 2020.","Beautiful 3D embroidery with contrast stitching. 
.
As always, our TraceCase fits the token (white round model, see pic 2) perfectly. The QR code is easily accessible and you can use the gov-issued keychain. Get yours today! Link to shop in bio ☺️
.
.
.
.
.
.
.
.
.
#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19 #crochetersofinstagram",,15,0
279,TraceCase,2.46E+18,15/12/2020 5:26,tracecase.sg,"Photo by TraceCase on December 14, 2020.",#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19,,14,4
280,Richard Z,2.46E+18,11/12/2020 9:31,richard_zcq,"Photo by Richard Z in Sengkang. May be an image of one or more people, people standing, street, road and buildings.","疫情阻隔之下再次回到新加坡，小激动。
#敬畏 #2020 #新加坡 #加油 #tracetogether",Sengkang,9,0
281,TraceCase,2.46E+18,15/12/2020 10:38,tracecase.sg,"Photo by TraceCase on December 15, 2020. May be an image of crochet.","Cheeky chicky 🐣 Boy version available upon request 
.
As always, our TraceCase fits the token (white round model, see pic 2) perfectly. The QR code is easily accessible and you can use the gov-issued keychain. Get yours today! Link to shop in bio ☺️
.
.
.
.
.
.
.
.
.
#tracetogether #crochet #crochetsg #handmade #handmadesg #supportlocalsg #amigurumi #yarnlove #covid_19 #crochetersofinstagram",,14,3
282,Singapore Tamizhan,2.46E+18,15/12/2020 10:03,singaporetamizhan,"Photo by Singapore Tamizhan on December 15, 2020. May be an image of 1 person and text that says 'விரைவில் 3ஆம் கட்டம் ஆரம்பம் சிங்கப்பூர் மகிழ்ச்சியான மகிழ்ச்சியான செய்தி வருகிறது Pfizer தடுப்புமருந்து SINEIO 2 திருச்சி விமானங்கள் ரத்து புதிய அட்டவணை'.","🔴🔴 விரைவில் சிங்கப்பூருக்கு வருகிறது Pfizer தடுப்புமருந்து ⬇️⬇️

ஊழியர்கள் வெளியே செல்லும் காலம் விரைவில் ⬇️⬇️

சிங்கப்பூர் 3 ஆம் கட்டம் - என்னென்ன செய்ய முடியும்? ⬇️⬇️

New video out in our YouTube channel. Channel link in our bio. 

#singaporephase3 #TraceTogether #foreignworkers #newrules #dependantpass #Singaporework #tamilvideos #singaporetamizhan #Singaporejobs #vandebharat8 #pfizer #pfizervaccine #modernavaccine #coronavirus #covid19 #vaccine #tamil #IndiaCovid19 

https://youtu.be/-GkUOfCYnJo",,7,1
283,Sewfisticated,2.46E+18,15/12/2020 7:26,sewfisticatedsg,"Photo by Sewfisticated on December 14, 2020. May be an image of rose.","Hello Kitty Kimono for Sanitizer & Trace Together Token customized sleeves. Our best seller and not hard to know why! The colors are sooooo sweet and kawaii! 

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokensg  #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #hellokittykimono #jujubexhellokitty #jujubecustom #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,7,0
284,Singapore Ink,2.46E+18,15/12/2020 6:31,singaporeink,"Photo by Singapore Ink on December 14, 2020. May be an image of 9 people, hair, people standing, outerwear and text that says 'PHASE 3 TO START ON DEC 28 DIVSION SIAN, WANT TO SIAM CNY ALSO CANNOT SIAM LIAO'.","gong xi gong xi

#phase3 #covid #circuitbreaker #singapore #singaporeink #singaporeinsta #singaporeig #sgig #tracetogether #chinesenewyear #cny #staycation #singaporediscover",,18,0
285,,2.46E+18,15/12/2020 3:48,cutemixfactory,"Photo by @cutemixfactory on December 14, 2020.",🌼☁️ #tracetogether #sg #doraemon #lanyard #lanyards #doraemonlovers #cute #blue #mobile #japan #cartoon #favourite #doraemonfans #doraemoncollection #doraemonstuff #sgig,,4,0
286,JAG Wine,2.46E+18,15/12/2020 3:46,jagwine,Photo by JAG Wine in JAG WINE. May be an image of text that says 'ENTERS PHASE Singapore 3 EXCITED FOR EIGHT? 10 JAG SWINEŁ'.,"“So eight people can dine out together, or visit someone’s home. This will make it easier to hold family get-togethers during the festive period,”
- PM Lee
source: https://www.straitstimes.com/singapore/health/7-things-to-know-about-phase-3-dining-out-in-larger-groups-free-covid-19

We still need to take precautions and to never let our guards down.

Please be reminded that we STILL have to:

😷 wear mask at all times while waiting for food and drinks

🌡take the temperature, and guest need to do a compulsory safe entry.

🚫  no mingling to other tables 

🗓 reservation preferred as always 

Socialise Responsibly🎄

You can find us here 👇🏽
📍384 E Coast Rd, JAG WINE LLP, Singapore 428988
🕓 4 PM - 1 AM Tuesday-Sunday
☎️63481778
📱87997655 / 84984122
#JAGWINE #WINEBAR #JAGWINESG #RESTAURANT #SGFOODIE #SINGAPORE #WINELOVER #WINETIME #WINENIGHT #STAYSAFE #DINESAFE #DINNER #EATOUT #DINEOUT #CHRISTMAS #FESTIVE #HOLIDAY #SGUNITED #SG #SGPHASE3 #PHASE3 #TRACETOGETHER #EIGHT",JAG WINE,8,0
287,Shopilarity | Sweet Tooth 🇸🇬,2.46E+18,15/12/2020 3:18,shopilarity,,"Wow! Over 25k views, 591 likes and almost sold out within a week! Thank you for your support! We will be restocking these cute little holders for your Trace Together Tokens by next week! We still have some Mickey and Alien designs left, Grab them while stocks last! 

#shopeesg #shopeehaul #tracetogether #keychain #disney #sgunited #sgunited🇸🇬 #staysafe #convenient #backtoschool #cute #sgparents #sgmommies #sgmombloggers #sgyoungparents #instagood #igsg #sgig",Singapore,3,0
288,Shopilarity | Sweet Tooth 🇸🇬,2.46E+18,14/12/2020 23:29,shopilarity,Photo by Shopilarity | Sweet Tooth 🇸🇬 in Singapore. May be an image of text that says 'BACK SEHOOL TO HANG YOUR TOKEN. DON'T LOSE IT TRACE TOGETHER TOKS ShopeeFEED eeFEED @shopilarity'.,"Coming Soon! LIMITED STOCK! 
New product, follow us and be the first to  get updates when it is available. 
Get ready for school reopening!

#shopeesg #shopeehaul #tracetogether #lanyard #disney #marvel #sgunited #sgunited🇸🇬 #staysafe #convenient #backtoschool #cute #sgparents #sgmommies #sgmombloggers #sgyoungparents #instagood #igsg #sgig",Singapore,2,0
289,Just Bike Shop,2.46E+18,14/12/2020 23:01,justbikeshop,"Photo by Just Bike Shop on December 14, 2020. May be an image of bicycle.","我 騎 行 🚴‍♀️我 快 樂🚴
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#TrinxShimano
#TrinxHybrid
#HelloDecember
#SGunited",JUST BIKE SHOP,5,0
290,Just Bike Shop,2.46E+18,14/12/2020 23:00,justbikeshop,"Photo by Just Bike Shop on December 14, 2020. May be an image of bicycle.","我 騎 行 🚴‍♀️我 快 樂🚴
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#TrinxShimano
#TrinxSeries
#TrinxHydraulic
#HelloDecember
#SGunited",JUST BIKE SHOP,5,0
291,Just Bike Shop,2.46E+18,14/12/2020 22:59,justbikeshop,"Photo by Just Bike Shop on December 14, 2020. May be an image of bicycle and text that says '26""TRINX N106'.","我 騎 行 🚴‍♀️我 快 樂🚴
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#TrinxShimano
#TrinxSeries
#HelloDecember
#SGunited",JUST BIKE SHOP,6,0
292,Just Bike Shop,2.46E+18,14/12/2020 22:58,justbikeshop,"Photo by Just Bike Shop on December 14, 2020. May be an image of bicycle and text that says '20 TRINX MINI Z5'.","我 騎 行 🚴‍♀️我 快 樂🚴
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#TrinxShimano
#TrinxMiniVeloz
#TrinxFlybird
#TrinxJunior
#TrinxSeries
#HelloDecember
#SGunited",JUST BIKE SHOP,6,0
293,Shopilarity | Sweet Tooth 🇸🇬,2.46E+18,14/12/2020 16:29,shopilarity,Photo by Shopilarity | Sweet Tooth 🇸🇬 in Singapore. May be an image of text that says 'ou and scan hook to your trace together token Retractable hang to your bag /pocket SG UNITED LET'S Trace S ShopeeFEED @shopilarity'.,"Restocked! Grab them while stocks last!

#tracetogethertoken #tracetogether #retractable #keychain #keychains #sgunited #sgunited🇸🇬",Singapore,1,0
294,Stitch by Tiff,2.46E+18,14/12/2020 15:23,stitch.bytiff,,"Have been working on some new yarn colours for the Trace Together token cases! DM me for full colour chart. 

Have also put up a new highlight ✨ featuring cases customised for the different shapes and sizes out there 😊

#tracetogether #tracetogethersg",,38,1
295,dexterjrtai,2.46E+18,14/12/2020 14:28,dexterjrtai,"Photo shared by dexterjrtai on December 14, 2020 tagging @patriciatai. May be an image of one or more people and dog.","A new dawn beckons. 

Looking forward to #phase3 and the promises it brings. 

#raisingdm #covid_19 #tracetogether #safereopeningphase3",Bishan,61,2
296,,2.46E+18,14/12/2020 13:53,jamietangochan,"Photo by @jamietangochan on December 14, 2020.","Who’s that Pokémon?!

It’s Jigglypuff! 

With an Ultra ball 😂

It’s really fun making these covers for tracetogether tokens. I get to experiment different pieces and stitches to see what fits the design. It’s the most experimenting I’ve ever done. 

Will probably be gifting a few of these for Christmas 😘 

#jamiescraft #pokemon #jigglypuff #pokémon #pokemonjigglypuff #ultraball #pokemonultraball  #tracetogether #tracetogethertoken #tracetogethertokencover #tracetogethertokensleeve #whosthatpokemon #christmasgifts",Singapore,9,0
297,Sarbani Gupta,2.46E+18,14/12/2020 13:32,sarbani.gupta,"Photo shared by Sarbani Gupta on December 14, 2020 tagging @anushreesinghroy, and @diyamuah. May be a closeup of 1 person, hair, outerwear and sky.","Yeah !! Bring it on ... Phase 3 is here !! 
Thank you @Singapore - love you for all that you do for the nation. Kudos to the leaders who work so hard to keep us safe. Ever so grateful !! 

#ilovesingapore #ilovesg #phase3 #becalmandstayathome #tracetogether #singapore #bringiton #eversograteful #gratitude",,18,2
298,Trev@ | Travel App,2.46E+18,14/12/2020 13:01,treva_global,"Photo by Trev@ | Travel App on December 14, 2020. May be an image of buildings and skyscraper.","Great news! From Dec 18, Singapore will lift border restrictions for visitors from Taiwan!!⁠
⁠
Of course, with the border slowly opening up, there are still rules and regulations to follow to keep us all safe!⁠
⁠
1. Travellers can apply to enter Singapore from next Friday, if they have been in Taiwan for the last 14 days straight before departure.⁠
⁠
2. Upon arrival, visitors will undergo a COVID-19 PCR test! If the result is negative, they will be allowed to go about their activities in Singapore without serving a stay-home notice.⁠
⁠
3. Travellers from Taiwan must download and register for the TraceTogether app on their mobile devices before entering Singapore and keep it activated during their stay!⁠
⁠
4. They must not delete it for 14 consecutive days after leaving Singapore. ⁠
⁠
5. They will be responsible for their medical bills related to COVID-19 while in Singapore.⁠
⁠
Now with all these safety measures, we must still do our part and be vigilant so we can all start to travel again!⁠
⁠",,25,1
299,Shamsul Kamar,2.46E+18,14/12/2020 12:42,shamsulkr,"Photo by Shamsul Kamar on December 14, 2020. May be an image of one or more people and people standing.","Just an update which I just received from our #kakibukit CC staff that the Trace Together token distribution will be temporarily halted while awaiting for new stocks to arrive. As such, TT token collection booths will be closed temporarily until further notice. 

If you have not collected your tokens yet, please call the CC office during office hours for queries. Not to worry because for those who can, do download the TraceTogether app. You may however have to use data or wifi depending on where you are.

I will update residents again once we are able to resume collection. Have a great week ahead 😊!!

#vibrantcaringkakibukit 
#TraceTogether #SGUnited 
#youarethecentreofwhatwedo",,28,0
300,Just Bike Shop,2.46E+18,14/12/2020 12:33,justbikeshop,"Photo by Just Bike Shop on December 14, 2020. May be an image of one or more people and bicycle.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#TB275erXtrada5soldOut
#BirthdaySurprise
#26erTrinxM1000
#26erTrinxM116X2
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,4,0
301,SRI,2.46E+18,14/12/2020 11:51,sripriya_indramohan,Photo by SRI in Singapore. May be an image of one or more people and text that says 'PRIME MINISTER'S OFFICE 金 By all means make use of the higher limits'.,"As we enter Phase 3, the 3Cs we follow are Calibrated, Calculated and Careful Move!!😊

#PMAddress 
#Phase3 
#SGUnited 
#sgcovid 
#guard
#vaccinesready 
#zerocase 
#hiteconomy 
#TraceTogether 
#easephase",Singapore,7,0
302,Toro & Fiki,2.46E+18,14/12/2020 11:40,torofiki,"Photo by Toro & Fiki on December 14, 2020. May be an image of dog.",Let’s TraceTogether! #tracetogether #tracetogethertoken #covid_19 #letsfightcoronavirus #pandemic2020 #newnormal #dog #dogsofinstagram #doglife #sharpei #sharpeilove #sharpeilife #sharpeilovers #sharpeisofinstagram #sgsharpei #sgdogs #sgdogstagram #sgdogslife #sgdoglover #sgdogsfurfriends #sgig #torothesharpei,,19,0
303,Rishi Budhrani,2.46E+18,14/12/2020 10:42,rishibudhrani,"Photo by Rishi Budhrani on December 14, 2020. May be an image of text that says '8 pax can gather liaoz. Perfect timing. Huat ah. Gong Xi Fa Cai.'.","Why not 7 or 9 or 10? 
It’s a well-researched, centuries-old, proven theory that has stood the test of time. 
8 is the luckiest number for everyone. 
Right? 

#phase3 #huatah #lucky #number8 #tracetogether #Singapore #gongxifacai #gongheifatchoi #cny #comingsoon #foresight #planning #2021",,165,4
304,Pararcordops_SG,2.46E+18,14/12/2020 10:25,paracordops_sg,"Photo by Pararcordops_SG on December 14, 2020.","""Users can carry the TraceTogether token in a bag or in their pocket, since it is a small device.""

#paracordops_sg #paracord #paracordsg #paracordproject #paracord550 #paracordlifestyle #carryiteverywhere #covid_19 #tracetogethertoken #tracetogether #paracordpouch",,13,0
305,早报 zaobao.sg,2.46E+18,14/12/2020 9:35,zaobaosg,"Photo by 早报 zaobao.sg on December 14, 2020.","目前使用“合力追踪”应用和携手防疫器的公众已达到约65%，加上政府有能力每天进行超过5万次的聚合酶链式反应检测，政府因此认为新加坡已达到进入第三阶段的条件。

我国抗疫跨部门工作小组表示，政府会给予国人更多时间领取取携手防疫器，明年初才执行强制使用“合力追踪”进行SafeEntry登记的措施。

在这项新措施实施之前，公众仍可以通过电子政府密码应用（SingPass Mobile）、扫描QR码或身份证件等不同方式完成SafeEntry登记。

工作小组今天在记者会上说，过去几个月来，大家合力达到了这些要求：
👉 截至昨天，已有约65%本地居民使用合力追踪应用和携手防疫器，应能在今年底达到早前设下的70％目标。

👉 当局现每天能完成超过5万次的聚合酶链式反应（Polymerase Chain Reaction，简称PCR）检测，而且也在举行较大型和高风险的活动时，为参与者进行抗原快速检测。

👉 多数商家和公众都极力配合安全管理措施，让社区传播病例维持在低水平。📸：档案照

#zaobaosg  #冠病 #covid_19 #covid19 #phase3 #第三阶段解封 #疫苗 #vaccine #Tracetogether #合力追踪 #safeentry",,111,0
306,Sunny | Artist,2.46E+18,14/12/2020 9:09,thsmadethis,"Photo by Sunny | Artist on December 14, 2020. May be a cartoon.","Maybe Singapore should have TraceTogether earring so people won’t forget? Who can I tag to share this idea with?
.
.
Was just one of the funny things my friends and I talked about, and maybe it could become a new fashion trend, since we can all be fancy with masks, why not take it up a notch?
.
.
.
#illustration #illustration_daily #instaartist #artistsoninstragram #artist #art #dailyart #artwork #illustrationnow #minimalist #minimalistart #digitalart #digitalillustration #digitalcartoon #cartoon #cartoonart #kidlit #kidlitart #kidlitillustration #singaporelife #singaporeillustrators #singaporeartists #doodle #tracetogether",,58,15
307,TERU TERU 有晴天ジ 钩针娃娃,2.46E+18,14/12/2020 6:27,teruteruwithcrafts,"Photo by TERU TERU 有晴天ジ 钩针娃娃 on December 13, 2020. May be an image of text that says 'TERUTERUWITHCRAFTS TRACE TOGETHER CROCHET TOKEN COVER WORKSHOP 23 DEC (WED). 7PM- 10PM $50 PER PAX $10 OFF IF BRING FRIEND INTRODUCTIONTO CROCHET FREE #TRACETOKEN TOKEN CROCHET COVER'.","☁︎ workshop, WORKSHOP～ workshop💙
This will be a basic crochet workshop for beginner. You will learn the basic technique, tips and how to read crochet patterns! 

With what you learn, you can make your own crochet token cover or amigurumi✨💕😊

You will also get a free token cover as a christmas gift from me at the end of the workshop ✨🎁 please indicate your version😊 

Thank you @alternateuniversesg for the venue and support! 👍🏻💙😊

DATE: 23 DECEMBER 2020
VENUE: AUSG CENTER
address: 465 Crawford Ln, #02-14, Singapore 190465

Signups open for crochet workshop! 
Please head to @alternateuniversesg
profile for the signup link! 

It will be a weekday night 
4 pax per session.
$50 per pax,
$40 if you bring a friend!

---
#tracetogethertoken #合力追踪 #tracetogether #singapore #sgcrocheter .
.
.
#teruteruwithcrafts #有晴天 #amigurumi #钩针玩偶 #crochet #handmade #手作娃娃 #아미구루미 #編みぐるみ #crochetdoll #instacrafts #instaamigurumi #madeinsg #diy  #handmadesingapore #supportlocalsg #sgcrafters #artistsoninstagram #kawaii",Alternate Universe SG,52,0
308,GovTech (Singapore),2.46E+18,14/12/2020 6:07,govtechsg,,"Wondering why your #TraceTogether App shows Bluetooth exchanges when you’re home alone or when there’s no one beside you? Is your app faulty? 😳

📲 It’s not an error with your app! Bluetooth's range is about 10 metres (and could be more), so TraceTogether Apps and Tokens within this distance (such as your neighbours’) could still exchange signals with your phone.

The information is processed and filtered based on duration and signal strength to identify close contacts. The number of Bluetooth exchanges is only an estimate! 

Use TraceTogether today to join us as an ally in keeping our nation protected and helping us reopen safely!

TraceTogether, Safer Together.🛡️

#TechForPublicGood #GovTechSG #SGUnited",,20,1
309,Alternate Universe SG | AUSG,2.46E+18,14/12/2020 5:48,alternateuniversesg,"Photo shared by Alternate Universe SG | AUSG on December 13, 2020 tagging @teruteruwithcrafts. May be an image of text that says 'Coofrn TERUTERUWITHCRAFTS TRACE TOGETHER CROCHET TOKEN COVER WORKSHOP 23 DEC (WED). 7PM- 10PM $50 PER PAX $10 OFF IF BRING FRIEND !! INTRODUCTIONTO CROCHET FREE #TRACETOKEN TOKEN CROCHET COVER'.","📚#AUSGworkshop
.
📅23 Dec 2020
📅Wednesday
⏰7pm - 10pm
.
💰$50 per pax
💸$40 per pax if come in pair or more
🙇‍♂️Max 4 slots.
.
💙Instructor: @teruteruwithcrafts
💙Content: Introduction to basic crochet.
💙Materials provided.
🎁FREE #TraceTogether Crochet cover included. (Worth $20)
.
👍With previous workshop experience with @teruteruwithcrafts , and knowing many are first time crochet crafters or some never tried before but always wanted too!
.
💪This will be a basic introduction to crochet. You will be taught how to read crochet manuals and learn the ropes in making a nice crochet item.
.
🎁FREE #tracetogether crochet token cover when you sign up. Please indicate which is your model in the form and you will be given a random cover during workshop day.
.
💙Sign up form is available in #linkinbio.
🙇‍♂️If you have any questions, please do not hesitate to dm us.
😉Happy crafting!

#AUSG
#alternateuniverseSG 
#AUSGOnline",Alternate Universe SG,69,1
310,WHat now?,2.46E+18,14/12/2020 2:23,whatnow.sg,"Photo by WHat now? on December 13, 2020. May be a cartoon of one or more people, hair, outerwear and text that says 'KEEP ON KEEPING YOUR DISTANCE Swipe left to recap your memory on how to take care ofyourself and your loved on es... WH'.","As everyone is trying to adjust to the new normal with Covid-19 still here. Let us all remember social distancing and take care of yourself. Keep scrolling to recap your memory.💙🦋

#whatnowsg #illustration #covid_19 #covid #socialdistancing #tracetogether #singapore #update #symptoms",,14,0
311,Sewfisticated,2.46E+18,14/12/2020 2:22,sewfisticatedsg,"Photo by Sewfisticated on December 13, 2020.","Kawaii Sea Amo! 😍 
Sanitizer & Trace Together Token customized sleeves. 

Thank you C for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg  #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #seaamo #tokidoki #jujubextokidoki #personalisedgifts #sgmoms #sgfamily #sgkids #sgunited",,5,0
312,Sewfisticated,2.46E+18,14/12/2020 0:11,sewfisticatedsg,"Photo by Sewfisticated on December 13, 2020.","Another batch of sleeves done. 😍

Thank you all for your orders and support mumpreneur home business 😘

~~
Perfect for any occasion gifts.  Customized your Sanitizer and Trace Together Token sleeve now ⬇️

https://www.sewfisticatedcraft.com/embroideries-pretties/sanitizer-and-trace-together-token-sleeve
. 
. 
. 
#sewfisticatedsg #mumpreneursg #tracetogethertoken #tracetogether #tracetogethertokenssg #betag #tracetogethertokensleeve #sanitizersleeve #embroiderypretties #personalisedgifts #supportlocalsg #supporthandmade #handmadewithlove #supportsmallbusiness  #jujubecustoms #jujubexhellokitty #jujubextokidoki #tokidoki #sgmoms #sgfamily #sgkids #sgunited",,8,0
313,Peter Cuthbert,2.46E+18,13/12/2020 23:08,petergcuthbert,"Photo by Peter Cuthbert on December 13, 2020. May be an image of standing.","Biked up to a neighborhood community club with the boys to collect more government provided masks and our TraceTogether devices. We simply had to scan our ID cards in the mask vending machine, select size and they drop out. The TraceTogether devices use Bluetooth to connect with other devices and the phone apps to digitally map who has been in close contact with anyone who tests positive so they can stop outbreaks quickly. #health #wellness #prevention #masks #tracetogether #covid_19 #covid #singapore",Zhenghua CC IAEC,33,2
314,Al-Falah Youth,2.46E+18,13/12/2020 13:39,alfalahyouth,"Photo by Al-Falah Youth on December 13, 2020. May be an image of sky.","Introducing challenges for Phase B

❇️ Base Challenge
Worth: 25 POINTS
Task: Take a picture of yourself at any of the parks marked on our Walking the Mile map.
Bonus points: Picture of yourself at a Mosque (+ 20 points)

✴️ Featured Challenge
Worth: 75 POINTS
Task: Create an IG story or post relating to the hijrah values; tawakkal, constant remembrance of Allah and setting the right intentions. And don’t forget to tag us @alfalahyouth !

You must submit all challenges through the StepTracker form. Once our team has verified your entries, your points will be credited under your UniqueID within 2-3 days.

Details of submission of Challenge Entries can be found in our manual. Refer to the link in bio for any other information.

Remember to always follow the existing rules, regulations and guidelines. 🤓
And as always, take care, stay safe and have fun! #tracetogether",,11,0
315,Karen,2.46E+18,13/12/2020 13:39,seriouslyhandmade,"Photo by Karen on December 13, 2020.","These little fellows are being adopted & I'm ready for my Nativity Minis Project 😊
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #crochet #crochetaddict #amigurumiaddict #amongus #amigurumidoll #tokengowhere #crochetamongus  #amongusmeme #deadbody #covid19 #crochetamongus #amongusmemes #meme #memesdaily #funnymemes #imposter #govtechsg #safeentry #safeentrys #合力追踪",,9,0
316,Elisabeth Delvina Kho,2.46E+18,13/12/2020 12:45,elisabethkho4,Photo by Elisabeth Delvina Kho in Singapore.,"This is my Token... where is yours 😜

#tokengowhere #tracetogether",Singapore,4,0
317,Just Bike Shop,2.46E+18,13/12/2020 11:03,justbikeshop,"Photo by Just Bike Shop on December 13, 2020. May be an image of 1 person and text that says 'JUST BIKE SHOP do #01-19 CASIO realme 大か Grab realme CASIO AO 13 DEC 2020 PHASE 2-DAY17日 700ㄷ FIXIE BIKE THANKYOU'.","十二月冬至，騎樂無窮
有 夢 想 就 會 有 騎 跡
Stay Safe，Stay Well
Thanks for choosing us

#justbikeshop
#UseSafeEntry
#traceTogether
#700cWuYangFixie
#24erProJavaAlloy
#20erTrinxLife
#RearChildSeat
#NewArrival
#HelloDecember
#SGunited",JUST BIKE SHOP,4,0
318,Chris A. S.,2.46E+18,13/12/2020 7:50,my.11.ring.goal,"Photo by Chris A. S. on December 12, 2020. May be an image of one or more people.","Sunday (13-Dec) Another Trace Together Education Booth completed. 

#SmartNation
#SmartNationAmbassador
#TraceTogether
#SafeEntry

---------------------------------------------------
#GuysAbroad #PinoyAbroad #PinoyTraveler #PinoyAroundTheWorld  #AroundTheWorld #TravelTheWorld #Travel #TravelBlog #TravelBlogger #TravelGram #TravelLife #TravelBug #TravelAddict #TravelSelfie #TravelDiaries #TravelTips #InstaTravel #Wanderlust #Singapore #ExploreSingapore #VisitSingapore",Paya Lebar Quarter,11,0
