,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
154,dollupbysuesaturday,2448143792214504277,2020-11-22 16:11:43,dollupbysuesaturday,"Photo by dollupbysuesaturday in Nex Serangoon with @maccosmetics, and @sg_macstars. May be an image of 4 people, hair, headscarf and outerwear.","My personal favourite four pictures 2020 Best Of MAC, that I will bring to 2021 🤍. #CircuitBreakerSG dolling me at home, never I think of looking soooooo pretty just staying at home with zoom calls~ 
•
@maccosmetics #maccosmetics #maccosmeticssg #macapacartistry #trendmacup #myartistcommunity #myartistcommunitysg #macmyday #elcsg #macmeupsg #macbackstage #macambassador #sgigmakeup #sgmakeupartist #makeupaddict #makeuplover #beautylover #beautygram #makeupobsessed  #sgigbeauty #sgbeauty #sgmakeup #instasg #macnovweek3",Nex Serangoon,24,1
155,Destinie Wong,2448127363352069093,2020-11-22 15:39:05,destinie2435,"Photo by Destinie Wong on November 22, 2020. May be an image of food.","計畫趕不上變化的周日
Swimming plan forced to cancel due to inclement weather. Just utilised whatever left over ingredients in fridge to get dinner prepared.

#circuitbreakersg #homecooking #braisedchickenwings #salad #frenchdressing #lowcarbdiet",,58,0
156,Parenting | Family | Travel,2448078467592103668,2020-11-22 14:01:56,doting_dad,"Photo by Parenting | Family | Travel in Singapore with @urasingapore. May be an image of one or more people, motorcycle and outdoors.","Where the sky meets the canopies...as far till the eyes can see.
.
My kids and I discovered this beautiful stretch of lush greenery at our backyard during #circuitbreakersg ( #lockdown ) when we went out for a stretch and cycle.
It ‘wowed’ us truly. Often when we think of #singapore landscape we imagine the Flyer, MBS... man-made structures.
Amazing as those are, non are as inviting and appealing as the lure of Mother Nature...And thanks to good land planning, my kids and I get to share this unique Singapore moment like no other.
.
Photo copyright to #lifestinymiracles 
.
#instasgsunday10pm #instasgsundaylandscapes #scenery #landscape #siblings #siblingslove #nature #uniquelysingapore #sgig #sgfamily #sgparents #sgweekend #weekendvibes #weekend #weekendmood #cyclinglife #cyclinglifestyle #cyclingkids #sgnature #greencorridor #travelgram #sgparentbloggers #sgparentblogger",Singapore,116,0
157,Susucre,2448065209070024493,2020-11-22 13:35:36,susucre_cakes,"Photo by Susucre on November 22, 2020. May be an image of food and text that says 'HAPPY BIRTHDAY BIRTHDA JESS'.",Kimchi Jjigae...delicious 3D cake by www.susucre.net,,15,1
158,hourboutiqueSG,2447925199098960190,2020-11-22 08:57:25,hourboutiquesg,"Photo by hourboutiqueSG on November 22, 2020. May be an image of wrist watch.","Seiko Prospex Green Turtle
JDM SBDY039
__________________________________
SGD788
____________________________________
#hourboutiquesg #seiko #seikojdm #sbdy039 #seikoprospex #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,87,0
159,Destinie Wong,2447916920129747365,2020-11-22 08:40:58,destinie2435,"Photo by Destinie Wong on November 22, 2020. May be an image of food.","Late Sunday’s brunch - Egg sandwich, corn, cherry tomato and blueberries; served with drip coffee

#circuitbreakersg #homecooking #sundaybrunch #sandwich #sourdoughbread #corn #cherrytomatoes #blueberries #dripcoffee #pourovercoffee #coffeelover",,60,0
160,The Humble Pit,2447916126611384891,2020-11-22 08:39:24,thehumblepit,"Photo by The Humble Pit on November 22, 2020. May be an image of succotash.",An octopus's limb first smoked with hickory then simmered gently in dashi fortified with dried squid. The briny stock is then cooked with short grain rice till it's done and lightly charred at the base of the pot. Topped with the same 🐙 that's been grilled and kombu buttered corn.,,71,2
161,Match A Mentor | All about JC,2447899037699703498,2020-11-22 08:05:26,matchamentor_jc,"Photo by Match A Mentor | All about JC on November 22, 2020. May be an image of text that says 'CHEM Organic chemistry| @MatchaMentor'.","Today, we have Dawen to share some study tips on organic chem! 🔍⁣
Dawen achieved 90 UAP in A levels with distinction for H3 Chemistry. Moreover, he received gold for Singapore Chemistry Olympiad and a high distinction for Australian National Chemistry Quiz. Follow his tips to study efficiently! ⁣
⁣

📕📗📘

We have a fixed rate of 🌟⠀
A’level $40/h⠀
O’level $35/h 
Start your free trial lesson by filling in the tutee form :D
⠀
🌟Follow @matchamentor_jc @matchamentor_sec for more tips! 
-  Fill in the tutee form (link in bio) 
-  DM us to reach our mentors for personalized answers and advice!🍵⠀
⠀
#alevels #alevelbiology #alevels2020 #peertutoring #peertutors #singaporetutors #circuitbreakersg #jcmemes #studytips #examtips #keepcalmandstudyhard #juniorcollege #matchamentor #generalpaper #genemutation #tutor #highschool #tutoringservices #mathtutoring #sgstudents #parttimejob #singaporeschool #pelajar #tutorial #tutoring #mentor #singapore #singaporetutors #sgtutor #education #exam",,51,0
162,Ivy Yee,2447840420766364737,2020-11-22 06:08:59,ivyyee,"Photo shared by Ivy Yee on November 21, 2020 tagging @josephineyee. May be an image of food.","🐥Today's Lunch Menu：Beef Quesadillas🌮 ➕ 南瓜🎃浓汤
#nomnom#lunchtime#followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day231#lunchtime #nomnom #yummyinmytummy #yummylicious #homecookfoodisthebest #instacook#instafood#hungry #itssunday #sisters#soupoftheday #pumpkinsoup",,11,0
163,hourboutiqueSG,2447819819979359500,2020-11-22 05:28:03,hourboutiquesg,"Photo by hourboutiqueSG on November 21, 2020. May be an image of 1 person and wrist watch.","Seiko Presage Titanium Snowflake with Power Reserve SARW041
__________________________________
SGD1480
____________________________________
#hourboutiquesg #seiko #seikojdm #sarw041 #seikopresage #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,82,0
164,Dapur Ibu,2447776372343946125,2020-11-22 04:01:44,dapuribu.my,"Photo by Dapur Ibu on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,20,0
165,Resepi IBU,2447776290412289227,2020-11-22 04:01:34,resepiibu.my,"Photo by Resepi IBU on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,30,0
166,Masakan IBU,2447776220132436224,2020-11-22 04:01:25,masakanibu.my,"Photo by Masakan IBU on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,18,0
167,resepi masakan kampung,2447775962535110479,2020-11-22 04:00:55,resepimasakankampung,"Photo by resepi masakan kampung on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,25,0
168,dapur.miera,2447775777549465106,2020-11-22 04:00:33,dapur.miera,"Photo by dapur.miera on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,18,0
169,resepimemikatsuami.my,2447775661904144403,2020-11-22 04:00:19,resepimemikatsuami.my,"Photo by resepimemikatsuami.my on November 21, 2020. May be an image of 1 person, headscarf, outdoors and text that says 'NAK KURUS TAPI SUKA MAKAN SAYA NAK BANTU ANDA! @dietwithhida'.","𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

Coach Hida +6598527394

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",,12,0
170,KURUS | SIHAT | CANTIK,2447753700821652357,2020-11-22 03:16:41,dietwithhida_,"Photo by KURUS | SIHAT | CANTIK in Singapore. May be an image of 1 person and text that says 'DID YOU KNOW? Walking for just 30 mins a day Helps you lose weight and reduce stress, lower blood pressure and reduce your risk of many chronic diseases. Regular walks is one of the best and easiest things you can do for your health Source Meling ampolis.MD'.","Kalau tak larat nak jogging, brisk walking pun boleh jer... 

Follow IG @dietwithhida_ ajak kawan2 sekali. 

𝗣𝗘𝗡𝗗𝗔𝗙𝗧𝗔𝗥𝗔𝗡 𝗞𝗜𝗡𝗜 𝗗𝗜𝗕𝗨𝗞𝗔

✔ WhatsApp group Mentoring & Coaching
✔ Meal plan beserta resepi sihat 25 hari
✔ Combo workout step by step dari rumah
✔ Groceries checklist

🔊 PENDAFTARAN SUDAH DI BUKA
🚫 SLOT TERHAD

📲 Click link Whatsapp di bio
@dietwithhida_
@dietwithhida_
@dietwithhida_

#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg #kurustanpaberlapar #kurusmudah #nakslim #malaysia #resipisihat #bajuplussize #okletsgo",Singapore,7,0
171,Singapore Scenery 2020,2447745463844391902,2020-11-22 03:00:19,sgscenery2020,"Photo shared by Singapore Scenery 2020 on November 21, 2020 tagging @mapofwonderz. May be an image of buildings, twilight and sky.","Submission by: Valerie Phee (@mapofwonderz) 

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,25,0
172,Ivy Yee,2447727301796681468,2020-11-22 02:24:14,ivyyee,"Photo by Ivy Yee on November 21, 2020. May be an image of fruit.","🐥宝宝🉐fav：公焦cake🍌
#bananacake #myfav #longtimenoeat #vsoymultigrain #itssunday #weekendsishere #weekendvibes #goodmorning#breakfasttime #imahappygirl #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day231 #instafood",,9,0
173,amaterasu11,2447412917959036059,2020-11-21 15:59:36,amaterasu11,"Photo by amaterasu11 in Serangoon Park Connector. May be an image of nature, road, cloud and tree.",I will never get tired of this view ~,Serangoon Park Connector,40,1
174,Iskandar Hasif,2447358419310803721,2020-11-21 14:13:10,darkains,,"A song truly close to my heart. 

#acousticguitar #acoustic #acousticcover #instamusic #instadaily #igdaily #igmusic #musicislife #singer #goodmusic #noedits #onetake #recordedusingphone #rawcover #songcover #singers #singerlife  #vocalist #volumeup #music #sgmusic #circuitbreakersg #circuitbreaker #newnormal #keepingsane #engelberthumperdinck #ilmondo #myworld #tenor",,11,1
175,Carol yuen,2447309995121898119,2020-11-21 12:35:07,carol_yuen_photography,"Photo by Carol yuen on November 21, 2020.","Jewel is busier than before!
#singapore #stayhome #jewel #changijewel #vortex #vortexjewel #vortexjewelsingapore #gosingapore #straitstimes #wonderful_places #awesome_earthpix #awesome #photographer #photooftheday #photography #handphonephotography #instagood #circuitbreakersg #wheretonext #4aroundglamour #wonderlustsingapore #sgplaces #travelgram #travelholic #Instagram #igaddict",,19,1
176,Iskandar Hasif,2447305278427061523,2020-11-21 12:26:16,darkains,,"Everybody Talks - Neon Trees (Short Acoustic Cover)
 
Some throwback content.

#acousticguitar #acoustic #acousticcover #instamusic #instadaily #igdaily #igmusic #musicislife #singer #goodmusic #noedits #onetake #recordedusingphone #rawcover #songcover #singers #singerlife  #vocalist #volumeup #music #sgmusic #circuitbreakersg #circuitbreaker #newnormal #keepingsane #everybodytalks #neontrees",,22,2
177,Destinie Wong,2447257618171889296,2020-11-21 10:51:03,destinie2435,"Photo by Destinie Wong on November 21, 2020. May be an image of food.","Eat clean day - Braised chicken, boil egg salad in sesame dressing with mix berries smoothies 

#circuitbreakersg #homemade #braisedchickensalad #boilegg #salad #cashewnuts #sesamedressing #smoothies #mixberriessmoothies #chiaseeds #eatcleanday",,60,3
178,Destinie Wong,2447255067347133510,2020-11-21 10:45:59,destinie2435,"Photo by Destinie Wong on November 21, 2020. May be an image of 3 people, people standing, tree and text that says 'Coney Island'.","A day out at Coney Island 🏝 

#circuitbreakersg #weekendouting #cycling #coneyisland",,62,5
179,hourboutiqueSG,2447213395343463040,2020-11-21 09:23:11,hourboutiquesg,"Photo by hourboutiqueSG on November 21, 2020. May be an image of wrist watch.","Seiko Prospex Mighnight Blue Tuna
SBDY055
__________________________________
SGD788
____________________________________
#hourboutiquesg #seiko #seikojdm #sbdy055 #seikopresage #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,111,0
180,FKD.ConstantlyLit,2447192211776285129,2020-11-21 08:41:06,feekeed,"Photo shared by FKD.ConstantlyLit on November 21, 2020 tagging @thenorthface, @jumpman23, @mitchellandness, @nike, @complexsneakers, @outfitgrid, @unionlosangeles, @riccardotisci17, @essentials, @hypebeaststyle, and @hypebeastkicks. May be an image of one or more people, people standing and outerwear.","Out half asleep boutta handle some biz~

#mitchellandness #rodman #chicagobulls #unionLA #JUMPMAN #airjordan1 #thenorthface #supremelondon #riccardotisci #nikelab #InMyJs #grailedfits",,123,7
181,Ivy Yee,2447127835360175273,2020-11-21 06:33:12,ivyyee,"Photo by Ivy Yee on November 20, 2020. May be an image of food.","🐥今日嘅午餐煲粥食。。。
#congee#porridge #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day230 #nomnom #yummyinmytummy #yummylicious #homecookfoodisthebest #instacook#instafood#itssaturday #weekendsishere #weekendvibes",,10,0
182,MONEYFEST_TRADING,2447123315150335710,2020-11-21 06:24:13,moneyfesttrading,"Photo by MONEYFEST_TRADING on November 20, 2020. May be an image of text that says 'Price Band at is होता है... Upper / Lowe Circuit Circuit Breakers'.","क्या है Price Band ? Upper Circuits & Lower Circuits क्या है ? Must watch for Beginners....Dont Miss our latest video on youtube https://youtu.be/7_sBnkyfbmE

Subscribe to our Youtube Channel for more interesting videos on Stock Market Education. 👇👇👇👇👇👇
https://www.youtube.com/channel/UCi5R169DFWW5UjCYknWhR-g

#priceband #pricebands #stockcircuit #circuitbreakersg #circuitbreakers #uppercircuit #uppercircuits #uppercircuitbreakers #lowercircuit #lowercircuits #nse #nsemumbai #bse #bseindia #bsesensex #nifty50 #nsenifty #stockmarketbeginners #stockmarketbasicsforbeginners #stockmarketbasics #stockmarketbasicse #stockmarketeducation #stockmarketeducationtips #stockmarketeduaction #sharemarketeducational #sharemarketindia #sharemarketexperience #beginnersinstockmarket #basicsofinvesting #basicsofsharemarket",,2,0
183,Singapore Scenery 2020,2447111287344637942,2020-11-21 06:00:19,sgscenery2020,"Photo shared by Singapore Scenery 2020 on November 20, 2020 tagging @marcusng_. May be an image of sky, skyscraper and buildings.","Submission by: Marcus Ng (@marcusng_) 

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,24,0
184,hourboutiqueSG,2447100217276083876,2020-11-21 05:38:20,hourboutiquesg,"Photo by hourboutiqueSG on November 20, 2020. May be an image of wrist watch.","Seiko Presage Tuxedo Dial
SARX045
__________________________________
SGD788
____________________________________
#hourboutiquesg #seiko #seikojdm #sarx045 #seikopresage #supportsmallbusiness  #circuitbreakersg #supportlocalsg #watchesofinstagram #sgwatch #sgwatches #wristwatch #igers #instawatch #instadaily #samsung #galaxys10 #s10 #photography #marcophotography #singapore #singapore🇸🇬 #Ootd #wotd #singaporefashion #singaporeonlineshop #singaporeWatchclub",Hour Boutique (S) Pte Ltd,96,0
185,MONEYFEST_TRADING,2447072770616446955,2020-11-21 04:43:48,moneyfesttrading,"Photo by MONEYFEST_TRADING on November 20, 2020. May be an image of text that says '1,4473 Price Band Upper Circuit 1.3577 12933 Lower Circuit 1.32354 1.3222 क्या होता है? 1.3572 1,5273 1.5223 1,4473'.","क्या है Price Band ? Upper Circuits & Lower Circuits क्या है ? Must watch for Beginners....Dont Miss our latest video on youtube https://youtu.be/7_sBnkyfbmE

Subscribe to our Youtube Channel for more interesting videos on Stock Market Education. 👇👇👇👇👇👇
https://www.youtube.com/channel/UCi5R169DFWW5UjCYknWhR-g

#priceband #pricebands #stockcircuit #circuitbreakersg #circuitbreakers #uppercircuit #uppercircuits #uppercircuitbreakers #lowercircuit #lowercircuits #nse #nsemumbai #bse #bseindia #bsesensex #nifty50 #nsenifty",,1,0
186,Ivy Yee,2446995744270116014,2020-11-21 02:10:45,ivyyee,"🐥宝宝滴早餐。。
#myfav #goodmorning#breakfasttime #imahappygirl #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day220#紫薯肉鬆面包#itssaturday#weekendsvibes","🐥宝宝滴早餐。。
#myfav #goodmorning#breakfasttime #imahappygirl #instafollow #followforfollowback #followforfollow #followme #jj#igers#igsg#singapore #random#yummylicious #webstagram#instagramhub #circuitbreakersg#day230 #紫薯肉鬆面包#itssaturday#weekendsvibes #weekendsishere#almondmilk",,4,0
187,THANIORUVAN TECH ™,2446980933652519382,2020-11-21 01:41:20,thanioruvantech,"Photo by THANIORUVAN TECH ™ on November 20, 2020. May be a meme of 1 person, outerwear and text that says 'Why do we use Circuit Breaker in Power Systems? Circuit Breaker (Oo) Overload (or) Short Circuit :Enna rest ah, Trip agu Trip agu! Overload (o) Short Circuit Circuit Breaker Tripping TAHIL -MEMES Circuit Breaker Ivan varumbothu la na trip aga vendiyathu iruke. Circuit Breaker (TRIP Position) thanioruvantech THANI ORUVAN thanioruvantech'.","A circuit breaker is an automatically operated electrical switch designed to protect an electrical circuit from damage caused by excess current from an overload or short circuit. Its basic function is to interrupt current flow after a fault is detected. Unlike a fuse, which operates once and then must be replaced, a circuit breaker can be reset (either manually or automatically) to resume normal operation.

Circuit breakers are made in varying sizes, from small devices that protect low-current circuits or individual household appliance, up to large switchgear designed to protect high voltage circuits feeding an entire city. The generic function of a circuit breaker, or fuse, as an automatic means of removing power from a faulty system is often abbreviated as OCPD (Over Current Protection Device).

#electronicsocialart #electronicsengineering #thanioruvantech #circuitbreakersg #electric #circuitbreakermeals #circuitbreaker #powerelectronics #tcelectronics #electricguitar #electrician #electrical #electricdaisycarnival #circuitbreakers #diyelectronics #diyelectronicsfruit #diyelectronicsza #electricity #diyelectronicsrepair #diyelectronicsguru #electronics #diyelectronicsechaddict #sgcircuitbreaker #circuitbreakercookingchallenge #thanioruvantechmemes",,50,0
188,𝑇𝑟𝑒𝑚𝑒𝑙𝑙𝑎 𝐺𝑟𝑜𝑢𝑝 𝑆𝐺 𝐷𝑖𝑠𝑡𝑟𝑖𝑏𝑢𝑡𝑜𝑟,2446649846780514321,2020-11-20 14:44:37,tremellasg_maindistributor,,"酸酸甜甜好滋味 🍓
“它”就是我们众多粉丝客户们
瘦下来的原因❤️

🅨🅤🅩🅤•🅜🅘综合了各种莓果类的营养提取、与日本柚子的精华所研发而成❤️

好喝之余还能瘦身美肤保健👏🏻

#YUZUMI排毒酵素 #yuzumi #tremella #tremellasg #tremellamalaysia #tremellahk #tremellaglobal #yuzumi柚美
#Tremellasgofficial #sgeats #readystock现货提供 #freedelivery #supportlocalbusiness #bestseller #cmco #rmco #newnormal #circuitbreakersg #staysafe #sgunited #sglife #sgfoodies #sgig",Singapore,7,0
189,,2446633709437580058,2020-11-20 14:12:47,o_reef_am,,"Scan and We Will Deliver This To U..
😺😸😹😻

#iherb #iherbsg #icat 
#catwiththeirtonguesout  #catoftheday #catsofinstagram #catlife #cats #cats_of_instagram #catscatscats #catlovers #catofplants #johnnythecat #cat #catoftheday #circuitbreakersg #workfromhome #wfh #lockdownsg #bodytransformation #picoftheday #videooftheday #picturesoftheday #mustlovecoffee #hangloose #pineapple #smile #instagood #singapore #november2020  #goodvibesonly",Singapore,28,0
190,Aimuni Maisarah,2446625075110361502,2020-11-20 13:54:18,mai.shepherdpie,,".
Finally...
It’s the last day of school for year 2020.
End of #MaiLearningJourney Primary 3 level.
I’m sure going to miss my school friends. Especially #538Cubs. 
See you all in #2021 . 

To end this year , 
Received a wonderful note from Mrs Tay who teaches me Mathematics.
She is a stern & from teacher. But she made Maths Fun. I am very happy I did very well for Maths because of her.
And I also received a certificate for interunit Brownie Challenge for 2020 participation in Brownie Mask Design/Making & We Care Poster Design.

Year 2020 is totally a new experience.
Many home based learning session.
Really need both help from family & Teachers.
So grateful that all @innovaprimary Teachers are so helpful & patience in helping us through out the #circuitbreakersg .

Thank you Teachers , Family & Friends.

Goodbye 2020
Looking forward to #2021.

#AimuniMaisarah 
#AimuniMaisarahLearningJourney 
#MaiShepherdpie 
#MaiShepherdpieLearningJourney 
#schoolout #schoolholidays #schoolholidaybegins 
#2020",,8,0
191,Wildfire Burgers,2446480543028459864,2020-11-20 09:07:09,wildfireburgers.sg,"Photo shared by Wildfire Burgers on November 20, 2020 tagging @aun_koh. May be an image of dessert.","Our Burnt Cheesecake is made in-house and always baked fresh to ensure you enjoy it to the fullest. Pre-order yours now! Link in Bio.

📸: @aun_koh 

#wildfireburgers #wildfirechickenandburgers #singaporefnb #bestfoodsingapore #foodinsing #instafood #foodporn #sgfooddiary #sgfoodtrend #foodgasm #eatoutsg #singaporefoodie #igfood #singaporeinsiders #circuitbreakersg #delicious #foodblogger",Wildfire Burgers,68,4
