,Unnamed: 0,Comments,Datetime,num_words
232,236,"Those photos no 1,2,4 aren't myanmar people.Please stop spreading incorrect news.🚫",2021-02-02,8
233,237,"Pls tell the truth, that's definitely not from Kathmandu and Tokyo protests.",2021-02-02,11
234,238,Plese don't make twisted news. How can I respect ST? This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news! Crd,2021-02-04,47
235,239,"Shame on you to use these pictures and spread fake news .We all,Myanmar citizens are protesting to be free our leader Daw Aung San Suu Kyi .",2021-02-02,27
236,240,"Hello The Straits Times, please do not mix up with other photos from Thailand protestors and delete those. 1, 2, and 4 are not Myanmar Protestors. ",2021-02-02,23
237,241,"Dear people from all nations, We are very sorry if it is disturbing you. But we really need help to protect our rights.  #WeVotedNLD for our Democracy and always disliked both the speech and act of the military. We people have been against the despicable acts of the military and this time we think they(the military leaders) get what they deserve. They are not getting away with everything they have done over the years.  #HelpUs #HelpMyanmar🇲🇲 #SavePeace🕊️ We truly appreciate your help.",2021-02-02,79
238,242,You are spreading false information.The people in the picture are Thai.They are not Burmese. Help our country by writing only the right news ,2021-02-02,21
239,243,"Shame on you The Straits Times!!! Stop uploading the false news on this affairs.  We, Myanmar people are facing very difficult situations currently and being bullied by Burmese army general, Min Aung Hlaing. So pls don’t post fake news if u are not too sure about the situation!",2021-02-02,49
240,244,This not how Burmese peopl living abroad protest . Please Straight Times delete all those fake pictures under the topic Burma . We dont accept false news spreading to the world. ,2021-02-02,29
241,245,"Shame on you The Straits Times . now we are very difficult time. We don't have many hope in the military coup. Our future will die in this situation. Our people well know this situation , because it's already happened in 1988.  #savemyanmar",2021-02-03,37
242,246,"It's the media that you want to say?   Shame on you Straits Times !! Picture 1, 2 and 4 are not from Myanmar people ok.  Because of we, Myanmar people doesn't make any worse things out of rules at anywhere. Please don't do that again because , we already fall enough by political. Please !!!!!!!",2021-02-02,46
243,247,You think you can post everything cause you have blue mark???What a big shame on you!!!!! I can't even understand how could you become a news channel without invetigate well on every situation!!!!!,2021-02-02,33
244,248,Protest.... In tokyo? Hardly ever seen one. Your nationalism is off the chart when you get to protest in other people country about your own country affair. Its good for your self but not to other people.,2021-02-02,37
245,249,WHERE'S YOUR ETHICS THE STRAITS TIMES??,2021-02-02,5
246,250,"Please don't mislead with fake photos. Myanmar ppl only protest peacefully. Before you post the news, pls check and confirm carefully the source of information.",2021-02-03,24
247,251,The riots that took place during the protests in Thailand yesterday were not with the Burmese  Thai students and police,2021-02-02,20
248,252,"Why are you highlighting the news with such kind of fake pics? Our citizens living in abroad are just revealing their attitude towards the military junta without committing any violence. Shame on you ""The Straits Time""",2021-02-02,36
249,253,"If you are about to leave a hate comment, just study the actual situations and regulations of the country first. ",2021-02-02,20
250,254,"These photos of 1,2 and 4 are not Myanmar people. They are wrongly captioned as Myanmar.",2021-02-02,14
251,255,"Same on you The Straits Times, using false pictures to make things worse! I can’t even believe my eyes.",2021-02-02,20
252,256,"Straits Times : such a big media platform but all u do is posting wrong information and mislead people. What kinda media is that? No. 1,2, & 4 r not from Myanmar. Shame on u!",2021-02-02,31
253,257,There ain't no doubt that we never support military. Military ppl are more than enough to be involving in politics since 1988.,2021-02-02,20
254,258,"#ShameonyouTheStraitsTimes...This is the false news because we, Myanmar people protested peacefully in foreign countries...",2021-02-02,13
255,259,"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2021-02-02,31
256,260,"Why do you post wrong information and some pictures of your post that's not our citizen we really need support and help  all of your country ,please don't spread wrong info if you do that like this again and more spread wrong info about myanmar citizen, our country situation more difficult and we may get the bad situation than . Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2021-02-02,88
257,261,Why break the law? The main purpose of protesting is for your voice to be heard. Why use violence? Protesting is supposed to be for peace and equal human rights.,2021-02-02,30
258,262,Trust us our leader order us  non-violence  Even in myanmar has the fake  peoples that is ordered by the military,2021-02-02,19
259,263,Media with no ethic!!! Mixing up photos to spread false image of Burmese civilizations. Rubbish media,2021-02-02,16
260,264,"To all Burmese friends, We all empathise with your country situation and am sure all the leaders are trying something now but are you guys giving them time and the peace to work things out? Or are you guys giving others extra issues? Did you see the photos carefully? You can do a peaceful protest (whats the use anyway) but why are your people throwing stuff and screaming at the police of the host country? Does that help you? You are disrupting the peace of other countries and you are expecting or demanding them to help? How to help you if you guys are not giving them time to work out how to help but give them more issues? Will you harm and scream at the members of the family that you are seeking help from?  You guys may end up pushing other country to STOP helping you coz they have to first attend to your protests",2021-02-02,157
261,265,"Have some shame , posting a news with containing false information... none of us around the world is using violence to solve it , all of us are handling with a peaceful way. You get paid to ensure that the news you post are true, don’t waste the company’s money. Now the least you can do about this incident is give us a proper apology.  Next time please think and check twice before you post regarding sensitive and important issue like this . I really can’t find a reason to understand your actions , disappointing .",2021-02-02,94
262,266,"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2021-02-02,31
263,267,Are you sure that Burmese people have attack Thai Police !! Are you sure about that !! What side are you ?Please don't  say any misunderstanding new !!,2021-02-02,24
264,268,"Same you straits time. You mixed up all photos which are not truth about myanmar's protest. You should watch out the sources prior to publish on your platforms. If you are supporter of myanmar army, your image and reputation will go as rubbish.",2021-02-02,42
265,269,"ကမ္ဘာကြီးနဲ့အဆက်အသွယ်မဖြတ်ခင် ဒါလေးကို အားလုံး copy ယူပြီးတင်ခဲ့ကြရအောင်  🙏🏻🙏🏻🙏🏻  We as the citizens of Myanmar do not agree with the current situation and would like to request the world leaders. UN and the world media, please help our country- our leaders- our people - from this bitter acts.  We want democracy and want our country to develop as our neighbouring countries.   #savemyanmar",2021-02-02,52
266,270,"Photo No.1 2 4 are not Myanmar people. Myanmar people protest peacefully without violence.  Please check correct information before you post. Now because of your wrong photo (no.1 2 4), other people are misunderstanding to Myanmar people. Pls check carefully and delete your wrong photos.",2021-02-02,41
267,271,What a shame! Look at the mess you are causing with some false photos 🙃🙃,2021-02-02,14
268,272,"All of this people from Myanmar nation's, long ago they shift to another country... Beautiful Singapore",2021-02-02,15
269,273,U can't say every photos are burmese . Some photos are not burmese. Shame on u cause of sharing fake news to the other . 🙂,2021-02-02,22
270,274,When you kicked your own people from their home is more hurting than you being kicked from your chair...so why should sympathy for this cruel government????just let them go....,2021-02-02,31
271,275,"Photo numbers 1,2 and 4 are not Myanmar people. Make sure to post the correct photos. Don’t be a media which always include misleading photos and articles! ",2021-02-02,26
272,276,"As a media , u should check news before u post . Some photos are not from the protect of Burmese people . Burmese people show their support for Democracy peacefully without violence. So don’t post fake photos. Shame on you The Straits Times .",2021-02-02,42
273,277,Shame on you The Starits Times! 👎👎👎 Please stop using the wrong photos. You made misjudge to Myanmar People. 👎👎👎,2021-02-02,18
274,278,This is not us ! We are not brainless like you guys ! We Fight with Digital way !! We are educated!!!,2021-02-02,19
275,279,"I think something is wrong.that's not myanmar and also pic 1,2 and 4isn't myanmar you know.!why you goes extramile to provide false information on most of the news related to myanmar!why??",2021-02-02,32
276,280,1 2 4 is not Myanmar . Shame on you Straits Times,2021-02-03,8
277,281,Protesting is not in Myanmar's culture.  Those who hold the guns win.,2021-02-02,11
278,282,"Like Fake news, this was Thai students and police attack on near  where Myanmar people.",2021-02-02,15
279,283,Where were they when the Rohingya were being mass murdered in their country back then?,2021-02-02,15
280,284,"Aren't you ashamed to write to misrepresent the photos as Burmese? If you accept urself, that’s it world wide news media should write your news after careful study. Where is your media ethics?",2021-02-04,33
281,285,"Those photos no.1,2 & 4 are not Myanmar people!they were WRONGLY caption as ""Myanmar""   We ""Myanmar"" in foreign countries only protest peacefully yesterday.  Shame on you #thestraitstimes .  STOP SPREADING INCORRECT NEWS ABOUT MYANMAR ‼️",2021-02-02,31
282,286,"The Straits Times , you need to check the information before you uploaded. Don't spread false new. Please don't get attention with wrong pics.",2021-02-02,21
283,287,"The 1st, 2nd, and 4th photos are not from the real protests. They are wrong photos of course. Shame on you  The Straits Times  for spreading wrong information. 🙂🙂🙂  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader, #Aung #San #Suu #Kyi #government!!!",2021-02-02,25
284,288,"Today, we do not accept the newly appointed cabinet ministers appointed by the Commander-in-Chief Min Aung Hlaing. The current President of our country is U Win Myint. Declaring a state of emergency and handing over power without the order of President Win Myint is completely illegal. I do not accept the re-appointment of the government at all. I totally disagree. As results of the 2020 general election, we will hold the third session of parliament and accept the appointment of a new government.",2021-02-02,80
285,289,"Photo numbers 1,2 and 4 are not Myanmar people. Make sure to post the correct photos. Don’t be a media which always include misleading photos and articles!",2021-02-02,26
286,290,They are not myanmar citiens our leader order us to make only peace .  They are fake  don't trust them some of the photos are not real  I think #TheStraitsTimes news station should be decide that is the real or not and should be post it,2021-02-02,43
287,291,I so sad to hear that the comment section has many negative comments..Thanks alot for the people who were trying to help Hoping and wishing that your countries won't be in troubles like this,2021-02-02,34
288,292,Meanwhile Singapore is a fine country,2021-02-02,6
289,293,Before you wote like this 'you should think the future of our country which is disturbing by it's military.,2021-02-02,18
290,294,The first photo and second photo are not from myanmar,2021-02-02,10
291,295,#Myanmar (#Burma) military detained civilian government. Help us spread that none of us agree with military & we only trust the election results officially announced.  #RejectTheMilitary  #AungSanSuuKyi_government,2021-02-02,22
292,296,You guys are from developed country how can you guys lack in research and believe in those kind of news ?,2021-02-02,20
293,297,"Don't create violence and protest in a foreign countries, promise to live as one nationality with equal rights regardless of race and religion to UN and beseech for JUSTICE",2021-02-02,28
294,298,Do you dare to take responsibility for the news you post?,2021-02-02,11
295,299,"Sorry for posting a message here🙏 We really need your help right now .All around the people around the world need to know what is now happening in Myanmar .The military is trying to take control over by force and they are trying to cut off all the connection from the world we young generation really  deserve to get what we we really need .please make this world spread before our Wifi all gone .we are asking for help .#Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-02,79
296,300,This is fake new.. The real Myanmar citizens asked for help.. We need justice.  This time is very important for us. Don't be bother with fake news please..,2021-02-02,27
297,301,"When you protest against the coup in the country so rife with coups like Thailand, you may probably choose the wrong place at the wrong time. ",2021-02-03,26
298,302,"The 1st, 2nd, and 4th photos are not from the real protests. They are wrong photos of course. Shame on you  The Straits Times  for spreading wrong information. 🙂🙂🙂  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader, #Aung #San #Suu #Kyi #government!!!",2021-02-02,25
299,303,"Sorry for posting a message here🙏 We really need your help right now .All around the people around the world need to know what is now happening in Myanmar .The military is trying to take control over by force and they are trying to cut off all the connection from the world we young generation really  deserve to get what we we really need .please make this world spread before our Wifi all gone .we are asking for help .#Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-02,79
300,305,False photos  And fabricated story Why did popular Singapore newspaper publish such kind of news? Shame on you Singaporean ,2021-02-02,19
301,306,The photos are not from this event. fake photos.,2021-02-02,9
302,307,"Save Our Leader    PLEASE PRAY FOR MYANMAR!  Many of the leaders of the country have been detained by the military in what the international media is calling a military coup. I cannot reach any of my friends because their internet has been cut off.. Please please pray for these people and this country, they do not deserve this!   Tell everyone you know, we cannot let this quietly slip out of our minds and let Myanmar lose all the progress they have fought so hard to achieve!  #savemyanmar",2021-02-02,86
303,308,it is not the true guys. This is fake news..we need your support..please guys help myanmar..,2021-02-02,18
304,309,"The photos 1,2,4 are not Myanmar people How can you fake the news like this Shame on you #thestraitstimes  You give people the wrong message and photos What kind of attitude do you have? ",2021-02-02,32
305,310,"If we do they will say it's riot,the military government will be forever. Some of this pic are not us.We , Myanmar who r protesting r in front of UN OFFICE.IT's like asking help from UN .Pls don't be blind by it and pls understand our situation Have a nice day gentleman",2021-02-02,49
306,311,"Figure 1, Picture 2, Picture 4: These are not current photos, so be sure to include pictures of the Thai protests.",2021-02-02,18
307,312,Please consider whether this is Myanmar or Thailand.?,2021-02-02,8
308,313,"People in photo no 1,2and4 are not Myanmar people. Where's your journalism ethics? Shame on you The Straits Times ",2021-02-04,18
309,314,"Shame on you TST Picture 1,2and 4 are not Myanmar ! Stop spreading wrong news.",2021-02-02,13
310,315,Some of the photos are fake thrust us the military can command some myanmar peoples to make a violance in other country don't trust that if someone make a violance in your country it is not myanmar citizens  Repeat !!! they could.be fake peoples that is commanded by the military of myanmar to make a violane  I'm talking it very strongly because our leader command us to stay peace,2021-02-02,65
311,316,Whats with the incorrect photos? Simply careless mistake or an attempt at propaganda?,2021-02-03,13
312,317,"Photos no.1,2&4 are not Myanmar people.We need your help.So please dont write if you dont know well.We really need your help.",2021-02-03,18
313,318,Why do diaspora yell louder ? Go home and fight for your homeland. 🤣,2021-02-02,12
314,319,Shame on you straits time  why are you post like thats if you don't want to help them don't help. Don't just post  other of nonsense. Think about your country how grow  to be good.thats the pictures form not my country in Myanmar. Shame on you straits time,2021-02-02,44
315,320,"You need to find the real photos of Myanmar people from Japan held on today & from Thailand on yeaterday. If you need help to find these, tell me. I´ll help you.",2021-02-03,32
316,321,"To The Straits Time,  Before you posting the news, you have to check the source of the information which you get. The protesters are not Burmese people and they are Thailand people who protected Burmese protesters harmed by their police. Since Thailand has the same situation with us, they also joined with us. Yesterday, our Myanmar people peacefully protest. Don't spread the poinsonous news. Please go and check the Thailand News in twitter and you will definitely see what's true... One more thing, don't kill Myanmar people by your fake news...",2021-02-02,88
317,322,Same on you The Straits Times! You guys just want the news without checking the facts and right resources?   #shameonyouthestaritstimes ,2021-02-02,19
318,323,Go and read from trustful sources .. Dnt judge over fake news .. ,2021-02-02,11
319,324,"Stop spreading incorrect news about Myanmar 🙏...She is not Myanmar woman and also from photo 1,2,4 are not Myanmar people .",2021-02-02,19
320,325,This is not myanmar people!!Just thai people.Lol🤣 Do you think myanmar people are crazy? Aren't you afraid of going to hell? Do not post false information.Only god knows the truth.Be ashamed,2021-02-02,28
321,326,This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news! Crd,2021-02-02,38
322,327,You guys are from developed countries and believing this fake news?  Please try to know well.,2021-02-02,16
323,328,"Pic 1,2 and 4 are false.They are not Myanmar",2021-02-02,6
324,329,"I am really sorry for bothering under your post but we(people from Myanmar) need to let the world knows what is happening in our country .  Everyone who reading this comment please help us. I am from Myanmar and we have a critical issue. Our country's military has taken down the government and control every communication service around Myanmar. Some of our national leaders have been captured by them too.We cant even make call and some sims cant even use internet. Please help us trend this and help our country ... we are all humans right? Plus all we can do is ask for help now. Please trend this. #Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject_the_Military !!! #We_need_democracy!!! #Help_us_and_Support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-02,106
325,330,"Please edit your news . As a newspaper , you did not follow the ethic and post the false information photo. Shame on you.  The photo number 1,2,4 are not related to current Myanmar issue. Please don't accelerate false news photos  to the world.",2021-02-03,40
326,331,"Good lord.. PROTEST RIGHT IN YOUR HOMELAND, GO HOME, PROTEST IN THE STREET OF MYANMAR, STOP WASTINF RESOURCES OF OTHER COUNTRY WITH YOUR USELESS PROTEST.. BECOZ STREET PROTEST ONLY WORKS IF ITS IN YOUR HOMELAND.",2021-02-02,35
327,332,"The 1st, 2nd, and 4th photos are not from the real protests. They are wrong photos of course. Shame on you  The Straits Times  for spreading wrong information. 🙂🙂🙂  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader, #Aung #San #Suu #Kyi #government!!!",2021-02-02,25
328,333,Seriously... have any protest work in modern day?,2021-02-02,8
329,334,"The 1st, 2nd, and 4th photos are not from the real protests. They are wrong photos of course. Shame on you  The Straits Times  for spreading wrong information. 🙂🙂🙂  #Save #Myanmar  #Save #Burma  #Reject #the #Military !!!",2021-02-02,25
330,335,Where is your media ethic ? ,2021-02-02,5
331,336,"I voted NLD on the Election day of 8th November 2020. I strongly oppose Military Coup to our mandate civilian government. It is totally unlawful act by giving a lame excuse of voters fraud and it is against the will of Myanmar people. Thus, I humbly urge not to recognize the new government appointed by Commander-in-Chief Min Aung Hlaing.  我在2020年选举中投票支持全国民主联盟。 军事政变的理由是，基本选民名单与我们所投票的选民名单不同，这完全是非法的，我们的公民坚决反对。 因此，我们的公民要求不承认由总司令任命的独裁政府。  私は2020年の選挙でNLDに投票しました。 有権者リストが私たちが投票したものと異なるという理由での軍事クーデターは完全に違法であり、私たち市民はそれに強く反対しています。  したがって、私たちの市民は、最高司令官によって任命された新しい独裁政権とビジネスを行わず、独裁を認めないことを期待します。  ကျွန်ုပ်သည် ၂၀၂၀ ရွေးကောက်ပွဲတွင် NLD ကို မဲပေးခဲ့သည်။ ကျန်ုပ်တို့ တခဲနက်မဲပေးခဲ့သော အစိုးရကို အခြေခံမဲစာရင်းကွာခြားမှုရှိသည်ဟု အကြောင်းပြကာ စစ်တပ်မှ အဓမ္မ အာဏာသိမ်း လိုက်ခြင်းသည် ဥပဒေနှင့်လုံးဝ မကိုက်ညီသလို ကျွန်ပ်တို့နိုင်ငံသားများကလည်း လုံးဝ ကန့်ကွက်ပါသည်။ ထို့ကြောင့် ကာကွယ်ရေးဦးစီးချုပ်မှ ခန့်အပ်သော အဓမ္မ အာဏာရှင် အစိုးရကို အသိအမှတ်မပြုပါရန် ကျွန်ုပ်တို့ နိုင်ငံသားများက တောင်းဆိုအပ်ပါသည်။  #democracy #saveburma #freeassk #PrayForMyanmar  #saynotodictatorship #credit ",2021-02-02,57
332,337,We people condemn strongly War Criminal Military Coup.,2021-02-02,8
333,338,"Guys photo 1,2 and 4 are not Myanmar People.",2021-02-02,7
334,339,Mix with wrong photos. I think the Burmese in Thailand are protesting peacefully. Please report the truth 🇲🇲 #save_myanmar #We_need_democracy,2021-02-02,17
335,340,"Those photos no 1,2,4 aren't myanmar people.Please stop spreading incorrect news.🚫",2021-02-02,8
336,341,Are u sure some of the photos are from current protest?,2021-02-02,11
337,342,That's wrong informations.  Shame on you. We are protesting peacefully.,2021-02-02,9
338,343,Dont take close up pics to make it looks like alot of protestors la,2021-02-02,14
339,344,There is no election fraud Just another military dirty storyline to get to rule the country   We do not want to draw back and live with Military nightmare  #Save_Myanmar  #Save_Burma  #Reject_the_Military  #We_need_democracy #Help_us_and_support_our_Leader #Aung_San_Suu_Kyi_government,2021-02-02,28
340,345,"Or may be the reuters are not paid enough. So they used the old ones, how PATHETIC",2021-02-02,17
341,346,"Attention guys,  Please cmt ေတြ ဇြတ္မမန႔္ၾကပါနဲ႔ အခ်ည္းႏွီးပါ‼️  International က ကၽြန္ေတာ့္ရဲ့ Client ေတြ အပါအ၀င္ အသိအကၽြမ္းေတြကေျပာလာပါတယ္ ။  မင္းတို့ နိုင္ငံကအေရးေတြက တကယ္စိတ္မေကာင္းစရာပဲ ၊ တကယ္လည္း ကမၻာကမ်ားမ်ားသိလာေအာင္ လုပ္သင့္တယ္ ဒါေပမယ့္ Social Media မွာ ပလူျပန္ေနတဲ့ Comment ေတြဟာ Spam သေဘာဆန္လာတာေၾကာင့္ မင္းတို့ရဲ့ အကူအညီေတာင္းခံမွုကို ေမတၱာနဲ႔မဖတ္နိုင္တာေတြျဖစ္လာနိုင္တယ္လို့ေျပာတယ္ ။  တကယ္လည္း ဒါဟာမွန္သင့္သေလာက္မွန္ပါတယ္။  အခုလို Crisis ကာလမွာ Awareness ရလာေအာင္ Social media က အေရးပါတဲ့သူေတြေအာက္မွာ စာေတြေရး မန႔္ၾကတာ မွန္ကန္ပါတယ္ ။  ဒါေပမယ့္ post တစ္ခုတည္းမွာ ဒီစာတစ္ခုကိုပဲ ဝိုင္းမန႔္ျခင္းဟာ အေပၚကေျပာသလို သနားဖို့ထက္  အျမင္ကပ္စရာျဖစ္သြားနိုင္ပါတယ္ ။   အေကာင္းဆုံးက သံ႐ုံးေတြ ကမၻာ့ေခါင္းေဆာင္ေတြ post ေအာက္ကို ၀င္ၾကည့္လို့ ျမန္မာတစ္ေယာက္ရဲ့ အကူအညီေတာင္းခံတဲ့ cmt ေတြ႕ရင္ ထပ္မမန႔္ပဲ ရွိၿပီးသား Cmt ကို reaction ေပးျခင္း ၊ reply ျပန္ျခင္းနဲ႔ Top comment ျဖစ္လာေအာင္ ကူညီတာပါပဲ။  Top comment ျဖစ္ေန ၊ reaction ေတြလည္းအရမ္းမ်ားေနရင္ ေက်ာ္မသြားပဲ ဖတ္လိုက္မယ့္သူမ်ားပါတယ္ ။  စနစ္တက်ေလးလုပ္သင့္တယ္လို့ ကၽြန္ေတာ္ကေတာ့ျမင္တယ္ ။  အလိုလိုမွ ျမန္မာအေၾကာင္းဘာမွမသိတဲ့သူေတြက ျမန္မာဆိုရင္ကို မုန္းခ်င္ၾကတာ အားလုံးၾကဳံဘူးမွာပါ ။  စနစ္တက်ေလး Social media campaign တစ္ခုျဖစ္လုပ္လိုက္ၾကရေအာင္လားဗ်ာ ။  @crd  Copy and repost please.",2021-02-02,32
342,347,"you choose to leave your motherland and when something like this happen, you protest on other's country land.. 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️",2021-02-02,17
343,348,The photos are NOT right. U are using some WRONG photos.,2021-02-02,11
344,349,Those pictures are not Myanmar,2021-02-02,5
345,351,This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news!,2021-02-02,37
346,352,Send them back to Myanmar to protest and ban them from returning,2021-02-02,12
347,353,This is a big misunderstanding!!! Photos No.1 2 4 are not Myanmar people! Myanmar people didn't protest by this way We 'Myanmar' in foreign countries only protest peacefully. We protested with permission from the Thai police station. Don't spread incorrect news!,2021-02-02,37
348,354,They protest peacefully they don't do any violence don't Release that kind of fake news why r u using that kind of old photos Don't have media ethics🙂,2021-02-02,25
349,355,Protest Protest only know how to protest. copying US and HK right? Ya’ll should let the military to take over the country. ,2021-02-02,23
350,356,You need to apologize to our citizens.  No ethic page.,2021-02-02,10
351,357,"The people hated the military power 50 years ago. The people were hungry. The people's education was at its lowest ebb.When Daw Aung San Suu Kyi returned to Burma, the people were happy when she first started working for the country.In the election, we received the most support from the people and won the election, but the disgusting military dictator lied in various ways.The Burmese people do not accept the junta's military power at all",2021-02-02,69
352,358,"Dont be idiot to have demonstration in other country. If u dare, go to Myanmar and show to them",2021-02-02,19
353,359,There is no election fraud Just another military dirty storyline to get to rule the country   We do not want to draw back and live with Military nightmare  #Save_Myanmar  #Save_Burma  #Reject_the_Military  #We_need_democracy #Help_us_and_support_our_Leader #Aung_San_Suu_Kyi_government,2021-02-02,28
354,360,"Why u guys thinking we are creating the trouble in the other countries????? We just standing outside and Infront of the UN Office to get a help from UN.,Coz we can’t do anything for our country except this way...We have to request,apologize and showing our wants....We just Standing in front of the UN office building..We don’t do other terrible actions.....Some of this photo s are not US...This one lady and one guy were From Thailand and this photo was take about last 3 month ago. Thai protest..Apologize don’t misunderstood..The people who inside of the Myanmar,they can’t do anything for this case..Coz Army leader Ald commends the soldiers to shot with guns who trying to against them..So We are trying for my native country peacefully from outside of the country...",2021-02-02,144
355,361,There is no election fraud Just another military dirty storyline to get to rule the country   We do not want to draw back and live with Military nightmare  #Save_Myanmar  #Save_Burma  #Reject_the_Military  #We_need_democracy #Help_us_and_support_our_Leader #Aung_San_Suu_Kyi_government,2021-02-02,28
356,362,"I am so sorry If my comment feel you guys uncomfortable cos this isn't related to this page but our country, Myanmar, really needs help and support. The Myanmar military has seized power by staging coup. That have detained Aung San Su Kyi and many prime ministers. As a citizen of Myanmar🇲🇲 country, I disgree with this action. #Save #Myanmar  #Save #Burma  #Reject_the_Military !!! #We_need_democracy!!! #Help_us_and_Support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-02,57
357,363,"We as the citizens of Myanmar do not agree with the current situation and would like to request the world leaders. UN and the world media, please help our country- our leaders- our people - from this bitter acts.  We want democracy and want our country to develop as our neighbouring countries.  #SaveMyanmar  #credit  #JusticeForMyanmar #SaveBurma  Help us. Military has detained our elected democratic government,party leaders and political activists in Myanmar. This is a breach of democracy in nation and world history.Now,national television channels and phone services are cut out nationwide. Help us,world leading democracy countries. #militarydetainmyanmargovernment #helpus #saynotodictatorship#Save #Myanmar 🇲🇲  #Save #Burma 🇲🇲  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-02,93
358,364,"This is false news.Please do not post biased news about Myanmar. This is an important time for the Burmese. If you can not help, do not disturb.🙏🙏🙏",2021-02-02,26
359,365,Should not stage protest fm other countries disturbing peace.,2021-02-02,9
360,366,"are they protesting in other countries? If they love their country so much, why not go home and protest in ur homeland shed blood in ur homesoil.. DONT DISTURB OTHER COUNTRIES ISSUE, THEY ARE ALSO FIGHTING THEIR OWN WAR (COVID).. Please govt send them all back and do their protest in the face of their enemy, numbers do count in protesting..",2021-02-02,61
361,367,HEY ARE U SURE SOME OF THIS PHOTOS ARE FROM THE  CURRENT PROTEST OF THE MYANMAR MILITARY COUP NOW IN FEB2021?,2021-02-02,21
362,368,This is not us !!!! This is not even at the event.  Stop blaming and make us look bad ,2021-02-02,18
363,369,Send them back to Myanmar to protest lah. What are they protesting in the other countries for ?,2021-02-02,17
364,371,Shame on YOU THE STRAITS TIMES! The pictures you mentioned is definitely not from the protest of myanmar people. Stop sharing fake photos!!!!!,2021-02-02,23
365,372,You should have enough ethics to be a media. Stop spreading fake news to the world. Shame  On you The Starits Times!,2021-02-02,22
366,373,Shame on you The Straits Times !!!!! This shitty page is poisoning the people with fake news. LET'S REPORT TOGETHER !,2021-02-02,18
367,374,"Being Singapore's one of the biggest journalism and yet you make this kind of mistake? Or is it intentionally? Photo 1, 2 and 4 are not Myanmar people protesting against Thai riot police. These are the photos of the Thai people protest that happened a few months ago. The Myanmar protesters in Thailand didn't make any violence at all and so do the people in Myanmar. I recommend the Strait Times editors and the personnel to review the authenticity and better research futher more details about this. I can see there are already lots of comments pointing this out and you are still not reviewing it. Shame on you to spread this false rumor. How could this media platform be reliable when you are posting such misleading information? ",2021-02-03,123
368,375,Whole world having protest. Hope this end soon and human can live peaceful life on this planet ,2021-02-02,17
369,376,"Picture 1,2 and 4 are fake. Not Burmese",2021-02-02,6
370,377,"Your country problem you create havoc in other countries. Already economic down due to Covid plus the spread of Covid, want to add problem some more. I am thankful that our late LKY set the law strictly. No protest.",2021-02-02,39
371,378,This news is false.  They are not Myanmar people. ,2021-02-02,9
372,379,Shame on you The Straits Times!! Don't encourage the dictators by spreading the misleading information.,2021-02-02,14
373,380,We don't see any photos and sources from AFP Bloomberg and Reuters So this media sharing fake news photos and information about Myanmar Shame on this media,2021-02-02,26
374,381,"So, are they protesting because they want the ethnic cleansing to continue?",2021-02-02,12
