user_id: 109555293685,username: gov.sg,,,,,,,,,,,
post_id,text,date,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,images,
1.01589E+16,"More than 7,000 jobseekers have been placed in the ICT sector, making it the sector with the highest placements under the SGUnited Jobs and Skills Package. There are currently another 12,000 job openings available in the ICT sector.

Minister for Manpower Josephine Teo gave this update in her weekly Jobs Situation Report press conference on 24 November 2020.",24/11/2020 23:07,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/126305900_3645110988866583_5444085071468461217_n.mp4?_nc_cat=107&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=8lqsfZ1JcBkAX_Wv3m6&_nc_ht=video.fsin5-1.fna&oh=b198ed83e5d9d3747c76e866720e528a&oe=6026CF93,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/125473981_2781149678831520_4287799006084228088_n.jpg?_nc_cat=100&ccb=3&_nc_sid=ccf8b3&_nc_ohc=lIhr6ghWEk8AX_yirKh&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=6828014996dc53db33e16151aadf360d&oe=604D01E6,2.78E+15,33,1,0,https://facebook.com/gov.sg/videos/2781146072165214,[],10158947254188600
1.01589E+16,"[COVID-19: 24 Nov, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 18 imported cases who had already been placed on Stay-Home Notice upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",24/11/2020 15:45,,,,,170,7,15,https://facebook.com/gov.sg/posts/10158946717998686,[],10158946717998600
1.01589E+16,"[COVID-19: 23 Nov update]

New locally transmitted cases: 0
- Cases in community: 0
- Cases residing in dormitories: 0

Imported cases: 5 (5 asymptomatic)
- All placed on SHN or isolated upon arrival in SG

Total new cases: 5

Active cases: 66
- in hospitals: 36 (1 in ICU)
- in community facilities: 30

Fatalities: 28
Total discharged: 58,071
- discharged today: 4

Total cases: 58,165

MOH.GOV.SG
MOH | News Highlights",23/11/2020 23:36,,,,,113,0,6,https://facebook.com/gov.sg/posts/10158945037738686,[],10158945037738600
1.01589E+16,"[COVID-19: 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 5 imported cases who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",23/11/2020 15:31,,,,,153,1,13,https://facebook.com/gov.sg/posts/10158944313358686,[],10158944313358600
1.01589E+16,"With many exciting prospects, the Built Environment sector offers growth opportunities for many Singaporeans. Join other professionals in providing a sustainable, inclusive and liveable environment ðŸ¡

Visit www.jobsgohere.gov.sg for job and training opportunities in the Built Environment sector and other growth sectors.",23/11/2020 10:00,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.9040-4/126014949_293671771924974_3150854573924178581_n.mp4?_nc_cat=109&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=O3DOD7Ny0FUAX8DE6GL&_nc_ht=scontent.fsin5-1.fna&oh=d4dd155f7466d86525e97eb320097fb8&oe=6026CC06,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/121906662_379386043277681_5288191774868994360_n.jpg?_nc_cat=110&ccb=3&_nc_sid=ccf8b3&_nc_ohc=n91L2dzqDCsAX8cHOE-&_nc_ht=scontent.fsin5-1.fna&tp=3&oh=265addb98b473d3024d6cb3bc945837e&oe=604D2102,3.79E+14,155,2,0,https://facebook.com/gov.sg/videos/379384799944472,[],10158942558133600
1.01589E+16,"What is the mysterious dish prepared by Chef Ho that makes Chen Xiuhuan é™ˆç§€çŽ¯ and Fang Rong èŠ³æ¦• go all out in the garlic peeling challenge?! And who is the guest Singer rocking up this week's Music hall?ðŸŽ¤

Find out in the next episode of Happy Great World ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹, this Thursday, 26 Nov, 8pm on Channel 8!

ä½•å¸ˆå‚…åˆ°åº•å‡†å¤‡äº†ä»€ä¹ˆå±±çæµ·å‘³ï¼Œç«Ÿç„¶èƒ½è®©é™ˆç§€çŽ¯å’ŒèŠ³æ¦•åœ¨å‰¥è’œå¤´ PK èµ›ä¸­ä½ äº‰æˆ‘å¤ºï¼Œ æ¯«ä¸é€€ç¼©å‘¢ï¼Ÿ åˆä¼šæ˜¯å“ªä¸€ä½ç¥žç§˜å˜‰å®¾å°†æ¥åˆ°è¿™æ¬¡çš„æ¬¢å–œéŸ³ä¹åŽ…ï¼Œ ä¸ºå¤§å®¶å¤§å±•æ­Œå–‰å‘¢ï¼Ÿ æ”¶çœ‹æ¯é€¢æ˜ŸæœŸå››æ™šä¸Šå…«ç‚¹8é¢‘é“çš„ ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹å°±çŸ¥é“å•¦ï¼ æ‚¨ä¹Ÿå¯ä»¥åœ¨ go.gov.sg/happygreatworld æ”¶çœ‹è¿™ç³»åˆ—å“¦ï¼ðŸ¤ž",23/11/2020 10:00,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.9040-4/125995098_5169983649682092_1151092920107560706_n.mp4?_nc_cat=107&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=gElh-UozrRYAX9PPjqA&_nc_ht=scontent.fsin5-1.fna&oh=1d991cff27e06cda086912d78fe5566e&oe=6026CBF8,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/125379008_373639707301041_3558416567942466248_n.jpg?_nc_cat=102&ccb=3&_nc_sid=ccf8b3&_nc_ohc=lFIMSuJCUBIAX-WL30v&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=f71af959353814d1cd5bd36d443f58f5&oe=604DEA4C,3.74E+14,70,0,0,https://facebook.com/gov.sg/videos/373638230634522,[],10158933101988600
1.01589E+16,"[COVID-19: 22 Nov update]

New locally transmitted cases: 0
- Cases in community: 0
- Cases residing in dormitories: 0

Imported cases: 12 (12 asymptomatic)
- All placed on SHN or isolated upon arrival in SG

Total new cases: 12

Active cases: 65
- in hospitals: 26 (1 in ICU)
- in community facilities: 39

Fatalities: 28
Total discharged: 58,067
- discharged today: 3

Total cases: 58,160

MOH.GOV.SG
MOH | News Highlights",22/11/2020 22:29,,,,,110,0,4,https://facebook.com/gov.sg/posts/10158942498518686,[],10158942498518600
1.01589E+16,"ðŸ’ªðŸ» æ˜¯ä»€ä¹ˆè§†é¢‘é€šè®¯è¦åˆ°è¯Šç–—æ‰€ä¸Šè¯¾å‘¢ï¼Ÿçœ‹çœ‹æ¬¢å–œè¡—çš„å±…æ°‘å¦‚ä½•å­¦ä¹ å…è´¹ä¸Šç½‘ï¼ŒåŸ¹å…»è‰¯å¥½çš„ç½‘ç»œå®‰å…¨æ„è¯†ï¼å¦å¤–ï¼ŒLobang Queen Liu Ling Ling åˆ˜çŽ²çŽ²åˆæœ‰ä»€ä¹ˆå¥½ Lobangè¦ä»‹ç»ï¼Ÿæƒ³è¦å¼ºèº«å¥ä½“çš„ä¹é¾„æœ‹å‹ä»¬ï¼Œåˆ«é”™è¿‡è¿™ä¸€æœŸçš„ã€Šæ¬¢å–œæ²¡çƒ¦æ¼2ã€‹ï¼

ðŸ“º è®°å¾—æ”¶çœ‹11æœˆ27æ—¥ï¼Œæ˜ŸæœŸäº”ï¼Œä¸Šåˆ11ç‚¹åŠåˆ°ä¸‹åˆ12ç‚¹åŠï¼Œåœ¨8é¢‘é“æ’­å‡ºçš„ã€Šæ¬¢å–œæ²¡çƒ¦æ¼2ã€‹ï¼http://xn--go-z22cqur5rqlfk4t.gov.sg/hgl2 æ”¶çœ‹è¿™ç³»åˆ—å“¦

ðŸ“± Weâ€™ve heard about #SeniorsGoDigital, but can our senior residents of â€œHappy Streetâ€ go digital? Learn how to power up your digital game and stay connected with your family and loved ones. Also, donâ€™t miss the innovative story of an upcycling fashionista who transforms trash into treasure ðŸ˜ðŸ˜

ðŸ“º Tune in to Happy Go Lucky 2 every Friday, 11.30am to 12.30pm on Channel 8! You can also catch up on the series at go.gov.sg/hgl2",22/11/2020 20:45,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/125954154_3834011086618059_4273346186331279294_n.mp4?_nc_cat=103&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=_TPiXjZmlVEAX-VTfXt&_nc_ht=video.fsin5-1.fna&oh=226b1e473ad34acc37959f81c97f74e3&oe=6026CDD3,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121864740_200949771554921_4544064489759996123_n.jpg?_nc_cat=100&ccb=3&_nc_sid=ccf8b3&_nc_ohc=mD55hpMI0xkAX-9aVeh&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=9acfc46f6b2f21756d2ed4f77f067cbb&oe=604BABD7,1.98E+14,15,0,0,https://facebook.com/gov.sg/videos/198336038482961,[],10158935590858600
1.01589E+16,"What on earth happens when a space shuttle ðŸª turns out to be a time travel machine?! ðŸš€ Will Suhaimi Yusof Official & Khairudin Samsudin ever make it home?

Groove along as Rahimah Rahim sings â€˜Bebasâ€™, a tune we all know! ðŸŽ¤

Tune in to #OKSyiok2 every Thursday, 9pm, on Mediacorp Suria channel and MeWatch for more adventures. You can also catch up online at go.gov.sg/OKSyiok2.",22/11/2020 20:30,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/125859520_733555117512163_7602028513360716096_n.mp4?_nc_cat=111&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=Mq8WfhNIe5gAX8pYoii&_nc_ht=video.fsin5-1.fna&oh=978fa1acbebe8a9177329c533c4ef929&oe=6026CC9B,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/125911467_1800351233471285_6307693133387801345_n.jpg?_nc_cat=100&ccb=3&_nc_sid=ccf8b3&_nc_ohc=hM_vH1tscoQAX8YpJdz&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=2a90a86a91add07f3851443ab6b5dbe1&oe=604A8BAD,1.80E+15,6,0,0,https://facebook.com/gov.sg/videos/1800346220138453,[],10158939851953600
1.01589E+16,"[COVID-19: 22 Nov, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 12 imported cases who had already been placed on Stay-Home Notice upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",22/11/2020 15:44,,,,,166,2,6,https://facebook.com/gov.sg/posts/10158941931593686,[],10158941931593600
1.01589E+16,"Discover and grow appreciation for local lifestyle brands #madewithpassionsg

Made With Passion
20 November 2020 at 11:00 Â·

It's not just about where the products are made in, but what it is made with.

Introducing Made With Passion, an initiative that celebrates local brands who bring to life the Singapore spirit of turning possibilities into reality. Together, our diverse mix of makers, designers, creators, and crafters put forth different expressions of passion that make Singapore the dynamic melting pot that it is. Passion is what unites and fuels these local lifestyle brands.

Discover their stories and get inspired by their passions. #madewithpassionsg",22/11/2020 12:49,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.9040-4/126479832_975390669620342_4645766975395338836_n.mp4?_nc_cat=102&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=uqIlqXL36UMAX-um78k&_nc_ht=scontent.fsin5-1.fna&oh=d1da35ddd08c5c0de902c7eda5705956&oe=6026CFDF,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121844467_430904234969076_3167338771516019685_n.jpg?_nc_cat=1&ccb=3&_nc_sid=ccf8b3&_nc_ohc=XCtos6Ua4KUAX_U2cnK&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=f4a1916512fb4f3caee5303fea148a5d&oe=604A71D4,4.31E+14,14,0,0,https://facebook.com/gov.sg/posts/10158941730738686,[],10158941730738600
1.01589E+16,"[COVID-19: 21 Nov update]

New locally transmitted cases: 0
- Cases in community: 0
- Cases residing in dormitories: 0

Imported cases: 5 (1 symptomatic, 4 asymptomatic)
- All placed on SHN upon arrival in SG

Total new cases: 5

Active cases: 56
- in hospitals: 22 (1 in ICU)
- in community facilities: 34

Fatalities: 28
Total discharged: 58,064
- discharged today: 6

Total cases: 58,148

MOH.GOV.SG
MOH | News Highlights",21/11/2020 23:19,,,,,116,2,9,https://facebook.com/gov.sg/posts/10158940184523686,[],10158940184523600
1.01589E+16,"[COVID-19: 21 Nov, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 5 imported cases who had already been placed on Stay-Home Notice upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",21/11/2020 15:41,,,,,147,0,8,https://facebook.com/gov.sg/posts/10158939543948686,[],10158939543948600
1.01589E+16,"Protect yourself and your loved ones from vaccine-preventable diseases like influenza (flu) and pneumococcal disease.

The Ministry of Health, Singapore has extended subsidies for nationally-recommended vaccinations at CHAS GP clinics and polyclinics for eligible Singaporeans.

Stay one step ahead with vaccinations. Visit go.gov.sg/mci-genpop.

YOUTUBE.COM
Stay one step ahead, just like Uncle Lee! (English)",21/11/2020 14:08,,,,,32,0,4,https://facebook.com/gov.sg/posts/10158939466213686,[],10158939466213600
1.01589E+16,"[COVID-19: 20 Nov, 12pm update]

New locally transmitted cases: 0
- Cases in community: 0
- Cases residing in dormitories: 0

Imported cases: 4 (1 symptomatic, 3 asymptomatic)
- All placed on SHN upon arrival in SG

Total new cases: 4

Active cases: 57
- in hospitals: 26 (1 in ICU)
- in community facilities: 31

Fatalities: 28
Total discharged: 58,058
- discharged today: 6

Total cases: 58,143

MOH.GOV.SG
MOH | News Highlights",20/11/2020 22:03,,,,,113,0,7,https://facebook.com/gov.sg/posts/10158937949273686,[],10158937949273600
1.01589E+16,"ã€Šæ¬¢å–œæ²¡çƒ¦æ¼2ã€‹å°†å¸¦æ¥æ›´å¤šç²¾å½©å†…å®¹ï¼æ¬¢å–œè¡—çš„å±…æ°‘å°†ä¼šé‡è§ä»€ä¹ˆè¶£äº‹å‘¢ï¼ŸLobang Queen ä¼šæœ‰ä»€ä¹ˆå¥½ä»‹ç»ã€æœ¬åœ°ååŽ¨ä¼šæ•™å¤§å®¶å‡†å¤‡å“ªäº›å¥½åƒåˆå¥åº·çš„èœè‚´å‘¢ï¼Ÿçœ‹çœ‹å……æ»¡æ´»åŠ›çš„â€œä¹é¾„æ–°é²œäººâ€å¦‚ä½•è¿‡å……å®žçš„é€€ä¼‘ç”Ÿæ´»ã€‚æˆ‘ä»¬å¬è¯´æŽå›½ç…Œ Mark Lee Kok Huang å°†ä¼šå’Œå˜‰å®¾å­¦ä¹ è·³é’¢ç®¡èˆžðŸ˜‹

å¦‚æžœé”™è¿‡äº†è¿™ä¸€é›†çš„ã€Šæ¬¢å–œæ²¡çƒ¦æ¼2ã€‹ï¼Œ åˆ«æ‹…å¿ƒï¼æ‚¨å¯ä»¥åœ¨ go.gov.sg/hgl2 æ”¶çœ‹è¿™ç³»åˆ—ã€‚ã€Šæ¬¢å–œæ²¡çƒ¦æ¼2ã€‹æ¯é€¢æ˜ŸæœŸäº”ï¼Œä¸Šåˆ11ç‚¹åŠåˆ°ä¸‹åˆ12ç‚¹åŠï¼Œåœ¨8é¢‘é“æ’­å‡ºï¼ðŸ“ºðŸŽ‰

Happy Go Lucky is back for a second season with an exciting lineup of content! What are the residents of â€œHappy Streetâ€ up to this time? Also, donâ€™t miss the first edition of â€œOld is Goldâ€ segment where our energetic active ager shows Mark Lee how to pole dance! There are also good deals or lobangs for seniors and healthy recipes by famous local Chefs.

Missed the broadcast of this episode? Donâ€™t worry, you can catch the series on go.gov.sg/hgl2. Remember to tune in to Happy Go Lucky 2 every Friday, 11.30am to 12.30pm on Channel 8!",20/11/2020 21:00,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/10000000_172770751174096_5081758384181872477_n.mp4?_nc_cat=109&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=Rmh_0YrPX9kAX_gRKnr&_nc_oc=AQmL5h0vxZxU_-BKHIvLamzASovQVIJQAoo-ins1kH89c9DtDsjp31DXYzgk9L9cj48&_nc_ht=video.fsin5-1.fna&oh=92777f30cac0b35739d51a132c9cb6c7&oe=6026D57B,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121863382_1148894948881667_2316209238441819280_n.jpg?_nc_cat=111&ccb=3&_nc_sid=ccf8b3&_nc_ohc=B0VYAONof_EAX8Riz0p&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=f0b3f9578d714ab0c2e1cbf3cb719428&oe=604ABF6B,1.15E+15,112,2,0,https://facebook.com/gov.sg/videos/1148891895548639,[],10158933078583600
1.01589E+16,"It is crucial to plan for our retirement even before we age! Learn from our hosts Pornsak and Kate Pang è•¾é¦¨ as they share ways on how seniors can monetise their flat for their retirement.

ä½ ä¸ºè‡ªå·±çš„é€€ä¼‘è®¡åˆ’åšäº†ä»€ä¹ˆæ‰“ç®—å‘¢ï¼Ÿ ä¸å¦‚å¬ Pornsakå’Œè•¾é¦¨åˆ†äº«ä¸¤é¡¹è®¡åˆ’ï¼Œ è®²è§£ä¹é¾„æœ‹å‹å¦‚ä½•é€šè¿‡ç»„å±‹å¥—çŽ°ï¼ŒèŽ·å¾—çŽ°é‡‘èŠ±çº¢ã€‚ è¿™ä¸ä½†ä¸ä½†å¸®å­©å­çœäº‹ï¼Œè¿˜èƒ½äº«å—é€€ä¼‘ç”Ÿæ´»ï¼Œç®€ç›´æ˜¯ä¸€ä¸¾ä¸¤å¾—!

ðŸ“ºã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹äºŽæ¯é€¢æ˜ŸæœŸå››æ™šä¸Šå…«ç‚¹8é¢‘é“æ’­å‡ºã€‚æ‚¨ä¹Ÿå¯ä»¥åœ¨ go.gov.sg/happygreatworld æ”¶çœ‹è¿™ç³»åˆ—ã€‚",20/11/2020 18:00,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/10000000_770589983670081_8536667226563741816_n.mp4?_nc_cat=100&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=X15lQp6LShsAX8II7xg&_nc_ht=video.fsin5-1.fna&oh=cd20d997fe8e45548142d293b51894cc&oe=6026D500,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121910089_192357599022539_2332543507610110253_n.jpg?_nc_cat=103&ccb=3&_nc_sid=ccf8b3&_nc_ohc=0AOt0SYXd6gAX-BCvY6&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=13141c6666330f46edf31e1b64b21593&oe=604AD450,1.92E+14,37,2,0,https://facebook.com/gov.sg/videos/192356452355987,[],10158933086488600
1.01589E+16,"[COVID-19: 20 Nov, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 4 imported cases who had already been placed on Stay-Home Notice upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",20/11/2020 16:11,,,,,127,0,6,https://facebook.com/gov.sg/posts/10158937474823686,[],10158937474823600
1.01589E+16,"The Emerging Stronger Taskforce gave an update on the Alliances for Action (AfA), which are industry-led coalitions collaborating with the government to drive Singapore's growth in the post-COVID-19 world.

These alliances will explore, prototype and execute ideas for 7 growth areas.

For more info, visit: www.emergingstronger.sg",20/11/2020 14:50,https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/125449700_10158937349618686_3149945746754054810_o.jpg?_nc_cat=109&ccb=3&_nc_sid=8024bb&_nc_ohc=wIMVQ_DAbqMAX83yVoJ&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=ee76a51140bf711f4d1304190f0e6892&oe=604C88B9,,,,27,0,0,https://facebook.com/gov.sg/posts/10158937353948686,"['https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/125449700_10158937349618686_3149945746754054810_o.jpg?_nc_cat=109&ccb=3&_nc_sid=8024bb&_nc_ohc=wIMVQ_DAbqMAX83yVoJ&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=ee76a51140bf711f4d1304190f0e6892&oe=604C88B9', 'https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/125355385_10158937349718686_2732649408269438990_o.jpg?_nc_cat=111&ccb=3&_nc_sid=8024bb&_nc_ohc=8Jz3nSC-ifAAX-DQSzl&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=be412176a627fea6c546bae3acf07939&oe=604A4A61', 'https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/126466321_10158937349813686_4581574321093084795_o.jpg?_nc_cat=101&ccb=3&_nc_sid=8024bb&_nc_ohc=TrD67h-pg2cAX-tkt64&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=840d03de04b2d470ed9126aba64039d9&oe=604BE39F', 'https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/126272975_10158937350483686_7393747696079673640_o.jpg?_nc_cat=110&ccb=3&_nc_sid=8024bb&_nc_ohc=x9C_zsaziPQAX_ujQ6D&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=90f0b17b5fe07da0bc82b2821f1bc551&oe=604D1DE3']",10158937353948600
1.01589E+16,"The Wholesale Trade sector is hiring! Look out for opportunities in this diverse sector.

Visit www.jobsgohere.gov.sg for job and training opportunities in Singaporeâ€™s growth sectors.",20/11/2020 13:30,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.9040-4/126129203_379932779983291_152615623281721621_n.mp4?_nc_cat=107&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=CT2rj1mfUokAX-U1AMT&_nc_oc=AQlSrOl8rs-XyV0oT9lPph03gJ1RjSEx1qb9y_piSGOcHo-0KxOaZBSvSnK6KiXCdJw&_nc_ht=scontent.fsin5-1.fna&oh=c39b2718a686c468e55ed7a3a4279d59&oe=6026CD82,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.13418-10/cp0/e15/q65/p320x320/125776307_231463371647005_6101397879803483404_n.jpg?_nc_cat=101&ccb=3&_nc_sid=ccf8b3&_nc_ohc=WndmvDlkencAX-NMqus&_nc_ht=scontent.fsin5-1.fna&tp=3&oh=fd4bedbd6d27164a223242a307ed39bf&oe=604DFB1F,8.19E+14,58,2,0,https://facebook.com/gov.sg/videos/819416538858777,[],10158937138168600
1.01589E+16,"Having graduated amidst the COVID-19 pandemic, Jin Xian started her job search during the economic downturn.

Read how Jin Xian went on to secure an SGUnited traineeship in logistics and develop a sense of mission to work in a sector closely related to Singaporeâ€™s national defence.

GOV.SG
Logistics: Vibrant industry with good career prospects and low-entry barriers",20/11/2020 11:58,,,,,688,14,66,https://facebook.com/gov.sg/posts/10158937144358686,[],10158937144358600
1.01589E+16,"ðŸœ Do you know how to get the perfect rempah for your laksa dish? Pound the spices with some oil, one at a time, into a paste and add it slowly into a heated wok and stir fry non stop until the oil is separated will do the trick! Join us at ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹Happy Great World so you can pick up cooking tips for your family!

ðŸ  After filling your tummy with warm laksa, hear what the hosts have to share how you can monetise your flat to supplement your retirement income, and the benefits of living close to your parents!

åœ¨è¿™ä¸€æœŸçš„ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹é‡Œ, Pornsakå’Œè•¾é¦¨ä¼šè·Ÿæˆ‘ä»¬åˆ†äº«ä¸¤é¡¹è®¡åˆ’ï¼Œ è®²è§£ä¹é¾„æœ‹å‹å¦‚ä½•é€šè¿‡ç»„å±‹å¥—çŽ°ï¼ŒèŽ·å¾—çŽ°é‡‘èŠ±çº¢ã€‚ è¿™ä¸ä½†å¸®å­©å­çœäº‹ï¼Œè¿˜èƒ½äº«å—é€€ä¼‘ç”Ÿæ´»ï¼Œç®€ç›´æ˜¯ä¸€ä¸¾ä¸¤å¾—!

ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹äºŽæ¯é€¢æ˜ŸæœŸå››æ™šä¸Šå…«ç‚¹8é¢‘é“æ’­å‡ºã€‚æ‚¨ä¹Ÿå¯ä»¥åœ¨ go.gov.sg/happygreatworld æ”¶çœ‹è¿™ç³»åˆ—ã€‚âœŒðŸ»",20/11/2020 10:00,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.9040-4/10000000_2876399625925820_6201531044703959236_n.mp4?_nc_cat=102&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=rvBemWGpdEMAX_zGuMT&_nc_ht=scontent.fsin5-1.fna&oh=408d4183dc0b1b62bf16009a991962c1&oe=6026CE42,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121955690_127116938930758_4674581134900267850_n.jpg?_nc_cat=110&ccb=3&_nc_sid=ccf8b3&_nc_ohc=4-fh__OEogMAX9mxjCT&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=08db9d918136c4293cfe1094800b5f7b&oe=604C954D,1.27E+14,205,16,0,https://facebook.com/gov.sg/videos/127114022264383,[],10158933087553600
1.01589E+16,"[COVID-19: 19 Nov, 12pm update]

New locally transmitted cases: 0
- Cases in community: 0
- Cases residing in dormitories: 0

Imported cases: 4 (1 symptomatic, 3 asymptomatic)
- All placed on SHN or isolated upon arrival in SG

Total new cases: 4

Active cases: 59
- in hospitals: 28 (1 in ICU)
- in community facilities: 31

Fatalities: 28
Total discharged: 58,052
- discharged today: 6

Total cases: 58,139

MOH.GOV.SG
MOH | News Highlights",19/11/2020 23:16,,,,,117,2,7,https://facebook.com/gov.sg/posts/10158935777548686,[],10158935777548600
1.01589E+16,"The Emerging Stronger Taskforce has identified six key shifts that are reshaping the economy. These include a changing global order, accelerating digital transformation and an increased focus on sustainability.

Co-Chair of the Emerging Stronger Taskforce, Minister Desmond Lee, gave these remarks at the Emerging Stronger Taskforce Press Conference on 19 November 2020.",19/11/2020 21:14,,https://video.fsin5-1.fna.fbcdn.net/v/t42.9040-2/126611752_374150370480424_1694471429900601187_n.mp4?_nc_cat=101&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=4EUgD51HtuYAX-vhrzz&_nc_ht=video.fsin5-1.fna&oh=9429bc70d103f78a05fcc2b7f95355c9&oe=6026CC55,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/121924864_1487173984821183_8327921117772062479_n.jpg?_nc_cat=111&ccb=3&_nc_sid=ccf8b3&_nc_ohc=WWfZ4XbbTsMAX8DN3PP&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=8f6a749d7868450c94cc969e47f58239&oe=604DEF64,1.49E+15,26,0,0,https://facebook.com/gov.sg/videos/1487171878154727,[],10158935604778600
