,name,comment,processed_text,demojize_text
3,kawaii_kawaii_dolls,Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying,"['hey', 'mind', 'say', 'coupl', 'store', 'lp', 'allow', 'oper', 'still', 'oper', 'mind', 'say']",Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying
4,vijay.ntt_data,👏👏👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
5,lymbelfaith,"Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group.","['updat', 'fdw', 'dh', 'phase', 'alreadi', 'allow', 'go', 'day', 'say', 'yet', 'allow', 'other', 'say', 'mention', 'anyth', 'phase', 'dh', 'still', 'allow', 'go', 'mention', 'maximum', 'social', 'group']","Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group."
6,ne0mul0nely,We are still to use masks?,"['still', 'use', 'mask']",We are still to use masks?
7,yourmaniacelt0n,👌,[],:OK_hand:
8,iggyssw,Can kayak or not at macritchie,"['kayak', 'macritchi']",Can kayak or not at macritchie
9,vanessaagibbons,Do we have to wear masks when in restaurants and bars?,"['wear', 'mask', 'restaur', 'bar']",Do we have to wear masks when in restaurants and bars?
10,indaiateh,Yayy finally i have been waiting for bubbles tea,"['yayi', 'final', 'wait', 'bubbl', 'tea']",Yayy finally i have been waiting for bubbles tea
11,leecs387,👍,[],:thumbs_up:
12,nio_wulan,Can't wait 😍 😍😍,"['ca', 'wait']",Can't wait :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
13,rashidah_begum,Ikea open or not?,"['ikea', 'open']",Ikea open or not?
14,zra_omar,@hafizazhar_____,[],@hafizazhar_____
15,khdreay_25,Thank you singapore government..wow 🇸🇬🥰👏👏👏👏👏job well done...🙏 thank you LORD🙏,"['thank', 'singapor', 'govern', 'wow', 'well', 'done', 'thank', 'lord']",Thank you singapore government..wow :Singapore::smiling_face_with_hearts::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:job well done...:folded_hands: thank you LORD:folded_hands:
16,plsspreadthis,hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct),"['hi', 'know', 'far', 'abl', 'reach', 'peopl', 'pl', 'help', 'spread', 'awar', 'explain', 'hard', 'pl', 'click', 'acct']",hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct)
17,liyanabazilah,can go staycation alrd not hahahah,"['go', 'staycat', 'alrd', 'hahahah']",can go staycation alrd not hahahah
18,xuan._.cong,About cyber cafe?,"['cyber', 'cafe']",About cyber cafe?
19,keith.wee,Is carpooling to the same workplace allowed ?,"['carpool', 'workplac', 'allow']",Is carpooling to the same workplace allowed ?
20,sohdelong,Are we still allow to go back for reservist? Is more then hundred over people.,"['still', 'allow', 'go', 'back', 'reservist', 'hundr', 'peopl']",Are we still allow to go back for reservist? Is more then hundred over people.
21,leexy,Midnight madness ah,"['midnight', 'mad', 'ah']",Midnight madness ah
22,desireecheww,I suppose the usual while walking and drinking won’t be allowed ?,"['suppos', 'usual', 'walk', 'drink', 'allow']",I suppose the usual while walking and drinking won’t be allowed ?
23,"gov.sg
Verified",Verified,['verifi'],Verified
24,dualshocker16,Bubble tea open or not? 🤣🤭,"['bubbl', 'tea', 'open']",Bubble tea open or not? :rolling_on_the_floor_laughing::face_with_hand_over_mouth:
25,whereisjing9,@tashaayanaaaa hola,['hola'],@tashaayanaaaa hola
26,huii_tingg,Are libraries open?,"['librari', 'open']",Are libraries open?
27,kawaii_kawaii_dolls,Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying,"['hey', 'mind', 'say', 'coupl', 'store', 'lp', 'allow', 'oper', 'still', 'oper', 'mind', 'say']",Hey there @gov.sg don’t mind me saying there is a couple of store in lp isn’t allow to operate but still operate don’t mind me saying
28,vijay.ntt_data,👏👏👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29,lymbelfaith,"Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group.","['updat', 'fdw', 'dh', 'phase', 'alreadi', 'allow', 'go', 'day', 'say', 'yet', 'allow', 'other', 'say', 'mention', 'anyth', 'phase', 'dh', 'still', 'allow', 'go', 'mention', 'maximum', 'social', 'group']","Any update for FDW or DH If in phase 2 we are already allowed to go out for day off? Because some says, we are not yet allowed, others says it didn't mentioned anything in phase 2 that DH aren't still allowed to go out so that's why it has mentioned there maximum of 5 in social group."
30,ne0mul0nely,We are still to use masks?,"['still', 'use', 'mask']",We are still to use masks?
31,yourmaniacelt0n,👌,[],:OK_hand:
32,iggyssw,Can kayak or not at macritchie,"['kayak', 'macritchi']",Can kayak or not at macritchie
33,vanessaagibbons,Do we have to wear masks when in restaurants and bars?,"['wear', 'mask', 'restaur', 'bar']",Do we have to wear masks when in restaurants and bars?
34,indaiateh,Yayy finally i have been waiting for bubbles tea,"['yayi', 'final', 'wait', 'bubbl', 'tea']",Yayy finally i have been waiting for bubbles tea
35,leecs387,👍,[],:thumbs_up:
36,nio_wulan,Can't wait 😍 😍😍,"['ca', 'wait']",Can't wait :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
37,rashidah_begum,Ikea open or not?,"['ikea', 'open']",Ikea open or not?
38,zra_omar,@hafizazhar_____,[],@hafizazhar_____
39,khdreay_25,Thank you singapore government..wow 🇸🇬🥰👏👏👏👏👏job well done...🙏 thank you LORD🙏,"['thank', 'singapor', 'govern', 'wow', 'well', 'done', 'thank', 'lord']",Thank you singapore government..wow :Singapore::smiling_face_with_hearts::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:job well done...:folded_hands: thank you LORD:folded_hands:
40,plsspreadthis,hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct),"['hi', 'know', 'far', 'abl', 'reach', 'peopl', 'pl', 'help', 'spread', 'awar', 'explain', 'hard', 'pl', 'click', 'acct']",hi! i don’t know how far i’m able to reach people but pls help and spread awareness (explaining it here is hard pls click on my acct)
41,liyanabazilah,can go staycation alrd not hahahah,"['go', 'staycat', 'alrd', 'hahahah']",can go staycation alrd not hahahah
42,xuan._.cong,About cyber cafe?,"['cyber', 'cafe']",About cyber cafe?
43,keith.wee,Is carpooling to the same workplace allowed ?,"['carpool', 'workplac', 'allow']",Is carpooling to the same workplace allowed ?
44,sohdelong,Are we still allow to go back for reservist? Is more then hundred over people.,"['still', 'allow', 'go', 'back', 'reservist', 'hundr', 'peopl']",Are we still allow to go back for reservist? Is more then hundred over people.
45,leexy,Midnight madness ah,"['midnight', 'mad', 'ah']",Midnight madness ah
46,desireecheww,I suppose the usual while walking and drinking won’t be allowed ?,"['suppos', 'usual', 'walk', 'drink', 'allow']",I suppose the usual while walking and drinking won’t be allowed ?
47,"gov.sg
Verified",Verified,['verifi'],Verified
