Unnamed: 0,Unnamed: 0.1,id,date,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
943,958,1.22433e+18,3/2/20,22:09:27,11/11 Finally full attendance!!! Thanks @angyiliang for hosting this year! To more gatherings and MJ sessions! 😀😀😀 #liangs #cny @ Singapore  https://t.co/CJi1Ph23o9,"['liangs', 'cny']",15,Social Distancing,17,1,-13.934952833427664,1,2,0,3.34049978757048,0,0,0.0
944,965,1.2242e+18,3/2/20,12:57:13,I have eaten so much arrow heads during the CNY period and still my big auntie homemade arrow head is still the best 😋!  谁都代替不了  #stephyander #arrowhead #cny #snacks #stephtusfaction @…  https://t.co/4PBPx1LOr7,"['stephyander', 'arrowhead', 'cny', 'snacks', 'stephtusfaction']",23,Social Distancing,23,1,-14.468141921318225,3,2,1,3.2258992360300045,0,0,0.0
945,966,1.22418e+18,3/2/20,12:07:30,Weekend family visiting = more play for Kyla. . #LNY #CNY #yearoftherat  #instagood #kyla #instahappy #3yearsold #ootd #kid #kids #girl #like #follow #happy #kidsfashion #sgkids #singapore #toddler #happygirl 👧🏻 @…  https://t.co/ERrEiIkg3G,"['lny', 'cny', 'yearoftherat', 'instagood', 'kyla', 'instahappy', '3yearsold', 'ootd', 'kid', 'kids', 'girl', 'like', 'follow', 'happy', 'kidsfashion', 'sgkids', 'singapore', 'toddler', 'happygirl']",7,Social Distancing,7,0,-17.888802612108783,1,0,0,2.5334253511566023,0,0,0.0
946,967,1.22417e+18,3/2/20,10:59:12,@kosherjellyfish I went back home during CNY and saw my mother tutoring my sister son. Some unpleasant memory resurfaced afterwards.  😅😅😅,[],19,Social Distancing,19,1,-13.126324246066382,4,1,1,4.798253640419634,0,0,0.0
947,968,1.22416e+18,3/2/20,10:55:53,HPI CNY Luncheon 2020 (@ PARKROYAL COLLECTION - @parkroyalglobal in Singapore)  https://t.co/ONhsB2aZcY,[],7,Social Distancing,9,0,-19.091499098048676,0,0,0,4.798253640419633,0,0,0.0
948,969,1.22415e+18,3/2/20,10:07:52,Lion Dance performance at L21 today. CNY celebrations organised by Private Bank. 🧧🧧🧧🧧🧧🥳🥳🥳🥳🥳 @ Singapore  https://t.co/iQLIXCqpmA,[],12,Social Distancing,13,1,-14.862214479002304,1,0,0,3.7236888373929395,0,0,0.0
949,970,1.22403e+18,3/2/20,2:05:55,@buttercupppp_ Your mouth very suay next year cny must poker tgt,[],10,Social Distancing,10,0,-16.41497095549737,1,1,0,10.458498421283291,2,0,0.0
950,971,1.22398e+18,2/2/20,22:36:36,Day 8 of CNY. We were blessed to have our families over for dinner. ❤🧧🧧🍊🍊🍍🍍❤   #babyiloveyourwei #simplejoysoflife #cny2020 @ CityLife@Tampines  https://t.co/WyQgXuQwqt,"['babyiloveyourwei', 'simplejoysoflife', 'cny2020']",14,Social Distancing,15,1,-14.1603427138061,3,0,1,5.582319849062408,1,0,0.0
951,972,1.22396e+18,2/2/20,21:11:49,Missing the #homemade Ngoh Hiang made by mum! Now have to wait for another year before we can eat this CNY special of hers again 😭 #homecooked #homecooking #pinkypiggucelebratescny @ Asia Singapore  https://t.co/Bx16u3qXOp,"['homemade', 'homecooked', 'homecooking', 'pinkypiggucelebratescny']",26,Social Distancing,26,2,-14.073323012731667,5,0,1,3.3404997875704785,0,0,0.0
952,973,1.22393e+18,2/2/20,19:21:00,House visiting for CNY 🧧 Shot on iPhone 11 Pro Max ———————————————————————— #Singaporestreetphotography #streetphotography #singapore #Singaporephotography #sg #SingaporewithReyar  #photography #urbanphotography…  https://t.co/DqP4rFOEmD,"['singaporestreetphotography', 'streetphotography', 'singapore', 'singaporephotography', 'sg', 'singaporewithreyar', 'photography', 'urbanphotography']",9,Social Distancing,10,0,-17.987175241920642,1,0,0,3.0244071548413896,0,0,0.0
953,974,1.2239e+18,2/2/20,17:37:04,"still 6 more days of cny celebrations left - and we had (what felt like) our 8693276th yusheng last night! 😂 🍊🍊🧨🧨   enjoy yourself &amp; rem to have good thoughts, hydrate + wash hands with soap. (don’t be a lazy 🍑)  https://t.co/nb8cerhu1l",[],35,Social Distancing,37,2,-13.231364756830716,7,1,3,2.5334253511565996,0,0,0.0
954,975,1.22389e+18,2/2/20,16:54:10,3 in 1.. CNY + steng23 belated BD + @alvinlpo advance BD get together.. @ Swatow Seafood Restaurant 汕头海鲜  https://t.co/odfi6WTbWr,[],12,Social Distancing,14,1,-17.68026202873867,2,0,0,5.238626789188963,1,0,0.0
955,976,1.22386e+18,2/2/20,14:33:38,"So proud of this boy here for his kindness..  theangboys  Throwback to before the CNY when there was a school initiative ""Charity Hong Bao for Serving People with Disabilities""  The school partnered with spdsingapore…  https://t.co/JzJyFusreC",[],34,Social Distancing,34,2,-13.180383899852126,4,1,0,2.9330311488427774,0,0,0.0
956,977,1.22383e+18,2/2/20,12:46:06,"So I had the Orange Is The New White CNY limited edition which I like, considering I normally don’t drink coffee as it give me heart palpitation. If you love coffee, please visit…  https://t.co/2xsshb4FXs",[],34,Social Distancing,33,2,-12.362246264577099,8,0,3,3.5777353393210856,0,0,0.0
957,978,1.22381e+18,2/2/20,11:36:38,Day 9 of the Lunar New Year at my Mum’s place for luncheon with my maternal relatives 🧧🧧🍊 . #cny #cny2020 #lunarnewyear #lunarnewyear2020 #husbandandwife #asiancouple #mrandmrs #chinesenewyear #chinesenewyear2020…  https://t.co/KkHbDz9vJO,"['cny', 'cny2020', 'lunarnewyear', 'lunarnewyear2020', 'husbandandwife', 'asiancouple', 'mrandmrs', 'chinesenewyear', 'chinesenewyear2020']",17,Social Distancing,17,1,-16.151053411925655,0,0,1,4.197650602367687,0,0,0.0
958,979,1.2238e+18,2/2/20,10:42:01,Dragon alive | the Fire Dragon of Sar Kong visits the Heavenly Jade Emperor #cny #chinesenewyear #singapore #sgmemory @ 新加坡玉皇宫 Singapore Yu Huang Gong  https://t.co/7zNP5chz5l,"['cny', 'chinesenewyear', 'singapore', 'sgmemory']",17,Social Distancing,17,1,-17.64991560090993,2,0,0,2.685403526099895,0,0,0.0
959,980,1.22378e+18,2/2/20,9:09:26,Throwback to our movie date on CNY Day 3 - Enter The Fat Dragon  It's been awhile since we catch a movie together 😁  #throwback #cny2020 #cnyday3 #movie #date @ Cathay Cineplexes  https://t.co/TKukLw66qN,"['throwback', 'cny2020', 'cnyday3', 'movie', 'date']",22,Social Distancing,25,1,-15.258819914813984,2,0,2,2.933777998298817,0,0,0.0
960,981,1.22376e+18,2/2/20,8:03:31,Thanks @amandanicoleng for hosting the yearly 🍅CNY🍅 gathering for #SIMSLC alumni! 🐟🐠🐡 And happy birthday Kwang Wei! Feat doggy butt. 🐶 @ Bukit Batok  https://t.co/5zLZKf8vEs,['simslc'],19,Social Distancing,19,1,-15.833404379310748,1,0,0,2.759198347059037,0,0,0.0
961,982,1.22367e+18,2/2/20,2:13:32,mahjong has officially made my CNY more alive 😍,[],8,Social Distancing,8,0,-13.284330021315347,2,0,1,21.85377547518344,3,0,0.0
962,983,1.22365e+18,2/2/20,1:05:57,"Today is 9th day of Chinese new year, its the day of 'Bai Tian Gong' , celebrating the Heaven God, but only hokkien ppl will celebrate this day, its much important day than 1st day of CNY, for hokkien ppl..",[],37,Social Distancing,39,2,-12.756598079038492,3,1,0,2.920820445100204,0,0,0.0
963,984,1.22365e+18,2/2/20,0:45:35,"No more CNY in sg I swear, boring af",[],9,Social Distancing,9,0,-14.422975293163594,2,0,1,14.314157420613997,2,0,0.0
964,985,1.22365e+18,2/2/20,0:45:13,"I miss my home 😭 I rarely went home early during CNY, almost went out till midnight 3-4am everyday",[],18,Social Distancing,18,1,-13.04891355235259,3,0,2,10.458498421283291,2,0,0.0
965,986,1.22365e+18,2/2/20,0:44:18,So boring here no visitation no dinner no lou hei no ang pau🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ wondering how singaporean usually celebrate cny,[],19,Social Distancing,19,1,-16.055770668405422,4,0,0,8.157520887733781,1,0,0.0
966,987,1.22365e+18,2/2/20,0:43:16,Told myself no more CNY in sg again 😂 I swear 2020 is the most boring and meaningless CNY I have in my life 😂 this timing I supposed watching midnight movie or at my friend’s house instead lying in my bed 😫,[],40,Social Distancing,40,2,-12.0870181596209,7,3,3,4.008262676598012,0,0,0.0
967,989,1.22363e+18,1/2/20,23:33:01,"Done with all my CNY visiting! Start of a new chapter, the jobless chapter of life! 😀",[],16,Social Distancing,16,1,-11.324030693313448,1,0,1,6.157480290770559,1,0,0.0
968,990,1.22363e+18,1/2/20,23:31:05,𝒜𝓁𝒾𝒸ℯ 𝒾𝓃 𝒲ℴ𝓃𝒹ℯ𝓇𝓁𝒶𝓃𝒹 🌈✨  p.s. CNY party year 2  https://t.co/c0dez193uI,[],5,Social Distancing,8,0,-16.160069818438743,0,0,0,10.458498421283293,2,0,0.0
969,991,1.22361e+18,1/2/20,22:21:10,Welcoming the Jade Emperor at Telok Ayer Street on the 8th night of Chinese New Year #cny #chinesenewyear #traditions #devotion #singapore #sgmemory @ Telok Ayer Street  https://t.co/jF9DmhAQv1,"['cny', 'chinesenewyear', 'traditions', 'devotion', 'singapore', 'sgmemory']",18,Social Distancing,19,1,-16.18431186613694,1,0,0,2.5542811199907867,0,0,0.0
970,992,1.22359e+18,1/2/20,21:01:13,[🍤CNY GIVEAWAY🍤]   Remember my post on Roots by Raw Elements!  Till now I can’t forget how scrumptious and fresh the Teppan Seafood Set was! 😋   . . .  THREE lucky winners will win a Teppan Seafood Set each from…  https://t.co/taZCJcu9jB,[],36,Social Distancing,35,2,-14.49768531447096,4,1,2,3.0266000199446594,0,0,0.0
971,993,1.22359e+18,1/2/20,20:47:53,"Self-imposed quarantine for students from China. How is this monitored? I live next to a flat with at least 8 students, all having recently returned from their CNY breaks. They seem to still be going out and about. More like self-given extended holiday!!? #coronavirus @STcom",['coronavirus'],40,Social Distancing,43,2,-11.288762223746776,8,3,0,4.546783835047186,0,0,0.0
972,994,1.22359e+18,1/2/20,20:47:33,"FINAL WEEK‼️ to celebrate this CNY with the folks from #NingxiaNightMarket (#宁夏夜市)! 🍻🍲🍡Seize this opportunity to feast on your fav Taiwanese food! 🇹🇼 • NOW till 9 Feb 5~10.30pm Siloso Point, #Sentosa  • #AsianNightMarket #ApolloEntMedia #TheStateOfFun #iClawTaiwanSG  https://t.co/QqTimg53Oj","['ningxianightmarket', '宁夏夜市', 'sentosa', 'asiannightmarket', 'apolloentmedia', 'thestateoffun', 'iclawtaiwansg']",26,Social Distancing,29,2,-15.852156143321396,3,0,1,2.1691439993324835,0,0,0.0
973,995,1.22354e+18,1/2/20,17:31:15,A very colourful CNY luncheon hosted by the Chinese Women Association. A return to tradition that is much appreciated. Enjoyed myself to the fullest with more great friends! #chinesenewyear #chinesenewyear2020…  https://t.co/pz5rr8Arlo,"['chinesenewyear', 'chinesenewyear2020']",28,Social Distancing,28,2,-12.772607325606145,3,0,1,4.197650602367687,0,0,0.0
974,996,1.22348e+18,1/2/20,13:16:40,"Happy 初八！陈小弟们 with their Mickey t-shirts for house visiting 😘 • #JoelTSJ #JLJR #RyanTSL #CNY #Chu8 #Mickey jaclyn_ang joeltingshijie @ Clementi, Singapore  https://t.co/ekD5CZVtpo","['joeltsj', 'jljr', 'ryantsl', 'cny', 'chu8', 'mickey']",10,Social Distancing,12,1,-18.77957632054571,1,0,0,3.7236888373929395,0,0,0.0
975,997,1.22347e+18,1/2/20,13:14:58,Chinese New Year Fireworks in River Hongbao Festival  #cny #chinesenewyear #syracuse #redpocket #sincia #angpao #follow #ny #cheongsam #iphone #cuse #marinabay #malaysia #cnycollection #angpaoimlek #foodie…  https://t.co/Bub3QS7QZH,"['cny', 'chinesenewyear', 'syracuse', 'redpocket', 'sincia', 'angpao', 'follow', 'ny', 'cheongsam', 'iphone', 'cuse', 'marinabay', 'malaysia', 'cnycollection', 'angpaoimlek', 'foodie']",8,Social Distancing,8,0,-20.00561435525155,0,0,0,2.759198347059037,0,0,0.0
976,998,1.22344e+18,1/2/20,11:12:43,"I hear the 🦁dance everywhere. Is CNY ever going to end 🤣🤯 speaking of which, I have not had steamboat yet!!!!!   #ChineseNewYear2020  #celebrations","['chinesenewyear2020', 'celebrations']",20,Social Distancing,20,1,-11.350907775357896,6,0,1,21.853775475183436,3,0,0.0
977,999,1.22343e+18,1/2/20,10:32:18,"CNY Gathering Once a Year #throwbacktgif @ Equarius Hotel, Sentosa  https://t.co/zKr0d48TxG",['throwbacktgif'],8,Social Distancing,8,0,-17.813325099398103,0,0,0,4.798253640419633,0,0,0.0
978,1000,1.22339e+18,1/2/20,7:39:20,They are back from CNY break @ Cafe 107  https://t.co/ptYFHRTmnt,[],7,Social Distancing,8,0,-14.572400836205459,1,0,0,10.458498421283293,2,0,0.0
979,1001,1.22329e+18,1/2/20,0:57:48,A really fun Lo Hei “人日” dinner celebration with a bevy of gorgeous friends. #lovemylife #lifestyle #stylelover #style #styles #chinesenewyear #chinesenewyear2020 #cny #cny2020 @ Black Society 黑社会  https://t.co/5MZuXi2eB0,"['lovemylife', 'lifestyle', 'stylelover', 'style', 'styles', 'chinesenewyear', 'chinesenewyear2020', 'cny', 'cny2020']",15,Social Distancing,15,1,-16.78767523455367,0,0,0,3.3404997875704803,0,0,0.0
980,1004,1.22326e+18,31/1/20,23:20:32,Wathed #eternallove over CNY and now Its time to sing their OST 🎤🎶,['eternallove'],11,Social Distancing,11,1,-14.060514863523426,2,1,0,10.458498421283291,2,0,0.0
981,1006,1.22324e+18,31/1/20,21:41:32,Day of the Humans celebration of CNY in our Singapore office. There is a lot to look forward in the year ahead as we head towards listing Vertiv on the NYSE as VRT. As a team we renewed our commitment to helping make the world better by enabling the data economy. #team #purpose  https://t.co/RbteNvZ5lc,"['team', 'purpose']",51,Social Distancing,51,3,-11.112198956555602,8,0,4,1.703642464802974,0,0,0.0
982,1007,1.22322e+18,31/1/20,20:21:00,Cny gathering dinner (@ Coffeeshop | Blk 807 Yishun Ring Road in singapore)  https://t.co/GEmWJTD252,[],10,Social Distancing,11,1,-18.411442691303712,0,0,0,3.72368883739294,0,0,0.0
983,1008,1.22316e+18,31/1/20,16:32:23,CNY lunch at M hotel + lion dance around the office  https://t.co/dBCilaIux2,[],10,Social Distancing,10,0,-14.17656713322093,0,0,0,4.652082661020339,0,0,0.0
984,1009,1.22314e+18,31/1/20,14:49:40,I have started my mentorships role this #CNY 🎊 looking for a much stronger and sustainable growth business model this year.  Will keep things updated! 🎊  #LetsGrowOurBusinessesTogether  📸  https://t.co/K8EsUqdVnL via  https://t.co/uAhWI1n3OS  https://t.co/HKnA9vRMN4,"['cny', 'letsgrowourbusinessestogether']",24,Social Distancing,24,1,-13.74960420911473,4,1,1,3.1353107037309815,0,0,0.0
985,1010,1.22311e+18,31/1/20,12:55:43,oops but anyways happy cny day 7! rmb to eat your 7 diff types of veg,[],14,Social Distancing,16,1,-14.050091971163056,1,1,1,6.645015734668393,1,0,0.0
986,1013,1.22292e+18,31/1/20,0:39:32,Late post but I received this last Sunday from KFC staff while eating at their fast-food chain. Nice CNY gift! @ Kfc Chinatown Point  https://t.co/AMm42PfMX4,[],22,Social Distancing,23,1,-13.793376016633424,2,2,1,3.225899236030004,0,0,0.0
987,1015,1.22287e+18,30/1/20,21:00:07,"A lion dance troupe performing at a shop entrance on the 6th day of the Chinese New Year. • The lion dance during an auspicious day like the CNY, brings good luck, fortune, longevity, happiness and also chases away…  https://t.co/TGFRWFCqBj",[],37,Social Distancing,38,2,-12.729243667805314,3,2,0,2.1995213289396296,0,0,0.0
988,1016,1.22283e+18,30/1/20,18:36:56,"Hmm actually want to eat Sungei road Laksa and Leong Yeow Famous Waterloo street chicken rice, but both stalls are still closed for Cny! 😆 So detour to nearby to eat my favorite #streetfood #hawkerfood #百年…  https://t.co/xHuL5WMb0i","['streetfood', 'hawkerfood', '百年']",32,Social Distancing,32,2,-15.088106928602173,6,3,1,2.169143999332483,0,0,0.0
989,1019,1.22281e+18,30/1/20,17:28:08,CNY Luncheon at the State Courts Bar Room. 😊  https://t.co/U4Ixitmn9L,[],8,Social Distancing,8,0,-14.483692065772601,0,0,0,5.582319849062408,1,0,0.0
990,1020,1.2228e+18,30/1/20,16:19:21,Happy CNY! Not the best start of a year with a spreading virus but if heat and alcohol keeps it at bay I’m not super worried #Singapore @ Seng Wong Beo Temple  https://t.co/qMNdR8vMT0,['singapore'],31,Social Distancing,30,2,-12.870639992252787,2,3,0,2.5334253511566,0,0,0.0
991,1021,1.22279e+18,30/1/20,15:59:02,🦁🍊 Huat La!!  . . . . . #九仙宫 #九仙宫体育会 #初六 #KiewSianKing #CNY2020 #CNY #2020 #OutLion #舞狮 #舞龙 #LionDance #DragonDance #WongFong @ Wong Fong Engineering Works - 1988  https://t.co/ISog9K2qVU,"['九仙宫', '九仙宫体育会', '初六', 'kiewsianking', 'cny2020', 'cny', 'outlion', '舞狮', '舞龙', 'liondance', 'dragondance', 'wongfong']",6,Social Distancing,8,0,-20.44094989188916,0,0,0,2.7591983470590367,0,0,0.0
992,1022,1.22277e+18,30/1/20,14:51:47,Company CNY Lunch #huat🍊🍊 @ Quan Le Yuan Seafood @ Havelock Road  https://t.co/tt3fjdWFPG,['huat'],9,Social Distancing,9,0,-18.759929820179135,0,0,0,3.7236888373929387,0,0,0.0
993,1023,1.22276e+18,30/1/20,14:03:59,"Pineapple tarts for CNY @ Woodlands, Singapore  https://t.co/jcTVAjTdaN",[],6,Social Distancing,6,0,-17.45637577901144,0,0,0,6.645015734668393,1,0,0.0
994,1024,1.22276e+18,30/1/20,14:03:52,Thank you asussg for the #CNY goodies. #latergram @ Singapore  https://t.co/Q3ixcnphZr,"['cny', 'latergram']",7,Social Distancing,7,0,-15.22011281712986,1,0,1,8.157520887733781,1,0,0.0
995,1025,1.22276e+18,30/1/20,13:50:28,CNY lunch with colleagues at Putien. @ Putien Raffles City  https://t.co/l97GkBuB53,[],9,Social Distancing,9,0,-15.734125068098459,0,0,0,5.238626789188965,1,0,0.0
996,1026,1.22274e+18,30/1/20,12:22:01,Praying and making merit on CNY Day 6! Feels like in Thailand! 🇹🇭 @ Uttamayanmuni Buddhist Temple  https://t.co/bZJlHiSdji,[],14,Social Distancing,15,1,-14.126464437269306,2,1,0,4.197650602367687,0,0,0.0
997,1027,1.22273e+18,30/1/20,11:55:22,At Agency Leaders’ CNY luncheon while still thinking about the accident Kobe was in and the outbreak of Coronavirus. It is indeed a gift and blessing to be granted the opportunity and environment to work for our…  https://t.co/mkVxX76qiF,[],37,Social Distancing,37,2,-11.549912316170532,6,4,0,2.759198347059036,0,0,0.0
998,1029,1.22271e+18,30/1/20,10:20:14,#初六开工大吉 #红子一张好彩头   Tagger Elaine Tan and DIC Jerry Low from #TreasureAtTampines wish everyone #初六大旺。  *TREASURE AT TAMPINES*  *Super HUAT Incentive*  🍊 *Treasure CNY SURE WIN Ang Pow Dip - FOR BUYERS* 🍊 CNY Special!…  https://t.co/e0SSoep2ze,"['初六开工大吉', '红子一张好彩头', 'treasureattampines', '初六大旺']",27,Social Distancing,28,2,-19.75759805615882,0,1,0,1.3003722702439324,0,0,0.0
999,1031,1.22268e+18,30/1/20,8:45:22,Last Day for our CNY promo! Detox and boost your immunity system now.🥕  Grab now at  https://t.co/142Nl6h1lb. 🏃‍♂️🏃‍♀️🏃‍♀️🏃‍♀️  #juice #juicecleanse #juicediet #juicedetox #coldpressedjuice…  https://t.co/pUFJE2yZgG,"['juice', 'juicecleanse', 'juicediet', 'juicedetox', 'coldpressedjuice']",16,Social Distancing,16,1,-15.379016242516348,1,1,2,3.1078486800276623,0,0,0.0
1000,1032,1.22257e+18,30/1/20,1:28:57,its oni a day in sch aft cny holidays,[],9,Social Distancing,9,0,-15.06780728003794,0,0,0,8.157520887733781,1,0,0.0
1001,1033,1.22254e+18,29/1/20,23:15:28,My CNY holidays 🔚 too 🔜😢 @ Fort Canning  https://t.co/WiCl7xYfbq,[],6,Social Distancing,6,0,-16.373143775060242,1,0,0,10.458498421283291,2,0,0.0
1002,1034,1.22252e+18,29/1/20,22:13:49,CNY dinner. @ Paradise Dynasty Flagship  https://t.co/NP9ysoxJ2F,[],5,Social Distancing,5,0,-16.49762113958941,0,0,0,6.645015734668394,1,0,0.0
1003,1035,1.22252e+18,29/1/20,22:04:10,Bought 2 #trousers (has to buy on the 5th day of #CNY) - for CNY 15th day. Wearing with a #ang_bao on the day for #goodluck. (@ Giordano in Singapore)  https://t.co/q7AdAuQ8Er,"['trousers', 'cny', 'ang_bao', 'goodluck']",21,Social Distancing,25,1,-13.224176948846825,2,0,0,4.14689211271,0,0,0.0
1004,1039,1.22244e+18,29/1/20,16:58:30,"Due to the scarcity and high price, try giving this during the CNY. You will be appreciated.  https://t.co/sEGu7nuxAO",[],17,Social Distancing,17,1,-11.740348351830244,3,1,0,10.458498421283293,2,0,0.0
1005,1040,1.2224e+18,29/1/20,14:23:41,"This #cny, the most popular items are not pineapple tarts nor bak kwa - it’s surgical masks and hand sanitizers to the point that they are sold out almost everywhere, or be prepared to endure queues that can easily…  https://t.co/gRtm1pdD1c",['cny'],38,Social Distancing,38,2,-13.398517724532963,6,3,0,3.7236888373929387,0,0,0.0
1006,1041,1.22235e+18,29/1/20,11:00:39,🌟#cny #singapore #asia #argentina #travelphotography #viviendoenasia #expat #images #golden #instagood #wanderlust #amazingplaces @ Kwan Im Thong Hood Cho Temple  https://t.co/M2tfGq1JSy,"['cny', 'singapore', 'asia', 'argentina', 'travelphotography', 'viviendoenasia', 'expat', 'images', 'golden', 'instagood', 'wanderlust', 'amazingplaces']",6,Social Distancing,6,0,-20.44136113569034,0,0,0,3.3404997875704803,0,0,0.0
1007,1042,1.22235e+18,29/1/20,10:57:55,Last day of cny holiday before work life kick back for next 4 weeks,[],13,Social Distancing,14,1,-11.639031741334357,1,1,0,6.645015734668391,1,0,0.0
1008,1043,1.22235e+18,29/1/20,10:50:50,✨✨✨✨#nature #lotus #asia #cny #singapore #Singapur #flowers #flores #market #temples #Singapore #amazing #traveler #photo #travelphotography #expat #instagood @ Kwan Im Thong Hood Cho Temple  https://t.co/N5xio1LITN,"['nature', 'lotus', 'asia', 'cny', 'singapore', 'singapur', 'flowers', 'flores', 'market', 'temples', 'singapore', 'amazing', 'traveler', 'photo', 'travelphotography', 'expat', 'instagood']",6,Social Distancing,6,0,-19.27178505923404,0,0,0,2.019835952598899,0,0,0.0
1009,1044,1.22232e+18,29/1/20,8:59:49,Last 2 days for our CNY promo. Grab fast 🏃‍♂️🏃‍♀️  https://t.co/142Nl6h1lb  #juice #juicecleanse #juicediet #juicedetox #coldpressedjuice #detoxjuice #healthydiet #detox #cleanse #healthyfood…  https://t.co/nffsqrk1ex,"['juice', 'juicecleanse', 'juicediet', 'juicedetox', 'coldpressedjuice', 'detoxjuice', 'healthydiet', 'detox', 'cleanse', 'healthyfood']",8,Social Distancing,9,0,-17.887240805889,0,0,1,3.5777353393210856,0,0,0.0
1010,1045,1.22232e+18,29/1/20,8:52:12,"Happy CNY 2020 Wish everyone Good health, good luck and much happiness throughout the year...🥰🥰🥰 &amp; Thank you for the hospitality &amp; great food &amp; fun &amp; laughter~~~😍😍😍 📷 27th January 2020  https://t.co/jggeLl6Fiy",[],24,Social Distancing,31,2,-14.463536923430812,1,1,1,2.1742421588563716,0,0,0.0
1011,1046,1.22223e+18,29/1/20,2:55:22,"Asher 🧧2020 ￼￼￼CNY 初四, till date collection 🧧$702~~~🥰🥰🥰 📷 28th January 2020  https://t.co/oz0ZqtHH8B",[],6,Social Distancing,10,0,-17.278309559551452,0,0,0,6.43323337802357,1,0,0.0
1012,1049,1.22215e+18,28/1/20,21:17:25,红红不害人 *say it in hokkien* but tbh we gotta start wearing the correct mask so that we protect ourselves (and others) from the virus. Let’s all stay safe this CNY 😨😷🙏🏼 • #madthreadootd #beautysg…  https://t.co/n95InkdBDq,"['madthreadootd', 'beautysg']",30,Social Distancing,29,2,-13.288638689147415,5,2,2,4.798253640419633,0,0,0.0
1013,1050,1.22214e+18,28/1/20,20:43:37,#cnyaftermath #stillnice not sure it’s the CNY hangover or Wuhan fear- but not many people out @ Paragon Shopping Centre  https://t.co/J2gvxlEvUI,"['cnyaftermath', 'stillnice']",18,Social Distancing,17,1,-15.320967948969141,1,2,0,3.72368883739294,0,0,0.0
1014,1051,1.22213e+18,28/1/20,19:55:23,"Today my Chinese colleagues were harassed at our pharmacy while buying GAUZE for her child, who had a fall, by a Malay man all because we don't have enough supply of surgical mask for the public. They had not went back to China for 3 months and had spent the CNY here.",[],50,Social Distancing,52,3,-10.689353092086948,10,2,3,2.5334253511566,0,0,1.0
1015,1052,1.22212e+18,28/1/20,19:35:07,CNY Day 4 #ootd with 大宝 👫🍊 Thanks @piiejammy for inviting us to your house! 😁 • • • • #拜年 #初四 #topazette #tpzootd #cny2020 #chinesenewyear #wefie #自拍 #셀카그램 #셀카 #likes4likes #followme #followforfollowback…  https://t.co/xwpQutZBPD,"['ootd', '拜年', '初四', 'topazette', 'tpzootd', 'cny2020', 'chinesenewyear', 'wefie', '自拍', '셀카그램', '셀카', 'likes4likes', 'followme', 'followforfollowback']",10,Social Distancing,11,1,-18.728574221972845,1,0,2,4.798253640419631,0,0,0.0
1016,1053,1.22211e+18,28/1/20,18:46:09,"I've spent CNY holiday with my mom, siblings and few close relatives going around SG. And had a tasteful dinner back home. My aunt bought my mom LV handbag as a kind gesture. Added to her collection, probably the most expensive. I wish I could spoil my family that much 😅",[],49,Social Distancing,50,2,-11.747092991498437,7,1,4,2.2891761753518267,0,0,0.0
1017,1054,1.22211e+18,28/1/20,18:34:28,I've spent around 600 for CNY Buffet for my staffs. I had a good time socialising with my staffs. I just can't wait to claim the money back 😂,[],25,Social Distancing,28,2,-11.100229495631588,5,0,2,7.430894621083495,1,0,0.0
1018,1055,1.22209e+18,28/1/20,17:28:31,"5 million wuhan citizens left for cny , 5 million inconsiderate probably infected could be anywhere, I AM SO ANGRY!!!",[],17,Social Distancing,19,1,-14.155765072980618,4,0,1,10.458498421283291,2,0,0.0
1019,1058,1.22205e+18,28/1/20,15:05:56,The only one busting my ass cycling here. Stamina building time! 💪🏼Wonder if it was CNY or coronavirus that drove everyone away?  https://t.co/IVsZzes5HC,[],22,Social Distancing,22,1,-12.777580741403463,3,2,1,4.197650602367688,0,0,0.0
1020,1059,1.22204e+18,28/1/20,14:17:34,Fuck cny lah everything also close knn ccb,[],8,Social Distancing,8,0,-17.42852878538217,1,1,0,10.458498421283291,2,0,0.0
1021,1060,1.22204e+18,28/1/20,14:08:17,Lunar New Day 4 with my boys 🍊🍊🧧 . #lunarnewyear #lunarnewyear2020 #cny #cny2020 #godson #godsons @ Singapore  https://t.co/a4V8mOhBKB,"['lunarnewyear', 'lunarnewyear2020', 'cny', 'cny2020', 'godson', 'godsons']",7,Social Distancing,8,0,-16.737196798282874,0,0,1,6.645015734668394,1,0,0.0
1022,1061,1.22204e+18,28/1/20,13:57:26,Self-explanatory on the 4th day of CNY.  #nevernotfighting  #nevernotworking  https://t.co/8NnKhqlRSG,"['nevernotfighting', 'nevernotworking']",5,Social Distancing,7,0,-15.08852189598473,0,0,0,14.314157420613999,2,0,0.0
1023,1063,1.22203e+18,28/1/20,13:36:54,CNY Party with @sgcancersociety New Voice Club Support Group @ Singapore Cancer Society Multi Service Centre  https://t.co/GmzhJ8hYQd,[],14,Social Distancing,14,1,-16.151784613803972,0,0,0,2.338790747511415,0,0,0.0
