id,Comment Datetime,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
1.36E+18,21/2/21,21:16:09,"Here's to the person who inspired me to build @BukuWarung_ for the millions of small merchants, my mom ❤️ She has sacrificed so much for us while growing up, now proudly running her own optical store 🙂 Small businesses are the future and going digital is a revolution 🚀  🙌🏻  https://t.co/WYRssVYGB1",[],44,Foreign Worker,45,2,-11.53729607,9,2,3,3.312416212,0,0,0
1.36E+18,21/2/21,21:11:50,@moon_moon0910 Some people say PMew’s mom brought the gift home personally.,[],11,Foreign Worker,10,0,-13.26880881,2,0,0,6.984688986,1,0,0
1.36E+18,21/2/21,21:10:09,"My mom just told me, my dad started playing Genshin too haha",[],12,Foreign Worker,12,1,-13.20902531,4,0,2,12.06173931,2,0,0
1.36E+18,21/2/21,21:02:19,thinking about that time elouise’s mom screamed at her over the phone at my house bf el social because she found her pods @FATLITTLEBUG,[],24,Foreign Worker,23,1,-12.54758964,5,0,1,4.856562767,0,0,0
1.36E+18,21/2/21,20:59:33,"Mom told me abt j issue with kpop, pls who is she? Not even good in acting and suara pun tak sedap",[],22,Foreign Worker,22,1,-13.81160093,3,1,1,4.206580416,0,0,0
1.36E+18,21/2/21,20:55:06,@abc_xyz_1_0 @AdvDali_Mpofu EFF regrets gettin your stinking vote. Go vote for your mom,[],11,Foreign Worker,11,1,-15.13266775,1,0,2,7.947355143,1,0,0
1.36E+18,21/2/21,20:48:00,I do this after an argument w my mom yes ty,[],11,Foreign Worker,11,1,-11.97706968,1,0,1,9.23374887,1,0,0
1.36E+18,21/2/21,20:46:01,"told my mom dapat B&amp;she ask y not A,ma ur dotter bfr this dapat F tau",[],18,Foreign Worker,19,1,-15.8051557,1,0,1,3.199592669,0,0,0
1.36E+18,21/2/21,20:41:47,"Argh, I should've just left with my mom.",[],7,Foreign Worker,8,0,-12.15093356,2,0,2,18.28123692,2,0,0
1.36E+18,21/2/21,20:31:12,@varoun3883 Am not in any 💪🏼  Except my own and with mom dad sis,[],12,Foreign Worker,12,1,-12.61011442,0,1,1,8.882708681,1,0,0
1.36E+18,21/2/21,19:54:23,Okay look I’ve been eating extremely healthy since my dad passed cos my mom and brother get so judgmental like every time I eat sugar I feel like I murdered someone. So I finally went out to get some desserts with friends away from judging eyes today and I’m so glad.  https://t.co/hn7n6d3Qy6,[],53,Foreign Worker,51,3,-12.02968063,10,3,3,2.503715352,0,0,0
1.36E+18,21/2/21,19:49:00,So guilty that I made my mom so worried.,[],9,Foreign Worker,9,0,-10.34829877,1,0,2,34.6113624,3,0,0
1.36E+18,21/2/21,19:48:44,Black moms. Mad passive aggressive.,[],5,Foreign Worker,5,0,-12.69600315,1,0,0,12.54897875,2,0,0
1.36E+18,21/2/21,19:30:00,Taemin is asking if we want to be Kkoong's mom 😂,[],9,Foreign Worker,10,0,-11.89002905,4,1,1,12.06173931,2,0,0
1.36E+18,21/2/21,19:21:56,Our baju nikah sponsored by his mom. I feel blessed 🥺 thank you my future mother in law! 🌹😭,[],17,Foreign Worker,17,1,-12.10438895,3,0,2,4.856562767,0,0,0
1.36E+18,21/2/21,19:15:57,Your mom is so mean wallahi 😂🤣,[],6,Foreign Worker,6,0,-12.57416585,1,0,0,18.28123692,2,0,0
1.36E+18,21/2/21,18:44:37,"my mom rocking out to air supply, hopping around and belting it out is the highlight of my decade",[],19,Foreign Worker,19,1,-11.04024437,4,1,1,6.984688986,1,0,0
1.36E+18,21/2/21,18:19:37,vote for fp or im fucking ur mom,[],8,Foreign Worker,8,0,-14.241044,1,1,0,8.882708681,1,0,0
1.36E+18,21/2/21,17:02:36,@MGxFP26 Ur lucky ur mom likes mew when i showed my mom a pic of Mew she jusy ask me go away dont waste her time haha,[],26,Foreign Worker,26,2,-14.55476937,5,1,3,3.525208698,0,0,0
1.36E+18,21/2/21,16:25:35,mom i’m a WHORE,[],5,Foreign Worker,4,0,-14.13631468,1,0,0,12.06173931,2,0,0
1.36E+18,21/2/21,16:19:54,AAH I STILL HAVEN'T DONE MATH AND ENGLISH HOMEWORK IM DEAD AND I HAVE TO GO OUT WITH MY MOM LATER,[],20,Foreign Worker,21,1,-19.14551875,2,2,2,1.973685282,0,0,0
1.36E+18,21/2/21,16:14:19,@rathpinaki Hahahahaha believe it or not  My mom never 😍 #oneofherkind,['oneofherkind'],8,Foreign Worker,8,0,-14.04616045,1,1,1,8.882708681,1,0,0
1.36E+18,21/2/21,16:11:01,@NalediSekoto Praying your mom comes back home really soon❤🙏,[],8,Foreign Worker,8,0,-13.41734183,2,0,1,8.882708681,1,0,0
1.36E+18,21/2/21,16:00:04,@ABisaapa @HukumDan @DivHumas_Polri My mom definitely can’t agree more,[],7,Foreign Worker,6,0,-15.67101468,1,0,0,8.882708681,1,0,0
1.36E+18,21/2/21,15:50:26,"""MOM, WHEN IS IT GONNA START?!""  https://t.co/R8yVRtvYku",[],6,Foreign Worker,6,0,-16.9895151,1,1,0,4.856562767,0,0,0
1.36E+18,21/2/21,15:35:19,Mom ordered room clean up. Found this old newspaper (2007) covering my book shelves. Nostalgic ⏳  e Filing of tax return introduced Mobile will be used in education Haryana Punjab - SYL canal fight Raj - Kavita Kundra and Shilpa Shetty love triangle  https://t.co/3j7542bwiB,[],39,Foreign Worker,42,2,-15.33929826,7,1,1,1.336330034,0,0,0
1.36E+18,21/2/21,15:20:47,I thought my outfit was cute then when I look at it again my thigh makes it uglier. AND I GOT A LOT OF CUTE PANTS FROM MY MOM?,[],29,Foreign Worker,29,2,-13.57410568,5,2,4,3.707431737,0,0,0
1.36E+18,21/2/21,15:16:44,"YET: looked down upon; treated with such disdain; the last to eat while they are the first/last on set (even the food they eat is almost leftovers from cast/crew's feasting)  ...  ""Ungaze utye omnye umntu engatyi mntanam!"", my mom's voice always echoes in mehead  ...",[],43,Foreign Worker,45,2,-13.45889388,9,1,0,2.726937568,0,0,0
1.36E+18,21/2/21,15:08:58,my mom is packing my younger brother's obs bag like he is going to the army lmao,[],16,Foreign Worker,17,1,-12.06308865,4,0,1,6.984688986,1,0,0
1.36E+18,21/2/21,14:43:51,had a convo w my mom about uni/work for almost 2h lolol im dehydrated from crying,[],16,Foreign Worker,17,1,-14.46862599,3,0,1,8.882708681,1,0,0
1.36E+18,21/2/21,14:23:04,eh pe bende sia my mom's clothes rack just moved on its own,[],12,Foreign Worker,13,1,-15.06230138,1,0,1,4.856562767,0,0,0
1.36E+18,21/2/21,13:55:11,"It took about 18 months for the babies to turn around, moms to get pregnant again with better genetics, go off, have another baby. And farmers finally started saying, ""You know what? This is a really good deal. I'm getting in on it.”",[],41,Foreign Worker,43,2,-10.07326226,10,1,1,5.033131839,1,0,1
1.36E+18,21/2/21,13:52:27,"No worries mom, definitely wont ride my bike today. Super dizzy cant even walk bahahahaha....",[],15,Foreign Worker,15,1,-14.37756748,3,0,1,5.033131839,1,0,0
1.36E+18,21/2/21,13:40:01,my mom dye my hair is the worst idea ever i wld rather dye myself PLEASE,[],16,Foreign Worker,16,1,-13.5943822,4,1,3,12.06173931,2,0,0
1.36E+18,21/2/21,13:39:36,@dunkhippo33 50-100% MOM growth to re-up is a high bar!,[],7,Foreign Worker,9,0,-14.49359328,1,0,0,12.06173931,2,0,0
1.36E+18,21/2/21,13:32:24,seeing my mom happy is the best thing in the world.,[],11,Foreign Worker,11,1,-9.415934907,2,0,1,12.06173931,2,0,0
1.36E+18,21/2/21,13:22:49,@Thambi_Natta I feel like everything we do is overdue. You ask why I love your mom so much cause she’s an older you.,[],23,Foreign Worker,22,1,-11.16030286,6,0,3,12.06173931,2,0,0
1.36E+18,21/2/21,13:22:13,@batmangirlfrien Your mom is truly Asian parents 🔥,[],6,Foreign Worker,6,0,-13.48259028,1,0,0,18.28123692,2,0,0
1.36E+18,21/2/21,13:18:19,"@izzatishaarani @Azfarovski It's okey.. dia mungkin lebih rezeki kat anak.. i am very sure, u ada rezeki lebih kat tempat lain.. maybe good job, good family or good husband.. My husband and i are like bestfriends.. i am blessed with a good husband and a good mom in law.. i choose to focus on that..",[],52,Foreign Worker,53,3,-14.85052165,7,2,2,1.661552984,0,0,0
1.36E+18,21/2/21,13:17:07,i couldnt recognise my mom cuz she was wearing a saree outfit so prettty,[],14,Foreign Worker,14,1,-14.77186044,4,0,1,8.882708681,1,0,0
1.36E+18,21/2/21,13:03:42,"Every guy still wants to be babied, when we’re young, our mom’s babied us but when we become older, we want to babied by someone’s daughter. Its the best feeling ever",[],34,Foreign Worker,31,2,-11.94449301,7,3,3,5.347567452,1,0,0
1.36E+18,21/2/21,13:00:17,@V1P3RVFX U got a refresh from ur mom?,[],7,Foreign Worker,7,0,-13.27765497,1,0,0,12.06173931,2,0,0
1.36E+18,21/2/21,12:48:02,Currently in a Korean cuisine restaurant to celebrate mom's bday,[],9,Foreign Worker,10,0,-12.95359844,2,0,0,8.882708681,1,0,0
1.36E+18,21/2/21,12:35:46,my mom bought fish like as if my trauma from choking on fish bone suddenly disappeared.....,[],16,Foreign Worker,16,1,-12.2757315,3,2,1,12.06173931,2,0,0
1.36E+18,21/2/21,12:35:11,"Watching TVB with mom, me: “This show must be filmed recently. The hosts and guests are all wearing masks.”",[],19,Foreign Worker,19,1,-11.73126997,5,1,1,5.735639284,1,0,1
1.36E+18,21/2/21,12:32:29,"@its_me_your_mom Lol I love how it's meant to look fake. This is funny, good tweet.",[],13,Foreign Worker,14,1,-11.57885654,4,0,1,19.03066659,2,0,0
1.36E+18,21/2/21,12:22:09,"Thinking about the sentence "" mak kau hijau "" does that mean your mom is a Toyol ??? 🥸🧐🤔",[],15,Foreign Worker,15,1,-13.64517878,4,0,1,5.735639284,1,0,0
1.36E+18,21/2/21,11:43:35,Watching with my mom basically,[],5,Foreign Worker,5,0,-11.61818088,1,0,1,34.6113624,3,0,0
1.36E+18,21/2/21,11:40:58,my moms bf want to slow talk w me cb he think he my father? fuck off dumbass skinhead,[],19,Foreign Worker,19,1,-13.21209776,5,0,2,7.253660895,1,0,0
1.36E+18,21/2/21,11:36:02,simba keep meowing maybe she dont want to be adopted but guess what my mom dont give no shit fuck my life lol fuck my mom honestly,[],27,Foreign Worker,27,2,-13.63280319,5,1,1,7.878040425,1,0,0
1.36E+18,21/2/21,11:35:03,"@UzayAshton 😂😂😂 IKR?! True story, when I called my parents from my first visit to the in-laws they were wondering why the house was quiet and I was “whispering”. “What happened? Was there a big fight?!” No, mom, they just don’t need the neighbours to hear their conversations.",[],46,Foreign Worker,46,2,-10.82316568,10,2,2,2.312999333,0,0,0
1.36E+18,21/2/21,11:31:11,@RohitSh_1 @BehlRicky1 @dharmaraju_jr @MonsterBaddie @RaashiSahaDeva @Divy4Priya @midnightbaba @Ravanmaharaja That reaction clearly telling that your mom didn't expect you at this time. Because I'm already in bedroom to bang her in this Sunday😉,[],22,Foreign Worker,24,1,-13.81234657,3,0,2,4.206580416,0,0,0
1.36E+18,21/2/21,11:29:16,"@UzayAshton Hahahaha! There is no translating the Filipino mom quietly indicating she’s not taking any of your BS anymore. Essentially, when the Filipinos grow silent that is terrifying. 😂😂😂",[],28,Foreign Worker,27,2,-12.37352079,7,1,1,4.206580416,0,0,0
1.36E+18,21/2/21,11:28:55,@V1P3RVFX 🇸🇬 but my mom is half indonesian and my dad is half chinese,[],12,Foreign Worker,12,1,-13.14058574,2,1,1,18.28123692,2,0,0
1.36E+18,21/2/21,11:23:48,Owen’s mom is the one of the nicest people on the planet😩,[],13,Foreign Worker,12,1,-9.706111933,1,0,0,6.984688986,1,0,0
1.36E+18,21/2/21,11:18:32,Asked my mom if she knew how to make half boiled eggs.... she was like if I can’t even make half boiled eggs how la.... her end product was full boiled eggs.... Amma how la ☹️,[],36,Foreign Worker,35,2,-12.19648014,10,1,2,5.01874881,1,0,0
1.36E+18,21/2/21,11:17:01,@syahir4wr PLEASE 😭 LIKE WHAT IF I WAS READING TWITTER WITH MY MOM SHE SAY THE PORN PL-,[],16,Foreign Worker,16,1,-19.44837816,3,1,2,2.726937568,0,0,0
1.36E+18,21/2/21,11:10:30,Derg mom get herself a new halberd  https://t.co/3mqXkhU9oi,[],7,Foreign Worker,7,0,-15.2772539,1,0,0,8.882708681,1,0,0
1.36E+18,21/2/21,11:02:47,but my mom said NO😔💔💔💔😖😠💔,[],5,Foreign Worker,5,0,-10.64178041,1,0,1,34.6113624,3,0,0
1.36E+18,21/2/21,10:54:10,"All in all, this neighbour unit of mine is currently under investigation by MOM.  It is still occupied but I suspect it is the landlord is required to stay in - I saw him moving in before CNY and cleaning up the place.",[],42,Foreign Worker,43,2,-10.77262237,11,3,2,4.856562767,0,0,0
1.36E+18,21/2/21,10:54:07,"It has been a few months since the notice was placed.  But at the start of this year, I realised that the noise has died down. I went to check on the MOM website and saw this result.  No wonder, the annoying noise disappeared.  https://t.co/w5KLsK0Zeu",[],44,Foreign Worker,44,2,-10.40521366,12,1,1,3.199592669,0,0,0
1.36E+18,21/2/21,10:51:57,"@adisgrace6 My mom say if under 30 bucks u can get , i hate my luck",[],13,Foreign Worker,14,1,-13.21350648,3,1,2,8.882708681,1,0,0
1.36E+18,21/2/21,10:51:26,It’s been fucking 7 mths and the anger still resides. Swear to god you don’t wanna text me cos your pussy ass can’t handle my wrath n you’ll go back weeping to your mom as usual.,[],39,Foreign Worker,36,2,-13.11178074,10,2,4,4.856562767,0,0,0
1.36E+18,21/2/21,10:05:03,"@2damntrans Some bear species can be tamed, especially if adopted as cubs.  On the Indian village where my mom grew up, a guy with a tame bear would occasionally come by. The bear would do minor tricks for donations.",[],38,Foreign Worker,38,2,-11.74681514,6,1,1,4.009171166,0,0,1
1.36E+18,21/2/21,9:55:35,my mom rly be “you die or wtv who cares” at 10am in the morning i fking hate being at home cb,[],21,Foreign Worker,22,1,-13.12579846,6,1,2,5.735639284,1,0,0
1.36E+18,21/2/21,9:46:56,"Never forget the hands that raised you 💞  Here’s to all moms, especially mine 💝💝💝💝💝💝💝💝💝 #moms #mother #foreverlove @ Love You Mom  https://t.co/X147vfluBX","['moms', 'mother', 'foreverlove']",17,Foreign Worker,16,1,-13.614245,4,0,2,6.641816558,1,0,0
1.36E+18,21/2/21,9:45:08,"Look wat i missed bk home in msia 😪 Chinese dinner made by my aunt. look at dat spread! Looks incredibly scrumptious! My aunt outdid herself yet again. Tinking abt it, im happy that mom &amp; her 2 sisters are bloody excellent homecooks &amp; we get 2 eat all d yummy food #chinesefood  https://t.co/AUin06nGyx",['chinesefood'],47,Foreign Worker,51,3,-14.64520155,10,1,3,2.045237948,0,0,0
1.36E+18,21/2/21,9:41:56,"Never forget the hands that raised you 💞  Here’s to all moms, especially mine 💝💝💝💝💝💝💝💝💝💝💝💝  https://t.co/PkX3BGSvix",[],14,Foreign Worker,13,1,-12.65837431,3,0,1,9.23374887,1,0,0
1.36E+18,21/2/21,8:57:23,walaoo my mom cannot teman me do swab test eh sial la i skedddd,[],14,Foreign Worker,14,1,-16.70184461,2,0,3,5.735639284,1,0,0
1.36E+18,21/2/21,8:54:14,P’eed being win second moms 🥺🥺🥺 #Double2YrsOfWIN  https://t.co/mah6JXUznB,['double2yrsofwin'],6,Foreign Worker,5,0,-16.38004646,1,0,0,12.54897875,2,0,0
1.36E+18,21/2/21,6:41:25,My mom has gotten her letter to get vaccinated!,[],9,Foreign Worker,9,0,-11.02029121,3,0,0,18.28123692,2,0,0
1.36E+18,21/2/21,6:33:04,"@rossbarich I really liked the 2018 version. Been a while since watching the other versions. My mom had all these old VHS tapes going up, so I was pretty young when I saw the other versions.",[],34,Foreign Worker,35,2,-11.09431104,6,2,1,4.584835613,0,0,0
1.36E+18,21/2/21,5:41:15,Can’t wait for the day when I can just buy my mom whatever she wants,[],16,Foreign Worker,15,1,-10.46854128,2,1,2,11.57449986,2,0,0
1.36E+18,21/2/21,5:08:30,"Oh snap, my mom loves this jam sooooo much!",[],9,Foreign Worker,9,0,-13.7474281,1,0,1,12.06173931,2,0,0
1.36E+18,21/2/21,4:23:54,"Dinner for Day 55 of #postcircuitbreaker Phase 3.  Some herbal soup, chicken in soy sauce, fried chicken, sweet and sour fish, steamed cod, fried fish, fried wantons, leftover pork belly, and lotsa veggies.  (Yes, mom can get carried away.)  Saturday, 20th February 2021.  https://t.co/5DU8jdo1T3",['postcircuitbreaker'],38,Foreign Worker,42,2,-14.91394608,7,1,0,1.715168211,0,0,0
1.36E+18,21/2/21,4:12:02,"My mom wanted to do something like this too... but I tak sanggup nak ajar bcs I have my own things to do and I’m not always around... the least I did was, I taught her how to use zoom and record using zoom, the easiest.",[],47,Foreign Worker,46,2,-11.50963119,10,2,2,4.584835613,0,0,0
1.36E+18,21/2/21,4:02:54,@AshVanOtterloo My mom sent us the photo like “fairies!” and I was like are we sure,[],15,Foreign Worker,15,1,-10.81942587,3,0,3,6.984688986,1,0,0
1.36E+18,21/2/21,3:58:49,My mom’s orchid plant has spawned some interesting flowers. I feel like spawn is the right word to use here  https://t.co/xsW4uYQ7ry,[],21,Foreign Worker,20,1,-12.71814491,5,0,0,4.206580416,0,0,0
1.36E+18,21/2/21,3:13:16,@LunarAmiya my mom will get mad at me tho so i'll put it on the table,[],14,Foreign Worker,15,1,-12.19290193,3,0,1,12.06173931,2,0,0
1.36E+18,21/2/21,2:29:13,@shoyosimp_ wait that's how my mom used to make my oats for me... tho mine had a widdle bit of vanilla and some milk.. 🥺,[],22,Foreign Worker,23,1,-12.4898822,4,1,3,4.856562767,0,0,0
1.36E+18,21/2/21,2:15:59,"Mom, bring my sejarah text book as fast as you can.👀 it's on the desk, maranthutte...😬☹️",[],15,Foreign Worker,16,1,-12.16206372,2,0,2,6.984688986,1,0,0
1.36E+18,21/2/21,2:04:15,My dad &amp; step mom’s relationship is so beautiful. He’s so gentle &amp; attentive w/ her. I find her staring &amp; smiling at him. They even have their own little inside jokes.I’m blessed to witness a relationship so rooted in love and respect 😍 moreover I get to call a man like that dad,[],54,Foreign Worker,54,3,-11.61876025,10,1,1,2.69650718,0,0,0
1.36E+18,21/2/21,1:30:52,@michXDelle My mom will smack the back of my head the minute she hears me say the F word HAHAHAHAHA A,[],20,Foreign Worker,20,1,-11.83975052,3,0,2,3.707431737,0,0,0
1.36E+18,21/2/21,1:24:52,"My mom needs help for her heart medical bills and hospitalisation fees, anyone kind enough to support me? BTC addr: 34cWaAXjpoRAtqxjvkTNdgEReNn7KYEwkL",[],20,Foreign Worker,21,1,-13.029413,3,1,0,3.312416212,0,0,0
1.36E+18,21/2/21,0:43:16,"Today In Manday ,second largest city of Myanmar ,10 years old boy was shot at his head by soilder and passed away ... the last word He said to his mom was "" I cannot hold anymore😭😭😭..."" what a sad story ....#HearTheVoiceOfMyanmar #StopMilitaryCoupMyanmar  https://t.co/3BAYqpfGS8","['hearthevoiceofmyanmar', 'stopmilitarycoupmyanmar']",38,Foreign Worker,39,2,-12.24500947,7,1,1,2.312999333,0,0,0
1.36E+18,21/2/21,0:39:20,Early celebration for Mom's birthday  @mok.t.yang @mocherrie06 @mok_ie @andrew_awm @ Famous Treasure  https://t.co/Rqh2n78Ak4,[],6,Foreign Worker,7,0,-18.37462904,0,0,0,5.735639284,1,0,0
1.36E+18,21/2/21,0:27:03,tbh not so satisfied with the results altho i did so much better than last year (i kept getting top 1.2k or top 900) hopefully gonna do better next week and get a good placement for my moms bday lmao,[],39,Foreign Worker,41,2,-12.56694534,8,3,2,5.033131839,1,0,0
1.36E+18,21/2/21,0:25:39,"i just love the way his mom react , its so cute &lt;3  https://t.co/46n04w8pwM",[],11,Foreign Worker,13,1,-13.33652828,2,0,0,5.735639284,1,0,0
1.36E+18,20/2/21,23:41:16,they get most of their news from youtube? my dad watches chinese closed-circuit TV and my mom watches informal podcasts.  its weird because i can see where both of them are coming from and how they might be justified. but the pitfalls in their understanding are glaring,[],46,Foreign Worker,47,2,-11.25463215,9,2,2,2.904226822,0,0,0
1.36E+18,20/2/21,23:40:12,"i'm concerned about middle-aged singaporeans and how they engage with world politics. so my parents...  my dad is an anti-colonial, anti-trump, china tankie. my mom is pro-democracy, pro-Hong Kong and Taiwan, and pro-Trump (???).",[],26,Foreign Worker,33,2,-13.70295942,4,2,1,3.707431737,0,0,0
1.36E+18,20/2/21,23:24:22,@XIUWEETBAEK ANNYEONG 😂 do all asian females get minyoung as our mom 😍😍,[],10,Foreign Worker,10,0,-15.15639387,3,0,1,8.882708681,1,0,0
1.36E+18,20/2/21,23:15:00,@XIUWEETBAEK same mom??!?!??!?! i tried a few times and these 2 always appeared first or second 😅  https://t.co/3FJcgrs3Ew,[],14,Foreign Worker,15,1,-12.46187567,2,2,0,6.984688986,1,0,0
1.36E+18,20/2/21,23:06:08,"is this ganyu's mom and dad lore,,,  https://t.co/ek8XzjK3u5",[],6,Foreign Worker,7,0,-14.54120837,1,1,0,6.984688986,1,0,0
1.36E+18,20/2/21,23:04:35,I had no idea that Rekka shares the same bday with my mom till now-,[],15,Foreign Worker,15,1,-12.73289197,1,0,1,6.984688986,1,0,0
1.36E+18,20/2/21,22:58:10,"what my mom say is right ah, once they think they got the advantage of making use of us they will want to keep breaking our heart",[],27,Foreign Worker,27,2,-10.185707,8,0,3,6.984688986,1,0,0
1.36E+18,20/2/21,22:32:59,I haven't been grand lately so my mom decided to take me shopping today🥺bless her soul,[],16,Foreign Worker,17,1,-11.69872253,5,0,2,18.28123692,2,0,0
1.36E+18,20/2/21,22:29:25,He was only 14 and take caring of his mom by selling some food. Why he had to face this kind of tragic 😭 he passed away by head shot with sniper #savemyanamr #WhatsHappeningInMyanmar  https://t.co/QO8t3wPGEG,"['savemyanamr', 'whatshappeninginmyanmar']",30,Foreign Worker,31,2,-11.70275192,6,1,0,4.206580416,0,0,1
1.36E+18,20/2/21,22:29:17,mf mifti left me alone with her mom to walk me back home 🔪,[],13,Foreign Worker,13,1,-12.23374096,2,0,1,8.882708681,1,0,0
1.36E+18,20/2/21,22:15:53,haiss I need my mom to urut me pls,[],9,Foreign Worker,9,0,-13.58699446,3,0,3,18.28123692,2,0,0
1.36E+18,20/2/21,22:08:45,"Mom: I'll put the clothes in the machine, can you hang it to dry once it's done? Me: Why are you washing clothes at 10pm?! Mom: FINE. I'll do it. Me:  https://t.co/XZGdkuneAk",[],27,Foreign Worker,31,2,-11.9253295,7,0,2,4.693563329,0,0,0
1.36E+18,20/2/21,21:52:10,"zoomed in a picture of mira filzah on ig and asked my mom if my “friend” is pretty, lady got excited for abit.",[],23,Foreign Worker,23,1,-12.730136,5,2,1,4.856562767,0,0,0
1.36E+18,20/2/21,21:39:12,I just watched the two Bad Moms for the first time (i know I know) and honestly...they were incredibly funny?,[],21,Foreign Worker,21,1,-10.4599605,4,1,1,12.54897875,2,0,0
1.36E+18,20/2/21,21:36:58,“hey mom can we listen to two-way mirror by loathe?”  “no we have two-way mirror at home”  two-way mirror at home:   https://t.co/zyxRep0OeP,[],18,Foreign Worker,21,1,-13.70495407,2,0,2,4.758122408,0,0,0
1.36E+18,20/2/21,21:23:06,thank god mom helped though she practically started zoning out and stared at me the second half of the cleaning session...,[],21,Foreign Worker,21,1,-11.6445035,4,2,1,5.735639284,1,0,0
1.36E+18,20/2/21,20:59:04,help my mom left us in the car while she buys gloves and i REALLY NEED TO PEE but i didn’t bring my mask,[],25,Foreign Worker,24,1,-12.90450914,6,3,3,3.312416212,0,0,0
1.36E+18,20/2/21,20:33:50,if you dont kiss your mom today i will kiss her for you,[],13,Foreign Worker,13,1,-11.67765816,4,0,3,18.28123692,2,0,0
1.36E+18,20/2/21,20:18:38,lmao even tho i have no devices...get to know me c;  what i use to edit: grandma's ipad (grandma rich😒) post tweets/watch anime/play roblox: grandpa's laptop use insta: mom's/dad's/grandma's phone; grandma's ipad  yes my mom said i can have a phone at 22🐒🌬️,[],41,Foreign Worker,48,2,-14.61434086,11,0,3,2.535097166,0,0,0
1.36E+18,20/2/21,20:13:40,If i was a mom (never would happen since i dont want kids) -Phone: 11/when u start going home alone -iPad: 9/studying hard (Typical asian mom &lt;3) -laptop/pc: 11 -own room: 12 -siblings: heck no- -checking ur phone: only seeing what apps u have😒 -400 robux once/twice a week  https://t.co/9IiFWs3yDP,[],47,Foreign Worker,54,3,-15.38946185,13,1,1,2.796523306,0,0,0
1.36E+18,20/2/21,20:00:03,Guess who just made his mom dissapointed :(,[],7,Foreign Worker,7,0,-12.18223185,2,0,0,18.28123692,2,0,0
1.36E+18,20/2/21,19:47:59,i really wanna throw my mom in the trash🤡🤡🤡,[],9,Foreign Worker,9,0,-11.6451444,1,0,1,18.28123692,2,0,0
1.36E+18,20/2/21,19:42:31,"My mom used to say if your body reacts badly to something, keep eating it and your body will start accepting it because it is capable of adjusting. Well, better get used to getting gastric cos I ain't eating",[],38,Foreign Worker,39,2,-11.40662095,14,2,2,5.347567452,1,0,0
1.36E+18,20/2/21,19:28:59,My mom made pasta with ghost chili... It's not that spicy somehow,[],11,Foreign Worker,12,1,-12.11630448,1,0,0,5.735639284,1,0,0
1.36E+18,20/2/21,19:07:36,&amp; my mom loooves going there yoh 😭,[],6,Foreign Worker,7,0,-15.11458976,4,0,1,18.28123692,2,0,0
1.36E+18,20/2/21,18:38:19,Guys I’m going offline now sorry-  @ii_Frxggy I’ll try to come back soon as your mom lol Bye guys,[],20,Foreign Worker,18,1,-13.83002469,2,0,1,5.347567452,1,0,0
1.36E+18,20/2/21,18:28:37,"@Jayshear chris and the mom, chris and the dad",[],8,Foreign Worker,8,0,-12.27525749,0,1,0,7.947355143,1,0,0
1.36E+18,20/2/21,18:27:05,@khosi_ladyk My mom is exactly the same.,[],6,Foreign Worker,6,0,-11.63617055,1,0,0,18.28123692,2,0,0
1.36E+18,20/2/21,18:03:58,@ii_Frxggy @IconicKai_ii What do u wanna me to do as ur new mom? Haha,[],12,Foreign Worker,12,1,-13.4028589,3,0,1,18.28123692,2,0,0
1.36E+18,20/2/21,17:44:13,Bday gift for my mom  ❤️❤️❤️❤️❤️❤️  https://t.co/k4MAVX47Wu,[],5,Foreign Worker,5,0,-14.9681204,0,0,1,8.882708681,1,0,0
1.36E+18,20/2/21,17:06:35,"Vietnamese food in NTU canteen. Good but not similar to the taste that my mom usually cook. This reminds me of the days, series of days, I had to eat these types of food. And I was sick of it.  But things change, missing of these sickness right now.  https://t.co/LS6H5UyZBA",[],49,Foreign Worker,49,2,-10.82280767,7,1,4,2.396888666,0,0,0
1.36E+18,20/2/21,16:36:58,Even i am not always going along with my mom most of the time.  I just want to say.. I am so proud of her works and contribution to the community especially during this pandemic and even before pandemic too.  All of those documented on her facebook and her own book. May god bless,[],54,Foreign Worker,54,3,-10.08793296,7,2,2,3.312416212,0,0,0
1.36E+18,20/2/21,16:27:39,mom wdding is not a gd place t sober up HAHAHAHAHAHHA,[],11,Foreign Worker,11,1,-14.19661717,2,0,0,6.984688986,1,0,0
1.36E+18,20/2/21,16:24:27,Wah my mom bought new bag  &lt;.&gt; I wanna buy stripes next time,[],12,Foreign Worker,14,1,-13.99491965,3,1,2,4.856562767,0,0,0
1.36E+18,20/2/21,16:23:39,i can't believe my mom has never had Hennessy,[],8,Foreign Worker,9,0,-11.63886497,3,0,1,12.06173931,2,0,0
1.36E+18,20/2/21,16:21:29,troye reminds me of sec 1 and my mom's chicken nuggets lmao,[],10,Foreign Worker,12,1,-14.37421405,3,1,2,8.882708681,1,0,0
1.36E+18,20/2/21,15:57:34,"I feel my Mom gets angry when I cook western food because it's her proxy about hating that I'm gay.  ""It's different from what I'm used to!"" ""Why does it need to be so fancy?"" ""You use too much oil!""",[],36,Foreign Worker,40,2,-10.6378758,10,1,2,12.06173931,2,0,0
