id,Comment Datetime,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
1.36E+18,13/2/21,3:23:22,@MugabeBobby @FloydShivambu It refers to the reduction or not in disease. So if I get the vaccine. The antibodies will be stimulated which already increases my immunity but efficacy will determine how sick or not I will get. Herd immunity is about mass antibodies rather than level of disease,[],47,Vaccination,47,2,-11.34061754,8,5,3,3.279017106,0,0,0
1.36E+18,13/2/21,2:48:35,COVID-19 vaccine rollout: Russia's Sputnik V jab will be used in the EU for the first time on Friday  https://t.co/fUpU0q50kj,[],18,Vaccination,19,1,-12.65251438,2,0,0,4.058908022,0,0,0
1.36E+18,13/2/21,2:15:47,@MugabeBobby @FloydShivambu No that's not true. That's not how vaccines work.,[],7,Vaccination,9,0,-12.41223625,1,0,0,11.94874885,2,0,0
1.36E+18,13/2/21,1:54:27,@MugabeBobby @FloydShivambu I do you are understanding the efficacy issue. 57% is on mild illness and 85% efficacy is on serious illness and death. For both having any vaccine at any strength that reduces harm allows people to be infected and build immunity. That's what we need.,[],42,Vaccination,45,2,-11.23795775,11,2,2,3.387487562,0,0,1
1.36E+18,13/2/21,1:38:34,@MugabeBobby @FloydShivambu It's not compulsory. And if you go to get any vaccine you get proof thereof. I have a yellow fever card.,[],20,Vaccination,21,1,-11.67003278,4,1,1,7.28761841,1,0,0
1.36E+18,13/2/21,1:28:49,@staronline @Khairykj The MALAYsian government should get the vaccine into their samn brain in how to run a government!!!,[],17,Vaccination,17,1,-12.25957417,2,0,0,6.738402465,1,1,0
1.36E+18,13/2/21,0:09:35,"India sends 22.9 mn doses of Covid-19 vaccines to 20 countries, more in pipeline  https://t.co/kJoJ7aRyPY",[],12,Vaccination,15,1,-14.15709665,1,0,0,5.951289932,1,0,0
1.36E+18,12/2/21,23:39:56,@Wayne_K_Smith @NickRadoicic @AlexBerenson @pfizer @moderna_tx Lolllllllllllllll based on WHAT DATA - fucking anecdotal vaccine pushers everywhere - did you not read the study details that Pfizer posted? Efficacy was shown to be less than 50 percent - and that is Pfizer’s trumped up bullshit data- what a disaster,[],40,Vaccination,43,2,-14.76669446,9,1,1,2.282168466,0,0,0
1.36E+18,12/2/21,23:02:32,France recommends single Covid-19 vaccine dose for those previously infected  https://t.co/OOHxrtZkPJ,[],10,Vaccination,10,0,-15.07245861,2,0,0,11.51657661,2,0,0
1.36E+18,12/2/21,22:14:17,"@still_Thato @FloydShivambu Does any of this change the basic facts that new viruses are more dangerous, viruses mutate and it's entirely possible that those mutations could lead to the need for adjusted vaccines?   No.",[],31,Vaccination,32,2,-11.7175788,4,1,0,4.975526336,0,0,0
1.36E+18,12/2/21,22:07:06,Premiers working to establish inter-provincial task force on domestic vaccine supply: Jason Kenney  https://t.co/ampL5Aq5S2,[],12,Vaccination,13,1,-15.20215593,2,0,0,5.244301231,1,0,0
1.36E+18,12/2/21,21:52:43,It's free and in abundance unless your dumb authorities stop you from getting out in the sun. No need to be a voodoo doll getting yourself poked with one vaccine after another to stop many strains of CV.  https://t.co/z08SY8Z7AR via  @YouTube  #COVID19,['covid19'],38,Vaccination,39,2,-11.96046465,6,1,3,3.637314173,0,0,0
1.36E+18,12/2/21,21:42:27,Brazil: missionaries 'turning tribes against coronavirus vaccine'  https://t.co/qbjonuOM7V,[],7,Vaccination,7,0,-17.82447852,1,0,0,7.28761841,1,0,0
1.36E+18,12/2/21,21:28:52,How Researchers Developed COVID-19 Vaccines So Quickly #worldnews #breakingnews #latestnews #politicnews #businessnews  https://t.co/dBqUVXG4Ky,"['worldnews', 'breakingnews', 'latestnews', 'politicnews', 'businessnews']",7,Vaccination,7,0,-19.59834729,1,0,0,4.072607168,0,0,0
1.36E+18,12/2/21,21:22:36,"So my mom got the covid vaccine but she's experiencing the side effects. Fever, nausea, tiredness. Damn shame.",[],17,Vaccination,18,1,-12.98794552,2,1,1,4.581278055,0,0,0
1.36E+18,12/2/21,21:15:49,@MbalulaFikile J&amp;J baby oil vaccine 🤣,[],5,Vaccination,6,0,-14.93887078,1,0,0,6.738402465,1,0,0
1.36E+18,12/2/21,21:05:44,"@WHO Hi @WHO, #Myanmar is under military coup since 1 Feb. A huge crowd on streets protesting, no recent vaccine delivery and all healthcare professionals are joining civil disobedience movement. We would like to hear any actions to tackle the situation?  #WhatsHappeningInMyanmar","['myanmar', 'whatshappeninginmyanmar']",37,Vaccination,38,2,-11.90773542,7,1,0,2.539978468,0,0,0
1.36E+18,12/2/21,21:03:50,"@POTUS I am really glad to know it and Congratulations to you and American Citizens.  For us, Myanmar Citizens, Our future is cloudy. We do not know what will happen next to us. Our People can’t think about Covid and vaccine anymore.  Please kindly Save Myanmar ASAP!",[],47,Vaccination,46,2,-11.33829912,9,3,3,3.74308768,0,0,0
1.36E+18,12/2/21,20:50:03,"The #Biden administration is working to address problems with the country’s #vaccine program, announcing that 200 million additional doses will be distributed. Meanwhile, the #CDC is expected to roll out new #guidelines for reopening #schools.   https://t.co/P4nqQKu7HD","['biden', 'vaccine', 'cdc', 'guidelines', 'schools']",30,Vaccination,30,2,-11.43004391,9,0,0,4.203777179,0,0,0
1.36E+18,12/2/21,20:39:38,"#WhatsHappeningInMyanmar May I know your choice: vaccine or seafood? Military dictators accepted the seafood flight, reject vaccine from India. Seriously 😳 #savemyanmarfrommilitarycoup #releaseourleaders  https://t.co/JISXjbErum","['whatshappeninginmyanmar', 'savemyanmarfrommilitarycoup', 'releaseourleaders']",19,Vaccination,19,1,-14.38825867,3,1,2,4.108741179,0,0,0
1.36E+18,12/2/21,20:37:04,"Hong Kah (Former Hong Kah Secondary School), Taman Jurong CC and Bukit Timah CC Vaccination Centres are managed by IHH Healthcare for administering of #COVID19 vaccines.",['covid19'],25,Vaccination,25,1,-17.31033866,3,1,0,2.320368348,0,0,0
1.36E+18,12/2/21,20:35:38,"A very useful recap in one graph of different vaccines efficacy rate in response to different #Covid19 variants, including the UK and SA variants",['covid19'],23,Vaccination,23,1,-12.61366158,1,1,0,4.380609579,0,0,0
1.36E+18,12/2/21,20:34:01,@UNHumanRights Myanmar army received a few flights from #Chinawhile not allowing flight from India which is sending #COVID19 vaccine. China embassy is claiming those flight are carring seafood.  Do u believe it? We doubt that what they are up to.,"['chinawhile', 'covid19']",37,Vaccination,37,2,-11.95886869,11,0,0,3.506399235,0,0,1
1.36E+18,12/2/21,20:30:12,You are invited to join with experts from Duke Human Vaccine Institute and around the world in a webinar series as they explore the current state of #Covid-19 #vaccine hesitancy!   Register here ➡️ https://t.co/p5f36pHmpE  https://t.co/bYZFzYVcgG,"['covid', 'vaccine']",30,Vaccination,30,2,-12.80648148,4,1,0,3.245045719,0,0,0
1.36E+18,12/2/21,20:25:07,@DailyMailUK I think those both staff and the elderly within care facilities across the country would beg to differ. Can we have an inquiry into the number of unusual death events that have been reported in care homes across the country since the beginning of the vaccine rollout?,[],47,Vaccination,47,2,-10.3099084,7,1,1,2.836368813,0,0,1
1.36E+18,12/2/21,20:14:32,Online scammers are rushing to exploit people desperate to get the Covid-19 vaccine  https://t.co/fTH2ZK4jYi,[],13,Vaccination,13,1,-13.85807996,5,0,0,8.963978707,1,0,0
1.36E+18,12/2/21,20:13:29,We should get Shot by Covid Vaccine Not By Guns #CDM_IsTheAnswer #WhatsHappeningInMyanmar #Feb12Coup #RejectMilitaryCoup  https://t.co/nFhw43cxJy,"['cdm_istheanswer', 'whatshappeninginmyanmar', 'feb12coup', 'rejectmilitarycoup']",10,Vaccination,10,0,-17.22303176,1,0,0,6.111149617,1,1,0
1.36E+18,12/2/21,20:00:40,"@tito_mboweni Rupert knew something when he went to Australia for vaccination,he knew pigs can't start to fly now look at what happened,they went to buy a wrong vaccine expiring in 2 months 💀💀",[],31,Vaccination,33,2,-11.4460305,10,1,0,5.72604163,1,0,0
1.36E+18,12/2/21,19:27:52,@still_Thato @FloydShivambu How do you think the flu vaccine became optional? Why do you think the Spanish flu was a pandemic? It was also new and our bodies didnt have the antibodies. Now it does and the variants seldom have as bad an effect on the body. History is a great teacher beloved.,[],51,Vaccination,51,3,-10.93989626,13,3,3,3.637314173,0,0,0
1.36E+18,12/2/21,19:15:49,@mkayhgee That’s why I need that vaccine bro😭,[],8,Vaccination,7,0,-12.64383607,1,0,1,24.1681395,3,0,0
1.36E+18,12/2/21,19:10:26,"@freya_cole Of course, the China will say that. No surprise there. Always in touch with the Military Juntas. Just few days ago, air cargo full of seafood from China arrived. Apparently seafood from China is more important than the COVID-19 vaccine. Thank you very much for your thoughtfulness",[],47,Vaccination,47,2,-11.35885124,5,0,2,2.629416814,0,0,0
1.36E+18,12/2/21,19:09:51,My second dose of vaccine. Omg so much side effects. But it’s worth it in the end for sure  https://t.co/FFPQHlGQLk,[],20,Vaccination,19,1,-11.61986201,0,1,0,5.90508012,1,0,0
1.36E+18,12/2/21,18:52:07,This is not a threat but a welcome challenge to a selfish world order led by the West. How Russia and China are winning the vaccine diplomacy race | DW News  https://t.co/NjCMRqBrO4 via @YouTube,[],31,Vaccination,31,2,-11.34503802,4,2,0,2.539978468,0,0,0
1.36E+18,12/2/21,18:40:22,"@MayWongCNA @UN_HRC China is supporting military thus why they defend, how come seafood more important than COVID vaccines",[],16,Vaccination,16,1,-13.67724324,3,0,0,8.990131623,1,0,0
1.36E+18,12/2/21,18:18:56,My husband had his vaccine on the 4th. Thanked God he had only body aches &amp; that's it. Waiting for the 2nd dose on the 25.,[],21,Vaccination,26,2,-11.23487482,4,0,0,6.111149617,1,0,0
1.36E+18,12/2/21,18:17:28,@malaymail And April 2022 vaccine will arrive...🤦🏽‍♂️ when the malay rules!!,[],9,Vaccination,10,0,-13.48119595,1,1,0,8.963978707,1,0,0
1.36E+18,12/2/21,18:11:33,@maytoekhine Sea food is important than vaccines,[],6,Vaccination,6,0,-12.81108094,1,0,0,11.54854128,2,0,0
1.36E+18,12/2/21,17:20:43,@tofolux3 @therecount @DrZweliMkhize @ANCWomensLeague @ANCDSGDuarte We were told this already. That's why it was determined that there are different levels of efficacy. That's why we are using JnJ that's got the highest efficacy among the vaccines on the dominant SA variantof 85% against serious illness and 57% on mild illness,[],40,Vaccination,45,2,-12.67692617,8,1,1,3.755595596,0,0,0
1.36E+18,12/2/21,17:06:07,@lupcheong could be more profitable than the covid-19 vaccine itself!,[],9,Vaccination,9,0,-12.79011257,1,0,0,24.1681395,3,0,0
1.36E+18,12/2/21,17:03:44,@BorisJohnson @MattHancock Curious Boris how you and Matthew can push an 'emergency' vaccine that 11 out of 27 EU member states have since departed from official advice from the bloc’s medicines regulator and issued restrictions of the Astrazeneca vaccine in patients over the age of 65?,[],42,Vaccination,44,2,-12.17002997,3,1,1,1.978542201,0,0,1
1.36E+18,12/2/21,17:00:46,"The Perils of Vaccine Nationalism. With few countries accessing #vaccines, a longer #pandemic with more variants will increase health costs for #DM. The evidence on economic costs... Read more:  https://t.co/CVCC4gYHN0 Or take a free trial:  https://t.co/wPwrx18k4N #macroeconomics  https://t.co/PTUWg0EDcA","['vaccines', 'pandemic', 'dm', 'macroeconomics']",31,Vaccination,31,2,-13.68003409,4,1,0,2.090297254,0,0,0
1.36E+18,12/2/21,16:45:27,Only in Texas: Houston doctor was fired after giving out COVID-19 vaccine doses that were about to expire  https://t.co/J31VZK5KPd,[],18,Vaccination,18,1,-12.90649914,5,0,0,7.28761841,1,0,0
1.36E+18,12/2/21,16:42:17,Grab driver kept telling me how he wanted to take the Covid-19 vaccine because it fought off cancer cells and could add three inches down there...,[],26,Vaccination,26,2,-11.65459329,6,1,1,7.28761841,1,0,1
1.36E+18,12/2/21,16:40:04,I thought Japan will be vaccinating in haste but no they just received the vaccine today,[],16,Vaccination,16,1,-10.77639431,4,1,0,11.51657661,2,0,0
1.36E+18,12/2/21,16:38:03,"Japan's receives first batch of COVID-19 vaccine, courtesy of Pfizer  https://t.co/18yBCYpT2H  https://t.co/iuWuCT9trS",[],9,Vaccination,10,0,-15.79721829,1,0,0,5.559174361,1,0,0
1.36E+18,12/2/21,16:26:47,"A burden was lifted for writer Will Leitch this week. His parents received the vaccine, and he can’t help but rejoice: It feels like they made it.   https://t.co/DD1ucPgLPO",[],28,Vaccination,27,2,-11.6259445,7,2,0,4.058908022,0,0,1
1.36E+18,12/2/21,16:26:46,"""How does the platform combat vaccine-hostile communities while leaving room for groups and forums that could genuinely help people on the fence about vaccines?"" asks @SarahNEmerson in @ozm:  https://t.co/I5SQ5YGga4",[],25,Vaccination,26,2,-12.68705647,3,2,0,3.301683219,0,0,0
1.36E+18,12/2/21,16:26:45,".@ozm has identified dozens of active Facebook groups dedicated to vaccine hoaxes and discouraging members from receiving the Covid-19 shots. Often, the group names reference “vaccine injury” or “side effects” or cater to the anti-vax parents movement.  https://t.co/TXPebLbjQq",[],35,Vaccination,36,2,-12.83379944,7,2,0,2.625552259,0,0,0
1.36E+18,12/2/21,16:23:02,"Japan's receives first batch of Covid-19 vaccine, courtesy of Pfizer  https://t.co/nkir2nezWm",[],9,Vaccination,10,0,-15.06953043,1,0,0,5.932111127,1,0,0
1.36E+18,12/2/21,16:18:07,Day 2 after my 1st dose of COVID vaccine. My arm is no longer aching but I can feel the bump where the vaccination was given.,[],24,Vaccination,26,2,-11.52414512,5,1,2,5.90508012,1,0,0
1.36E+18,12/2/21,16:16:57,We Should Get Shot By Covid Vaccine  Not By Guns!  #COVID19 #RejectTheMilitaryCoup #SaveMyanmar #WhatsHappeningInMyanmar #USPresidentMrJoeBiden #UKPrimeMinisterMrBorisJohnson #UNSecretaryGeneralMrAntnioGuterres  https://t.co/l2keahd4hz,"['covid19', 'rejectthemilitarycoup', 'savemyanmar', 'whatshappeninginmyanmar', 'uspresidentmrjoebiden', 'ukprimeministermrborisjohnson', 'unsecretarygeneralmrantnioguterres']",10,Vaccination,10,0,-18.35658287,1,0,0,4.058908022,0,0,0
1.36E+18,12/2/21,15:56:56,Japan to discard millions of Pfizer vaccine doses because it has wrong syringes  https://t.co/FErJJCXQ9D,[],13,Vaccination,13,1,-13.70722953,2,0,0,7.07002778,1,0,0
1.36E+18,12/2/21,15:48:32,@ObliqueRays @nytimes IMHO. It is more like heaven forbid if a country with ‘who’s-leader-we-currently-don’t-like-at-NYT’ does it.   Imagine the narrative if New Zealand had these vaccines to give away,[],26,Vaccination,26,2,-11.70615972,6,2,0,7.3097478,1,0,0
1.36E+18,12/2/21,15:18:44,The Johnson &amp; Johnson Vaccine Is 66% Effective — Here's Why That's Not as Low as It Seems  https://t.co/YkYei5hWun,[],13,Vaccination,17,1,-14.4383445,2,0,0,13.50368322,2,0,0
1.36E+18,12/2/21,15:08:19,@Nanjala1 this doesn’t even include any vaccine transactions.  wonder what next quarter will be like.,[],15,Vaccination,14,1,-11.5334153,4,1,0,15.89559935,2,0,0
1.36E+18,12/2/21,15:00:41,S'pore hedged its bets &amp; ordered vaccines from multiple suppliers in case of delays: PM Lee  https://t.co/h30PJ3ramh  https://t.co/TDyiBjzk1G,[],14,Vaccination,16,1,-15.32492306,3,0,0,4.380609579,0,0,0
1.36E+18,12/2/21,14:58:20,@SizweLo it is simply an immune booster not a vaccine..it is another scam nje!!,[],14,Vaccination,14,1,-12.34213585,2,0,0,8.963978707,1,0,0
1.36E+18,12/2/21,14:58:08,"Little good news for India, though, getting rated as providing less assistance to the region for COVID-19 than  New Zealand. A notable exception was Myanmar's opinion for India, undoubtedly impacted by the recent vaccine gifts.",[],34,Vaccination,35,2,-11.91083857,5,1,0,3.185448235,0,0,0
1.36E+18,12/2/21,14:56:44,@SizweLo @thusi_bridget @UnmovedLee as long as one got the virus they can spread it sick or not sick...covid-19 Vaccine is just another scam.,[],21,Vaccination,21,1,-12.90630792,3,1,0,8.69163941,1,0,0
1.36E+18,12/2/21,14:55:03,"@Phil_Mattingly And when Trump was pushing for vaccine, leftists pushed so hard to block it till he lost the  election. FDA did everything to block azd vaccine using one  death as reason but didn't reveal to public 5 deaths in pfizer moderna vaccine trials!!",[],41,Vaccination,43,2,-12.02210801,9,2,0,3.203185868,0,0,0
1.36E+18,12/2/21,14:50:08,They like China seafood more than Indian vaccine.🤨  #WhatsHappeningInMyanmar  #Feb12Coup  #CDM_IsTheAnswer  https://t.co/lmW6LmIbef,"['whatshappeninginmyanmar', 'feb12coup', 'cdm_istheanswer']",8,Vaccination,8,0,-15.82644339,2,0,0,16.3881304,2,0,0
1.36E+18,12/2/21,14:30:46,"President Biden goes off on Trump about vaccine program: ""My predecessor did not do his job ...""  https://t.co/4YSg60BsR0",[],16,Vaccination,16,1,-12.13993702,3,0,1,6.336397918,1,0,0
1.36E+18,12/2/21,14:24:05,CDC: people who have received two Covid-19 vaccine doses can skip quarantine  https://t.co/Sgv78Px5WQ,[],12,Vaccination,12,1,-14.49091773,4,0,0,8.963978707,1,0,0
1.36E+18,12/2/21,13:35:08,"He shouldnt be the first person, but he can be among the first stage recepients of the vaccine. It should be healthcare and all hospital staffs first, old people, and then baru cabinet and parliament members.",[],36,Vaccination,36,2,-10.79726289,4,3,0,4.581278055,0,1,1
1.36E+18,12/2/21,13:33:09,@DrZweliMkhize @WHO @Newzroom405 so who are you going to give the 22% effective vaccines to?,[],11,Vaccination,12,1,-11.75455913,3,0,1,15.83767576,2,0,0
1.36E+18,12/2/21,13:26:54,"@DHughesy @DanielAndrewsMP @ScottMorrisonMP Time you stopped showing your allegiance to the LNP @DHughesy. Acting the fool is no act, eh?  @ScottMorrisonMP has done nothing to help anyone through this. The vaccine was approved 3 weeks ago, where is it?  @DanielAndrewsMP has dealt with this better than any other state.",[],42,Vaccination,43,2,-12.06280951,11,0,2,2.764030156,0,0,0
1.36E+18,12/2/21,13:10:12,"Basically:   - if you get infected, you have 92% recovery chance  - with the vaccine, you're still 47% vulnerable to getting infected!  ...  The banality of it all!  ...",[],22,Vaccination,27,2,-12.03866982,5,2,1,11.51657661,2,0,0
1.36E+18,12/2/21,13:05:18,@FollowMMA Not until they let me in the country Bro. Will hit Miami up as soon as I get the vaccine!,[],20,Vaccination,20,1,-10.83014583,3,0,2,8.963978707,1,0,0
1.36E+18,12/2/21,12:56:14,"In myanmar military mind, Seafood from China is more important than Covid vaccine.  #WhatsHappeningInMyanmar #CDM_IsTheAnswer            #Feb12Coup  https://t.co/KXwEknKOcS","['whatshappeninginmyanmar', 'cdm_istheanswer', 'feb12coup']",13,Vaccination,13,1,-15.26797471,1,0,0,6.111149617,1,0,0
1.36E+18,12/2/21,12:50:03,Cartoon dog pitches Covid-19 vaccines to sceptical Japanese public  https://t.co/XbunPKgR4a,[],9,Vaccination,9,0,-16.10314454,0,0,0,8.990131623,1,0,0
1.36E+18,12/2/21,12:47:46,"@SACLI @ZeldalaGrangeSA 🤣 No, I FULLY understand. Your benchmarking is the issue. What’s your opinion on the looting, the lack of a vaccine &amp; rollout plan? The collapse of municipal services. The cadre deployment? Address the REAL elephant in the room. Understand?",[],39,Vaccination,39,2,-11.78236907,3,0,2,1.876219533,0,0,1
1.36E+18,12/2/21,12:46:13,Myanmar Military didn’t allow any flights after seizing the power. Indian flight delivers the Covid vaccine as they have agreed with Aung San Su Kyi before. Military rejected even that flight to land. But they ordered seafood from China. Seafood from China is more important?,[],46,Vaccination,45,2,-11.64084926,8,0,0,2.220142167,0,0,0
1.36E+18,12/2/21,12:35:58,"Leaders of this country and the pride they take in mediocre percentages!  ...  It seems, according to your statistics,  we're better off without the vaccine if covid 19 recovery rate far supercedes that of the vaccine's efficacy: 92% vs. 57%!  ...  https://t.co/f7LQhKkeUQ",[],34,Vaccination,39,2,-12.3216347,5,2,1,3.44863697,0,0,0
1.36E+18,12/2/21,12:26:17,@SACLI @ZeldalaGrangeSA If Mbeki and his AIDS program is a benchmark then it’s understandable why mediocracy is accepted. Dealing better? The stealing of Covid funds? The lack of a vaccine AND roll out plan. The unscientific banning of various legal products. Initial lockdown to prepare what? 🤔🤔,[],45,Vaccination,44,2,-12.21519868,7,3,0,2.297648031,0,0,0
1.36E+18,12/2/21,12:22:31,@KKMPutrajaya Is tweet deleted regarding first batch of vaccine?,[],8,Vaccination,8,0,-13.53537052,3,0,0,8.963978707,1,0,0
1.36E+18,12/2/21,12:14:35,Seafood from china is more important than Covid Vaccine?😳😳                                   #WhatsHappeningInMyanmar                     #SaveMyanmar  https://t.co/CTFKFXiKOB,"['whatshappeninginmyanmar', 'savemyanmar']",9,Vaccination,9,0,-16.28671355,1,0,0,6.111149617,1,0,0
1.36E+18,12/2/21,12:13:05,How come seafood is more important than the Covid vaccine?   #justicforMyanmar  #FreeAungSanSuuKyi  #RejectTheMilitaryCoup  #Myanmarcoup  https://t.co/1fDhdRUmty,"['justicformyanmar', 'freeaungsansuukyi', 'rejectthemilitarycoup', 'myanmarcoup']",10,Vaccination,10,0,-15.39762914,1,0,0,5.244301231,1,0,0
1.36E+18,12/2/21,12:05:45,"Deaths of Elderly Who Recovered From #COVID19, but Died After #vaccine, Raise Questions   https://t.co/6RZl3nxo66","['covid19', 'vaccine']",11,Vaccination,11,1,-16.5993834,1,1,0,4.581278055,0,0,0
1.36E+18,12/2/21,12:05:00,Have you got your Covid-19 vaccine yet? Why not download Phix while waiting?😷 #covid19 #phixsg #phixcustomer #phixapp #singapore #singaporeapp #vaccine #googleplaystore #appstore #meme   https://t.co/zOU1bpLPyD  https://t.co/E5Rvja7c9G,"['covid19', 'phixsg', 'phixcustomer', 'phixapp', 'singapore', 'singaporeapp', 'vaccine', 'googleplaystore', 'appstore', 'meme']",13,Vaccination,13,1,-17.50372427,4,1,2,13.50368322,2,0,0
1.36E+18,12/2/21,12:00:13,"Indian flight came to deliver vaccine as they have agreed with Aung San Su Kyi before.Military rejected even that flight to land.But, they order seafood from China. How come seafood from China is more important than COVID vaccine. #WhatsHappeningInMyanmar  https://t.co/8RVdwsH4rn",['whatshappeninginmyanmar'],36,Vaccination,40,2,-12.51566997,7,1,0,2.872454891,0,0,0
1.36E+18,12/2/21,11:35:10,Sea food from china is more important than Covid vaccine! #WhatsHappeningInMyanmar  https://t.co/3Pl2VNfwfI,['whatshappeninginmyanmar'],10,Vaccination,10,0,-14.21672543,1,0,0,6.111149617,1,0,0
1.36E+18,12/2/21,10:59:35,"@rtralphy Where’s the vaccine? Why is the federal government not stepping up? Let’s face it, we have the most incompetent federal leadership in our history. Too busy with their marketing plans and not doing their jobs. And they got a pay rise.",[],43,Vaccination,41,2,-10.26789755,5,1,2,2.999472069,0,0,0
1.36E+18,12/2/21,10:52:56,"@MarkAllenGolf @DanielAndrewsMP @VicHealth Where is the PM in all of this? Where’s the vaccine? If the feds stood up and did their job you would have your wish but alas we have the worst, most corrupt PM in our history is too busy holding his hose",[],44,Vaccination,43,2,-11.14142281,7,2,4,3.892691265,0,0,0
1.36E+18,12/2/21,10:51:05,'UNREAL levels of pandering': Cuomo posts 'cringeworthy' cartoon rap video to promote Covid-19 vaccine to black people  https://t.co/MikbJOGKDc #,[],17,Vaccination,17,1,-15.25520879,2,0,0,6.111149617,1,0,0
1.36E+18,12/2/21,10:45:34,US acquires 200 million new doses as COVID-19 vaccine drive begins in pharmacies  https://t.co/H4RECJnVap  https://t.co/rV7OFKhSrr,[],12,Vaccination,13,1,-15.36212169,2,0,0,6.738402465,1,0,0
1.36E+18,12/2/21,10:28:00,"Most mutations are meaningless, but others can make a virus more contagious, deadly or resistant to vaccines and treatment.    https://t.co/3L9xYX69MY",[],19,Vaccination,19,1,-12.46616474,3,3,0,6.87456654,1,0,0
1.36E+18,12/2/21,10:26:35,The Philippines is still processing an additional $425-million loan from the Asian Development Bank (ADB) to bankroll the country’s Covid-19 vaccine rollout.   https://t.co/G2p7AllyeF,[],23,Vaccination,22,1,-13.78613324,3,1,0,4.058908022,0,0,0
1.36E+18,12/2/21,10:25:07,"South Africa to use J&amp;amp;J, Pfizer COVID vaccines, says Ramaphosa  https://t.co/I9NhHx1WX4",[],12,Vaccination,13,1,-15.68570748,2,0,0,4.260714816,0,0,0
1.36E+18,12/2/21,10:25:07,"(Its done we are almost done with covid, the overflow of vaccines will reach to other countries by may) Fauci says all Americans should be able to get a vaccine by April, Lance...  https://t.co/meUlt5j2Vj",[],33,Vaccination,33,2,-11.80166621,7,0,1,3.815875864,0,1,0
1.36E+18,12/2/21,10:17:18,The Department of Agriculture (DA) has formed a technical working committee (TWC) that would oversee the African swine fever (ASF) vaccine development and manufacturing in the country.   https://t.co/VBE45hcd11,[],27,Vaccination,27,2,-12.69986947,3,1,0,2.454404677,0,0,0
1.36E+18,12/2/21,10:08:00,If people think anyone is going to waste microchips on vaccines when there are shortages of this magnitude they’ve forgotten that companies don’t give away free expensive stuff if they don’t have to.,[],36,Vaccination,33,2,-10.87703652,10,2,0,3.905767723,0,0,1
1.36E+18,12/2/21,10:04:49,Asset Allocation: Vaccine Rollout and Policy Stimulation vs Inflation Concerns. The critical driver for #equities remains #vaccine rollout/reduced social distancing and... Read more:  https://t.co/Vf8zWkapn9 Or take a free trial:  https://t.co/5oiAv6K7ka #macroeconomics #markets  https://t.co/pFWR05iEBW,"['equities', 'vaccine', 'macroeconomics', 'markets']",27,Vaccination,27,2,-15.40290302,3,3,0,2.029073309,0,0,0
1.36E+18,12/2/21,10:00:50,Vaccines may allow international travel. But will travel ever return to normal?  https://t.co/CUJMVOG6py,[],12,Vaccination,12,1,-12.30315129,3,0,0,15.83767576,2,0,0
1.36E+18,12/2/21,10:00:22,"2021 has started with a dose of optimism with several vaccines approved. We'd like to know your company's perspective on the #COVID19 #vaccine planning, logistics and distribution to employees. Take our survey. #Futureofwork #HR  https://t.co/nyhTjrsIqO  https://t.co/8Y9FuNIfmg","['covid19', 'vaccine', 'futureofwork', 'hr']",27,Vaccination,30,2,-12.94024015,6,1,2,2.603007292,0,0,0
1.36E+18,12/2/21,9:58:32,The newest diplomatic currency: Covid-19 vaccines  https://t.co/ANDR7ZQa3l,[],6,Vaccination,6,0,-15.86555048,0,0,0,15.83767576,2,0,0
1.36E+18,12/2/21,9:36:37,"Cuba’s COVID-19 Vaccines Serve the People, Not Profits -  https://t.co/TLb7hfnYfl  https://t.co/N6pkPPA9Zk",[],9,Vaccination,9,0,-17.44858363,1,0,0,6.758951185,1,0,0
1.36E+18,12/2/21,9:28:39,@ABSCBNNews He will get gluta injection for his vaccine lol,[],9,Vaccination,9,0,-13.6855751,1,0,0,11.51657661,2,0,0
1.36E+18,12/2/21,9:02:40,Pfizer vaccine found to give strong immune response to new Covid variants  https://t.co/b7NvT07jJf,[],12,Vaccination,12,1,-14.29556837,2,0,0,7.07002778,1,0,0
1.36E+18,12/2/21,9:01:30,"Yeah, there’s definitely gonna be some softening in the #USD . #coronavirus #vaccine #US","['usd', 'coronavirus', 'vaccine', 'us']",10,Vaccination,9,0,-12.29716653,1,0,0,8.963978707,1,0,0
1.36E+18,12/2/21,9:00:02,Let's build immunity against vaccine falsehoods   https://t.co/Pli2kXpIBR,[],5,Vaccination,6,0,-15.16248901,1,0,0,11.51657661,2,0,0
1.36E+18,12/2/21,8:20:09,Is seafood from China really more important than the COVID vaccine from India. I’m curious what kind of seafood they are sending to military.  #RejectTheMilitaryCoup #HearTheVoiceOfMyanmar  https://t.co/4TRjCLWJim,"['rejectthemilitarycoup', 'hearthevoiceofmyanmar']",25,Vaccination,24,1,-12.68679103,4,0,0,4.366225476,0,0,0
1.36E+18,12/2/21,8:16:58,"This is really an excellent blog on digital vaccine certificates, breaking down the issues. Thanks @anitnath!  In addition: - no int'l standard yet (and many initiatives: WHO, VCI, CCi, Commons, IATA etc.) - opportunity to use decentralized tech (#verifiablecredentials) at scale",['verifiablecredentials'],36,Vaccination,39,2,-13.84159501,4,2,0,1.920580198,0,0,0
