Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
46,46,1060,1183,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,So he just have to continue to serve his shn and can leave after his shn ends?,16/1/21 6:45,17,Stay Home Notice,17,1,-10.788506717028433,4,1,0,22.075736680035,3,0,0.0
47,47,1062,1185,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. ya, they both can go to UK and get as many seks as they want Sent from Mai Sia Suay phone using GAGT",16/1/21 7:02,144,Stay Home Notice,151,4,-10.680940851349327,30,6,0,1.6868290549994673,0,1,1.0
48,48,1065,1188,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,5408854088 wrote: why want to have SHN and staycation people in the same hotel because the gov says its A OK,16/1/21 7:08,20,Stay Home Notice,21,1,-11.402268795775589,4,1,0,7.148973048554081,1,0,1.0
49,49,1068,1191,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. Ya ........ Expel this white trash? Don't hold your breath waiting",16/1/21 7:49,130,Stay Home Notice,138,4,-10.514183124440748,27,5,1,2.1853330339663244,0,1,1.0
50,50,1075,1200,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. Did the news said she was the one that opened emergency door or something",16/1/21 11:49,135,Stay Home Notice,142,4,-10.181968288881363,28,6,0,1.9579808878668834,0,1,1.0
51,51,1077,1202,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"https://www.straitstimes.com/singapo...ek-british-man Skea Nigel, 52, a Briton who was serving his SHN at the Ritz-Carlton Millenia Singapore in Marina Bay, left his room on the 14th storey without wearing a mask on three occasions on Sept 21 last year. On the last occasion, he climbed 13 floors through a stairwell at about 2.20am on Sept 21 to meet his fiancee, Agatha Maghesh Eyamalai, 39, whose room was on the 27th floor.",16/1/21 12:18,61,Stay Home Notice,70,3,-13.25790624586628,7,0,0,1.8380209276701598,0,0,0.0
52,52,1084,1211,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,Sinkie BKT Guy kenna 6 weeks black bean rice....AMDK how mani mani weeks for breaching SHN huh??,17/1/21 1:21,17,Stay Home Notice,18,1,-17.66883163451435,2,0,0,5.127547671749425,1,0,0.0
53,53,1086,1213,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"Bros, izzit such irresponsible FTeees who don\x92t Leespect our SHN laws and rules causing the increase in community cases huh???",20/1/21 10:09,20,Stay Home Notice,21,1,-14.69729168258815,3,1,1,4.782812482061862,0,0,0.0
54,54,1100,1229,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,The amdk pilot who left his hotel to buy things was jailed for a few weeks if I remember correctly. Happened at the start of the SHN rules,23/1/21 19:57,28,Stay Home Notice,28,2,-10.894854862809202,6,1,1,6.149038695177088,1,0,0.0
55,55,1101,1230,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"the_dog wrote: The amdk pilot who left his hotel to buy things was jailed for a few weeks if I remember correctly. Happened at the start of the SHN rules Bro, ish he go Chinatown jalan jalan lah...",23/1/21 20:05,37,Stay Home Notice,38,2,-12.989684383509049,8,1,1,3.7712800026152413,0,0,0.0
56,56,1107,1239,"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"SINGAPORE - A Briton who breached his stay-home notice (SHN) and sneaked out of his room at the Ritz-Carlton Millenia Singapore to meet his then-fiancee was sentenced on Friday (Feb 26) to two weeks' jail and a fine of $1,000. Nigel Skea, 52 , had left his room on the 14th storey to meet Agatha Maghesh Eyamalai , who was staying in a room on the 27th storey of the same hotel. She was not serving an SHN at the time. The 39-year-old Singaporean woman was sentenced on Friday to one week's jail after pleading guilty to an offence under the Infectious Diseases Act. They were married here last November. Skea had on Feb 15 admitted to an offence under the Covid-19 (Temporary Measures) Act and another under the Infectious Diseases Act.",26/2/21 17:39,118,Stay Home Notice,131,4,-12.302074164339663,19,2,0,1.2338827305592077,0,0,0.0
57,57,1126,1260,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"So if they choose 5 star hotel, who pay? Got tier package for SHN?",25/2/21 16:55,13,Stay Home Notice,14,1,-12.10419535359958,2,1,0,10.440353605636888,2,0,0.0
58,58,1128,1262,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,FT can choose SHN hotel while sinkies cannot choose which vaccine to jab. Jin satki man.,25/2/21 17:02,16,Stay Home Notice,16,1,-14.28503984064287,4,1,0,7.148973048554081,1,0,0.0
59,59,1129,1263,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Let them choose within only certain hotels meant for SHN lor, as long as they are paying.",25/2/21 17:03,17,Stay Home Notice,17,1,-12.236825522034012,5,0,0,18.3140136435349,2,0,0.0
60,60,1130,1264,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Nickypigu wrote: So if they choose 5 star hotel, who pay? Got tier package for SHN? Everybody has to ownself pay now. Singaporeans and non-Singaporeans the same. Except for those lucky enough whose company will pay.",25/2/21 17:06,34,Stay Home Notice,36,2,-12.05600674273179,6,2,0,4.782812482061862,0,0,0.0
61,61,1131,1265,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,And they shld be paying rack rates for the hotels they choose. And i am still wondering..... are all these SHN subsidised by the gahment? (pardon me if i slow),25/2/21 17:06,30,Stay Home Notice,30,2,-12.210956094556009,10,2,3,13.383740635839498,2,0,1.0
62,62,1132,1266,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,Hiling care wrote: FT can choose SHN hotel while sinkies cannot choose which vaccine to jab. Jin satki man. What is your point? Nobody can choose SHN hotel. Singaporeans and FTs treated the same. Nobody can choose vaccine. Singaporeans and FTs treated the same.,25/2/21 17:07,44,Stay Home Notice,44,2,-12.998440472881171,11,3,1,3.2067076883790757,0,0,0.0
63,63,1135,1269,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Chee CF wrote: What is your point? Nobody can choose SHN hotel. Singaporeans and FTs treated the same. Nobody can choose vaccine. Singaporeans and FTs treated the same. His point is, they are studying the possibility of allowing Foreigners to choose SHN hotel. Singaporeans and FTs treated the same but Sinkies rarely stay in Singapore hotel unless doing staycation. Thus perhaps creating a scenario where Foreigners come here and can choose hotels while Sinkies can't even choose their own vaccines. Foreigners can take their vaccines in their own country.",25/2/21 17:13,88,Stay Home Notice,89,3,-12.405818542729678,20,6,1,1.9570468440851987,0,0,1.0
64,64,1156,1293,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"stillgottheblues wrote: Then they should charge full price for the hotel, why should we keep on subsidizing these people. Everyone pays full price for SHN. There is no subsidy. Posted from PCWX using iPhone11,2",25/2/21 18:53,34,Stay Home Notice,35,2,-12.16910898611477,8,1,1,5.810335408317242,1,1,0.0
65,65,1175,1315,So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Baba Yaga wrote: Majority of those kpkb about the type of hotels and services also from the same origin. Think PRCs are also good at complaining and demanding free upgrades. But PRCs are not required to serve SHN, that\x92s why you don\x92t hear their complaints. There are also Singaporeans and non-ceca foreigners who are very entitled and complain a lot, but the ceca complaints are more obvious simply coz mathematically there are more of them.",25/2/21 19:53,74,Stay Home Notice,77,3,-12.1763070068255,14,7,1,2.6526728126994055,0,0,0.0
66,66,1194,1335,[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,hwbest wrote: June 22: 1 (1 unlinked) June 23: 3 (3 unlinked) June 26: 6 (4 unlinked) June 27: 11 (6 unlinked) June 28: 11 (10 unlinked) June 29: 6 (5 unlinked) June 30: 6 (5 unlinked) July 01: 10 Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907,7/1/20 16:53,42,Stay Home Notice,69,3,-13.5356249092575,10,1,0,4.779770294015808,0,0,0.0
67,67,1195,1336,[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,thanks and noted. [7hugeliang wrote: ;128138632]Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907,7/1/20 16:58,29,Stay Home Notice,35,2,-12.434397814757077,11,2,0,7.14897304855408,1,0,0.0
68,68,1197,1338,[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,[7hugeliang] wrote: Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907 the people with them in the airplane etc etc etc ....... always a concern whenever there are imported cases,7/1/20 17:01,44,Stay Home Notice,49,2,-11.94591885245969,12,1,0,4.782812482061862,0,0,0.0
69,69,1199,1340,[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,"[7hugeliang] wrote: Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907 Ur english fail? It is 10 community cases . The imported cases are not included in the community cases. \x93 Based on our investigations so far, there are 10 cases in the community, of whom 6 are Singaporeans/ Permanent Residents and 4 are Work Pass holders. In addition, there are 4 imported cases, \x93",7/1/20 17:15,72,Stay Home Notice,84,3,-11.96207466109853,21,2,1,2.5444802181942534,0,0,1.0
70,70,1420,1578,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"tankgunner wrote: good luck to those on the same flight as this cabin crew. Got 5 tio.......all same B117 variant. Now is see which pax who frequented that what Ci Huan Hougang hawker ctr and Terrace Oasis tio nia.  Esp the hawker ctr since the duration was not short, so probably not da pao.  Coz she did not need to SHN upon touchdown in SG. ps.  Ok, well to the air stewardess' credit, at least she used SafeEntry at the hawker centre, most people dont even do that.",24/2/21 22:10,87,Stay Home Notice,89,3,-13.485808504889205,13,1,0,1.3476733905146985,0,0,0.0
71,71,1425,1583,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Got 5 tio.......all same B117 variant. Now is see which pax who frequented that what Ci Huan Hougang hawker ctr and Terrace Oasis tio nia.  Esp the hawker ctr since the duration was not short, so probably not da pao.  Coz she did not need to SHN upon touchdown in SG. ps.  Ok, well to the air stewardess' credit, at least she used SafeEntry at the hawker centre, most people dont even do that. she got go to this place??!! you got the detail? cos i always go there one.",24/2/21 22:14,91,Stay Home Notice,93,3,-13.266599847767079,16,1,1,1.3634570564772654,0,0,0.0
72,72,1450,1610,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"guile wrote: Yeah, hopefully it was on time, cos got 1 week lapse between 1st Feb the day she arrived and have contact with husband and maid and 9th Feb, the dates both of them went into QO. 7th Feb is a Sun too...so if Stewardess go to the hawker centre on that date...will maid have the day off? Where does she go if so? We'll never find out as its more than 14 days ago. Self medicate +  don't report symptoms means QO at home. If at dedicated facilities, no way of hiding.......cannot be asking ""er missy ah, can i have some lozenges, some panadol and maybe some fillet o fish as well? Thx ah?"". For all we know, any jokers go down hawker to buy food also possible.   SHN already got people doing this.   No safe entry needed.  Just remember not to bring your TT down (phone app) can liao. Token is self implied. Just cannot visit NTUC Fairprice, SS, malls, MRT/Bus nia coz the pax got ezlink.",24/2/21 23:09,166,Stay Home Notice,173,4,-12.581969555803623,37,5,3,0.7108884052904846,0,0,1.0
73,73,1453,1613,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Self medicate +  don't report symptoms means QO at home. If at dedicated facilities, no way of hiding.......cannot be asking ""er missy ah, can i have some lozenges, some panadol and maybe some fillet o fish as well? Thx ah?"". For all we know, any jokers go down hawker to buy food also possible.   SHN already got people doing this.   No safe entry needed.  Just remember not to bring your TT down (phone app) can liao. Token is self implied. Just cannot visit NTUC Fairprice, SS, malls, MRT/Bus nia coz the pax got ezlink. If shn at home, then they have to order food delivery, leave house to throw rubbish into centralised refuse chute.",25/2/21 3:22,116,Stay Home Notice,117,4,-13.522769704902435,28,3,3,1.0305365611544923,0,0,0.0
74,74,1455,1615,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,Some one said SIA cabin crew no need do SHN cos of their stringent controls right?,25/2/21 7:31,16,Stay Home Notice,16,1,-13.005819300179088,3,0,0,7.1489730485540814,1,0,0.0
75,75,1466,1627,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"Ctrl_Alt_Del wrote: If shn at home, then they have to order food delivery, leave house to throw rubbish into centralised refuse chute. Yes supposed to do food deliver.  But it aint cheap when doing this for a long period and for every meal......not surprised some might risk it. Last time already got people risking this, go down buy newspaper, mini mart etc.  Caught before.  ""It's just downstairs"". And those never caught, we'll never know....then become undetected floaters in the community until it hits someone hard. Still got 1 pax in the ICU btw, despite the relatively low number of hospitalised. The ""ratio"" is still there.",25/2/21 10:12,103,Stay Home Notice,107,4,-11.765411036886164,23,6,0,1.6441550774703406,0,0,1.0
76,76,1470,1631,ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Yes supposed to do food deliver.  But it aint cheap when doing this for a long period and for every meal......not surprised some might risk it. Last time already got people risking this, go down buy newspaper, mini mart etc.  Caught before.  ""It's just downstairs"". And those never caught, we'll never know....then become undetected floaters in the community until it hits someone hard. Still got 1 pax in the ICU btw, despite the relatively low number of hospitalised. The ""ratio"" is still there. 2 of the airport hotel staff that delivered food to shn guests got infected right. SHN at home order food delivery also risk community spread.",25/2/21 13:34,108,Stay Home Notice,112,4,-11.607354155627302,22,5,0,1.3589495019874076,0,0,1.0
77,77,1482,1645,[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"rbtr8r wrote: Soon, I think those vaccinated also exempt liao... As long as they prove they got lots of antibodies. SIA huat ah! 1 issue, what happens during those 48hrs??? Will they serve SHN during those period or already roaming around?",25/2/21 9:02,39,Stay Home Notice,41,2,-12.966632784610168,9,2,1,5.384615414997814,1,0,0.0
78,78,1488,1651,[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"TS WOLS, this already happening for months. Foreign workers who tested to have recovered from COVID-19 before and have antibodies, don't need SHN: https://www.mom.gov.sg/newsroom/pres...om-cmp-sectors I got relative working in construction company so I know this is true.",25/2/21 9:31,35,Stay Home Notice,36,2,-12.943164819025084,10,1,1,4.189857738388938,0,0,0.0
79,79,1495,1659,[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"gerrychua wrote: thought got antibodies doesn't equate to non-virus carriers? can the expert please come and comment? Yep no guarantees.  Already got cases where serologically postive cases now re-infected with B.1.351 and P1 variants.  BTW it is also sorta known that vaccination probably gives you a much stronger immunological response than previous natural infection. So, bo bao. Just rather low risk. But i reckon they would do PCR as well, as that'd pick up the variants regardless. Note : It's just to shorten the hotel shn stay and reduce the 2k / duration. But the good thing is that cases are going down, and it might be time to start thinking abt such things, plus the continued vaccination drives all ard the world",25/2/21 10:28,114,Stay Home Notice,123,4,-12.401181895768236,21,6,2,1.4222783380894346,0,0,1.0
80,80,1596,1788,"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"arcturuz wrote: 1 comm wlwlwlwlwlwlwlwlwl arcturuz wrote: no update on the comm case? \u25b6\u25b6\u25b6\u25b6\u25b6 https://www.moh.gov.sg/news-highligh...on_22FebUpdate There is 1 case in the community today who is linked to a previous case. Case 60389 is a 43 year-old male Singaporean who is the spouse of Case 60102[1]. He works as an event planner but has not been at work since 1 February. He had been identified as a close contact of Case 60102 and was placed on quarantine on 9 February. His swab taken on 9 February was negative for COVID-19. He developed anosmia on 15 February during quarantine but did not report his symptom. On 20 February, he developed a fever and self-medicated, again without informing MOH of his symptoms. The next day, he was tested for COVID-19 as part of our protocol to test individuals during quarantine. His test came back positive for COVID-19 infection on the same day and he was conveyed in an ambulance to the National Centre for Infectious Diseases. His serological test result has come back negative, indicating that this is likely a current infection. He has been tested for the B117 strain, and the result is pending. Individuals on quarantine or SHN are required to declare any symptoms promptly, and to report their health status to MOH every day. They are provided with a list of COVID-19 symptoms to look out for, as well as reporting instructions, at the start of their isolation period. We remind these individuals to be socially responsible and to report their symptoms promptly, even if these are early/mild. [1]*Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She was confirmed to have COVID-19 infection on 9 February.",22/2/21 23:49,266,Stay Home Notice,291,4,-11.859526513691803,53,12,1,0.7590087670514507,0,0,1.0
81,81,1600,1794,"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"he really an idiot... try to cover up... spread a spread during CNY... jonesftw wrote: \u25b6\u25b6\u25b6\u25b6\u25b6 https://www.moh.gov.sg/news-highligh...on_22FebUpdate There is 1 case in the community today who is linked to a previous case. Case 60389 is a 43 year-old male Singaporean who is the spouse of Case 60102[1]. He works as an event planner but has not been at work since 1 February. He had been identified as a close contact of Case 60102 and was placed on quarantine on 9 February. His swab taken on 9 February was negative for COVID-19. He developed anosmia on 15 February during quarantine but did not report his symptom. On 20 February, he developed a fever and self-medicated, again without informing MOH of his symptoms. The next day, he was tested for COVID-19 as part of our protocol to test individuals during quarantine. His test came back positive for COVID-19 infection on the same day and he was conveyed in an ambulance to the National Centre for Infectious Diseases. His serological test result has come back negative, indicating that this is likely a current infection. He has been tested for the B117 strain, and the result is pending. Individuals on quarantine or SHN are required to declare any symptoms promptly, and to report their health status to MOH every day. They are provided with a list of COVID-19 symptoms to look out for, as well as reporting instructions, at the start of their isolation period. We remind these individuals to be socially responsible and to report their symptoms promptly, even if these are early/mild. [1]*Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She was confirmed to have COVID-19 infection on 9 February.",23/2/21 0:00,269,Stay Home Notice,293,4,-11.751244236848226,54,12,1,0.7290609009053599,0,0,1.0
82,82,1605,1800,"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"rbtr8r wrote: he really an idiot... try to cover up... This fella only picked up during the quarantine PCR testing schedule, not unlike for those on SHN. Don't understand why these people don't wanna report. But i guess we shdnt be surprised, since infected people dont wanna see GP as well. No SP02 drop below 90% and feel tightness in chest/breathlessness, carry on with life pls. So statistically is very near to zero cases running around in our community.",23/2/21 0:25,76,Stay Home Notice,80,3,-12.324553228872063,14,1,3,2.2955619165178787,0,0,0.0
83,83,1620,1815,Has covid-19 affect our casino biz?,22/2/21 0:35,The tiong gamblers now need 14 days SHN and Malaysians cannot drive in from JB Only locals to substain the biz,22/2/21 0:34,20,Stay Home Notice,21,1,-13.597961560538966,5,1,0,7.148973048554081,1,0,0.0
84,84,1713,1924,"Singapore, India not discussing air travel bubble 'as Singaporeans understand it to be': CAAS",21/2/21 21:40,"Got travel bubble meh, I thought already open leg and allow them to travel in? If not why so many Indians KPKB about SHN?",28/1/21 12:55,24,Stay Home Notice,24,1,-12.078929830532097,4,1,1,8.506376454672512,1,0,1.0
85,85,1857,2079,Most of the pain in our lives is caused by PAP.,21/2/21 20:44,"Do we even  care anymore? We know it will be import cases which they say are forced into SHN and won't infect the community. The community cases will be kept as low as possible through whatever means of classsification. Singapore die die will never go into CB2 again and whatever cases, the nation's economic health is paramount. starmerck wrote: How many daily mass testings are conducted in the sg community?",20/11/20 7:10,67,Stay Home Notice,70,3,-11.49740328800079,15,2,1,2.7454728988424715,0,0,1.0
86,86,2117,2367,Those imported case stay at SHN hotel ppl,21/2/21 18:46,"billthegeek wrote: It is free if they have PR here. Quote: However, all travellers, including Singapore Citizens and Permanent Residents, who last left Singapore from 27 March 2020 despite the prevailing travel advisory, will have to continue to bear the costs of their stay at dedicated SHN facilities where applicable, as well as the cost of their COVID-19 tests. https://www.mfa.gov.sg/Overseas-Miss...SHN-Facilities",21/2/21 18:46,57,Stay Home Notice,59,3,-12.709423727083871,9,3,0,2.3775994860449843,0,0,0.0
87,87,2429,2737,"?­Work pass holder arrived frm India 30dec,Shn -ve,India predeparture tested  +ve",20/2/21 9:47,"https://www.moh.gov.sg/news-highligh...feb2021-update Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19 . He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India . His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others.",19/2/21 23:02,156,Stay Home Notice,169,4,-12.07684344706475,29,8,1,1.3320126053249541,0,0,1.0
88,88,2438,2747,"?­Work pass holder arrived frm India 30dec,Shn -ve,India predeparture tested  +ve",20/2/21 9:47,"jonesftw wrote: https://www.moh.gov.sg/news-highligh...feb2021-update Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19 . He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India . His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. why spend so much effort fly here in dec kana quaantine only to fly back again in feb?",19/2/21 23:24,176,Stay Home Notice,189,4,-12.244742205122286,32,8,1,1.1224399095024369,0,0,0.0
89,89,2525,2854,S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"fordsolo wrote: in 1st page heng no community case https://www.moh.gov.sg/news-highligh...feb2021-update Amongst the 14 imported cases,* \x95 1 (Case 60324) is a Singapore Permanent Resident who returned from Indonesia. \x95 3 (Cases 60318, 60323 and 60337) are Dependant\x92s Pass holders who arrived from India and Indonesia. \x95 4 (Cases 60316, 60319, 60321 and 60325) are Work Pass holders who arrived from India, Nepal and the UAE. \x95 3 are Work Permit holders who arrived from Indonesia and Malaysia, of whom 1 (Case 60322) is a foreign domestic worker. \x95 3 (Cases 60328, 60329 and 60330) are Special Pass holders who are sea crew, and arrived from Malaysia and the UAE. They had not disembarked from their vessels and were tested onboard.* They had all already been placed on SHN or isolated upon arrival in Singapore and were tested while serving SHN or during isolation.* Of these, 13 are not required to undergo mandatory on-arrival serology tests upon arrival1. The remaining case tested positive for her on-arrival serology test, but as we are unable to definitively conclude that she was no longer infectious when she arrived in Singapore, we will take all the necessary public health actions as a precautionary measure. Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others.",19/2/21 22:59,326,Stay Home Notice,368,4,-12.651371188454068,67,18,2,0.6403794815316377,0,0,0.0
90,90,2529,2860,S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"Import Cases Nepal - 1 Malaysia - 3 Indonesia - 3 UAE - 3 India - 4 New places visited - NIL Confirmed on 18th Feb Quote: Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load . Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive . Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. No of days from arrival till tested positive (30/12/2020 - 18/2/2021): 51 days (Import)",19/2/21 23:13,181,Stay Home Notice,214,4,-12.598373901299942,31,8,1,0.8406566264338411,0,0,0.0
91,91,2534,2866,S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"hg2 wrote: seems too early for flu seasons, heard lots of coughings in trains and kopi-tiam... coughing but don't want to visit doctor, too many of them around. cos they scare kena 5 days SHN.",19/2/21 23:51,31,Stay Home Notice,35,2,-12.964618450483846,6,2,0,6.149038695177088,1,0,0.0
92,92,2549,2885,Has Singapore defeated Covid?,20/2/21 3:07,Elites come in Singapore don't even need to quarantine.  Singapore no covid.  All immuned. https://mothership.sg/2021/02/world-...-forum-no-shn/,18/2/21 5:56,13,Stay Home Notice,14,1,-14.5645724257888,4,0,0,12.00452674819244,2,0,0.0
