Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,gravity_infinity wrote: any pouch that has the rfdi protection should be enough how much for this kind of pouch? how to test working or not?,18/1/21,24,Tracetogether,25,1,-10.95413774,5,1,0,16.65822254,2,1,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Manthink wrote: Not going to scare anyone...Just take note of CPC's Act 40 effective from 2 Jan 2021....So best to refer to AGC official site what CPC covers and how it empowers the police. https://sso.agc.gov.sg/Act/CPC2010#pr40- This law doesn't apply if you're using faraday's cage, because you're not preventing the authority from accessing the data. Just that there's no data to access",18/1/21,53,Tracetogether,62,3,-12.92558648,11,2,0,2.292709707,0,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,moi tossed it at home.,18/1/21,5,Tracetogether,5,0,-11.72460993,1,0,0,34.16725997,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Prata man flip and smelly,18/1/21,5,Tracetogether,5,0,-13.9457141,0,1,0,22.87083564,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"moolala wrote: how much for this kind of pouch? how to test working or not? put your HP in the pouch, then use another phone to call your HP, if never ring means its working",18/1/21,35,Tracetogether,35,2,-10.91193369,8,3,1,10.69078682,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,fatboi666 wrote: moi tossed it at home. will not spoil?,26/1/21,10,Tracetogether,10,0,-12.30869936,3,0,0,34.16725997,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"durain wrote: LOL @ ""Faraday's cage pouch"" . You sound like a PSLE kid who googled farady's cage and throw big name without understanding the physics. Alu foil can liao.",26/1/21,26,Tracetogether,28,2,-14.66564036,6,1,0,5.541704021,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,So eberi buttie buying aluminium foil for oven baking soon,2/2/21,10,Tracetogether,10,0,-16.20964007,1,0,0,16.65822254,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Pritam: Is TraceTogether police access worth compromising trust? . Manthink wrote: Not going to scare anyone...Just take note of CPC's Act 40 effective from 2 Jan 2021....So best to refer to AGC official site what CPC covers and how it empowers the police. https://sso.agc.gov.sg/Act/CPC2010#pr40- Quote: CPC Act 40 Power to access decryption information .... The police officer or authorised person referred to in subsection (1) shall be entitled to \u2014 (a)\taccess any information, code or technology which has the capability of retransforming or unscrambling encrypted data into readable and comprehensible format or text for the purposes of investigating the arrestable offence;",2/3/21,94,Tracetogether,101,4,-13.48858737,18,3,0,1.154181005,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"blasterlord2 wrote: This law doesn't apply if you're using faraday's cage, because you're not preventing the authority from accessing the data. Just that there's no data to access The word "" obstructs "" under Section 40 is very vague at best, or all-encompassing at worst...AGC can easily widen this definition in any prosecution. https://sso.agc.gov.sg/Act/CPC2010#pr40- Quote: Power to access decryption information.... (3)  Any person who obstructs the lawful exercise by a police officer or an authorised person of the powers under subsection (2)(a) or who fails to comply with any requirement of the police officer or authorised person under subsection (2)(b) or (c) shall be guilty of an offence and shall be liable on conviction to a fine not exceeding $10,000 or to imprisonment for a term not exceeding 3 years or to both.",2/3/21,121,Tracetogether,134,4,-12.30083443,19,4,0,1.369910478,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Did i just see so many like for someone who went through the hassle to collect the token and ""disable"" it? when not just dont collect it in first place? Its like SMRT HR went through the effort to put position for hiring, when they end up also go SAF find any regular?",2/3/21,53,Tracetogether,53,3,-10.98429865,11,3,1,4.598606211,0,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"This tread is abt blocking the TT in a faraday cage pouch the bbfa here no matter what logic you present, they will still insist putting the TT into the pouch to block its function. hahaha. they will always be some siao lang around who will try to beat the system.",2/3/21,51,Tracetogether,51,3,-12.14003554,10,1,1,6.092372739,1,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Nightscapez wrote: Did i just see so many like for someone who went through the hassle to collect the token and ""disable"" it? when not just dont collect it in first place? Its like SMRT HR went through the effort to put position for hiring, when they end up also go SAF find any regular? Going to be mandated use. Too lazy to keep checking the app permissions (goal post keeps shifting, remember?) and the bluetooth also interferes with earphones and uses up battery lo, so might as well collect",2/3/21,90,Tracetogether,90,3,-11.60852444,20,5,1,1.926673708,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"hotamp wrote: This tread is abt blocking the TT in a faraday cage pouch the bbfa here no matter what logic you present, they will still insist putting the TT into the pouch to block its function. hahaha. they will always be some siao lang around who will try to beat the system. because the rules keeps changing?",2/8/21,58,Tracetogether,58,3,-12.14246405,13,1,1,5.425115414,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Lol, any group buy for this cage? Sent from Samsung SM-G965F using GAGT",2/8/21,12,Tracetogether,13,1,-13.59530109,2,0,0,8.790257254,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"takishi wrote: Lol, any group buy for this cage? Sent from Samsung SM-G965F using GAGT already so cheap still need group buy?",2/8/21,21,Tracetogether,22,1,-13.48046309,5,1,0,8.190545601,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"desmond_yee1 wrote: already so cheap still need group buy? Really ar, sorry dun know the price lah. Sent from Samsung SM-G965F using GAGT",2/8/21,21,Tracetogether,23,1,-14.28010166,5,1,0,8.790257254,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Better to just use app with non functional bluetooth,2/11/21,9,Tracetogether,9,0,-13.0584528,1,0,0,21.75288872,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,prusswan.net wrote: Better to just use app with non functional bluetooth TT app is more dangerous than TT Token,2/11/21,18,Tracetogether,20,1,-14.40385616,3,0,0,9.86177107,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"There was a thread regarding many tokens already out of batt for a while liao...... 2-3 months out of batt after collection.  For me it is ~ 5 months. No need for those pouches liao. In any case, compulsory TT SafeEntry check-ins not in force yet.",2/11/21,42,Tracetogether,45,2,-12.50380492,5,1,1,3.928863083,0,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"WussRedXLi wrote: There was a thread regarding many tokens already out of batt for a while liao...... No need for those pouches liao. thats the best way, just let the batt run down its power",2/11/21,35,Tracetogether,35,2,-12.48634225,7,1,0,6.930280885,1,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"moolala wrote: how much for this kind of pouch? how to test working or not? Bought this from Lazada, $2.50 but no longer sold liao maybe can try this? https://www.lazada.sg/products/mo-ca...Z77jg&search=1 Mine still flashing green light lei.",2/11/21,34,Tracetogether,36,2,-13.38109227,6,3,0,10.50364908,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"Poomer wrote: Bought this from Lazada, $2.50 but no longer sold liao maybe can try this? https://www.lazada.sg/products/mo-ca...Z77jg&search=1 Mine still flashing green light lei. good not cheap, cheap not good",2/11/21,27,Tracetogether,29,2,-14.36436053,4,2,0,10.50364908,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"desmond_yee1 wrote: good not cheap, cheap not good Means what",2/12/21,9,Tracetogether,10,0,-12.44513993,1,0,0,66.4941953,4,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Can also use to put your phone inside so nobody can call u",2/12/21,99,Tracetogether,101,4,-10.96019199,21,5,6,2.863042148,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Someone mentioned just put in fisherman packet will work right?,2/12/21,10,Tracetogether,10,0,-11.9719799,3,0,0,22.87083564,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Chiron wrote: Someone mentioned just put in fisherman packet will work right? dont bring out is the best,2/12/21,18,Tracetogether,18,1,-11.69973405,6,0,0,16.65822254,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"desmond_yee1 wrote: TT app is more dangerous than TT Token not much if u disable all the permissions, apparently google more powerful than gahmen",2/12/21,23,Tracetogether,24,1,-14.07509074,3,1,0,11.14735609,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"prusswan.net wrote: not much if u disable all the permissions, apparently google more powerful than gahmen",2/12/21,15,Tracetogether,17,1,-13.64866583,2,1,0,34.97657075,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,desmond_yee1 wrote: can't ask for location if no permission to ask,2/12/21,9,Tracetogether,11,1,-11.70047832,2,1,0,34.97657075,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"blasterlord2 wrote: The difference is, videos from cctv and data from TT convey different sensitivities of information. Even if anyone hacks into TT and get all the data inside I also don't care. You just killed your own point of argument. You are saying TT data are not sensitive compared to CCTVs and various other forms of survellance. This means that the TT data is comparatively useless in light of CCTV. In that case, there is no point using the TT data when the CCTV data provides everything that TT data provides, plus much more. Also, a person carrying out premeditated murder will also be logical enough to not carry or activate his/her TT token/app. This renders TT data useless most of the time.",2/12/21,125,Tracetogether,126,4,-11.60445358,24,8,2,2.083391004,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Jin cham. 1* reviews more than 5*,2/12/21,5,Tracetogether,7,0,-12.16237255,1,0,0,22.87083564,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,whatheheck wrote: Jin cham. 1* reviews more than 5* dont use the app,2/12/21,11,Tracetogether,13,1,-13.03554339,2,0,0,10.23468696,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"If the android is rooted, use Greenify",2/12/21,7,Tracetogether,7,0,-12.49476252,2,0,0,34.97657075,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"tastycaramel wrote: If the android is rooted, use Greenify if iphone leh ?",2/12/21,12,Tracetogether,12,1,-15.08435531,3,1,0,16.65822254,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Wrap with aluminium foil also can.....,2/12/21,6,Tracetogether,6,0,-12.8287212,0,1,0,22.87083564,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,whatheheck wrote: Jin cham. 1* reviews more than 5* Used to be 2.5  ....  improved liao to my dismay,2/12/21,15,Tracetogether,19,1,-13.14888107,5,0,1,10.50364908,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Gov shld take a step back n see overall pic Why risk covid tracing for police work? It\x92s not as if they can\x92t function without tt",13/2/21,112,Tracetogether,116,4,-11.44365959,23,6,5,1.930593499,0,0,1
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,Make into laws saying only for civil and nothing else...  they dare?,13/2/21,12,Tracetogether,12,1,-10.72600869,2,1,0,22.87083564,3,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,so apparently edmwers r persons of interest to the sg govt,13/2/21,11,Tracetogether,11,1,-13.42905857,1,0,0,12.6117896,2,0,0
PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,26/2/21 22:47,appleorange_ wrote: so apparently edmwers r persons of interest to the sg govt its your own duty to protect your own data,18/2/21,22,Tracetogether,22,1,-12.84708249,4,0,1,9.965724838,1,0,0
How old people use the TT token one?,24/2/21 16:07,How come whole lot all battery so fast drain until need replacement? Use the token go \u8db4\u8db4\u9020 so can erase older tracing records?,24/2/21,22,Tracetogether,25,1,-13.71417588,3,0,0,8.397198373,1,0,0
Sample of TT data... kym?,18/2/21 10:13,Notch encrypted bky Posted from PCWX using TT TOKEN AKA SATKI THAI AMULET,31/1/21,13,Tracetogether,13,1,-19.74259206,3,0,0,7.36260226,1,0,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: How come is excel ? Exported data ?,31/1/21,8,Tracetogether,8,0,-13.30194592,2,0,0,34.08616695,3,0,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: Where you get it???,31/1/21,6,Tracetogether,6,0,-11.78940343,2,0,1,258.4817887,4,0,0
Sample of TT data... kym?,18/2/21 10:13,Still beating the dead horse??,31/1/21,5,Tracetogether,5,0,-11.10138158,1,0,0,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,mryang wrote: Where you get it??? Channel 8......,31/1/21,7,Tracetogether,8,0,-11.42243239,2,0,1,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,SOS9112001 wrote: Got leaked? ch8 leaked it...,31/1/21,6,Tracetogether,7,0,-13.95216774,3,0,0,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,Mean can be tracked lor....,31/1/21,5,Tracetogether,5,0,-13.93869988,2,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Hope our data are in good hands.,31/1/21,7,Tracetogether,7,0,-10.04879511,1,0,1,22.28290039,3,0,0
Sample of TT data... kym?,18/2/21 10:13,I thought only moh (or spf) can extract and view?  Now can anyhow?,31/1/21,13,Tracetogether,13,1,-12.43281892,4,2,0,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: Document classification: Confidential/Non Sensitive,31/1/21,7,Tracetogether,7,0,-17.76882305,1,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,In this country PDPA is a joke,31/1/21,7,Tracetogether,7,0,-10.60005041,1,0,0,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,XiaoJinLing wrote: I thought only moh (or spf) can extract and view?  Now can anyhow? this was shared by the contract tracing people... guys making phone calls to case...,31/1/21,29,Tracetogether,29,2,-11.84183493,10,2,1,10.50364908,2,0,1
Sample of TT data... kym?,18/2/21 10:13,"surprising token and phone will not have duplicated data? can see this fella, should be taking bus 910 - 940 to work and go lunch with 2 other colleague. reach home by 655pm.",31/1/21,28,Tracetogether,33,2,-12.09932172,7,2,0,8.173637925,1,1,0
Sample of TT data... kym?,18/2/21 10:13,Chrysanthemum Tea wrote: Document classification: Confidential/Non Sensitive Would the data be sensitive?,31/1/21,13,Tracetogether,13,1,-15.08682789,2,0,0,12.6117896,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"I'm sure somewhere there's the safe entry data. Couple with it, you can get a fairly accurate location real-time",31/1/21,16,Tracetogether,19,1,-11.63748956,2,0,1,16.22886339,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Personal info is programmed into the TT token sio.,31/1/21,9,Tracetogether,9,0,-14.556076,2,0,0,16.27391506,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Why won't they provide only the necessary columns to whoever needed? Why they need DOB?,31/1/21,14,Tracetogether,15,1,-11.38243148,4,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,"Wah, all personal data exposed...",31/1/21,5,Tracetogether,5,0,-12.64212289,1,0,0,34.08616695,3,0,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: this was shared by the contract tracing people... guys making phone calls to case... Those making calls need these raw data? They need address and dob?,31/1/21,28,Tracetogether,28,2,-11.67026139,7,1,0,7.984991339,1,0,1
Sample of TT data... kym?,18/2/21 10:13,I will be interested to know what's my category... \u4e0b\u4e09\u6d41\u3002\u3002,31/1/21,8,Tracetogether,14,1,-14.87279691,3,0,1,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,SOS9112001 wrote: Hope our data are in good hands. Posted from PCWX using pigeons,31/1/21,14,Tracetogether,14,1,-12.89895483,4,0,1,16.22886339,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"I thought the program will shortlist all those need to b called...  y still include nric, dob, and so detailed?",31/1/21,20,Tracetogether,20,1,-12.13009952,6,2,0,16.65822254,2,0,0
Sample of TT data... kym?,18/2/21 10:13,SOS9112001 wrote: What's category? Any guess? 1 is long term exposure aka higher risk. 3 is least risk due to short exposure,31/1/21,19,Tracetogether,22,1,-11.77255173,5,0,0,10.69078682,2,0,0
Sample of TT data... kym?,18/2/21 10:13,I am keen to explore these data... They need volunteers?,31/1/21,10,Tracetogether,10,0,-10.61924862,3,0,0,34.08616695,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Great way to get contact of a chio bu.,31/1/21,9,Tracetogether,9,0,-11.78463753,1,0,0,16.19689871,2,0,0
Sample of TT data... kym?,18/2/21 10:13,low ses idiots: no do crimes no need scare,31/1/21,9,Tracetogether,9,0,-13.02055239,3,0,0,16.27391506,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Wait these data can easily leak to marketing companies... or those wanna tackle xmm... lol ...sigh...,31/1/21,16,Tracetogether,16,1,-13.73561212,2,1,0,12.6117896,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"shawntyq wrote: low ses idiots: no do crimes no need scare Idiots normally would use phone, IC or DOB as bank or ATM pins... Idiots should worry.",31/1/21,27,Tracetogether,27,2,-14.45498988,7,1,0,5.814852591,1,1,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: Simi lai eh,31/1/21,5,Tracetogether,5,0,-17.77468613,1,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,what is the category har,31/1/21,5,Tracetogether,5,0,-10.74156778,1,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Cheebai. Why gor date of birth  ad all. What the fark,31/1/21,11,Tracetogether,11,1,-12.43429128,0,0,0,12.94484066,2,0,0
Sample of TT data... kym?,18/2/21 10:13,what smart nation? fking simple data still handled by excel. backward nation more likely. skillfuture credit for fk?,31/1/21,18,Tracetogether,18,1,-12.77456656,2,1,0,7.984991339,1,0,0
Sample of TT data... kym?,18/2/21 10:13,Who will be the ones able to see all these?,31/1/21,10,Tracetogether,10,0,-9.179787702,2,0,0,66.4941953,4,0,0
Sample of TT data... kym?,18/2/21 10:13,Gg lor You check into hotel81 is not private one,31/1/21,10,Tracetogether,10,0,-13.65904606,2,0,1,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Big brother knows Sent from \u4f60\u662f\u6211\u7684\u5c0f\u554a\u5c0f\u82f9\u679c\u513f\u600e\u4e48\u7231\u4f60\u90fd\u4e0d\u5acc\u591a\u7ea2\u7ea2\u7684\u5c0f\u8138\u513f\u6e29\u6696\u6211\u7684\u5fc3\u7a9d\u70b9\u4eae\u6211\u751f\u547d\u7684\u706b\u706b\u706b\u706b\u706b\u706b using GAGT,31/1/21,7,Tracetogether,49,2,-23.24833874,2,0,0,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,"Wah, all the NRIC lumbers out there. Someone is gonna tio jialat jialat!",31/1/21,13,Tracetogether,13,1,-14.99995394,2,0,0,16.65822254,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Can like that leak on national TV one meh?,31/1/21,9,Tracetogether,9,0,-11.41177142,1,0,0,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,"SOS9112001 wrote: Those making calls need these raw data? They need address and dob? Address is justifiable. If you don't answer their calls, they might have to send someone down to your house. DOB maybe prioritize who to call first lor. Even if this was not the reason, they just collect for fun, now they might steal this excuse liao.",31/1/21,59,Tracetogether,60,3,-11.40465225,13,2,2,4.865334044,0,0,1
Sample of TT data... kym?,18/2/21 10:13,Chrysanthemum Tea wrote: Document classification: Confidential/Non Sensitive thats the default,31/1/21,11,Tracetogether,11,1,-16.54082005,2,0,0,12.94484066,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Contact tracing all done by local Sinkies with Cat2 clearance higher? Or got outsource to ceca companies?,31/1/21,17,Tracetogether,17,1,-13.7458656,4,0,0,12.58563668,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"EDMW-Hates-Me wrote: Address is justifiable. If you don't answer their calls, they might have to send someone down to your house. DOB maybe prioritize who to call first lor. Even if this was not the reason, they just collect for fun, now they might steal this excuse liao. If they can categorise, they can have identified and define the priority groups too. And for address, they can release upon request. How likely they can't get the person by phone?",31/1/21,76,Tracetogether,79,3,-10.9165962,20,2,2,3.522515351,0,0,0
Sample of TT data... kym?,18/2/21 10:13,"Any category that say ""WH""??",31/1/21,5,Tracetogether,5,0,-11.77234519,1,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Quota to sack sinkie and sleep well,31/1/21,7,Tracetogether,7,0,-13.5363481,1,1,0,16.65822254,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Cannot give every tom dick and Harry our personal info la. Our ministers particular are subject to same exposure?,31/1/21,19,Tracetogether,19,1,-12.799075,2,1,1,8.790257254,1,0,0
Sample of TT data... kym?,18/2/21 10:13,"Those data can research which area pple like to go... wah... i.e. where to install gantries, erp etc...  many things can check leh...  yea... sigh",31/1/21,26,Tracetogether,26,2,-14.03477254,5,0,1,5.663516695,1,0,0
Sample of TT data... kym?,18/2/21 10:13,SOS9112001 wrote: What's category? Any guess? distance...,31/1/21,6,Tracetogether,7,0,-12.52111699,1,0,0,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,I believe a student working on a class assignment would have known how to better handle these sensitive data,31/1/21,19,Tracetogether,19,1,-10.2761743,5,0,0,16.22886339,2,0,1
Sample of TT data... kym?,18/2/21 10:13,haha that fking token is somewhere in a dark corner of a drawer i don't use.,31/1/21,15,Tracetogether,16,1,-12.14007211,3,0,1,12.64865006,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Heng ah I never take TT with me.,31/1/21,8,Tracetogether,8,0,-13.12311767,1,0,1,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,Document classification: Confidential/Non Sensitive But allow media to take video,31/1/21,11,Tracetogether,11,1,-13.87352881,1,1,0,16.65822254,2,0,0
Sample of TT data... kym?,18/2/21 10:13,It's a waste if town planners are not using these data.,31/1/21,10,Tracetogether,11,1,-10.65517449,2,1,0,16.22886339,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"swanpeach wrote: Cheebai. Why gor date of birth  ad all. What the fark it's used for nric verification.. so if the data is not de-identified later on, PDPA is very easy to breach",31/1/21,31,Tracetogether,33,2,-12.59016526,5,1,0,6.400921319,1,0,0
Sample of TT data... kym?,18/2/21 10:13,"SOS9112001 wrote: Cannot give every tom dick and Harry our personal info la. Our ministers particular are subject to same exposure? better hope that nobody hacks into the TT database, gonna be chaos",31/1/21,33,Tracetogether,33,2,-12.83255449,5,1,1,4.696090851,0,0,0
Sample of TT data... kym?,18/2/21 10:13,Robocop is real... Cop can turn up before crimes to happen.,31/1/21,11,Tracetogether,11,1,-11.60499742,3,0,0,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,"why need to put phone number and NRIC in that table.. wouldn't just one will do? then when need to trace, then refer to contact number seperately..",31/1/21,26,Tracetogether,27,2,-10.84283541,6,3,0,11.44540195,2,0,1
Sample of TT data... kym?,18/2/21 10:13,OMG Posted from PCWX using SM-N970F,2/1/21,5,Tracetogether,6,0,-16.35130387,2,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,nats7798 wrote: This one uat data siang doing acceptance test?,2/1/21,10,Tracetogether,10,0,-14.86897623,3,0,0,16.22886339,2,0,0
Sample of TT data... kym?,18/2/21 10:13,Excel spreadsheet easy to hack?,2/1/21,5,Tracetogether,5,0,-12.98510685,1,0,0,34.97657075,3,0,0
Sample of TT data... kym?,18/2/21 10:13,RetroActive wrote: you not scare your job in govtech go kaput?? Posted from PCWX using SM-N970F,2/1/21,15,Tracetogether,16,1,-14.30181326,5,0,2,22.87083564,3,0,0
Sample of TT data... kym?,18/2/21 10:13,"why the f is data put into excel file which can be easily passed around? Not from some secured UI that restrict viewers to see only last 4 characters of NRIC and auto set the age range of the person? Why is the numbers also there? and somemore got full address!!! What the f is govtech doing, and why are they showing this to reporters? Should arrest them for PDPA breaches!",2/1/21,70,Tracetogether,71,3,-10.9691128,13,3,0,2.864443454,0,0,1
Sample of TT data... kym?,18/2/21 10:13,"How is my data protected? 1 month ago Updated First, geolocation data is not collected, i.e. the information retrieved will not be able to identify where the user had been e.g. Sengkang or Sentosa. Second, the Bluetooth data collected is stored locally in the user\x92s App/Token in an encrypted form. The data is not accessible unless uploaded. Any data shared with the Ministry of Health (MOH) will be used for contact tracing persons possibly exposed to COVID-19. Only authorised public officers will be able to use the data. Third, user personal information, including their unique identification number and mobile number, is not revealed to other TraceTogether users. They are substituted by a random permanent ID. This information is stored in a secured server. As an added layer of protection, TraceTogether also creates temporary IDs that change regularly. Only these temporary IDs are exchanged between phones. These measures protect users from malicious actors who may seek to eavesdrop and track interactions over time. Lastly, once contact tracing ceases, we will prompt users to disable TraceTogether's functionality. Your privacy is important to us. You can see our Privacy Statement at www.tracetogether.gov.sg/common/privacystatement for more details on how we protect your privacy.",2/1/21,198,Tracetogether,207,4,-12.09715577,45,4,6,0.818560499,0,0,1
Sample of TT data... kym?,18/2/21 10:13,looks like the decrypted version of TT data?,2/1/21,8,Tracetogether,8,0,-12.08995884,0,0,0,16.22886339,2,0,0
Sample of TT data... kym?,18/2/21 10:13,"SOS9112001 wrote: Third, user personal information, including their unique identification number and mobile number, is not revealed to other TraceTogether users. doesn't include whoever handling the data for contact tracing, or reporters",2/1/21,31,Tracetogether,32,2,-12.0583425,7,2,0,4.171192904,0,0,0
Sample of TT data... kym?,18/2/21 10:13,chickenpiez007 wrote: you not scare your job in govtech go kaput?? Posted from PCWX using SM-N970F Lol. U saw the ch8 logo right?,2/1/21,21,Tracetogether,23,1,-13.93921168,6,0,2,10.50364908,2,0,0
Sample of TT data... kym?,18/2/21 10:13,TopGun wrote: Lol. U saw the ch8 logo right? I don't know...maybe I troller......just rush in to troll lol Posted from PCWX using SM-N970F,2/1/21,23,Tracetogether,26,2,-13.41935897,8,0,1,10.50364908,2,0,0
Sample of TT data... kym?,18/2/21 10:13,chickenpiez007 wrote: you not scare your job in govtech go kaput?? Posted from PCWX using SM-N970F I dont know why edmwers so stupid. The watermark of channel 8 logo is displayed SO BIG there and yet edmwers still think it is TS own photo.,2/1/21,42,Tracetogether,44,2,-13.62430532,10,3,3,5.541704021,1,0,0
