,Unnamed: 0,Threads,Thread Datetime,Comments,Comment Datetime,num_words
2062,2309,How much did you pay for your Masks now?,2021-02-21 18:46:00,those cheap ones quality not gd. i used some i keep on sneezing when wearing them. i really worry wat rubbish will get into my lungs from them.,2021-02-20 23:10:00,28
2063,2310,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Ctrl_Alt_Del wrote: Guardian selling made in china byd brand mask and guardian house brand made in singapore mask, both at $12 per box. rushing to guardian nao!",2021-02-20 23:12:00,25
2064,2311,How much did you pay for your Masks now?,2021-02-21 18:46:00,"$5 per box one, the string got high probability to separate from the mask my $40 per box one (bought in Mar 2020), 4 ply and quality very good too precious to be used",2021-02-20 23:13:00,30
2065,2312,How much did you pay for your Masks now?,2021-02-21 18:46:00,bugis78 wrote: DIY SHOP sell @$2.90 for 50pcs. not bad .good deal Waston still sell $12 per box...siao..,2021-02-20 23:14:00,16
2066,2313,How much did you pay for your Masks now?,2021-02-21 18:46:00,Empyrean Cobalt wrote: rushing to guardian nao! No need to rush,2021-02-20 23:15:00,11
2067,2314,How much did you pay for your Masks now?,2021-02-21 18:46:00,Using uniqlo's resuable ones. Best so far,2021-02-20 23:16:00,6
2068,2315,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Ctrl_Alt_Del wrote: Guardian selling made in china byd brand mask and guardian house brand made in singapore mask, both at $12 per box. sheet. 2 weeks ago bought at 16",2021-02-20 23:16:00,26
2069,2317,How much did you pay for your Masks now?,2021-02-21 18:46:00,Reborn wrote: sheet. 2 weeks ago bought at 16 you bought the sterilised printed mask? It is still at $16. Guardian housebrand mask at $12 is plain blue and non sterilised. https://www.guardian.com.sg/wes-care...50pcs/p/618840 https://www.guardian.com.sg/guardian...50pcs/p/617730,2021-02-20 23:33:00,27
2070,2318,How much did you pay for your Masks now?,2021-02-21 18:46:00,2 for $13 - ASSURE brand Surgical Mask,2021-02-20 23:37:00,5
2071,2319,How much did you pay for your Masks now?,2021-02-21 18:46:00,Ctrl_Alt_Del wrote: you bought the sterilised printed mask? It is still at $16. Guardian housebrand mask at $12 is plain blue and non sterilised. https://www.guardian.com.sg/wes-care...50pcs/p/618840 https://www.guardian.com.sg/guardian...50pcs/p/617730 wah nao also got UV sterilised but moi dunno wat dat means ish it wear liao can protect from UV rays?,2021-02-20 23:39:00,42
2072,2320,How much did you pay for your Masks now?,2021-02-21 18:46:00,$0.00 Government give free re-usable mask why you all so kum gong go and buy ?,2021-02-20 23:40:00,13
2073,2321,How much did you pay for your Masks now?,2021-02-21 18:46:00,stupidog wrote: 2 for $13 - ASSURE brand Surgical Mask Buy fm where this Assure mask,2021-02-20 23:41:00,13
2074,2322,How much did you pay for your Masks now?,2021-02-21 18:46:00,hound297 wrote: $0.00 Government give free re-usable mask why you all so kum gong go and buy ? lazy to wash lor,2021-02-20 23:41:00,19
2075,2323,How much did you pay for your Masks now?,2021-02-21 18:46:00,antecpro wrote: Buy fm where this Assure mask pmed u,2021-02-20 23:42:00,10
2076,2324,How much did you pay for your Masks now?,2021-02-21 18:46:00,huh still got people buy mask ah? my free reusable still havent open finish,2021-02-20 23:43:00,14
2077,2325,How much did you pay for your Masks now?,2021-02-21 18:46:00,bought this MIC crap from Value Dollar 3+ SGD 3/5 string will break the minute you put it on. Unreliable cheapo I rather pay more,2021-02-20 23:43:00,23
2078,2326,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Btw, anybody has good black disposable surgical masks to recommend?",2021-02-20 23:44:00,10
2079,2327,How much did you pay for your Masks now?,2021-02-21 18:46:00,Lazy to wash. The amount of water plus detergent long run more ex than disposable mask...,2021-02-20 23:44:00,16
2080,2328,How much did you pay for your Masks now?,2021-02-21 18:46:00,trupurple wrote: bought this MIC crap from Value Dollar 3+ SGD 3/5 string will break the minute you put it on. Unreliable cheapo I rather pay more realli ish \u4e00\u5206\u94b1\u4e00\u5206\u8d27,2021-02-20 23:44:00,27
2081,2329,How much did you pay for your Masks now?,2021-02-21 18:46:00,"stupidog wrote: pmed u Thanks, but shipping fee is higher than the cost leh $18 wow",2021-02-20 23:45:00,15
2082,2330,How much did you pay for your Masks now?,2021-02-21 18:46:00,"antecpro wrote: Thanks, but shipping fee is higher than the cost leh $18 wow u can go down to the shop ma.... i went down bot 4 boxes and left",2021-02-20 23:46:00,28
2083,2331,How much did you pay for your Masks now?,2021-02-21 18:46:00,icansing wrote: Bought too much ....Now still have ten boxes left...One box I bought for forty dollars last time.. I still have 1200 boxes bought at $45 each Sent from middle class using GAGT,2021-02-20 23:56:00,33
2084,2332,How much did you pay for your Masks now?,2021-02-21 18:46:00,"I still buy Taiwan masks, Watson masks, Singapore masks so I pay abt 13$ n above. This ntuc Pharmacy still sell the starlight brand pretty expensive I bought cheap shengshiong masks n hit/miss. Some stinks some ok. But ear area v tight. Pull a bit to stretch but being bui bui with big force, I pull out the string just by some simple stretching nia...But overall still local n tw made feel more comfortable n easier to breathe. .... I still buying masks although I have stocks Think I shld change every 4hrs. I tend to change after meal but that means my 1st one is only 1-2 hrs then I change to hew piece",2021-02-21 00:02:00,112
2085,2333,How much did you pay for your Masks now?,2021-02-21 18:46:00,I bought vietbu brand. Hana. Kym?,2021-02-21 00:07:00,6
2086,2334,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Bought 10 boxes of Assure at $13 for 2 a few months ago. Just started using today. Comfy, though a little loose. Should last for the next 2.5 years. Posted from PCWX using Redmi Note 7",2021-02-21 00:08:00,31
2087,2335,How much did you pay for your Masks now?,2021-02-21 18:46:00,N95 masks at 90 per box.  KYM?,2021-02-21 00:18:00,5
2088,2336,How much did you pay for your Masks now?,2021-02-21 18:46:00,Actually now still need so many masks meh. I only hv 5 masks. 2 Det and 3 Uniqlo. I thought once most ppl hv vaccine shd be masks off right.,2021-02-21 00:31:00,27
2089,2337,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Ctrl_Alt_Del wrote: Guardian selling made in china byd brand mask and guardian house brand made in singapore mask, both at $12 per box. That byd brand is very uncomfortable... Too tight for me n nose will feel itchy... Best is those masks that r made in Taiwan.. I rmb watsons was selling it last yr... This yr stopped selling... In the end I ordered from watsons Taiwan and send to sg..",2021-02-21 00:32:00,69
2090,2338,How much did you pay for your Masks now?,2021-02-21 18:46:00,$12 for 50 pcs byd mask from guardian Posted from PCWX using SM-N970F,2021-02-21 01:17:00,10
2091,2339,How much did you pay for your Masks now?,2021-02-21 18:46:00,"eggie011 wrote: Bought 10 boxes of Assure at $13 for 2 a few months ago. Just started using today. Comfy, though a little loose. Should last for the next 2.5 years. Posted from PCWX using Redmi Note 7 Still the same price now, while stocks last. Seems like plenty of stock left. I remember I was looking at it before covid, was on sale for ~$5.65 per box.",2021-02-21 01:29:00,62
2092,2340,How much did you pay for your Masks now?,2021-02-21 18:46:00,I wore the free reusable masks all the way,2021-02-21 01:33:00,9
2093,2341,How much did you pay for your Masks now?,2021-02-21 18:46:00,I buy Assure masks and Taiwan masks.,2021-02-21 01:34:00,7
2094,2342,How much did you pay for your Masks now?,2021-02-21 18:46:00,"company gives free mask, no need to buy.",2021-02-21 01:34:00,8
2095,2343,How much did you pay for your Masks now?,2021-02-21 18:46:00,"jeffrey745 wrote: That byd brand is very uncomfortable... Too tight for me n nose will feel itchy... Best is those masks that r made in Taiwan.. I rmb watsons was selling it last yr... This yr stopped selling... In the end I ordered from watsons Taiwan and send to sg.. Watsons mask is kyky, dk why sg stops selling them If you can't handle me at my worst, then you sure as hell don't deserve me at my best. HardwareZone Forums app",2021-02-21 01:36:00,80
2096,2344,How much did you pay for your Masks now?,2021-02-21 18:46:00,"about $6 for 50 pcs, black color one. quality not too bad",2021-02-21 01:37:00,10
2097,2345,How much did you pay for your Masks now?,2021-02-21 18:46:00,stupidog wrote: 2 for $13 - ASSURE brand Surgical Mask reliable brand? where you got it from? thanks,2021-02-21 01:39:00,15
2098,2346,How much did you pay for your Masks now?,2021-02-21 18:46:00,Krabs. wrote: I wore the free reusable masks all the way I will never use my own pocket money to buy mask. Sent from Samsung SM-N960F using GAGT,2021-02-21 01:40:00,27
2099,2347,How much did you pay for your Masks now?,2021-02-21 18:46:00,Ctrl_Alt_Del wrote: you bought the sterilised printed mask? It is still at $16. Guardian housebrand mask at $12 is plain blue and non sterilised. https://www.guardian.com.sg/wes-care...50pcs/p/618840 https://www.guardian.com.sg/guardian...50pcs/p/617730 no. the guardian and bvd. Was 16 around 2-3 weeks ago.,2021-02-21 18:19:00,30
2100,2348,How much did you pay for your Masks now?,2021-02-21 18:46:00,"100 pcs 10 bucks . Using Korea brand, order online,  black tyoe.  Individual wrap.",2021-02-21 18:21:00,11
2101,2350,How much did you pay for your Masks now?,2021-02-21 18:46:00,Free. My company give 1 box every month. Sent from Home using GAGT,2021-02-21 18:24:00,12
2102,2351,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Atrina_Boy wrote: 100 pcs 10 bucks . Using Korea brand, order online, black tyoe. Individual wrap. Can sic which platform?",2021-02-21 18:24:00,16
2103,2353,How much did you pay for your Masks now?,2021-02-21 18:46:00,"Reborn wrote: no. the guardian and bvd. Was 16 around 2-3 weeks ago. Not bad leh n sterialised. A lot r not, including tw",2021-02-21 18:27:00,22
2104,2354,How much did you pay for your Masks now?,2021-02-21 18:46:00,"stupidog wrote: 2 for $13 - ASSURE brand Surgical Mask How is the packing for you by the way? Just the box and the masks inside only, no plastic covering etc",2021-02-21 18:36:00,28
2105,2355,How much did you pay for your Masks now?,2021-02-21 18:46:00,"whatheheck wrote: How is the packing for you by the way? Just the box and the masks inside only, no plastic covering etc no plastic covering. just the masks",2021-02-21 18:37:00,29
2106,2356,How much did you pay for your Masks now?,2021-02-21 18:46:00,"alchemist_acid wrote: $5 per box one, the string got high probability to separate from the mask my $40 per box one (bought in Mar 2020), 4 ply and quality very good too precious to be used korkor jin satki buy 40 per box",2021-02-21 18:38:00,37
2107,2357,How much did you pay for your Masks now?,2021-02-21 18:46:00,mochi8 wrote: Can sic which platform? https://qoo.tn/BVUSYX/Q128230770 this kind ah?,2021-02-21 18:39:00,9
2108,2358,How much did you pay for your Masks now?,2021-02-21 18:46:00,"EDMW-Hates-Me wrote: 0. \u653f\u5e9c\u5bf9\u6211\u4eec\u5f88\u597d\u3002\u6ca1\u51e0\u4e2a\u6708\u90fd\u6709mask\u62ff\u3002 Yes, free riders oso eligible.",2021-02-21 18:41:00,6
2109,2359,How much did you pay for your Masks now?,2021-02-21 18:46:00,Company still provide a box per month... I accumulate like 6 boxes,2021-02-21 18:43:00,11
2110,2360,How much did you pay for your Masks now?,2021-02-21 18:46:00,Peasants and low ses need to buy....work mnc etc all getch free whenever needed... hard sinkie truth,2021-02-21 18:46:00,18
2111,2361,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,Gov pay for them meh? Or ownself pay.   14days plus foods money.. at least 1.4k if come here work a maid haven't earn money lose money liao,2021-02-21 18:11:00,25
2112,2362,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,"Ownself pay. For maids, employers pay. Sent from Home using GAGT",2021-02-21 18:13:00,11
2113,2363,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,Most company pay. Need their specialised skills we dont have.,2021-02-21 18:14:00,10
2114,2364,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,Tiagong ish they ownself pay 2k,2021-02-21 18:19:00,5
2115,2365,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,It is free if they have PR here.,2021-02-21 18:25:00,8
2116,2366,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,"billthegeek wrote: It is free if they have PR here. No. Ownself pay or employers pay. Gahmen make money. Posted from PCWX using iPhone11,2",2021-02-21 18:43:00,24
2117,2367,Those imported case stay at SHN hotel ppl,2021-02-21 18:46:00,"billthegeek wrote: It is free if they have PR here. Quote: However, all travellers, including Singapore Citizens and Permanent Residents, who last left Singapore from 27 March 2020 despite the prevailing travel advisory, will have to continue to bear the costs of their stay at dedicated SHN facilities where applicable, as well as the cost of their COVID-19 tests. https://www.mfa.gov.sg/Overseas-Miss...SHN-Facilities",2021-02-21 18:46:00,57
2118,2369,"Over 8,600 fines, totalling over $2.5m, issued for breach of Covid-19 safety measures",2021-02-21 17:02:00,"From April to December last year, over 8,600 fines - totalling more than $2.5 million - were meted out to people who did not follow safe distancing and safe management measures and who did not wear masks. From April to December last year,  more than 6,900 fines were meted out to individuals who did not follow safe distancing and safe management measures. During this same period, more than 1,700 fines were imposed on those who did not wear masks, the Ministry of Sustainability and the Environment (MSE) told The Sunday Times. First-time offenders who breach safe distancing measures are fined $300, and second-time wrongdoers $1,000. Offenders may also face prosecution in court for egregious cases and higher fines if convicted. The figures mean that fines for failing to follow safe distancing and safe management measures amounted to more than $2 million. Fines for not wearing masks totalled more than $510,000. MSE added that gathering in groups larger than the permitted size was one of the most common infringements of the Covid-19 safety measures. Another common offence was intermingling at food and beverage outlets, game courts in Housing Board estates as well as parks and beaches. The MSE said: ""Covid-19 remains a serious threat and we must not become complacent, including during festive periods, when there will be an increase in social interactions."" On Friday, Education Minister Lawrence Wong, who co-chairs a multi-ministry task force on Covid-19, cautioned against easing measures introduced to stem the spread of the coronavirus. Since Jan 26, households can have a maximum of eight unique visitors per day. This additional measure comes on top of those already in place, such as the wearing of masks outside one's home which was mandated from April 14 last year. Under phase three of Singapore's reopening which began on Dec 28, groups of up to eight people can gather socially, up from five previously. MSE urged the public to observe the tightened measures announced by the multi-ministry task force. It said: ""All of us must comply with these measures to avoid a resurgence in community cases, which could have devastating impacts on lives and livelihoods. ""Agencies will continue to step up enforcement inspections on F&B premises, malls, parks and beaches, where needed."" In response to queries from The Sunday Times, the police said it supports other agencies to enforce safe management measures at known hot spots. Meanwhile, the Ministry of Manpower (MOM) conducts inspections of workplaces to ensure that companies abide by safe management measures. Close to 140 firms were told to cease on-site operations after serious violations of workplace safe management measures, which were introduced in March last year. https://www.straitstimes.com/singapo...afety-measures",2021-02-21 16:07:00,419
2119,2370,"Over 8,600 fines, totalling over $2.5m, issued for breach of Covid-19 safety measures",2021-02-21 17:02:00,Good revenue...jia you jia you,2021-02-21 16:08:00,6
2120,2371,"Over 8,600 fines, totalling over $2.5m, issued for breach of Covid-19 safety measures",2021-02-21 17:02:00,Huat ar!!! Recouping some money....,2021-02-21 16:11:00,5
2121,2372,"Over 8,600 fines, totalling over $2.5m, issued for breach of Covid-19 safety measures",2021-02-21 17:02:00,2.5mil is small amount compared to how much singtel kana fined (1.8bil),2021-02-21 16:28:00,12
2122,2373,"Over 8,600 fines, totalling over $2.5m, issued for breach of Covid-19 safety measures",2021-02-21 17:02:00,How much was the dorm food for xx months,2021-02-21 17:02:00,9
2123,2374,Do you look better with mask on?,2021-02-21 16:31:00,why everyone say people on street now better looking? Looks uglier with mask wat,2021-02-21 16:31:00,14
2124,2376,Pubs and KTVs still closed?,2021-02-21 16:16:00,When there are no community cases already?? Why ah? Sent from Samsung SM-N960F using GAGT,2021-02-21 15:48:00,14
2125,2377,Pubs and KTVs still closed?,2021-02-21 16:16:00,"toto still allowed to be sold reh. long que every weekend at the branch near my place. somemore, beside always got a big group of uncles looking at those horse guide at kopitiam.",2021-02-21 15:49:00,33
2126,2378,Pubs and KTVs still closed?,2021-02-21 16:16:00,no community cases doesnt mean anything still got risk of second wave if we let our guard down,2021-02-21 15:50:00,18
2127,2379,Pubs and KTVs still closed?,2021-02-21 16:16:00,K star KTV open eh,2021-02-21 15:53:00,5
2128,2380,Pubs and KTVs still closed?,2021-02-21 16:16:00,"PAP is indirectly sacrificing KTVs and PUBs to open the floodgate wider lol. If PAP refused to allow bloody hell CECAs and Pinoy FTrashes in, there wouldn't be many imported FTrashes spread into the community. Teo Heng KTV and other pubs tio pwn by PAP's lousy policies 9696. Gxgx.",2021-02-21 15:54:00,46
2129,2381,Pubs and KTVs still closed?,2021-02-21 16:16:00,Sam's Place still open so yes,2021-02-21 15:55:00,5
2130,2382,Pubs and KTVs still closed?,2021-02-21 16:16:00,clubs ever worse lol...hows zouk,2021-02-21 15:57:00,6
2131,2383,Pubs and KTVs still closed?,2021-02-21 16:16:00,"Food_Lover wrote: PAP is indirectly sacrificing KTVs and PUBs to open the floodgate wider lol. If PAP refused to allow bloody hell CECAs and Pinoy FTrashes in, there wouldn't be many imported FTrashes spread into the community. Teo Heng KTV and other pubs tio pwn by PAP's lousy policies 9696. Gxgx. they wrack poh heng, really chek ark the last of singapore's KTV also gone with the wind...CB",2021-02-21 16:07:00,64
2132,2384,Pubs and KTVs still closed?,2021-02-21 16:16:00,still closed. open in 2022 maybe,2021-02-21 16:09:00,5
2133,2385,Pubs and KTVs still closed?,2021-02-21 16:16:00,Chrysalid wrote: clubs ever worse lol...hows zouk zouk can eat ownself. all staff siao liao,2021-02-21 16:10:00,16
2134,2386,Pubs and KTVs still closed?,2021-02-21 16:16:00,No fresh imports of siam bu and vietbu liao Sent from Samsung SM-N960F using GAGT,2021-02-21 16:12:00,14
2135,2387,Pubs and KTVs still closed?,2021-02-21 16:16:00,Some changed to Bistro Actually is siam diu,2021-02-21 16:13:00,8
2136,2388,Pubs and KTVs still closed?,2021-02-21 16:16:00,go parkland mall see for yourself.,2021-02-21 16:13:00,6
2137,2389,Pubs and KTVs still closed?,2021-02-21 16:16:00,Time to change business liao,2021-02-21 16:14:00,5
2138,2391,Why CNY measures remain when Imported Case forms the majority of the cases ?,2021-02-21 15:48:00,"moi think if we dont import , sinkieland don't even need to wear mask already.",2021-02-21 15:37:00,13
2139,2392,Why CNY measures remain when Imported Case forms the majority of the cases ?,2021-02-21 15:48:00,because importing is also a constant,2021-02-21 15:39:00,6
2140,2393,Why CNY measures remain when Imported Case forms the majority of the cases ?,2021-02-21 15:48:00,scared mass local outbreak lor,2021-02-21 15:43:00,5
2141,2394,Why CNY measures remain when Imported Case forms the majority of the cases ?,2021-02-21 15:48:00,Need to import more cases... Sent from Samsung SM-N960F using GAGT,2021-02-21 15:48:00,10
2142,2395,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Now boss like close one eye and implicitly assume staff will auto come office...,2021-02-19 13:18:00,14
2143,2396,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,My boss today WFH hee hee,2021-02-19 13:19:00,6
2144,2399,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,My boss ti ti work from home,2021-02-19 13:21:00,7
2145,2400,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Shouldn't the staff communicate clearly to the boss on the allocation of WFH days vs office -work days for the week? Then no one needs to assume anything You think, I thought, who confirm?",2021-02-19 13:21:00,33
2146,2401,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Can always report to MOM for action. Don't hesitate and go do it.,2021-02-19 13:24:00,12
2147,2402,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,My side still follow law.  No problems.,2021-02-19 13:26:00,7
2148,2403,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Still got 50% meh? Sorry my company is essential industry so we already 100% since last year July, so I dunno what is happening elsewhere.",2021-02-19 13:27:00,23
2149,2404,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Companies take it that it is mandatory for 50% to work in office. Moi kena forced to come back even tho I don't need to.,2021-02-19 13:27:00,23
2150,2405,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Mine still is, split into team A & B, one week A come, one week B come. But then our work sometimes require us to go back so there's almost always more than 50% anyway.",2021-02-19 13:28:00,32
2151,2406,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,sugaricing83 wrote: My boss ti ti work from home Your boss piaking his wife at home. Thus he is working hard Sent from Samsung SM-N960F using GAGT,2021-02-19 13:29:00,26
2152,2407,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Can WFH yet still need go back office on useless team A Team B roster? Lmao sinkies logic really hopeless.,2021-02-19 13:31:00,20
2153,2408,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"wwenze wrote: Still got 50% meh? Sorry my company is essential industry so we already 100% since last year July, so I dunno what is happening elsewhere. Essential or not , still have to follow social distance rules. Sent from An Alternative Viewpoint On Life using GAGT",2021-02-19 13:43:00,44
2154,2409,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Icecreampop wrote: My boss today WFH hee hee the hee hee doesnt sound simple....,2021-02-19 13:44:00,14
2155,2410,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company",2021-02-19 13:47:00,29
2156,2411,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"My side ish c suite and amdk directors all stay home, the rest continue to come orpice. HR auntie will do ballot and some lucky sinkie/ceca/tiong can stay home too",2021-02-19 13:53:00,32
2157,2412,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Icecreampop wrote: My boss today WFH hee hee at mistress home is it??????????,2021-02-19 13:57:00,13
2158,2413,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Ubi-Warrior wrote: Essential or not , still have to follow social distance rules. Sent from An Alternative Viewpoint On Life using GAGT 1m spacing as long as other measures added e.g. barrier. Checked and signed off by MOH.",2021-02-19 14:08:00,36
2159,2414,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Come back office since q42020 everyday,2021-02-19 14:11:00,5
2160,2415,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Can WFH but toxic sinkies boss ask you all go back office with only 1 metre distancing while he safely in his enclosed office room. Lmao sinkies sheeps always at losing end.,2021-02-19 14:12:00,31
2161,2416,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Sme dun have such privileged,2021-02-19 14:15:00,5
2162,2417,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,MOM routine check. Can WFH got to WFH.,2021-02-19 14:17:00,8
2163,2418,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Dudick wrote: Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company Hard truths Sent from An Alternative Viewpoint On Life using GAGT",2021-02-19 14:18:00,42
2164,2420,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,matey1982 wrote: at mistress home is it?????????? My boss Ah Chua quit already sometime ago. Now my new boss is Rajah.,2021-02-19 15:03:00,21
2165,2422,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,geekboy wrote: What is wfh? Work from home.,2021-02-19 15:08:00,8
2166,2423,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Icecreampop wrote: Work from home. Can eat one?,2021-02-19 15:12:00,8
2167,2424,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,My company 100% back to office liao. Sent from Home using GAGT,2021-02-19 15:13:00,11
2168,2425,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Dudick wrote: Your company have to submit names to MTI on the people onsite at least 1 day before. If spot check and namelist not tally, then good luck to your company Not anymore. As long as doesn't exceed 50%, is ok already.",2021-02-19 23:03:00,40
2169,2426,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,my company enforce 100% WFH. they make it very difficult for you to come back office need fill up multiple forms and clearance from a lot of ppl before you can even come back,2021-02-19 23:08:00,33
2170,2427,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,invigo79 wrote: My company 100% back to office liao. Sent from Home using GAGT comprain to MOM!,2021-02-19 23:10:00,16
2171,2428,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,Johnpierpontmorgan wrote: Come back office since q42020 everyday Just say NO!,2021-02-19 23:11:00,10
2172,2429,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"i see some email tt my side are looking at increasing from the current once-a-week bck in office to twice a week as if increase 1-day will boost the work libido liddat haiyo, wayang!",2021-02-21 13:06:00,33
2173,2430,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"mine have. but 1 floor full, another floor empty defeat the purpose of WFH.",2021-02-21 13:07:00,13
2174,2431,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,No. I know many all staff back to office liao... Anyway community case is zero. Nth wrong liao.,2021-02-21 13:07:00,18
2175,2432,Is the 50% staff WFH strictly enforced?,2021-02-21 13:10:00,"Moi orpit only 10% come back. Monday, Friday is almost 0%.",2021-02-21 13:10:00,9
2176,2434,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,Guy dun even wear his mask properly.,2021-02-20 16:04:00,7
2177,2435,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"if not feeling well, why go out?",2021-02-20 16:05:00,7
2178,2436,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,blurblur123 wrote: Guy dun even wear his mask properly. Photo taken for this article I doubt photo taken when he was ordering coffee,2021-02-20 16:07:00,23
2179,2437,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"RetroActive wrote: Time for this stupid staff to be sacked So if her staff coughed at the drinks or coffee powder, she spray sanitiser too? At coffee and drinks?",2021-02-20 16:08:00,29
2180,2440,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"The staff issit chio bu? If chio bu, then must be this nurse eh fault",2021-02-20 16:10:00,15
2181,2441,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,Nurse don't know how to wear mask?,2021-02-20 16:10:00,6
2182,2445,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,Lol those who dunno how to wear masks properly deserve it,2021-02-20 16:12:00,11
2183,2448,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,The Starbucks staff gonna to get sacked,2021-02-20 16:13:00,7
2184,2449,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"He's a nurse, he should know very well to stay at home when not feeling well.",2021-02-20 16:15:00,15
2185,2450,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"maciam spray on face can kills the germ, the germ after cough is on the mask lah.",2021-02-20 16:15:00,17
2186,2451,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,Starbux staff sometimes also jin guai lan Quiet isn\x92t Always Peace HardwareZone Forums app,2021-02-20 16:17:00,14
2187,2452,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"If the nurse was wearing his mask properly, then it\x92s the staff being rude. But if he was wearing his mask like in the photo, too bad, deserve it.",2021-02-20 16:17:00,29
2188,2454,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"DalianLaoPlayKid wrote: maciam spray on face can kills the germ, the germ after cough is on the mask lah. That is if he wore his mask properly. We were not there so we dunno anything. I had seen many moronic lowlives, including yp who take off their masks just to cough into the air.",2021-02-20 16:19:00,54
2189,2455,Nurse cough cough while waiting for kopi at Starbucks & staff spray sensitiser at nurse face... kym?,2021-02-21 12:59:00,"AuraKUPO wrote: He's a nurse, he should know very well to stay at home when not feeling well. Must check whether he got see doctor for his cough . If did not do ei one, must report police and complain of that and not wearing of masks. Idiot nurse. Don't know now is pandemic times meh...",2021-02-20 16:24:00,53
