,Threads,Thread Datetime,Comments,Comment Datetime,num_words
279,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"defnull wrote: ya i got bring this up in the original thread can this device be used to track us and prosecute us in other matters? honestly it should not be used even for tracking robbery or fights or murder.......... (of course it can, im talking about the legality) this type of thing if in Taiwan or US or HK, they need to legislate this and inform whether it will be used for purposes other than COVID tracing Now this is the topic worth discussing, instead of finding ways to 'hack' the device",2020-10-27 22:09:00,93
280,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"defnull wrote: ya i got bring this up in the original thread can this device be used to track us and prosecute us in other matters? honestly it should not be used even for tracking robbery or fights or murder.......... (of course it can, im talking about the legality) this type of thing if in Taiwan or US or HK, they need to legislate this and inform whether it will be used for purposes other than COVID tracing No parliamentary debate at that time",2020-10-27 22:10:00,84
281,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,imagine the pai kia go piah zui.......... then need to trace together,2020-10-27 22:15:00,12
282,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Once a user tests positive for infection, the MOH works with them to map out their activity for past 14 days and requests the contact log. The user cannot legally refuse to share it. https://en.wikipedia.org/wiki/TraceTogether but it was not debated whether users can be prosecuted for other things not related to covid contact tracing",2020-10-27 22:23:00,52
283,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"defnull wrote: Once a user tests positive for infection, the MOH works with them to map out their activity for past 14 days and requests the contact log. The user cannot legally refuse to share it. https://en.wikipedia.org/wiki/TraceTogether but it was not debated whether users can be prosecuted for other things not related to covid contact tracing In before ""if you never do anything wrong, scared what""",2020-10-27 22:24:00,64
284,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Reported this thread to polis Posted from PCWX using Nokia 3210,2020-10-27 22:24:00,10
285,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,U can simply remove battery?,2020-10-27 22:26:00,5
286,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,put in a pouch.. then put aluminum foil in the inside layer of the pouch..,2020-10-27 22:29:00,15
287,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"pattern so many.. later the new law will be TT tokens optional for collection, apps up to u but if no tracking data can be extracted from u if u diagnosed with covid, fine $20000",2020-10-27 22:33:00,34
288,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,i dont see why is this tampering,2020-10-27 22:36:00,7
290,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,I saw on youtube video before got a type of metallic cloth (copper nickel or something) like wrap with it the cc (paywave etc) and the remote control etc all cant work... think Amazon hot sell?,2020-10-27 22:48:00,36
291,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,xLupDup wrote: If i accidentally lost or misplaced this token leh... Will get charged with computer misused act? Sign 1206 lor,2020-10-27 22:50:00,20
292,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Are those ppl who value such trivia privacy data, also on the same side as the wuhan couple that got charge?  How come nv see these ppl fight for the wuhan couple's privacy?",2020-10-27 23:00:00,32
293,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"PipaKo wrote: Are those ppl who value such trivia privacy data, also on the same side as the wuhan couple that got charge?  How come nv see these ppl fight for the wuhan couple's privacy? They bring in the virus and they are the creator leh",2020-10-28 02:00:00,45
294,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"tatsit wrote: i dont see why is this tampering True. This is not tempering. But this action carries another offense under the law, which is disruption of prevention of infection diseases spread. This is a national effort to fight a pandemic and this undermine this effort. I won't be surprised if TS will be in the news soon, together with the one who suggested tempering (another thread)",2020-10-28 06:08:00,66
295,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"James Tang wrote: True. This is not tempering. But this action carries another offense under the law, which is disruption of prevention of infection diseases spread. This is a national effort to fight a pandemic and this undermine this effort. I won't be surprised if TS will be in the news soon, together with the one who suggested tempering (another thread) U this xinjiao govt lackey u threatening sinkie jin satki We pay ur salary okay",2020-10-28 06:12:00,75
296,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"fapperoo wrote: defnull wrote: ya i got bring this up in the original thread can this device be used to track us and prosecute us in other matters? honestly it should not be used even for tracking robbery or fights or murder.......... (of course it can, im talking about the legality) this type of thing if in Taiwan or US or HK, they need to legislate this and inform whether it will be used for purposes other than COVID tracing No parliamentary debate at that time Up this Thread as topic has become very relevant now.",2021-08-01 21:53:00,96
297,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"James Tang wrote: True. This is not tempering. But this action carries another offense under the law, which is disruption of prevention of infection diseases spread. This is a national effort to fight a pandemic and this undermine this effort. I won't be surprised if TS will be in the news soon, together with the one who suggested tempering (another thread) D\xe9j\xe0 vu .....",2021-08-01 21:55:00,62
298,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Put your hp inside the RFID pouch, and it's also safe",2021-08-01 22:10:00,96
299,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,I dun buy into the new law since they dare to openly roti prata.,2021-08-01 22:12:00,14
300,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Is it in our interest that murderers get away?,2021-08-01 22:13:00,9
301,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Nobody drop the token into toilet bowl yet?,2021-08-01 22:16:00,8
302,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,i think those who thought ts was crazy can eat their words... myself included,2021-08-01 22:17:00,14
306,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Common trick for other purpose...,2021-08-01 23:06:00,5
307,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Heng i self made a faraday cage,2021-08-01 23:07:00,7
308,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Hey, bro.....u overthinking lah whad Faraday's Cage pouch if u are doing anything illegal man.... Why the hell would you be bringing yr tracetogether token along  or turn on your bluetooth on yr tracetogether hp app lol just saying lah",2021-08-01 23:11:00,126
309,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Put inside this can work anot?,2021-08-01 23:12:00,6
310,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. IF the ah mah can be jailed 6 months for not telling where she went... (esp to meet the ah gong)... then ... your faraday's cage pounch will make you a criminal because u intentionally obfuscate your location...and tracetogether token can collect criminal information",2021-08-01 23:13:00,128
311,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,focus1974 wrote: IF the ah mah can be jailed 6 months for not telling where she went... (esp to meet the ah gong)... then ... your faraday's cage pounch will make you a criminal because u intentionally obfuscate your location...and tracetogether token can collect criminal information Ah ma problem is she lie and tell everyone she lied.,2021-08-01 23:14:00,55
312,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Hey, bro.....u overthinking lah whad Faraday's Cage pouch if u are doing anything illegal man.... Why the hell would you be bringing yr tracetogether token along to commit a crime or even turn on your bluetooth on yr tracetogether hp app lol Use yr brain...just saying lah",2021-08-01 23:15:00,134
313,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,if accidentally drop into bathtub also can use the qr code ma. tracking no more,2021-08-01 23:15:00,15
314,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,coldish wrote: Ah ma problem is she lie and tell everyone she lied. ah ma problem is.. she got covid... and then **** hits the fan when they found out she lied abt the location. putting token inside faraday's cage is fine as long as  never tio covid... once tio covid and they use the token... u think they will say. .oh k.. nevermind ...must be token spoilt..  they definitely will dig and then find out he is obfuscating his locaiton... and that is a problem loh.,2021-08-01 23:25:00,85
315,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,put insai EDMW fav bbfa potato chip bag,2021-08-01 23:27:00,8
316,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"amognoix wrote: TT token water proof or not ah? Pray nobody drop inside their kopi accidentally or get caught in rain. yes, that's rubber o ring/gasket all along the seams",2021-08-01 23:31:00,30
317,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. Why would you want to block the police from accessing TT data when investigating Murder and drug cases? Unless you r a murderer or druggie yourself.",2021-08-01 23:36:00,112
318,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"focus1974 wrote: ah ma problem is.. she got covid... and then **** hits the fan when they found out she lied abt the location. putting token inside faraday's cage is fine as long as  never tio covid... once tio covid and they use the token... u think they will say. .oh k.. nevermind ...must be token spoilt..  they definitely will dig and then find out he is obfuscating his locaiton... and that is a problem loh. She could just say I forgot, don't remember. Old ppl mah but she choose to spin stories hoping \u795e\u4e0d\u77e5\uff0c\u9b3c\u4e0d\u7d55\u3002 Say more do more ppl will know one la.",2021-08-01 23:36:00,101
319,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Erm then why do u even bring it out? Sent from null using GAGT,2021-08-01 23:49:00,14
320,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Just wrap in aluminium foil or keep in a tin can jiu keyi liao.,2021-08-01 23:54:00,14
321,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Spend millions on the token ,  just need a simple pouch or aluminium foil will render its useless riao .. smart nation indeed ..",2021-09-01 07:32:00,21
322,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"James Tang wrote: True. This is not tempering. But this action carries another offense under the law, which is disruption of prevention of infection diseases spread. This is a national effort to fight a pandemic and this undermine this effort. I won't be surprised if TS will be in the news soon, together with the one who suggested tempering (another thread) Great, more people like you spouting ********. TraceTogether doesn't prevent infection nor reduce the infection rate. TraceTogether is just security theatre.",2021-09-01 07:43:00,79
323,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. .. Wow........ok noted",2021-09-01 07:49:00,89
324,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Stay safe guys Remember another brick on the wall,2021-09-01 07:54:00,9
325,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Put inside pocket still work good?,2021-09-01 07:54:00,6
326,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Rfid pouch is not illegal mah Sent from my Toilet Bowl using GAGT,2021-09-01 08:14:00,13
327,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Wow so this thread came up once more lol,2021-09-01 08:15:00,9
328,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Hahaha Lemontea was vilified and shamed ij media for coming up with ways to get round TT but now looks like he's the hero,2021-09-01 08:17:00,23
329,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Ethan_ wrote: Put inside pocket still work good? Nope. Unless it has full of metallic linings,2021-09-01 08:20:00,16
330,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"RedEyesFan wrote: Great, more people like you spouting ********. TraceTogether doesn't prevent infection nor reduce the infection rate. TraceTogether is just security theatre. safeentry does like 90% of what is needed anyway.........",2021-09-01 08:23:00,29
331,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Limpeh is wants to patent moi billion dollars idea.....trousers with RFID proof linings.....who want to crowdfund?,2021-09-01 08:23:00,18
332,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,You can do whatever you want.. just don't get caught.,2021-09-01 08:24:00,9
333,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Eat finish the potatoes chips/titbits... silver packet dun throw ... wash and use for this? Those medical supplements and/tea leaves come with a ziplock metallic packet (especially for japanese products) also dun throw... mayb can use for this?,2021-09-01 08:25:00,39
334,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"koreanlover wrote: This one cheaper, the slim token should be able to fit inside. https://shopee.sg/20PCS-Aluminum-Ant...0aAuNlEALw_wcB I got this last time for credit cards.  But if slot inside, the opening part will be open due to thickness of token, not sure effective or not.",2021-09-01 08:26:00,42
335,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"TT still not mandatory yet.  Just don't download app or bring token out.  Still many places using safe entry.  Even shopping ctrs, hospitals and polyclinics can still use both.  Just skip those places that only can use TT.",2021-09-01 08:31:00,37
336,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,anyway to diy a faraday's cage?,2021-09-01 08:33:00,5
337,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,tankgunner wrote: anyway to diy a faraday's cage? You tube got many videos to learn from.,2021-09-01 08:35:00,15
338,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"XiaoJinLing wrote: Eat finish the potatoes chips/titbits... silver packet dun throw ... wash and use for this? Those medical supplements and/tea leaves come with a ziplock metallic packet (especially for japanese products) also dun throw... mayb can use for this? Why don't you put your phone with Bluetooth turned on into 1 , no 5 of these bags and see if Bluetooth signal can be detected",2021-09-01 08:37:00,63
339,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Tyrian wrote: Why would you want to block the police from accessing TT data when investigating Murder and drug cases? Unless you r a murderer or druggie yourself. I had believed in a number of things until i discovered the silent changes.,2021-09-01 08:39:00,42
340,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"AntiFakeNews wrote: The things dotards go to to sabo a covid tracing device. The brains of dotards really amazes me sometimes. Instead of helping end the covid, dotards find ways to sabo everyone in the name of \x93freedom\x94, totally like the mob supporters of trump. Common sense not in their dictionary. Yeah loh. So much effort to hide the token then go collect for what. Better don't use smart phone, don't use mobile phone, don't use internet. Better don't come out at all. Because you are so important that government bothers to track what u eat and when u ****.",2021-09-01 08:46:00,94
341,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Some places start to have it mandatory liao,2021-09-01 08:47:00,8
342,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Acetone wrote: Some places start to have it mandatory liao I see some posters saying TT mandatory w QR code but I still can just use normal QR read to scan and use safe entry,2021-09-01 08:53:00,35
343,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"AntiFakeNews wrote: The things dotards go to to sabo a covid tracing device. The brains of dotards really amazes me sometimes. Instead of helping end the covid, dotards find ways to sabo everyone in the name of \x93freedom\x94, totally like the mob supporters of trump. Common sense not in their dictionary. Yet you are unable to refute any of my claims. Are you proving that PAP are full of retards like you?",2021-09-01 08:53:00,71
344,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"If I keep the token at home all the time, I worry the police will call me. Now I machiam like a prisoner",2021-09-01 08:56:00,23
345,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,How to test your aluminium \x93cage\x94 is leak proof?0,2021-09-01 08:58:00,8
346,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"kns la ppl, might as well carry signal jammer better. Help urself also help ppl ard u.",2021-09-01 11:51:00,17
347,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,swathe wrote: How to test your aluminium *********cage********* is leak proof?0 Connect Bluetooth earpiece. Put your phone inside if your music stop then works lor,2021-09-01 11:56:00,25
348,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Just use mobile TT app when entering malls and close the app once you\x92re inside doofus...,2021-09-01 11:58:00,16
349,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Just remove the battery from token bah. Like that cannot trace anymore coz no power but still can scan qr code to go inside malls,2021-09-01 11:59:00,25
350,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"You guys know that our govt dont really care about whatever law or what right? If they want to prosecute you for blocking the TT token thing, they will dig up some law and do it. My advise is don't do it.",2021-09-01 12:03:00,41
351,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Diam diam lah ts, knn want the whole world know is it? Sent from Samsung SM-G975F using GAGT",2021-09-01 12:05:00,17
352,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Not intending to collect TT token,2021-09-01 12:07:00,6
353,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. If your loved one got murdered one day and there's an opportunity to find out who's the murderer but needs to use tt. Will u still say the same thing?",2021-09-01 12:07:00,114
354,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"tankgunner wrote: how come use the hand to press then it will work? think of it as open circuit, close circuit",2021-09-01 12:08:00,21
355,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,I think it is illegal to do it. and I also think faraday pouch will not work on it. Chances are it will easily leak as most are poor quality.,2021-09-01 12:09:00,30
356,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,got any good ones to sic?,2021-09-01 12:09:00,6
357,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Might as well put it inside molten iron,2021-09-01 12:10:00,8
358,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Beck's wrote: Yeah loh. So much effort to hide the token then go collect for what. Better don't use smart phone, don't use mobile phone, don't use internet. Better don't come out at all. Because you are so important that government bothers to track what u eat and when u ****. Want use edmw but so bothered by comments here? Better dont login, better dont use Internet, be blind and deaf.",2021-09-01 12:10:00,65
359,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Just throw inside storeroom la, 24/7 your location at home",2021-09-01 12:13:00,9
360,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Alphidius wrote: Just use mobile TT app when entering malls and close the app once you\x92re inside doofus... Does the tt mobile app remain running in the background until you reboot/shutdown phone?,2021-09-01 12:13:00,33
361,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,swathe wrote: How to test your aluminium \x93cage\x94 is leak proof?0 Put your handphone inside and try calling yourself.,2021-09-01 12:13:00,18
362,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"blasterlord2 wrote: If your loved one got murdered one day and there's an opportunity to find out who's the murderer but needs to use tt. Will u still say the same thing? you should install cctv in your house so IF there are break in, theft or your loved ones kena kidnap.. the cctv can be crucial to provide more information",2021-09-01 12:17:00,59
363,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"sizzy6 wrote: you should install cctv in your house so IF there are break in, theft or your loved ones kena kidnap.. the cctv can be crucial to provide more information I do have CCTV in my house. Your point is...?",2021-09-01 12:20:00,41
364,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Even if your phone can't be called while it's inside a faraday cage, that doesn't mean that your bluetooth earphone wouldn't work. The wavelength of 4g and bluetooth is different. Base on my experiments, a layer is sometimes not enough to prevent your bluetooth earphone from connecting to your phone. You might need another layer. Just saying",2021-09-01 12:20:00,52
365,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"hadoop wrote: Even if your phone can't be called while it's inside a faraday cage, that doesn't mean that your bluetooth earphone wouldn't work. The wavelength of 4g and bluetooth is different. Base on my experiments, a layer is sometimes not enough to prevent your bluetooth earphone from connecting to your phone. You might need another layer. Just saying Not true. Wavelengths are different but not by too much. And hp has very good sensitivity in cellular bands.",2021-09-01 12:22:00,73
366,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,blasterlord2 wrote: I do have CCTV in my house. Your point is...? i mean one that the authorities can check my point is.. there is not so many IFs in the world crimes are solved with or without TT for centuries. at least there has not been a case where it couldnt be solved without TT,2021-09-01 12:22:00,56
367,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Unistall and left at home. Trust break,2021-09-01 12:27:00,7
368,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Just leave token at home can le. Sent from my Toilet Bowl using GAGT,2021-09-01 12:40:00,14
369,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Why don't want just use app. Turn off la. Token don't even bring out,2021-09-01 12:42:00,12
370,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Alphidius wrote: Just use mobile TT app when entering malls and close the app once you\x92re inside doofus... I believe the TT app runs in the background even hen you close the app. Not sure if it is using root permission.,2021-09-01 12:47:00,41
371,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,blasterlord2 wrote: If your loved one got murdered one day and there's an opportunity to find out who's the murderer but needs to use tt. Will u still say the same thing? Your loved ones wouldn't had died if they were armed with proper equipments to protect themselves. You wishing they die first and not preventing their death is the greatest irony of all with that fallacious argument.,2021-09-01 12:48:00,65
372,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,Dracky wrote: I believe the TT app runs in the background even hen you close the app. Not sure if it is using root permission. Airplane mode fixes that. Or use 2 phones. 1 for TT and 1 for proper contact. My TT phone is my spare / surf edmw phone. Since TPG always randomly no coverage so can put airplane mode when not using. Real phone doesn't even have app installed. Sent from my Toilet Bowl using GAGT,2021-09-01 12:50:00,74
373,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"nubeeeee wrote: Don't disassemble it. Just use it with a faraday's cage pouch. Once it is inside the pouch, no signal can go in or out. You have control over your personal privacy. Honestly, if the government wants us to believe that they will not use this data for other purposes like snooping on you, then legislate it. Put it into law that no data from TraceTogether can be used even for murder or drugs. Then I will believe you. Otherwise, take actionable steps to safeguard your privacy. fapperoo wrote: Dude why pichar lobang....  already intend to drop into my rfid safe pacsafe backpack thank you for your advise. now i can safely continue my photo taking excursions. Sent from Redmi Note 5x using FINGERS",2021-10-01 17:28:00,122
374,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"sizzy6 wrote: i mean one that the authorities can check my point is.. there is not so many IFs in the world crimes are solved with or without TT for centuries. at least there has not been a case where it couldnt be solved without TT The difference is, videos from cctv and data from TT convey different sensitivities of information. Even if anyone hacks into TT and get all the data inside I also don't care.",2021-10-01 17:32:00,76
375,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"sizzy6 wrote: you should install cctv in your house so IF there are break in, theft or your loved ones kena kidnap.. the cctv can be crucial to provide more information i scared i am the one dping the murdering sent from chuwi hi10x using logtiech m380 keyboard",2021-10-01 17:33:00,46
376,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"RedEyesFan wrote: Your loved ones wouldn't had died if they were armed with proper equipments to protect themselves. You wishing they die first and not preventing their death is the greatest irony of all with that fallacious argument. You are debating on wrong points seriously. All logic failed There's no wishing anyone to die, pls get this inside your head. I am saying if one were to stop spf from using data inside tt to investigate a serious crime then he'll be a fool.",2021-10-01 17:37:00,81
377,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,blasterlord2 wrote: If your loved one got murdered one day and there's an opportunity to find out who's the murderer but needs to use tt. Will u still say the same thing? If ur loved one got murdered means u got something to do with it... U think whole street everyone so free go murder someone so valuable to u? This stupid fallacy is same as the cpf logic of ah peh take cpf money will go spend in Batam on indo chickens... Govt might as well ask everyone work from home until virus gone because what if one day ur loved ones kena virus and died because he/she went out on a trip to work/dinner...,2021-10-01 18:00:00,116
378,PROTIP: TraceTogether token is useless inside a Faraday's Cage pouch,2021-02-26 22:47:00,"Actually, if  3D print the token then paste the QR code on it..nobody going to be the wiser.. Lol maybe can already find such tokens on aliexpress Disclaimer, in no way am i supportive of cheating the system. TT is integral for our community efforts to prevent the spread of Covid. You all should be ashamed. Posted from PCWX using SM-G988B",2021-10-01 18:56:00,60
