Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
265,265,298,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Perisher wrote: I did. So? Knn, the market return is beating CPF returns, why you ask how many beat market? This is the internet you know. Lol. If ppl are asking why would anyone believe in 158, the more 1 should ask why would anyone believe in an edmwer. Edmwer worh. Edmw is a place full of big cannon fairies. When you lose money, will you tell the world? Or you 100% everytime earn money in your investment? I think LKY also dont dare say 100% sure win.",2/4/21 17:48,84,Circuit Breaker,88,3,-11.59914233613588,20,1,6,3.400583541361993,0,1,0.0
266,266,299,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"gnoes85 wrote: Brainwash gaogao. Just put those money in any index that time even much greater returns 3 or 4% whatever lah..... now you know the reason why school never teach anything about financial literacy? To that depositor, you feel richer but you don't eat richer even after 30 years. You are not much difference from standing at the same spot",2/4/21 17:55,57,Circuit Breaker,61,3,-11.746743591490548,10,3,2,6.1315930586350795,1,0,0.0
267,267,301,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Actually those people who scrimp and save to load up cpf for many many years till 55, will still scrimp and save when they get their money after 55. Old habits die hard. They are not programmed to enjoy life.",2/4/21 17:58,38,Circuit Breaker,40,2,-11.586280832322206,11,3,0,16.610322340116003,2,0,0.0
268,268,302,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,drkcynic wrote: He is worried about the job market. And he locked his money in for 30 years and more. Genius.,2/4/21 17:59,20,Circuit Breaker,21,1,-9.93876801916572,4,1,0,20.832255890004944,3,0,0.0
269,269,303,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Swee la... Say goodbye to his hard earned money.. Unless he can survive til 70yo,2/4/21 18:00,14,Circuit Breaker,15,1,-13.486422376300796,2,0,0,16.878382655329116,2,0,0.0
270,270,304,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"NumberX wrote: You thought too much. 2nd level thinking. Learn to walk first before thinking of running. If you arent losing money IN cpf, its risk free. If you are comparing the money lost if you were to invest elsewhere, you are already off track on the topic of risk free. Still want to think level 2? I scare you think until dunno where. Exactly, learn how to walk... instead of falling into a pitfall. Learn proper investing before pushing $$ into a place stuck till retirement. I'm not comparing purely on money lost vs investing, think harder.",2/4/21 18:00,94,Circuit Breaker,97,3,-11.410596193074644,25,2,4,4.201971670871715,0,0,0.0
271,271,305,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Considering that bonds is likely to become less popular. A 9% coupon yield is reasonable CPF is neither a bond not a stock, a tool to exploit Singaporeans by borrowing from them at super cheap. Platinumstartvf wrote: 3 or 4% whatever lah..... now you know the reason why school never teach anything about financial literacy? To that depositor, you feel richer but you don't eat richer even after 30 years. You are not much difference from standing at the same spot",2/4/21 18:01,76,Circuit Breaker,81,3,-11.579194712872432,15,4,2,4.282431187248437,0,0,1.0
272,272,306,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"AppleBro wrote: If you did then good for you. Because a lot of cannon fairy only know how to ask people to invest get more than cpf return but when ownself do is lose until pants drop. Posted from PCWX using Carousell @applebro2 It's not that hard to beat CPF, go look at the reports, more than 50% either match or beat CPF returns by using CPF. https://www.straitstimes.com/singapo...profit-in-2016 The CPF Board said 441,000 members - or 78 per cent of the total CPFIS-Ordinary Account investors who invested their Ordinary Account savings - made profits in excess of the risk-free CPF-Ordinary Account interest rate of 2.5 per cent per annum. The board attributed the positive performance last year to improving financial markets. The board has changed the methodology it uses to measure performance to get a more rounded idea of how members' investments made through Ordinary Account savings are performing. For the previous year ended Sept 30, 2015, the proportion of members in this category was 27 per cent, or 159,000 members based on the new methodology. Go read up more dude. And those were with the horrendous fees structure back then. Don't need me to tell you how the current bull is making CPF returns look like a joke. And no, you don't need to be a genius to earn from investing. Go start a simple etf investing or roboadvisor.",2/4/21 18:03,212,Circuit Breaker,231,4,-12.168700823455337,46,8,4,1.39163347106139,0,0,1.0
273,273,307,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"NumberX wrote: This is the internet you know. Lol. If ppl are asking why would anyone believe in 158, the more 1 should ask why would anyone believe in an edmwer. Edmwer worh. Edmw is a place full of big cannon fairies. When you lose money, will you tell the world? Or you 100% everytime earn money in your investment? I think LKY also dont dare say 100% sure win. you another one, https://www.straitstimes.com/singapo...profit-in-2016 Go learn basic investing lar. Always think that all edmwer are cannon fairies. I'm not even telling you to believe their sky high returns, I'm telling you how to start and do practical investing with tons of years of track record.",2/4/21 18:05,108,Circuit Breaker,114,4,-11.983683570817623,25,2,5,2.838810126386233,0,1,0.0
274,274,308,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Perisher wrote: you another one, https://www.straitstimes.com/singapo...profit-in-2016 Go learn basic investing lar. Always think that all edmwer are cannon fairies. I'm not even telling you to believe their sky high returns, I'm telling you how to start and do practical investing with tons of years of track record. Zehzeh don't bother la. Some people see 4% like 400%, can make them in millionaires magically. It's up to them, why bother?",2/4/21 18:13,62,Circuit Breaker,68,3,-12.277406536082927,14,1,2,5.239737263403593,1,0,0.0
275,275,309,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Perisher wrote: It's not that hard to beat CPF, go look at the reports, more than 50% either match or beat CPF returns by using CPF. https://www.straitstimes.com/singapo...profit-in-2016 The CPF Board said 441,000 members - or 78 per cent of the total CPFIS-Ordinary Account investors who invested their Ordinary Account savings - made profits in excess of the risk-free CPF-Ordinary Account interest rate of 2.5 per cent per annum. The board attributed the positive performance last year to improving financial markets. The board has changed the methodology it uses to measure performance to get a more rounded idea of how members' investments made through Ordinary Account savings are performing. For the previous year ended Sept 30, 2015, the proportion of members in this category was 27 per cent, or 159,000 members based on the new methodology. Go read up more dude. And those were with the horrendous fees structure back then. Don't need me to tell you how the current bull is making CPF returns look like a joke. And no, you don't need to be a genius to earn from investing. Go start a simple etf investing or roboadvisor. Well, don't need to talk down on others and assume people who top up cpf don't invest. They can co-exist at the same time. And don't need to flex your muscles here because I ain't interested in your investment protfolio at all. Ciao. Posted from PCWX using Carousell @applebro2",2/4/21 18:16,215,Circuit Breaker,239,4,-12.122831964053645,45,5,5,1.3625634924380685,0,0,1.0
276,276,310,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"AppleBro wrote: Well, don't need to talk down on others and assume people who top up cpf don't invest. They can co-exist at the same time. And don't need to flex your muscles here because I ain't interested in your investment protfolio at all. Ciao. Posted from PCWX using Carousell @applebro2 Of course they can co-exist. Who assumed he don\x92t invest? I\x92m merely telling you investing cpf is better than all in SA. And look at who is the one who started talking down to people and ask about people\x92s portfolio first. AppleBro wrote: I like to see how many of you can actually beat the market return before you all shoot this guy off. Posted from PCWX using Carousell @applebro2",2/4/21 18:23,113,Circuit Breaker,122,4,-12.008065137216533,28,2,5,3.6301339534630905,0,0,0.0
277,277,311,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Market uncertainty but ended up taking on more risk with actions affecting his free cashflow by being risk-aversion lol.,2/4/21 18:23,18,Circuit Breaker,19,1,-12.621252082147413,4,1,0,16.878382655329116,2,0,0.0
278,278,312,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"drkcynic wrote: Zehzeh don't bother la. Some people see 4% like 400%, can make them in millionaires magically. It's up to them, why bother? If media don't use fake stories to hype up bad deals, how to get Singaporeans to lend them money at cheap rates? \U0001f602",2/4/21 18:30,41,Circuit Breaker,47,2,-11.772719442785627,10,0,0,9.120904640720273,1,0,1.0
279,279,313,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,wa go where see that board?,2/5/21 3:05,6,Circuit Breaker,6,0,-11.16811917173695,1,0,0,36.84829056280765,4,0,0.0
280,280,314,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,eAtNeAt wrote: Weird he is contented with 2.5% as a long term return over 35 years. Those insurance seem to have3.5%? Or more since 35yrs. But also projected ... non guaranteed part don\x92t know how,2/5/21 3:08,31,Circuit Breaker,37,2,-12.462018894006311,9,1,0,16.878382655329112,2,0,0.0
281,281,315,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,liquid = money non liquid = numbers on the system,2/5/21 3:11,8,Circuit Breaker,8,0,-11.609684518161004,0,0,0,20.13142484700719,3,0,0.0
282,282,316,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Laneige wrote: Those insurance seem to have3.5%? Or more since 35yrs. But also projected ... non guaranteed part don\x92t know how u dump your money into any stock in NYSE also got some dividend or capital gain that is more than 2.5%. At most is lose money nia. Better than see PAP's snarky face of arrogance. I WANT to see their face turn into constipated face of true humility when they are starved of CPF cash to leverage.,2/5/21 3:15,74,Circuit Breaker,80,3,-12.413464906192232,18,3,1,5.245142678205968,1,0,0.0
283,283,317,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"hes quite remarkable to get hdb at 29 n into his first job for 2 years? radioshack wrote: The circuit breaker period last year gave Mr Cuthbert Yeo, 29, more time to look into his finances, and the engineer decided to better utilise his Central Provident Fund (CPF) accounts. He voluntarily refunded the amount he had used from his Ordinary Account for his share of the down payment on his Housing Board flat , and transferred money from his Ordinary Account, which has a base interest rate of 2.5 per cent per year, to his Special Account, which has a base interest rate of 4 per cent per year. He had started moving cash to his Special Account from 2018 , after reading a CPF Board annual report where a chart showed that many people in his age group had more in CPF savings than he did. At the time, Mr Yeo was two years into his first job , also in the engineering field. He then started topping up his CPF Special Account whenever he received a bonus from his employer. Since then, he has put in about $40,000 in both cash and transfers from his Ordinary Account. ""We should really build up a base of retirement savings while we're still young, especially now that the job market is not as stable with innovative disruption and it's not guaranteed that we can get a job we might want when we're older,"" he said. https://www.straitstimes.com/singapo...nary%20Account .",2/5/21 3:18,231,Circuit Breaker,243,4,-11.511750639385815,32,10,1,1.266898964204913,0,1,1.0
284,284,318,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,AppleBro wrote: If you did then good for you. Because a lot of cannon fairy only know how to ask people to invest get more than cpf return but when ownself do is lose until pants drop. Posted from PCWX using Carousell @applebro2 Let PAP become thirsty then squeeze one drop of lemon for their lemonade,2/5/21 3:18,55,Circuit Breaker,55,3,-12.61809717141282,13,5,1,5.9238216184085575,1,0,0.0
285,285,319,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Ya right i believe him,2/5/21 4:50,5,Circuit Breaker,5,0,-12.112539221430223,1,0,1,106.4913812901899,4,0,0.0
286,286,320,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Perisher wrote: Exactly, learn how to walk... instead of falling into a pitfall. Learn proper investing before pushing $$ into a place stuck till retirement. I'm not comparing purely on money lost vs investing, think harder. Why you bother with an IB? Whites can do no wrong one hor",2/5/21 5:01,47,Circuit Breaker,48,2,-12.298568730010047,11,1,1,7.467550656326569,1,0,0.0
287,287,321,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"peterlim95 wrote: Bitcoin is not bao jiak leh.... All investments have risk... Cpf is practically risk free and be ur financial safety net.. CPF is not risk free. Like any fund, it can go broke. You don't know what is being invested though we know that Ho Ching has a hand in investing the money somewhere. Though it is not certain what she's investing in, she (or her kakis) has bought high and sold low several reported times. The only real difference about her fund and those commercial funds is that you typically can cash out at a certain point for commercial funds by selling it away. (Think ETFs) With the CPF, if the ship starts to sink, your money will sink with it. If it doesn't sink, you get your 4% which you cannot touch anyway until retirement. From the time you start working till retirement is like 30+ years (until the goalposts are shifted again) 30 years of 4% per annum which may sink along the way?!??!",2/5/21 6:35,162,Circuit Breaker,169,4,-11.461130592846885,38,6,6,2.3554559507253905,0,0,1.0
288,288,322,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Cut_throat wrote: later grow old but cannot take the money out of CPF don't kpkb.,2/5/21 7:19,13,Circuit Breaker,15,1,-12.643088674552763,2,1,0,56.271755513938814,4,0,0.0
289,289,323,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Too much such articles recently made me feel government running low on cash,2/5/21 7:25,13,Circuit Breaker,13,1,-11.43142310799306,3,0,1,36.262030090496694,4,0,0.0
290,290,324,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,You won't even know if you can live long to see your retirement. What's the pt of doing it,2/5/21 7:34,17,Circuit Breaker,19,1,-10.135504732868347,5,1,2,56.2717555139388,4,0,0.0
291,291,325,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Taking out to pay atb for hdly?,2/5/21 7:35,7,Circuit Breaker,7,0,-13.105292404272829,2,0,0,106.49138129018992,4,0,0.0
292,292,326,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Dumb ass Never use brain. Just blindly follow what gahmen say,2/5/21 7:38,11,Circuit Breaker,11,1,-13.701844933288495,2,0,0,14.100403665079316,2,0,0.0
293,293,327,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,cpf can see cannot touch,2/5/21 7:39,5,Circuit Breaker,5,0,-12.863747973486412,2,0,0,106.4913812901899,4,0,0.0
294,294,328,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Once the money goes into SA, cannot touch and wait until you are almost 2 legs into The Coffin.",2/5/21 7:47,18,Circuit Breaker,19,1,-11.527016465121344,2,1,1,26.835207397830874,3,0,0.0
295,295,329,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Putting cash in cpf nao!,2/5/21 7:51,5,Circuit Breaker,5,0,-15.443225764179283,1,0,0,56.27175551393881,4,0,0.0
296,296,330,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,mrclubbie wrote: cpf can see cannot touch Likely the engineer predict he can live to 100yrs,2/5/21 7:54,15,Circuit Breaker,16,1,-13.462678804604424,4,0,0,56.271755513938814,4,0,0.0
297,297,331,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,To all singaporeans who top up their CPF. THANK YOU FOR YOUR NATION BUILDING & SACRIFICE CECA & CO. thanks you deeply,2/5/21 7:55,20,Circuit Breaker,20,1,-15.767181031846025,2,0,2,10.491726313777457,2,0,0.0
298,298,332,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,\u5403\u732a\u8d54\u72d7\uff0c the system will collapse if everyone withdraw at the same time.... New citizens are needed for contribution now because their CPF withdrawal will be kicked down the road 30-40 years time.....,2/5/21 8:03,31,Circuit Breaker,36,2,-13.055003892687177,5,1,0,7.783979577417889,1,0,0.0
299,299,333,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Actually cpf interest is really good. Just that put in cannot take out unless u give up citizenship,2/5/21 8:04,18,Circuit Breaker,18,1,-11.532943389785382,4,0,0,56.27175551393881,4,0,0.0
300,300,334,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,This engineer related to Ashley Wu?,2/5/21 8:04,6,Circuit Breaker,6,0,-12.075441893320313,1,0,0,36.84829056280764,4,0,0.0
301,301,335,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"AppleBro wrote: If you did then good for you. Because a lot of cannon fairy only know how to ask people to invest get more than cpf return but when ownself do is lose until pants drop. Posted from PCWX using Carousell @applebro2 S&P500 has outperform CPF SA 4% by close to 600 bps since 1980s... even if you are the biggest retard and invest at the very top in 2008, the market index would have outperform cpf sa by 300 bps almost DOUBLE the return of cpf. So you tell me lorh. Last year my portfolio double digit return also. CPF OA  only 2.5 %",2/5/21 8:05,98,Circuit Breaker,106,4,-12.74637188952226,17,7,5,3.0691568937149607,0,0,1.0
302,302,336,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,CPF used to be a good scheme in the past until post shifting game started. What a shame!!!!!!,2/5/21 8:05,18,Circuit Breaker,18,1,-10.545214998358166,4,0,0,20.832255890004937,3,0,0.0
303,303,337,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,How to do cpf refund to repay the Oa that was used for housing loans?,2/5/21 8:06,15,Circuit Breaker,15,1,-11.850852700229645,6,0,0,36.84829056280764,4,0,0.0
304,304,338,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"PaulLevesque wrote: Why you bother with an IB? Whites can do no wrong one hor Because pappies know even their dull boring sti index couldn't even save them from milking the glcs, birds rats, etc, so they want to brainwash sinnkiees to keep monies in cpf and avoid throwing monies overseas",2/5/21 8:09,50,Circuit Breaker,51,3,-13.899557835293143,14,1,1,5.557846741103761,1,0,0.0
305,305,339,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Shiro Neko wrote: S&P500 has outperform CPF SA 4% by close to 600 bps since 1980s... even if you are the biggest retard and invest at the very top in 2008, the market index would have outperform cpf sa by 300 bps almost DOUBLE the return of cpf. So you tell me lorh. Last year my portfolio double digit return also. CPF OA  only 2.5 % Funnily enough,  you can cash out at any time. Not just at retirement",2/5/21 8:16,72,Circuit Breaker,80,3,-12.858427633746894,7,3,5,3.6437748262031455,0,0,0.0
306,306,340,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Can withdraw cpf if out of job meh?,2/5/21 8:19,8,Circuit Breaker,8,0,-13.191017330241912,2,1,0,56.271755513938814,4,0,0.0
307,307,341,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,xLupDup wrote: Can withdraw cpf if out of job meh? No. Onky partially when you retire.,2/5/21 8:21,16,Circuit Breaker,16,1,-13.286723216012795,3,2,1,36.84829056280764,4,0,0.0
308,308,342,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,By the time he retire the goalpost to withdraw shift until don't know where and can just look at it and feel rich.,2/5/21 8:22,22,Circuit Breaker,23,1,-10.183926668090727,5,1,0,36.84829056280764,4,0,0.0
309,309,343,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"dumb until cannot... During crisis... u still dont realise the value of COLD HARD CASH... i don't know when you will realise it. Once you put ur excess cash into CPF... and heng heng. ..you get retrenched... ur family needs the money ..and emergency fund of 3-6mths? getting used up.. u desperately seeking employment..with no light at the end of the tunnel.. then ..u. realised.. u got CPF money....... that you cannot draw out... Self-pwned to the max. and If you have a timeframe of 20-30yrs...  and you think you can locked it up in CPF for 2.5% to 4% without withdrawing.. Then.. you should have just put into an index ETF ... of US, China and Europe and then you will get the liquidity as wel. The downside is the risk of capital loss.. but we are talking about 20-30yrs.. not 5yrs.   Over 20years, if the index dont inch up.. u can be sure.. we are all farked either way",2/5/21 8:35,155,Circuit Breaker,162,4,-12.053710587101916,30,10,8,2.1453637924352265,0,1,1.0
310,310,344,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,Funny all the CPF OA to SA supporters shut up after posting majority of CPF investors beat CPF returns.,2/5/21 11:49,19,Circuit Breaker,19,1,-14.074609044011556,3,0,0,10.637652036000604,2,0,0.0
311,311,345,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Fatfool wrote: CPF is not risk free. Like any fund, it can go broke. You don't know what is being invested though we know that Ho Ching has a hand in investing the money somewhere. Though it is not certain what she's investing in, she (or her kakis) has bought high and sold low several reported times. The only real difference about her fund and those commercial funds is that you typically can cash out at a certain point for commercial funds by selling it away. (Think ETFs) With the CPF, if the ship starts to sink, your money will sink with it. If it doesn't sink, you get your 4% which you cannot touch anyway until retirement. From the time you start working till retirement is like 30+ years (until the goalposts are shifted again) 30 years of 4% per annum which may sink along the way?!??! Yes, u r right. When cpf interest rates starts dropping again, the world economy will be in a super bad shape, much worse than this covid-19 crisis. Many of u guys investments outta by then will be making losses.",2/8/21 13:52,180,Circuit Breaker,187,4,-11.273170616668455,39,6,6,2.0058885978368357,0,0,1.0
312,312,346,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"The money u put there they also go invest. So why not do it yourself, no lock up",2/8/21 13:57,18,Circuit Breaker,18,1,-10.417286566365021,3,1,1,36.84829056280764,4,0,0.0
313,313,347,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,iSad. Today I found out I cannot transfer from my OA to SA anymore.,2/8/21 14:00,14,Circuit Breaker,14,1,-12.070219237431465,2,0,2,26.835207397830874,3,0,0.0
314,314,348,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"Zink00 wrote: The money u put there they also go invest. So why not do it yourself, no lock up because i buay kan. invested $100k in hyflux bonds and lost all. luckily my $20k invested in bitcoin sold at $300k recently. Lesson learnt: STI IS REALLY RUBBISH INDEX. LOLOLOL",2/8/21 14:03,47,Circuit Breaker,50,2,-14.015385858067148,9,2,3,6.224090907781476,1,0,0.0
315,315,349,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"So next time he will pay all cash when he buy a HDB flat? Since SA money cannot be touch and only OA can be used, after deducting the rest must pay cash. Doesn't sound like a good plan ...",2/8/21 14:21,38,Circuit Breaker,39,2,-11.415784274259538,7,3,0,9.903676033695932,1,0,1.0
316,316,350,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,"radioshack wrote: The circuit breaker period last year gave Mr Cuthbert Yeo, 29, more time to look into his finances, and the engineer decided to better utilise his Central Provident Fund (CPF) accounts. He voluntarily refunded the amount he had used from his Ordinary Account for his share of the down payment on his Housing Board flat, and transferred money from his Ordinary Account, which has a base interest rate of 2.5 per cent per year, to his Special Account, which has a base interest rate of 4 per cent per year. He had started moving cash to his Special Account from 2018, after reading a CPF Board annual report where a chart showed that many people in his age group had more in CPF savings than he did. At the time, Mr Yeo was two years into his first job, also in the engineering field. He then started topping up his CPF Special Account whenever he received a bonus from his employer. Since then, he has put in about $40,000 in both cash and transfers from his Ordinary Account. ""We should really build up a base of retirement savings while we're still young, especially now that the job market is not as stable with innovative disruption and it's not guaranteed that we can get a job we might want when we're older,"" he said. https://www.straitstimes.com/singapo...nary%20Account . wow 40k cash. jskms",2/8/21 15:05,220,Circuit Breaker,231,4,-11.5648933433931,31,10,1,1.3278547695202783,0,1,1.0
317,317,351,Circuit breaker spurs 29-year-old to put more into his CPF accounts,2/8/21 15:06,AppleBro wrote: I like to see how many of you can actually beat the market return before you all shoot this guy off. Posted from PCWX using Carousell @applebro2 I did. my investment returns is >20%,2/8/21 15:06,34,Circuit Breaker,35,2,-11.51876056935655,9,0,3,12.05424284301908,2,0,0.0
318,318,352,"After WFH, got WFV",2/7/21 18:25,https://edition.cnn.com/style/articl...pod/index.html Quite claustrophobic imho Sent from Sinkieland using GAGT,2/7/21 18:04,8,Circuit Breaker,8,0,-17.748111773176117,1,0,0,16.878382655329116,2,0,0.0
319,319,354,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,we pay them millions for what... since they don't have the iron in them to do drastic measures...,6/8/20 13:05,17,Circuit Breaker,18,1,-9.746068104593162,4,0,0,36.16300906470241,4,0,0.0
320,320,355,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,Something about no backbone and having to depend on other countries for business. Also no blame culture pls ty,6/8/20 13:06,19,Circuit Breaker,19,1,-11.665208529278976,3,1,0,16.878382655329112,2,0,0.0
321,321,356,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,Why a female prime minister that costs 5 times less have the iron to do drastic measures early and saved her country from further economic damage but our team of ex SAF generals don't have the bone to be equally drastic?,6/8/20 13:09,39,Circuit Breaker,41,2,-11.218468081689467,7,2,1,7.993224595193232,1,0,0.0
322,322,357,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,they rather spend time to fix oppo and dissidents and activists,6/8/20 13:12,11,Circuit Breaker,11,1,-10.931451695441046,2,2,0,26.83520739783087,3,0,0.0
323,323,358,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"Well, I believe that government has considered carefully the calculated risk of a full lock down on our economy. We may not be able to afford a full lock-down. But I think not enforcing mask wearing early was obviously a mistake... but it has already happened and we just have to move on...",6/8/20 13:13,52,Circuit Breaker,53,3,-10.101479074320372,13,2,4,16.610322340116007,2,0,1.0
324,324,359,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,No robust data to indicate it will work 100%,6/8/20 13:23,8,Circuit Breaker,9,0,-10.487929466419303,2,0,0,106.4913812901899,4,0,0.0
325,325,360,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"If they had not overlooked the potential time bomb of the dormitories, their strategies would have largely worked.",6/8/20 13:24,18,Circuit Breaker,18,1,-10.30495463085615,4,0,0,26.835207397830878,3,0,0.0
326,326,361,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,Becoz it's not their life in danger....... Posted from PCWX using SM-N970F,6/8/20 13:30,10,Circuit Breaker,12,1,-13.71535354910556,3,0,0,36.84829056280764,4,0,0.0
327,327,362,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"Shinji.Ikari wrote: we pay them millions for what... since they don't have the iron in them to do drastic measures... because they work on scientific evidence at that point of time, not whether you get a hard on in the morning or not. Hindsight is always 20/20. At least they have the iron to change direction when new evidence comes up.",6/8/20 13:35,58,Circuit Breaker,63,3,-10.160900941563092,11,2,2,9.20374480586737,1,0,1.0
328,328,363,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,Ge kiang lor Sent from POFMA - Only I have the Truth  using GAGT,6/8/20 13:35,13,Circuit Breaker,14,1,-16.282792045642555,3,0,1,20.832255890004948,3,0,0.0
329,329,364,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"kyo_465 wrote: because they work on scientific evidence at that point of time, not whether you get a hard on in the morning or not. Hindsight is always 20/20. At least they have the iron to change direction when new evidence comes up. certain decision could be made like ask public to improvise mask and compulsory to wear them, rather than pappy taking statement from WHO and told public no sick no need wear mask. obviously they are relaxing the measures and trying to save few weeks of their own economy.",6/8/20 13:39,90,Circuit Breaker,92,3,-10.542676773694197,18,5,1,4.857875944325005,0,0,0.0
330,330,366,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"PeanutButtor wrote: certain decision could be made like ask public to improvise mask and compulsory to wear them, rather than pappy taking statement from WHO and tell public no sick no need wear mask. obviously they are relaxing the measures and trying to save few weeks of their own economy. So as a small nation who has nothing but the international organisations to fall back on decide to act unilaterally, you are no different like China and USA who listens to whatever suits their ears. So in the future what is your selling point to the world?",6/8/20 13:41,97,Circuit Breaker,97,3,-10.746900103165595,20,5,2,3.665465574603515,0,0,1.0
331,331,367,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,"at the beginning they went with ""healthy no mask"", but permitted FT to import cartons of masks out of the country. epic logic oh wait. is it because of that laspe thats why healthy no mask?",6/8/20 13:41,36,Circuit Breaker,36,2,-11.442972202296279,6,1,0,11.115540654923008,2,0,1.0
332,332,368,why SG ministers don't have the iron to do 100% shutdown & enforce mask wearing early???,16/6/20 14:26,No lky liao. So no more ironman,6/8/20 13:42,7,Circuit Breaker,7,0,-13.968492364134205,0,0,0,106.49138129018992,4,0,0.0
