Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,why want to have SHN and staycation people in the same hotel,15/1/21,12,Stay Home Notice,12,1,-10.60262551,2,1,0,13.38374064,2,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,So he just have to continue to serve his shn and can leave after his shn ends?,16/1/21,17,Stay Home Notice,17,1,-10.78850672,4,1,0,22.07573668,3,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. ya, they both can go to UK and get as many seks as they want Sent from Mai Sia Suay phone using GAGT",16/1/21,144,Stay Home Notice,151,4,-10.68094085,30,6,0,1.686829055,0,1,1
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,5408854088 wrote: why want to have SHN and staycation people in the same hotel because the gov says its A OK,16/1/21,20,Stay Home Notice,21,1,-11.4022688,4,1,0,7.148973049,1,0,1
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. Ya ........ Expel this white trash? Don't hold your breath waiting",16/1/21,130,Stay Home Notice,138,4,-10.51418312,27,5,1,2.185333034,0,1,1
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"walterwu wrote: Focusing on the lady: 1.  She is aware he is on SHN 2.  She is aware that she should not be with him until after SHN 3.  She should be aware that he may end up positive 4.  She deliberately flout the rules to meet up and to be with him 5.  She, probably, think that he would be negative and she would be alright. 6.  She, probably, aware that if she contract the virus from him, Singapore could be at risk. This type of person, no pressman published her photo after been charged in court. High level connection? One more thing.  If he get expelled, hope she give up citizenship (don't know if she is native born) and leave with him since they are inseparable. Did the news said she was the one that opened emergency door or something",16/1/21,135,Stay Home Notice,142,4,-10.18196829,28,6,0,1.957980888,0,1,1
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"https://www.straitstimes.com/singapo...ek-british-man Skea Nigel, 52, a Briton who was serving his SHN at the Ritz-Carlton Millenia Singapore in Marina Bay, left his room on the 14th storey without wearing a mask on three occasions on Sept 21 last year. On the last occasion, he climbed 13 floors through a stairwell at about 2.20am on Sept 21 to meet his fiancee, Agatha Maghesh Eyamalai, 39, whose room was on the 27th floor.",16/1/21,61,Stay Home Notice,70,3,-13.25790625,7,0,0,1.838020928,0,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,Sinkie BKT Guy kenna 6 weeks black bean rice....AMDK how mani mani weeks for breaching SHN huh??,17/1/21,17,Stay Home Notice,18,1,-17.66883163,2,0,0,5.127547672,1,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"Bros, izzit such irresponsible FTeees who don\x92t Leespect our SHN laws and rules causing the increase in community cases huh???",20/1/21,20,Stay Home Notice,21,1,-14.69729168,3,1,1,4.782812482,0,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,The amdk pilot who left his hotel to buy things was jailed for a few weeks if I remember correctly. Happened at the start of the SHN rules,23/1/21,28,Stay Home Notice,28,2,-10.89485486,6,1,1,6.149038695,1,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"the_dog wrote: The amdk pilot who left his hotel to buy things was jailed for a few weeks if I remember correctly. Happened at the start of the SHN rules Bro, ish he go Chinatown jalan jalan lah...",23/1/21,37,Stay Home Notice,38,2,-12.98968438,8,1,1,3.771280003,0,0,0
"[WELLY ISH AMDK ~ CANNOT TAHAN LIAO] British man, Singaporean fiancee charged after SHN breaches ~",26/2/21 21:39,"SINGAPORE - A Briton who breached his stay-home notice (SHN) and sneaked out of his room at the Ritz-Carlton Millenia Singapore to meet his then-fiancee was sentenced on Friday (Feb 26) to two weeks' jail and a fine of $1,000. Nigel Skea, 52 , had left his room on the 14th storey to meet Agatha Maghesh Eyamalai , who was staying in a room on the 27th storey of the same hotel. She was not serving an SHN at the time. The 39-year-old Singaporean woman was sentenced on Friday to one week's jail after pleading guilty to an offence under the Infectious Diseases Act. They were married here last November. Skea had on Feb 15 admitted to an offence under the Covid-19 (Temporary Measures) Act and another under the Infectious Diseases Act.",26/2/21,118,Stay Home Notice,131,4,-12.30207416,19,2,0,1.233882731,0,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"So if they choose 5 star hotel, who pay? Got tier package for SHN?",25/2/21,13,Stay Home Notice,14,1,-12.10419535,2,1,0,10.44035361,2,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,FT can choose SHN hotel while sinkies cannot choose which vaccine to jab. Jin satki man.,25/2/21,16,Stay Home Notice,16,1,-14.28503984,4,1,0,7.148973049,1,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Let them choose within only certain hotels meant for SHN lor, as long as they are paying.",25/2/21,17,Stay Home Notice,17,1,-12.23682552,5,0,0,18.31401364,2,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Nickypigu wrote: So if they choose 5 star hotel, who pay? Got tier package for SHN? Everybody has to ownself pay now. Singaporeans and non-Singaporeans the same. Except for those lucky enough whose company will pay.",25/2/21,34,Stay Home Notice,36,2,-12.05600674,6,2,0,4.782812482,0,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,And they shld be paying rack rates for the hotels they choose. And i am still wondering..... are all these SHN subsidised by the gahment? (pardon me if i slow),25/2/21,30,Stay Home Notice,30,2,-12.21095609,10,2,3,13.38374064,2,0,1
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,Hiling care wrote: FT can choose SHN hotel while sinkies cannot choose which vaccine to jab. Jin satki man. What is your point? Nobody can choose SHN hotel. Singaporeans and FTs treated the same. Nobody can choose vaccine. Singaporeans and FTs treated the same.,25/2/21,44,Stay Home Notice,44,2,-12.99844047,11,3,1,3.206707688,0,0,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Chee CF wrote: What is your point? Nobody can choose SHN hotel. Singaporeans and FTs treated the same. Nobody can choose vaccine. Singaporeans and FTs treated the same. His point is, they are studying the possibility of allowing Foreigners to choose SHN hotel. Singaporeans and FTs treated the same but Sinkies rarely stay in Singapore hotel unless doing staycation. Thus perhaps creating a scenario where Foreigners come here and can choose hotels while Sinkies can't even choose their own vaccines. Foreigners can take their vaccines in their own country.",25/2/21,88,Stay Home Notice,89,3,-12.40581854,20,6,1,1.957046844,0,0,1
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"stillgottheblues wrote: Then they should charge full price for the hotel, why should we keep on subsidizing these people. Everyone pays full price for SHN. There is no subsidy. Posted from PCWX using iPhone11,2",25/2/21,34,Stay Home Notice,35,2,-12.16910899,8,1,1,5.810335408,1,1,0
So we bend over and let CECA choose their SHN hotel liao?,25/2/21 21:57,"Baba Yaga wrote: Majority of those kpkb about the type of hotels and services also from the same origin. Think PRCs are also good at complaining and demanding free upgrades. But PRCs are not required to serve SHN, that\x92s why you don\x92t hear their complaints. There are also Singaporeans and non-ceca foreigners who are very entitled and complain a lot, but the ceca complaints are more obvious simply coz mathematically there are more of them.",25/2/21,74,Stay Home Notice,77,3,-12.17630701,14,7,1,2.652672813,0,0,0
[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,hwbest wrote: June 22: 1 (1 unlinked) June 23: 3 (3 unlinked) June 26: 6 (4 unlinked) June 27: 11 (6 unlinked) June 28: 11 (10 unlinked) June 29: 6 (5 unlinked) June 30: 6 (5 unlinked) July 01: 10 Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907,7/1/20,42,Stay Home Notice,69,3,-13.53562491,10,1,0,4.779770294,0,0,0
[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,thanks and noted. [7hugeliang wrote: ;128138632]Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907,7/1/20,29,Stay Home Notice,35,2,-12.43439781,11,2,0,7.148973049,1,0,0
[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,[7hugeliang] wrote: Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907 the people with them in the airplane etc etc etc ....... always a concern whenever there are imported cases,7/1/20,44,Stay Home Notice,49,2,-11.94591885,12,1,0,4.782812482,0,0,0
[OFFICIAL] Covid19 Community Cases Thread,25/2/21 16:56,"[7hugeliang] wrote: Actually today is considered 6... 4 is returned from overseas.and kena shn and diagnosed with virus. so they were never in the community.. Posted from PCWX using CPH1907 Ur english fail? It is 10 community cases . The imported cases are not included in the community cases. \x93 Based on our investigations so far, there are 10 cases in the community, of whom 6 are Singaporeans/ Permanent Residents and 4 are Work Pass holders. In addition, there are 4 imported cases, \x93",7/1/20,72,Stay Home Notice,84,3,-11.96207466,21,2,1,2.544480218,0,0,1
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"tankgunner wrote: good luck to those on the same flight as this cabin crew. Got 5 tio.......all same B117 variant. Now is see which pax who frequented that what Ci Huan Hougang hawker ctr and Terrace Oasis tio nia.  Esp the hawker ctr since the duration was not short, so probably not da pao.  Coz she did not need to SHN upon touchdown in SG. ps.  Ok, well to the air stewardess' credit, at least she used SafeEntry at the hawker centre, most people dont even do that.",24/2/21,87,Stay Home Notice,89,3,-13.4858085,13,1,0,1.347673391,0,0,0
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Got 5 tio.......all same B117 variant. Now is see which pax who frequented that what Ci Huan Hougang hawker ctr and Terrace Oasis tio nia.  Esp the hawker ctr since the duration was not short, so probably not da pao.  Coz she did not need to SHN upon touchdown in SG. ps.  Ok, well to the air stewardess' credit, at least she used SafeEntry at the hawker centre, most people dont even do that. she got go to this place??!! you got the detail? cos i always go there one.",24/2/21,91,Stay Home Notice,93,3,-13.26659985,16,1,1,1.363457056,0,0,0
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"guile wrote: Yeah, hopefully it was on time, cos got 1 week lapse between 1st Feb the day she arrived and have contact with husband and maid and 9th Feb, the dates both of them went into QO. 7th Feb is a Sun too...so if Stewardess go to the hawker centre on that date...will maid have the day off? Where does she go if so? We'll never find out as its more than 14 days ago. Self medicate +  don't report symptoms means QO at home. If at dedicated facilities, no way of hiding.......cannot be asking ""er missy ah, can i have some lozenges, some panadol and maybe some fillet o fish as well? Thx ah?"". For all we know, any jokers go down hawker to buy food also possible.   SHN already got people doing this.   No safe entry needed.  Just remember not to bring your TT down (phone app) can liao. Token is self implied. Just cannot visit NTUC Fairprice, SS, malls, MRT/Bus nia coz the pax got ezlink.",24/2/21,166,Stay Home Notice,173,4,-12.58196956,37,5,3,0.710888405,0,0,1
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Self medicate +  don't report symptoms means QO at home. If at dedicated facilities, no way of hiding.......cannot be asking ""er missy ah, can i have some lozenges, some panadol and maybe some fillet o fish as well? Thx ah?"". For all we know, any jokers go down hawker to buy food also possible.   SHN already got people doing this.   No safe entry needed.  Just remember not to bring your TT down (phone app) can liao. Token is self implied. Just cannot visit NTUC Fairprice, SS, malls, MRT/Bus nia coz the pax got ezlink. If shn at home, then they have to order food delivery, leave house to throw rubbish into centralised refuse chute.",25/2/21,116,Stay Home Notice,117,4,-13.5227697,28,3,3,1.030536561,0,0,0
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,Some one said SIA cabin crew no need do SHN cos of their stringent controls right?,25/2/21,16,Stay Home Notice,16,1,-13.0058193,3,0,0,7.148973049,1,0,0
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"Ctrl_Alt_Del wrote: If shn at home, then they have to order food delivery, leave house to throw rubbish into centralised refuse chute. Yes supposed to do food deliver.  But it aint cheap when doing this for a long period and for every meal......not surprised some might risk it. Last time already got people risking this, go down buy newspaper, mini mart etc.  Caught before.  ""It's just downstairs"". And those never caught, we'll never know....then become undetected floaters in the community until it hits someone hard. Still got 1 pax in the ICU btw, despite the relatively low number of hospitalised. The ""ratio"" is still there.",25/2/21,103,Stay Home Notice,107,4,-11.76541104,23,6,0,1.644155077,0,0,1
ƒ?­Community case (maid of SIA cabin crew) tested preliminarily +ve for B117 strain,25/2/21 13:34,"WussRedXLi wrote: Yes supposed to do food deliver.  But it aint cheap when doing this for a long period and for every meal......not surprised some might risk it. Last time already got people risking this, go down buy newspaper, mini mart etc.  Caught before.  ""It's just downstairs"". And those never caught, we'll never know....then become undetected floaters in the community until it hits someone hard. Still got 1 pax in the ICU btw, despite the relatively low number of hospitalised. The ""ratio"" is still there. 2 of the airport hotel staff that delivered food to shn guests got infected right. SHN at home order food delivery also risk community spread.",25/2/21,108,Stay Home Notice,112,4,-11.60735416,22,5,0,1.358949502,0,0,1
[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"rbtr8r wrote: Soon, I think those vaccinated also exempt liao... As long as they prove they got lots of antibodies. SIA huat ah! 1 issue, what happens during those 48hrs??? Will they serve SHN during those period or already roaming around?",25/2/21,39,Stay Home Notice,41,2,-12.96663278,9,2,1,5.384615415,1,0,0
[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"TS WOLS, this already happening for months. Foreign workers who tested to have recovered from COVID-19 before and have antibodies, don't need SHN: https://www.mom.gov.sg/newsroom/pres...om-cmp-sectors I got relative working in construction company so I know this is true.",25/2/21,35,Stay Home Notice,36,2,-12.94316482,10,1,1,4.189857738,0,0,0
[BREAKING] Government already granting waiver of SHN for people recovered from COVID!!!,25/2/21 10:33,"gerrychua wrote: thought got antibodies doesn't equate to non-virus carriers? can the expert please come and comment? Yep no guarantees.  Already got cases where serologically postive cases now re-infected with B.1.351 and P1 variants.  BTW it is also sorta known that vaccination probably gives you a much stronger immunological response than previous natural infection. So, bo bao. Just rather low risk. But i reckon they would do PCR as well, as that'd pick up the variants regardless. Note : It's just to shorten the hotel shn stay and reduce the 2k / duration. But the good thing is that cases are going down, and it might be time to start thinking abt such things, plus the continued vaccination drives all ard the world",25/2/21,114,Stay Home Notice,123,4,-12.4011819,21,6,2,1.422278338,0,0,1
"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"arcturuz wrote: 1 comm wlwlwlwlwlwlwlwlwl arcturuz wrote: no update on the comm case? \u25b6\u25b6\u25b6\u25b6\u25b6 https://www.moh.gov.sg/news-highligh...on_22FebUpdate There is 1 case in the community today who is linked to a previous case. Case 60389 is a 43 year-old male Singaporean who is the spouse of Case 60102[1]. He works as an event planner but has not been at work since 1 February. He had been identified as a close contact of Case 60102 and was placed on quarantine on 9 February. His swab taken on 9 February was negative for COVID-19. He developed anosmia on 15 February during quarantine but did not report his symptom. On 20 February, he developed a fever and self-medicated, again without informing MOH of his symptoms. The next day, he was tested for COVID-19 as part of our protocol to test individuals during quarantine. His test came back positive for COVID-19 infection on the same day and he was conveyed in an ambulance to the National Centre for Infectious Diseases. His serological test result has come back negative, indicating that this is likely a current infection. He has been tested for the B117 strain, and the result is pending. Individuals on quarantine or SHN are required to declare any symptoms promptly, and to report their health status to MOH every day. They are provided with a list of COVID-19 symptoms to look out for, as well as reporting instructions, at the start of their isolation period. We remind these individuals to be socially responsible and to report their symptoms promptly, even if these are early/mild. [1]*Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She was confirmed to have COVID-19 infection on 9 February.",22/2/21,266,Stay Home Notice,291,4,-11.85952651,53,12,1,0.759008767,0,0,1
"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"he really an idiot... try to cover up... spread a spread during CNY... jonesftw wrote: \u25b6\u25b6\u25b6\u25b6\u25b6 https://www.moh.gov.sg/news-highligh...on_22FebUpdate There is 1 case in the community today who is linked to a previous case. Case 60389 is a 43 year-old male Singaporean who is the spouse of Case 60102[1]. He works as an event planner but has not been at work since 1 February. He had been identified as a close contact of Case 60102 and was placed on quarantine on 9 February. His swab taken on 9 February was negative for COVID-19. He developed anosmia on 15 February during quarantine but did not report his symptom. On 20 February, he developed a fever and self-medicated, again without informing MOH of his symptoms. The next day, he was tested for COVID-19 as part of our protocol to test individuals during quarantine. His test came back positive for COVID-19 infection on the same day and he was conveyed in an ambulance to the National Centre for Infectious Diseases. His serological test result has come back negative, indicating that this is likely a current infection. He has been tested for the B117 strain, and the result is pending. Individuals on quarantine or SHN are required to declare any symptoms promptly, and to report their health status to MOH every day. They are provided with a list of COVID-19 symptoms to look out for, as well as reporting instructions, at the start of their isolation period. We remind these individuals to be socially responsible and to report their symptoms promptly, even if these are early/mild. [1]*Case 60102 is a 41 year-old female Singaporean who works as a cabin crew with Singapore Airlines. She was confirmed to have COVID-19 infection on 9 February.",23/2/21,269,Stay Home Notice,293,4,-11.75124424,54,12,1,0.729060901,0,0,1
"S'pore ????????????       10       cases (1 in community, 9 imported) (22feb2021)",23/2/21 3:14,"rbtr8r wrote: he really an idiot... try to cover up... This fella only picked up during the quarantine PCR testing schedule, not unlike for those on SHN. Don't understand why these people don't wanna report. But i guess we shdnt be surprised, since infected people dont wanna see GP as well. No SP02 drop below 90% and feel tightness in chest/breathlessness, carry on with life pls. So statistically is very near to zero cases running around in our community.",23/2/21,76,Stay Home Notice,80,3,-12.32455323,14,1,3,2.295561917,0,0,0
Has covid-19 affect our casino biz?,22/2/21 0:35,The tiong gamblers now need 14 days SHN and Malaysians cannot drive in from JB Only locals to substain the biz,22/2/21,20,Stay Home Notice,21,1,-13.59796156,5,1,0,7.148973049,1,0,0
"Singapore, India not discussing air travel bubble 'as Singaporeans understand it to be': CAAS",21/2/21 21:40,"Got travel bubble meh, I thought already open leg and allow them to travel in? If not why so many Indians KPKB about SHN?",28/1/21,24,Stay Home Notice,24,1,-12.07892983,4,1,1,8.506376455,1,0,1
Most of the pain in our lives is caused by PAP.,21/2/21 20:44,"Do we even  care anymore? We know it will be import cases which they say are forced into SHN and won't infect the community. The community cases will be kept as low as possible through whatever means of classsification. Singapore die die will never go into CB2 again and whatever cases, the nation's economic health is paramount. starmerck wrote: How many daily mass testings are conducted in the sg community?",20/11/20,67,Stay Home Notice,70,3,-11.49740329,15,2,1,2.745472899,0,0,1
Those imported case stay at SHN hotel ppl,21/2/21 18:46,"billthegeek wrote: It is free if they have PR here. Quote: However, all travellers, including Singapore Citizens and Permanent Residents, who last left Singapore from 27 March 2020 despite the prevailing travel advisory, will have to continue to bear the costs of their stay at dedicated SHN facilities where applicable, as well as the cost of their COVID-19 tests. https://www.mfa.gov.sg/Overseas-Miss...SHN-Facilities",21/2/21,57,Stay Home Notice,59,3,-12.70942373,9,3,0,2.377599486,0,0,0
"?­Work pass holder arrived frm India 30dec,Shn -ve,India predeparture tested  +ve",20/2/21 9:47,"https://www.moh.gov.sg/news-highligh...feb2021-update Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19 . He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India . His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others.",19/2/21,156,Stay Home Notice,169,4,-12.07684345,29,8,1,1.332012605,0,0,1
"?­Work pass holder arrived frm India 30dec,Shn -ve,India predeparture tested  +ve",20/2/21 9:47,"jonesftw wrote: https://www.moh.gov.sg/news-highligh...feb2021-update Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19 . He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India . His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. why spend so much effort fly here in dec kana quaantine only to fly back again in feb?",19/2/21,176,Stay Home Notice,189,4,-12.24474221,32,8,1,1.12243991,0,0,0
S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"fordsolo wrote: in 1st page heng no community case https://www.moh.gov.sg/news-highligh...feb2021-update Amongst the 14 imported cases,* \x95 1 (Case 60324) is a Singapore Permanent Resident who returned from Indonesia. \x95 3 (Cases 60318, 60323 and 60337) are Dependant\x92s Pass holders who arrived from India and Indonesia. \x95 4 (Cases 60316, 60319, 60321 and 60325) are Work Pass holders who arrived from India, Nepal and the UAE. \x95 3 are Work Permit holders who arrived from Indonesia and Malaysia, of whom 1 (Case 60322) is a foreign domestic worker. \x95 3 (Cases 60328, 60329 and 60330) are Special Pass holders who are sea crew, and arrived from Malaysia and the UAE. They had not disembarked from their vessels and were tested onboard.* They had all already been placed on SHN or isolated upon arrival in Singapore and were tested while serving SHN or during isolation.* Of these, 13 are not required to undergo mandatory on-arrival serology tests upon arrival1. The remaining case tested positive for her on-arrival serology test, but as we are unable to definitively conclude that she was no longer infectious when she arrived in Singapore, we will take all the necessary public health actions as a precautionary measure. Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load. Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive. Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others.",19/2/21,326,Stay Home Notice,368,4,-12.65137119,67,18,2,0.640379482,0,0,0
S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"Import Cases Nepal - 1 Malaysia - 3 Indonesia - 3 UAE - 3 India - 4 New places visited - NIL Confirmed on 18th Feb Quote: Case 60316 is a Work Pass holder who arrived from India on 30 December 2020 and served SHN at a dedicated facility until 3 January 2021. As he had been identified as a close contact of Case 58944, he was subsequently placed on quarantine from 3 January to 13 January. His swabs done on 4 January and 10 January during quarantine were negative for COVID-19. He is asymptomatic, and was detected when he took a COVID-19 pre-departure test on 17 February in preparation for his return to India. His test result came back positive for COVID-19 infection the next day, although the Ct value was very high, which is indicative of a low viral load . Another sample taken on 18 February tested negative for COVID-19. His serological test result has also come back positive . Given that these indicate likely past infection, we have classified the case as imported. He is likely to be shedding minute fragments of the virus RNA, which are no longer transmissible and infective to others. No of days from arrival till tested positive (30/12/2020 - 18/2/2021): 51 days (Import)",19/2/21,181,Stay Home Notice,214,4,-12.5983739,31,8,1,0.840656626,0,0,0
S'pore ????????         14   Cases (all imported) (19Feb2021),20/2/21 5:37,"hg2 wrote: seems too early for flu seasons, heard lots of coughings in trains and kopi-tiam... coughing but don't want to visit doctor, too many of them around. cos they scare kena 5 days SHN.",19/2/21,31,Stay Home Notice,35,2,-12.96461845,6,2,0,6.149038695,1,0,0
Has Singapore defeated Covid?,20/2/21 3:07,Elites come in Singapore don't even need to quarantine.  Singapore no covid.  All immuned. https://mothership.sg/2021/02/world-...-forum-no-shn/,18/2/21,13,Stay Home Notice,14,1,-14.56457243,4,0,0,12.00452675,2,0,0
Has Singapore defeated Covid?,20/2/21 3:07,"WuRenJi wrote: Elites come in Singapore don't even need to quarantine.  Singapore no covid.  All immuned. https://mothership.sg/2021/02/world-...-forum-no-shn/ Thats cos these elites are behind the hysteria surrounding this virus. The ""cure"" (measures to combat) for COVID is worse than the disease itself. That's cos they have a diabolical plan to bring about the Great Reset to create their final goal which is the NWO. Covid is not a sham, but some of the measures to combat it certainly are.",18/2/21,75,Stay Home Notice,77,3,-12.32515416,18,1,0,2.425696401,0,0,1
"S'pore ????????     11       Cases (1 community, 10 imported) (17Feb2021)",18/2/21 10:07,"Amongst the 10 imported cases,* - 1 (Case 60276) is a Work Pass holder who arrived from India.* - 8 are Work Permit holders who arrived from Indonesia and Malaysia, of whom 7 (Cases 60281, 60282, 60283, 60284, 60285, 60286 and 60287) are foreign domestic workers. - 1 (Case 60280) is a Short-Term Visit Pass holder who arrived from India for studies in Singapore. Of these, 7 arrived in Singapore before the requirement for mandatory on-arrival serology tests commenced, and 3 are not required to undergo these tests upon arrival1. They had all already been placed on SHN upon arrival in Singapore and were tested while serving SHN.* https://www.moh.gov.sg/news-highligh...-17Feb-updated",17/2/21,87,Stay Home Notice,108,4,-14.00952748,21,4,0,1.910129727,0,0,0
Wa attendees for World economic forum in Singapore no need SHN,18/2/21 9:10,"MOH can make u-turn beri fast. Any case of detection found on this group, they will immediately treat case as regular and say SHN was advised upon entry. And who gonna know.",18/2/21,31,Stay Home Notice,32,2,-11.95890308,8,1,0,6.689499253,1,0,0
'Strong suggestion' that foreign student who breached SHN killed himself for fear of,18/2/21 4:19,'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences: Investigation officer https://www.straitstimes.com/singapo...ed-himself-for,16/2/21,16,Stay Home Notice,16,1,-14.93639258,2,0,0,6.149038695,1,0,0
'Strong suggestion' that foreign student who breached SHN killed himself for fear of,18/2/21 4:19,euko82 wrote: 'Strong suggestion' that foreign student who breached SHN killed himself for fear of consequences: Investigation officer https://www.straitstimes.com/singapo...ed-himself-for Wtf so xiang bu kai,16/2/21,23,Stay Home Notice,23,1,-16.21986387,3,0,0,3.898505095,0,0,0
